substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,cascade_rate,echo_rate
degraded_instruct,healthy_q6,cyber_plus_structural,rhetoric,1200,0.92,0.7233,0.967,0.055,0.1175
degraded_instruct,healthy_q6,cyber_plus_structural,spatial,1200,0.9058,0.7325,0.9633,0.0583,0.1042
degraded_instruct,healthy_q6,structural_only,boundary,1200,0.8975,0.745,0.9585,0.0633,0.0492
degraded_instruct,healthy_q6,structural_only,generalist,1200,0.92,0.7792,0.9662,0.0492,0.0542
degraded_instruct,healthy_q6,structural_only,math,4800,0.9348,0.8092,0.9656,0.0506,0.044
degraded_instruct,healthy_q6,structural_only,rhetoric,1200,0.9033,0.7567,0.9631,0.0558,0.0592
degraded_instruct,healthy_q6,structural_only,spatial,1200,0.91,0.7908,0.9653,0.0517,0.0433
instruct,damaged_q2,all_three_balanced,boundary,1200,0.6058,0.34,0.8419,0.1925,0.145
instruct,damaged_q2,all_three_balanced,generalist,1200,0.2975,0.1825,0.6501,0.1992,0.1392
instruct,damaged_q2,all_three_balanced,math,4800,0.2404,0.1787,0.5263,0.2192,0.1231
instruct,damaged_q2,all_three_balanced,rhetoric,1200,0.2867,0.17,0.6364,0.2067,0.12
instruct,damaged_q2,all_three_balanced,spatial,1200,0.2633,0.1683,0.6095,0.2042,0.1208
instruct,damaged_q2,all_three_naive_all_fire,boundary,1200,0.11,0.0367,0.4288,0.3467,0.3175
instruct,damaged_q2,all_three_naive_all_fire,generalist,1200,0.03,0.0158,0.254,0.3625,0.3075
instruct,damaged_q2,all_three_naive_all_fire,math,4800,0.0306,0.0244,0.1983,0.3527,0.2765
instruct,damaged_q2,all_three_naive_all_fire,rhetoric,1200,0.0308,0.0175,0.2513,0.3542,0.2792
instruct,damaged_q2,all_three_naive_all_fire,spatial,1200,0.0275,0.0158,0.2493,0.3383,0.3
instruct,damaged_q2,baseline,boundary,1200,0.0017,0.0008,0.0324,0.6742,0.0
instruct,damaged_q2,baseline,generalist,1200,0.0,0.0,0.0673,0.5317,0.0
instruct,damaged_q2,baseline,math,4800,0.0042,0.004,0.0647,0.5285,0.0
instruct,damaged_q2,baseline,rhetoric,1200,0.0,0.0,0.0614,0.585,0.0
instruct,damaged_q2,baseline,spatial,1200,0.0058,0.0033,0.0756,0.5142,0.0
instruct,damaged_q2,cognitive_only,boundary,1200,0.0017,0.0008,0.0613,0.6108,0.0342
instruct,damaged_q2,cognitive_only,generalist,1200,0.005,0.0025,0.1292,0.4775,0.0325
instruct,damaged_q2,cognitive_only,math,4800,0.0098,0.009,0.1177,0.4796,0.0367
instruct,damaged_q2,cognitive_only,rhetoric,1200,0.0042,0.0008,0.121,0.4958,0.0367
instruct,damaged_q2,cognitive_only,spatial,1200,0.0042,0.0025,0.126,0.4558,0.0358
instruct,damaged_q2,cognitive_plus_cyber,boundary,1200,0.0258,0.0175,0.2876,0.4592,0.1075
instruct,damaged_q2,cognitive_plus_cyber,generalist,1200,0.0158,0.0075,0.1901,0.42,0.1008
instruct,damaged_q2,cognitive_plus_cyber,math,4800,0.0117,0.0085,0.1262,0.4583,0.0992
instruct,damaged_q2,cognitive_plus_cyber,rhetoric,1200,0.0133,0.0092,0.1827,0.4508,0.105
instruct,damaged_q2,cognitive_plus_cyber,spatial,1200,0.0083,0.0033,0.1688,0.41,0.1025
instruct,damaged_q2,cognitive_plus_structural,boundary,1200,0.1625,0.1,0.5043,0.3083,0.0617
instruct,damaged_q2,cognitive_plus_structural,generalist,1200,0.1825,0.1233,0.5333,0.2367,0.0625
instruct,damaged_q2,cognitive_plus_structural,math,4800,0.2004,0.16,0.4817,0.2577,0.059
instruct,damaged_q2,cognitive_plus_structural,rhetoric,1200,0.1733,0.1175,0.5079,0.2633,0.0567
instruct,damaged_q2,cognitive_plus_structural,spatial,1200,0.1633,0.1108,0.515,0.2433,0.06
instruct,damaged_q2,cyber_only,boundary,1200,0.0267,0.0142,0.2507,0.4917,0.065
instruct,damaged_q2,cyber_only,generalist,1200,0.005,0.0025,0.1289,0.4442,0.0492
instruct,damaged_q2,cyber_only,math,4800,0.0067,0.005,0.0918,0.4777,0.0631
instruct,damaged_q2,cyber_only,rhetoric,1200,0.0058,0.0008,0.1252,0.4783,0.0792
instruct,damaged_q2,cyber_only,spatial,1200,0.0075,0.0042,0.1174,0.4617,0.0567
instruct,damaged_q2,cyber_plus_structural,boundary,1200,0.5825,0.3558,0.8333,0.2075,0.1025
instruct,damaged_q2,cyber_plus_structural,generalist,1200,0.1725,0.1025,0.5125,0.2275,0.0983
instruct,damaged_q2,cyber_plus_structural,math,4800,0.1729,0.1377,0.4343,0.2606,0.1052
instruct,damaged_q2,cyber_plus_structural,rhetoric,1200,0.1792,0.1092,0.5116,0.2517,0.1017
instruct,damaged_q2,cyber_plus_structural,spatial,1200,0.1475,0.1058,0.4948,0.2467,0.0975
instruct,damaged_q2,structural_only,boundary,1200,0.1292,0.0758,0.4557,0.3308,0.0425
instruct,damaged_q2,structural_only,generalist,1200,0.1125,0.0775,0.4194,0.2967,0.0375
instruct,damaged_q2,structural_only,math,4800,0.1508,0.1231,0.412,0.2877,0.0404
instruct,damaged_q2,structural_only,rhetoric,1200,0.1125,0.0792,0.4036,0.3175,0.0433
instruct,damaged_q2,structural_only,spatial,1200,0.1367,0.0983,0.4485,0.2608,0.0333
instruct,damaged_q3,all_three_balanced,boundary,1200,0.8325,0.5283,0.9266,0.1258,0.1183
instruct,damaged_q3,all_three_balanced,generalist,1200,0.7925,0.5208,0.917,0.1192,0.1433
instruct,damaged_q3,all_three_balanced,math,4800,0.7371,0.5192,0.8539,0.1181,0.1292
instruct,damaged_q3,all_three_balanced,rhetoric,1200,0.8092,0.5442,0.9203,0.1142,0.1225
instruct,damaged_q3,all_three_balanced,spatial,1200,0.74,0.5133,0.8904,0.1167,0.1075
instruct,damaged_q3,all_three_naive_all_fire,boundary,1200,0.5742,0.2475,0.7991,0.1675,0.3325
instruct,damaged_q3,all_three_naive_all_fire,generalist,1200,0.2367,0.1242,0.5648,0.1783,0.3133
instruct,damaged_q3,all_three_naive_all_fire,math,4800,0.1967,0.1452,0.4862,0.1994,0.2806
instruct,damaged_q3,all_three_naive_all_fire,rhetoric,1200,0.2342,0.1242,0.5693,0.18,0.3133
instruct,damaged_q3,all_three_naive_all_fire,spatial,1200,0.2383,0.135,0.5667,0.165,0.2517
instruct,damaged_q3,baseline,boundary,1200,0.0342,0.0258,0.2564,0.3175,0.0
instruct,damaged_q3,baseline,generalist,1200,0.045,0.0392,0.3185,0.2608,0.0
instruct,damaged_q3,baseline,math,4800,0.0754,0.0702,0.3136,0.2646,0.0
instruct,damaged_q3,baseline,rhetoric,1200,0.0558,0.0442,0.3238,0.235,0.0
instruct,damaged_q3,baseline,spatial,1200,0.0417,0.0308,0.3196,0.2508,0.0
instruct,damaged_q3,cognitive_only,boundary,1200,0.0475,0.0358,0.3124,0.3033,0.035
instruct,damaged_q3,cognitive_only,generalist,1200,0.11,0.0767,0.431,0.2392,0.0408
instruct,damaged_q3,cognitive_only,math,4800,0.1194,0.0977,0.3856,0.244,0.0396
instruct,damaged_q3,cognitive_only,rhetoric,1200,0.0808,0.0592,0.4129,0.2517,0.0442
instruct,damaged_q3,cognitive_only,spatial,1200,0.0908,0.0725,0.4208,0.2242,0.0333
instruct,damaged_q3,cognitive_plus_cyber,boundary,1200,0.2558,0.1583,0.6524,0.235,0.095
instruct,damaged_q3,cognitive_plus_cyber,generalist,1200,0.1342,0.0967,0.4961,0.2175,0.0992
instruct,damaged_q3,cognitive_plus_cyber,math,4800,0.1388,0.1138,0.408,0.2458,0.0965
instruct,damaged_q3,cognitive_plus_cyber,rhetoric,1200,0.135,0.0917,0.4935,0.2275,0.0858
instruct,damaged_q3,cognitive_plus_cyber,spatial,1200,0.1233,0.085,0.4616,0.2217,0.1092
instruct,damaged_q3,cognitive_plus_structural,boundary,1200,0.6942,0.47,0.879,0.1317,0.0658
instruct,damaged_q3,cognitive_plus_structural,generalist,1200,0.6642,0.4817,0.8615,0.1308,0.0542
instruct,damaged_q3,cognitive_plus_structural,math,4800,0.6708,0.5246,0.8223,0.1273,0.0573
instruct,damaged_q3,cognitive_plus_structural,rhetoric,1200,0.6342,0.4625,0.845,0.135,0.0608
instruct,damaged_q3,cognitive_plus_structural,spatial,1200,0.6675,0.5,0.8662,0.1225,0.0533
instruct,damaged_q3,cyber_only,boundary,1200,0.225,0.1458,0.6193,0.2492,0.0775
instruct,damaged_q3,cyber_only,generalist,1200,0.1017,0.0725,0.4209,0.2342,0.0617
instruct,damaged_q3,cyber_only,math,4800,0.105,0.0904,0.3565,0.2306,0.0558
instruct,damaged_q3,cyber_only,rhetoric,1200,0.1,0.0725,0.425,0.2267,0.0758
instruct,damaged_q3,cyber_only,spatial,1200,0.0825,0.0683,0.4036,0.235,0.0533
instruct,damaged_q3,cyber_plus_structural,boundary,1200,0.8225,0.5675,0.9254,0.1333,0.1042
instruct,damaged_q3,cyber_plus_structural,generalist,1200,0.5983,0.4383,0.8177,0.125,0.1192
instruct,damaged_q3,cyber_plus_structural,math,4800,0.605,0.4788,0.771,0.1219,0.0887
instruct,damaged_q3,cyber_plus_structural,rhetoric,1200,0.6267,0.4592,0.8261,0.1092,0.1075
instruct,damaged_q3,cyber_plus_structural,spatial,1200,0.5975,0.4483,0.8172,0.12,0.09
instruct,damaged_q3,structural_only,boundary,1200,0.6025,0.435,0.8295,0.1283,0.0433
instruct,damaged_q3,structural_only,generalist,1200,0.4808,0.3692,0.7634,0.13,0.0375
instruct,damaged_q3,structural_only,math,4800,0.5844,0.4794,0.7592,0.129,0.0402
instruct,damaged_q3,structural_only,rhetoric,1200,0.4867,0.375,0.7571,0.1383,0.0325
instruct,damaged_q3,structural_only,spatial,1200,0.5258,0.4192,0.7774,0.1325,0.0442
instruct,healthy_q6,all_three_balanced,boundary,1200,0.8858,0.6267,0.9514,0.0717,0.1625
instruct,healthy_q6,all_three_balanced,generalist,1200,0.8867,0.6467,0.9525,0.0758,0.1233
instruct,healthy_q6,all_three_balanced,math,4800,0.9123,0.6771,0.9539,0.0692,0.1275
instruct,healthy_q6,all_three_balanced,rhetoric,1200,0.8808,0.6608,0.9493,0.08,0.1217
instruct,healthy_q6,all_three_balanced,spatial,1200,0.9108,0.6867,0.9638,0.055,0.1325
instruct,healthy_q6,all_three_naive_all_fire,boundary,1200,0.8567,0.4683,0.9157,0.1,0.3067
instruct,healthy_q6,all_three_naive_all_fire,generalist,1200,0.8283,0.4575,0.8901,0.0742,0.3058
instruct,healthy_q6,all_three_naive_all_fire,math,4800,0.7519,0.4548,0.8513,0.0969,0.2835
instruct,healthy_q6,all_three_naive_all_fire,rhetoric,1200,0.7983,0.46,0.8784,0.1158,0.2858
instruct,healthy_q6,all_three_naive_all_fire,spatial,1200,0.7875,0.4583,0.8751,0.11,0.275
instruct,healthy_q6,baseline,boundary,1200,0.315,0.2792,0.6662,0.0942,0.0
instruct,healthy_q6,baseline,generalist,1200,0.3558,0.32,0.6984,0.0808,0.0
instruct,healthy_q6,baseline,math,4800,0.4985,0.4675,0.7035,0.0788,0.0
instruct,healthy_q6,baseline,rhetoric,1200,0.3342,0.2975,0.6874,0.0908,0.0
instruct,healthy_q6,baseline,spatial,1200,0.3575,0.3167,0.705,0.0758,0.0
instruct,healthy_q6,cognitive_only,boundary,1200,0.4283,0.365,0.7593,0.0817,0.0442
instruct,healthy_q6,cognitive_only,generalist,1200,0.5108,0.4275,0.8166,0.0767,0.0317
instruct,healthy_q6,cognitive_only,math,4800,0.6144,0.5448,0.7793,0.0802,0.034
instruct,healthy_q6,cognitive_only,rhetoric,1200,0.5142,0.435,0.8047,0.0833,0.0308
instruct,healthy_q6,cognitive_only,spatial,1200,0.4917,0.4192,0.7988,0.0808,0.0275
instruct,healthy_q6,cognitive_plus_cyber,boundary,1200,0.8108,0.5908,0.926,0.0983,0.11
instruct,healthy_q6,cognitive_plus_cyber,generalist,1200,0.6558,0.4942,0.8693,0.0817,0.0975
instruct,healthy_q6,cognitive_plus_cyber,math,4800,0.6267,0.5112,0.7833,0.0892,0.0912
instruct,healthy_q6,cognitive_plus_cyber,rhetoric,1200,0.6592,0.4958,0.8709,0.1,0.1008
instruct,healthy_q6,cognitive_plus_cyber,spatial,1200,0.6175,0.4758,0.8463,0.0892,0.115
instruct,healthy_q6,cognitive_plus_structural,boundary,1200,0.89,0.7225,0.9565,0.07,0.0667
instruct,healthy_q6,cognitive_plus_structural,generalist,1200,0.9058,0.7508,0.9596,0.0575,0.0592
instruct,healthy_q6,cognitive_plus_structural,math,4800,0.9313,0.7642,0.9619,0.055,0.0575
instruct,healthy_q6,cognitive_plus_structural,rhetoric,1200,0.8983,0.7375,0.9583,0.0583,0.055
instruct,healthy_q6,cognitive_plus_structural,spatial,1200,0.9,0.7558,0.9614,0.0575,0.0483
instruct,healthy_q6,cyber_only,boundary,1200,0.8525,0.69,0.9435,0.07,0.0575
instruct,healthy_q6,cyber_only,generalist,1200,0.5183,0.4358,0.7955,0.0725,0.0592
instruct,healthy_q6,cyber_only,math,4800,0.541,0.4635,0.7266,0.0819,0.0635
instruct,healthy_q6,cyber_only,rhetoric,1200,0.545,0.4542,0.8134,0.0758,0.0517
instruct,healthy_q6,cyber_only,spatial,1200,0.465,0.3792,0.7617,0.0892,0.0592
instruct,healthy_q6,cyber_plus_structural,boundary,1200,0.8833,0.6767,0.954,0.0817,0.1275
instruct,healthy_q6,cyber_plus_structural,generalist,1200,0.905,0.735,0.9632,0.06,0.0942
instruct,healthy_q6,cyber_plus_structural,math,4800,0.9221,0.7385,0.9606,0.0596,0.0988
instruct,healthy_q6,cyber_plus_structural,rhetoric,1200,0.8983,0.715,0.9583,0.0625,0.0983
instruct,healthy_q6,cyber_plus_structural,spatial,1200,0.9125,0.7208,0.9642,0.0575,0.105
instruct,healthy_q6,structural_only,boundary,1200,0.9058,0.7575,0.9613,0.055,0.0525
instruct,healthy_q6,structural_only,generalist,1200,0.9083,0.785,0.9622,0.0508,0.04
instruct,healthy_q6,structural_only,math,4800,0.9346,0.8046,0.9647,0.049,0.0425
instruct,healthy_q6,structural_only,rhetoric,1200,0.915,0.7758,0.965,0.0483,0.0475
instruct,healthy_q6,structural_only,spatial,1200,0.9258,0.7933,0.9685,0.04,0.0417
