model,substrate,quant,stack,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,base,q8_k_m,tri_routed_68_20_12,4800,0.9523,0.8087,0.9688,0.9917,0.0317,0.039,0.1271,0.0504,0.7788,none
2b_reference,base,q8_k_m,tri_routed_72_18_10,4800,0.9487,0.8044,0.9679,0.9927,0.0331,0.034,0.1344,0.0504,0.7744,none
2b_reference,base,q8_k_m,tri_stability_70,4800,0.9519,0.8025,0.9688,0.9896,0.0298,0.0396,0.1304,0.0502,0.7727,none
2b_reference,base,q8_k_m,tri_structural_65,4800,0.9529,0.7967,0.9682,0.9915,0.029,0.0456,0.1377,0.0517,0.7653,none
2b_reference,degraded_instruct,base_f16,baseline,4800,0.7669,0.6898,0.8588,0.91,0.0277,0.0098,0.1244,0.5206,0.6435,none
2b_reference,degraded_instruct,base_f16,cognitive_25_structural_75,4800,0.9594,0.839,0.9718,0.9904,0.0238,0.0235,0.1142,0.0502,0.8155,none
2b_reference,degraded_instruct,base_f16,cognitive_cyber_equal,4800,0.9548,0.7667,0.9687,0.9906,0.0279,0.0821,0.1379,0.0512,0.7283,none
2b_reference,degraded_instruct,base_f16,cognitive_only,4800,0.9463,0.7733,0.9625,0.9921,0.03,0.0596,0.1392,0.084,0.7371,none
2b_reference,degraded_instruct,base_f16,cognitive_structural_equal,4800,0.9571,0.8117,0.971,0.9892,0.0242,0.0387,0.1263,0.0475,0.7842,none
2b_reference,degraded_instruct,base_f16,cyber_25_structural_75,4800,0.96,0.8248,0.9711,0.9894,0.0262,0.0383,0.1138,0.0504,0.7976,none
2b_reference,degraded_instruct,base_f16,cyber_only,4800,0.9406,0.7456,0.9597,0.9812,0.0294,0.0908,0.1412,0.084,0.7031,none
2b_reference,degraded_instruct,base_f16,cyber_structural_equal,4800,0.954,0.7944,0.9691,0.9902,0.0296,0.0621,0.124,0.0508,0.7606,none
2b_reference,degraded_instruct,base_f16,structural_only,4800,0.9583,0.8317,0.9707,0.9894,0.0235,0.0142,0.1279,0.05,0.809,none
2b_reference,degraded_instruct,base_f16,tri_equal,4800,0.9563,0.7831,0.9696,0.989,0.0285,0.0771,0.1221,0.0485,0.747,none
2b_reference,degraded_instruct,base_f16,tri_naive_all_fire,4800,0.916,0.514,0.9299,0.9894,0.0479,0.3383,0.19,0.0496,0.4142,none
2b_reference,degraded_instruct,base_f16,tri_routed_68_20_12,4800,0.9615,0.824,0.9726,0.989,0.0235,0.0465,0.106,0.0485,0.7967,none
2b_reference,degraded_instruct,base_f16,tri_routed_72_18_10,4800,0.9619,0.8119,0.9722,0.9906,0.0204,0.0425,0.1242,0.0494,0.7848,none
2b_reference,degraded_instruct,base_f16,tri_stability_70,4800,0.9594,0.8165,0.9712,0.9894,0.0244,0.0456,0.115,0.05,0.7883,none
2b_reference,degraded_instruct,base_f16,tri_structural_65,4800,0.9565,0.8121,0.971,0.9902,0.0244,0.046,0.1215,0.0508,0.7833,none
2b_reference,degraded_instruct,collapsed_q2_edge,baseline,4800,0.0,0.0,0.0075,0.1127,0.85,0.0125,0.7202,4.8354,-0.5569,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cognitive_25_structural_75,4800,0.0583,0.0423,0.2505,0.5429,0.5127,0.024,0.5904,2.7675,-0.3019,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cognitive_cyber_equal,4800,0.0019,0.0013,0.061,0.3998,0.7485,0.0875,0.6725,4.2844,-0.5088,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cognitive_only,4800,0.0025,0.0013,0.0365,0.326,0.7917,0.0444,0.7142,4.556,-0.5301,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cognitive_structural_equal,4800,0.0304,0.0227,0.1689,0.5002,0.5773,0.0383,0.6367,3.324,-0.3753,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cyber_25_structural_75,4800,0.0717,0.0523,0.2651,0.5448,0.4994,0.0387,0.5473,2.6552,-0.2818,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cyber_only,4800,0.0031,0.0015,0.0479,0.325,0.7652,0.0887,0.649,4.3979,-0.5177,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,cyber_structural_equal,4800,0.0348,0.0256,0.1832,0.4879,0.5777,0.0548,0.5585,3.1608,-0.3614,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,structural_only,4800,0.0465,0.0369,0.2031,0.4479,0.549,0.0177,0.5846,2.9823,-0.3272,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_equal,4800,0.0431,0.0298,0.2111,0.564,0.5487,0.0698,0.6131,3.0348,-0.3496,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_naive_all_fire,4800,0.0894,0.0488,0.2981,0.611,0.455,0.3208,0.635,2.4452,-0.325,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_routed_68_20_12,4800,0.1381,0.0967,0.3868,0.6229,0.3992,0.0467,0.5548,2.0863,-0.1811,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.161,0.109,0.4057,0.6302,0.395,0.0435,0.5477,1.9779,-0.161,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_stability_70,4800,0.1385,0.0938,0.3884,0.6279,0.404,0.0415,0.5606,2.0502,-0.1831,cascade
2b_reference,degraded_instruct,collapsed_q2_edge,tri_structural_65,4800,0.1315,0.0942,0.3737,0.6202,0.4017,0.0519,0.5585,2.1498,-0.1889,cascade
2b_reference,degraded_instruct,damaged_q2,baseline,4800,0.0037,0.0021,0.0501,0.2758,0.6613,0.0108,0.6181,4.3942,-0.4676,cascade
2b_reference,degraded_instruct,damaged_q2,cognitive_25_structural_75,4800,0.2108,0.1537,0.4751,0.6973,0.31,0.0267,0.4881,1.7665,-0.072,cascade
2b_reference,degraded_instruct,damaged_q2,cognitive_cyber_equal,4800,0.0304,0.0217,0.1882,0.5754,0.5052,0.0821,0.5471,3.2806,-0.3541,cascade
2b_reference,degraded_instruct,damaged_q2,cognitive_only,4800,0.0148,0.0112,0.1301,0.489,0.5713,0.0571,0.6162,3.7058,-0.4061,cascade
2b_reference,degraded_instruct,damaged_q2,cognitive_structural_equal,4800,0.1179,0.0833,0.3723,0.6594,0.3529,0.0373,0.5348,2.2842,-0.187,cascade
2b_reference,degraded_instruct,damaged_q2,cyber_25_structural_75,4800,0.2533,0.1888,0.5053,0.7017,0.2921,0.0373,0.4546,1.6469,-0.025,cascade
2b_reference,degraded_instruct,damaged_q2,cyber_only,4800,0.0242,0.0179,0.1654,0.5133,0.511,0.0817,0.5358,3.4402,-0.3666,cascade
2b_reference,degraded_instruct,damaged_q2,cyber_structural_equal,4800,0.1398,0.0996,0.3916,0.6512,0.3621,0.0579,0.4696,2.126,-0.1645,cascade
2b_reference,degraded_instruct,damaged_q2,structural_only,4800,0.1708,0.1279,0.4231,0.6131,0.3348,0.0171,0.4969,1.9381,-0.1126,cascade
2b_reference,degraded_instruct,damaged_q2,tri_equal,4800,0.1646,0.1131,0.4371,0.7273,0.3271,0.0802,0.5012,1.9819,-0.1402,cascade
2b_reference,degraded_instruct,damaged_q2,tri_naive_all_fire,4800,0.2675,0.1365,0.5293,0.7529,0.2715,0.3281,0.5375,1.4298,-0.1251,cascade
2b_reference,degraded_instruct,damaged_q2,tri_routed_68_20_12,4800,0.3927,0.281,0.6333,0.7788,0.2487,0.0462,0.4458,1.1042,0.1063,none
2b_reference,degraded_instruct,damaged_q2,tri_routed_72_18_10,4800,0.4456,0.3094,0.6638,0.7829,0.2265,0.0415,0.4423,0.9846,0.1485,none
2b_reference,degraded_instruct,damaged_q2,tri_stability_70,4800,0.4217,0.2919,0.655,0.7908,0.2338,0.0473,0.454,1.0206,0.1249,none
2b_reference,degraded_instruct,damaged_q2,tri_structural_65,4800,0.3887,0.2702,0.6254,0.7765,0.2365,0.049,0.4504,1.1621,0.0953,none
2b_reference,degraded_instruct,damaged_q3,baseline,4800,0.0604,0.0521,0.2672,0.5177,0.3302,0.0115,0.3827,2.8475,-0.2223,cascade
2b_reference,degraded_instruct,damaged_q3,cognitive_25_structural_75,4800,0.7315,0.5415,0.8449,0.9119,0.1277,0.0213,0.3304,0.3833,0.4533,none
2b_reference,degraded_instruct,damaged_q3,cognitive_cyber_equal,4800,0.23,0.165,0.5177,0.8092,0.2352,0.0779,0.3883,1.7677,-0.0406,primitive_gap
2b_reference,degraded_instruct,damaged_q3,cognitive_only,4800,0.1338,0.1054,0.4167,0.7262,0.276,0.0475,0.3858,2.2046,-0.128,primitive_gap
2b_reference,degraded_instruct,damaged_q3,cognitive_structural_equal,4800,0.5215,0.3748,0.7321,0.8927,0.1673,0.0383,0.3621,0.8662,0.2447,none
2b_reference,degraded_instruct,damaged_q3,cyber_25_structural_75,4800,0.7165,0.5317,0.8369,0.8702,0.1335,0.0331,0.3029,0.3663,0.4424,none
2b_reference,degraded_instruct,damaged_q3,cyber_only,4800,0.2035,0.1494,0.4723,0.735,0.2421,0.081,0.355,1.9394,-0.0648,primitive_gap
2b_reference,degraded_instruct,damaged_q3,cyber_structural_equal,4800,0.571,0.4204,0.7539,0.8494,0.1558,0.0577,0.306,0.7235,0.3015,none
2b_reference,degraded_instruct,damaged_q3,structural_only,4800,0.6383,0.4871,0.7879,0.829,0.1537,0.0144,0.3246,0.5452,0.3849,none
2b_reference,degraded_instruct,damaged_q3,tri_equal,4800,0.6183,0.4325,0.7848,0.8975,0.1585,0.0767,0.3385,0.6144,0.3118,none
2b_reference,degraded_instruct,damaged_q3,tri_naive_all_fire,4800,0.6885,0.3594,0.8173,0.9123,0.1517,0.3348,0.3787,0.3167,0.2008,none
2b_reference,degraded_instruct,damaged_q3,tri_routed_68_20_12,4800,0.8392,0.5929,0.9107,0.9444,0.1117,0.0504,0.3063,0.1062,0.5195,none
2b_reference,degraded_instruct,damaged_q3,tri_routed_72_18_10,4800,0.8429,0.6073,0.9164,0.9529,0.114,0.041,0.2967,0.0854,0.5369,none
2b_reference,degraded_instruct,damaged_q3,tri_stability_70,4800,0.8398,0.5962,0.9148,0.9535,0.1177,0.0496,0.3021,0.0867,0.5225,none
2b_reference,degraded_instruct,damaged_q3,tri_structural_65,4800,0.8287,0.5883,0.9065,0.9392,0.1131,0.0481,0.3102,0.1177,0.5141,none
2b_reference,degraded_instruct,damaged_q4,baseline,4800,0.1771,0.1494,0.4561,0.6556,0.1883,0.0125,0.2975,2.0412,-0.0355,primitive_gap
2b_reference,degraded_instruct,damaged_q4,cognitive_25_structural_75,4800,0.8985,0.6848,0.9419,0.9821,0.0762,0.0258,0.2517,0.0635,0.6334,none
2b_reference,degraded_instruct,damaged_q4,cognitive_cyber_equal,4800,0.4856,0.3635,0.7102,0.9104,0.151,0.0781,0.2894,1.0237,0.2283,none
2b_reference,degraded_instruct,damaged_q4,cognitive_only,4800,0.3369,0.2715,0.6162,0.8429,0.1623,0.0498,0.304,1.4379,0.1166,none
2b_reference,degraded_instruct,damaged_q4,cognitive_structural_equal,4800,0.8333,0.621,0.902,0.9729,0.0969,0.039,0.2671,0.2267,0.5515,none
2b_reference,degraded_instruct,damaged_q4,cyber_25_structural_75,4800,0.8708,0.6633,0.929,0.9569,0.0908,0.0365,0.2437,0.0802,0.6053,none
2b_reference,degraded_instruct,damaged_q4,cyber_only,4800,0.4219,0.3173,0.6616,0.8248,0.1377,0.081,0.2675,1.1948,0.1786,none
2b_reference,degraded_instruct,damaged_q4,cyber_structural_equal,4800,0.8137,0.6177,0.8886,0.9181,0.0921,0.0552,0.2483,0.2419,0.5471,none
2b_reference,degraded_instruct,damaged_q4,structural_only,4800,0.8562,0.6554,0.9183,0.9285,0.0879,0.0156,0.2587,0.1035,0.6,none
2b_reference,degraded_instruct,damaged_q4,tri_equal,4800,0.8621,0.6221,0.9196,0.9725,0.0917,0.0727,0.2704,0.1385,0.5515,none
2b_reference,degraded_instruct,damaged_q4,tri_naive_all_fire,4800,0.8431,0.4256,0.8974,0.9738,0.1073,0.3196,0.3117,0.0733,0.3009,none
2b_reference,degraded_instruct,damaged_q4,tri_routed_68_20_12,4800,0.901,0.6754,0.9451,0.9906,0.0852,0.0477,0.24,0.046,0.6188,none
2b_reference,degraded_instruct,damaged_q4,tri_routed_72_18_10,4800,0.9113,0.7006,0.9488,0.9908,0.0742,0.0367,0.225,0.05,0.6505,none
2b_reference,degraded_instruct,damaged_q4,tri_stability_70,4800,0.9062,0.6885,0.9481,0.9892,0.0762,0.045,0.2275,0.0473,0.6361,none
2b_reference,degraded_instruct,damaged_q4,tri_structural_65,4800,0.9048,0.6773,0.9473,0.9869,0.0769,0.0492,0.2448,0.041,0.6228,none
2b_reference,degraded_instruct,healthy_q6,baseline,4800,0.4417,0.3796,0.6742,0.7879,0.0977,0.0112,0.205,1.185,0.2724,none
2b_reference,degraded_instruct,healthy_q6,cognitive_25_structural_75,4800,0.9265,0.7569,0.9562,0.9869,0.0569,0.0231,0.1846,0.0496,0.7179,none
2b_reference,degraded_instruct,healthy_q6,cognitive_cyber_equal,4800,0.8323,0.636,0.901,0.9767,0.081,0.0862,0.2004,0.2769,0.5646,none
2b_reference,degraded_instruct,healthy_q6,cognitive_only,4800,0.7158,0.5673,0.8376,0.9658,0.0831,0.0512,0.2148,0.584,0.4857,none
2b_reference,degraded_instruct,healthy_q6,cognitive_structural_equal,4800,0.9223,0.734,0.9549,0.9902,0.0619,0.0338,0.1933,0.0485,0.6908,none
2b_reference,degraded_instruct,healthy_q6,cyber_25_structural_75,4800,0.9198,0.7519,0.9559,0.9915,0.0594,0.0319,0.1725,0.0554,0.7111,none
2b_reference,degraded_instruct,healthy_q6,cyber_only,4800,0.7269,0.5594,0.8433,0.8998,0.08,0.0873,0.2065,0.4692,0.4779,none
2b_reference,degraded_instruct,healthy_q6,cyber_structural_equal,4800,0.9202,0.7221,0.9533,0.9802,0.0608,0.0612,0.179,0.0525,0.6746,none
2b_reference,degraded_instruct,healthy_q6,structural_only,4800,0.9221,0.7583,0.9547,0.9854,0.0596,0.0175,0.1808,0.0519,0.7199,none
2b_reference,degraded_instruct,healthy_q6,tri_equal,4800,0.9237,0.7052,0.9555,0.9919,0.0619,0.0723,0.1942,0.0475,0.6543,none
2b_reference,degraded_instruct,healthy_q6,tri_naive_all_fire,4800,0.8821,0.481,0.915,0.9912,0.0885,0.3198,0.2517,0.0515,0.3678,none
2b_reference,degraded_instruct,healthy_q6,tri_routed_68_20_12,4800,0.9296,0.751,0.9599,0.99,0.05,0.0442,0.1708,0.0481,0.7111,none
2b_reference,degraded_instruct,healthy_q6,tri_routed_72_18_10,4800,0.9342,0.7556,0.9603,0.9892,0.0488,0.044,0.1706,0.0488,0.7161,none
2b_reference,degraded_instruct,healthy_q6,tri_stability_70,4800,0.9379,0.7577,0.9612,0.9869,0.0483,0.0392,0.1733,0.0415,0.7194,none
2b_reference,degraded_instruct,healthy_q6,tri_structural_65,4800,0.9279,0.7356,0.9569,0.9883,0.0571,0.0515,0.1779,0.049,0.6915,none
2b_reference,degraded_instruct,healthy_q8,baseline,4800,0.5931,0.5142,0.7647,0.841,0.0581,0.0125,0.1742,0.85,0.4378,none
2b_reference,degraded_instruct,healthy_q8,cognitive_25_structural_75,4800,0.9429,0.7887,0.964,0.9908,0.0404,0.03,0.151,0.0517,0.756,none
2b_reference,degraded_instruct,healthy_q8,cognitive_cyber_equal,4800,0.9171,0.7044,0.9469,0.991,0.0554,0.0792,0.1833,0.1046,0.652,none
2b_reference,degraded_instruct,healthy_q8,cognitive_only,4800,0.855,0.7017,0.9097,0.9881,0.0546,0.05,0.1708,0.3031,0.6465,none
2b_reference,degraded_instruct,healthy_q8,cognitive_structural_equal,4800,0.9444,0.7704,0.9638,0.9902,0.0375,0.0367,0.166,0.0502,0.736,none
2b_reference,degraded_instruct,healthy_q8,cyber_25_structural_75,4800,0.9496,0.79,0.9653,0.9904,0.0377,0.0335,0.1485,0.05,0.7576,none
2b_reference,degraded_instruct,healthy_q8,cyber_only,4800,0.845,0.6538,0.9084,0.949,0.0517,0.0898,0.1812,0.2531,0.5931,none
2b_reference,degraded_instruct,healthy_q8,cyber_structural_equal,4800,0.9396,0.7588,0.9636,0.991,0.0437,0.0665,0.146,0.0504,0.7181,none
2b_reference,degraded_instruct,healthy_q8,structural_only,4800,0.9467,0.7977,0.9645,0.9881,0.0404,0.0187,0.1525,0.0456,0.7674,none
2b_reference,degraded_instruct,healthy_q8,tri_equal,4800,0.9417,0.7496,0.9636,0.9906,0.0413,0.07,0.1552,0.0504,0.7083,none
2b_reference,degraded_instruct,healthy_q8,tri_naive_all_fire,4800,0.9017,0.4981,0.9239,0.9894,0.0648,0.3308,0.2135,0.049,0.393,none
2b_reference,degraded_instruct,healthy_q8,tri_routed_68_20_12,4800,0.9452,0.7815,0.9651,0.991,0.0398,0.0437,0.1479,0.0479,0.7465,none
2b_reference,degraded_instruct,healthy_q8,tri_routed_72_18_10,4800,0.9479,0.7806,0.9654,0.9881,0.0344,0.0406,0.1523,0.0506,0.7475,none
2b_reference,degraded_instruct,healthy_q8,tri_stability_70,4800,0.9508,0.7873,0.9657,0.9885,0.0338,0.0446,0.1444,0.054,0.754,none
2b_reference,degraded_instruct,healthy_q8,tri_structural_65,4800,0.9477,0.7808,0.966,0.99,0.0373,0.05,0.1427,0.049,0.7458,none
2b_reference,degraded_instruct,q1_k_m,baseline,4800,0.0,0.0,0.0002,0.0154,0.9383,0.0106,0.874,4.8985,-0.5985,cascade
2b_reference,degraded_instruct,q1_k_m,cognitive_25_structural_75,4800,0.0096,0.0069,0.0832,0.3402,0.7531,0.025,0.719,3.9362,-0.4784,cascade
2b_reference,degraded_instruct,q1_k_m,cognitive_cyber_equal,4800,0.0,0.0,0.0092,0.2046,0.9004,0.0794,0.7717,4.8133,-0.5884,cascade
2b_reference,degraded_instruct,q1_k_m,cognitive_only,4800,0.0,0.0,0.0036,0.1077,0.9196,0.0523,0.866,4.8729,-0.5993,cascade
2b_reference,degraded_instruct,q1_k_m,cognitive_structural_equal,4800,0.0029,0.0021,0.0453,0.296,0.8129,0.0342,0.7304,4.4212,-0.5281,cascade
2b_reference,degraded_instruct,q1_k_m,cyber_25_structural_75,4800,0.0121,0.0081,0.0914,0.3308,0.7483,0.0342,0.6569,3.8188,-0.4667,cascade
2b_reference,degraded_instruct,q1_k_m,cyber_only,4800,0.0,0.0,0.0065,0.1558,0.9004,0.0842,0.7771,4.825,-0.5904,cascade
2b_reference,degraded_instruct,q1_k_m,cyber_structural_equal,4800,0.0042,0.0029,0.0524,0.2906,0.805,0.0619,0.6506,4.2704,-0.5165,cascade
2b_reference,degraded_instruct,q1_k_m,structural_only,4800,0.0067,0.0054,0.0615,0.2444,0.7863,0.0148,0.7019,4.1485,-0.497,cascade
2b_reference,degraded_instruct,q1_k_m,tri_equal,4800,0.0058,0.0035,0.0627,0.3525,0.7898,0.0654,0.7023,4.2056,-0.5129,cascade
2b_reference,degraded_instruct,q1_k_m,tri_naive_all_fire,4800,0.0163,0.0079,0.114,0.4179,0.6904,0.3271,0.7483,3.6025,-0.5046,cascade
2b_reference,degraded_instruct,q1_k_m,tri_routed_68_20_12,4800,0.0354,0.0275,0.1662,0.4496,0.6475,0.0431,0.6548,3.2304,-0.3893,cascade
2b_reference,degraded_instruct,q1_k_m,tri_routed_72_18_10,4800,0.0356,0.0273,0.1761,0.4429,0.635,0.0429,0.6596,3.1029,-0.3797,cascade
2b_reference,degraded_instruct,q1_k_m,tri_stability_70,4800,0.0362,0.0269,0.1707,0.4296,0.6402,0.0367,0.655,3.1606,-0.383,cascade
2b_reference,degraded_instruct,q1_k_m,tri_structural_65,4800,0.0271,0.0181,0.1517,0.4252,0.6565,0.0531,0.6352,3.3304,-0.4068,cascade
2b_reference,degraded_instruct,q8_k_m,baseline,4800,0.6477,0.5658,0.7932,0.8654,0.0425,0.0146,0.1444,0.7681,0.5002,none
2b_reference,degraded_instruct,q8_k_m,cognitive_25_structural_75,4800,0.9446,0.8023,0.9655,0.9881,0.0367,0.0273,0.139,0.0502,0.7722,none
2b_reference,degraded_instruct,q8_k_m,cognitive_cyber_equal,4800,0.9285,0.7344,0.9555,0.9877,0.0458,0.0767,0.1604,0.08,0.6885,none
2b_reference,degraded_instruct,q8_k_m,cognitive_only,4800,0.8946,0.7294,0.9277,0.9898,0.0433,0.0502,0.1652,0.2338,0.6814,none
2b_reference,degraded_instruct,q8_k_m,cognitive_structural_equal,4800,0.9542,0.7898,0.9681,0.9912,0.034,0.0402,0.1456,0.0444,0.7577,none
2b_reference,degraded_instruct,q8_k_m,cyber_25_structural_75,4800,0.9481,0.7987,0.9677,0.9908,0.0323,0.035,0.1354,0.05,0.7687,none
2b_reference,degraded_instruct,q8_k_m,cyber_only,4800,0.879,0.6835,0.9253,0.9656,0.0506,0.0952,0.1671,0.1929,0.6263,none
2b_reference,degraded_instruct,q8_k_m,cyber_structural_equal,4800,0.9471,0.7758,0.966,0.9917,0.0375,0.0598,0.1383,0.0506,0.739,none
2b_reference,degraded_instruct,q8_k_m,structural_only,4800,0.9492,0.8106,0.9672,0.989,0.0333,0.0163,0.1404,0.0488,0.7837,none
2b_reference,degraded_instruct,q8_k_m,tri_equal,4800,0.9469,0.7598,0.966,0.9921,0.0356,0.0769,0.1435,0.0508,0.7197,none
2b_reference,degraded_instruct,q8_k_m,tri_naive_all_fire,4800,0.911,0.5125,0.9276,0.9906,0.0573,0.3194,0.2083,0.0504,0.4122,none
2b_reference,degraded_instruct,q8_k_m,tri_routed_68_20_12,4800,0.949,0.7896,0.9666,0.9877,0.0369,0.0435,0.1404,0.0452,0.7563,none
2b_reference,degraded_instruct,q8_k_m,tri_routed_72_18_10,4800,0.9529,0.8,0.968,0.9894,0.031,0.0421,0.1344,0.0508,0.769,none
2b_reference,degraded_instruct,q8_k_m,tri_stability_70,4800,0.9552,0.794,0.9691,0.991,0.0304,0.0481,0.1408,0.045,0.7617,none
2b_reference,degraded_instruct,q8_k_m,tri_structural_65,4800,0.9506,0.7927,0.9674,0.99,0.0333,0.0479,0.1379,0.0485,0.7597,none
2b_reference,instruct,base_f16,baseline,4800,0.7685,0.6854,0.8603,0.9169,0.0258,0.0135,0.125,0.5179,0.6391,none
2b_reference,instruct,base_f16,cognitive_25_structural_75,4800,0.9575,0.8221,0.9703,0.9921,0.0273,0.0202,0.1317,0.0483,0.7969,none
2b_reference,instruct,base_f16,cognitive_cyber_equal,4800,0.9365,0.7427,0.9565,0.989,0.034,0.0762,0.1535,0.0969,0.7001,none
2b_reference,instruct,base_f16,cognitive_only,4800,0.8854,0.7244,0.9234,0.984,0.0333,0.0498,0.1606,0.2671,0.6782,none
2b_reference,instruct,base_f16,cognitive_structural_equal,4800,0.956,0.8058,0.9689,0.9896,0.0269,0.0338,0.1365,0.0512,0.7775,none
2b_reference,instruct,base_f16,cyber_25_structural_75,4800,0.961,0.8252,0.9722,0.9896,0.025,0.0302,0.1242,0.0421,0.7996,none
2b_reference,instruct,base_f16,cyber_only,4800,0.8802,0.6963,0.9247,0.9531,0.0444,0.0806,0.1565,0.2,0.6443,none
2b_reference,instruct,base_f16,cyber_structural_equal,4800,0.9548,0.8044,0.9688,0.9904,0.0288,0.0454,0.1254,0.054,0.7739,none
2b_reference,instruct,base_f16,structural_only,4800,0.9583,0.8448,0.9715,0.989,0.0254,0.0156,0.1129,0.0496,0.8225,none
2b_reference,instruct,base_f16,tri_equal,4800,0.9542,0.7812,0.9686,0.9921,0.0302,0.0587,0.1415,0.0483,0.7467,none
2b_reference,instruct,base_f16,tri_naive_all_fire,4800,0.9129,0.5204,0.9291,0.9888,0.0558,0.3075,0.2108,0.0471,0.4229,none
2b_reference,instruct,base_f16,tri_routed_68_20_12,4800,0.96,0.8196,0.9713,0.9896,0.0246,0.0327,0.1237,0.0479,0.7934,none
2b_reference,instruct,base_f16,tri_routed_72_18_10,4800,0.9565,0.8229,0.9699,0.9894,0.0262,0.0281,0.125,0.051,0.7969,none
2b_reference,instruct,base_f16,tri_stability_70,4800,0.9608,0.8248,0.9709,0.9869,0.0233,0.029,0.1244,0.049,0.7996,none
2b_reference,instruct,base_f16,tri_structural_65,4800,0.9604,0.8065,0.9701,0.9902,0.026,0.0362,0.1377,0.0475,0.778,none
2b_reference,instruct,collapsed_q2_edge,baseline,4800,0.0,0.0,0.0084,0.1062,0.839,0.0083,0.7375,4.8227,-0.5535,cascade
2b_reference,instruct,collapsed_q2_edge,cognitive_25_structural_75,4800,0.0417,0.0325,0.2043,0.4946,0.5473,0.0196,0.5973,3.0377,-0.3353,cascade
2b_reference,instruct,collapsed_q2_edge,cognitive_cyber_equal,4800,0.0025,0.0015,0.0373,0.3056,0.7837,0.0733,0.7044,4.5321,-0.5313,cascade
2b_reference,instruct,collapsed_q2_edge,cognitive_only,4800,0.0008,0.0006,0.0174,0.2144,0.8206,0.0575,0.751,4.7304,-0.5537,cascade
2b_reference,instruct,collapsed_q2_edge,cognitive_structural_equal,4800,0.016,0.0119,0.1251,0.4246,0.6323,0.0331,0.6394,3.6473,-0.418,cascade
2b_reference,instruct,collapsed_q2_edge,cyber_25_structural_75,4800,0.049,0.0358,0.2222,0.4929,0.5371,0.0283,0.574,2.9019,-0.322,cascade
2b_reference,instruct,collapsed_q2_edge,cyber_only,4800,0.0015,0.001,0.0313,0.2544,0.791,0.076,0.6908,4.585,-0.536,cascade
2b_reference,instruct,collapsed_q2_edge,cyber_structural_equal,4800,0.026,0.019,0.148,0.4371,0.6165,0.0467,0.5802,3.4479,-0.3941,cascade
2b_reference,instruct,collapsed_q2_edge,structural_only,4800,0.0385,0.0277,0.1772,0.4146,0.5717,0.015,0.6133,3.1562,-0.3537,cascade
2b_reference,instruct,collapsed_q2_edge,tri_equal,4800,0.0219,0.0175,0.1499,0.4606,0.6085,0.0642,0.6031,3.4319,-0.3977,cascade
2b_reference,instruct,collapsed_q2_edge,tri_naive_all_fire,4800,0.0365,0.0223,0.192,0.4854,0.5271,0.3021,0.679,3.0431,-0.4027,cascade
2b_reference,instruct,collapsed_q2_edge,tri_routed_68_20_12,4800,0.0977,0.071,0.3223,0.569,0.4377,0.0346,0.5696,2.38,-0.2318,cascade
2b_reference,instruct,collapsed_q2_edge,tri_routed_72_18_10,4800,0.109,0.0804,0.3383,0.5725,0.4244,0.0296,0.5592,2.299,-0.2125,cascade
2b_reference,instruct,collapsed_q2_edge,tri_stability_70,4800,0.1021,0.0779,0.3233,0.566,0.4387,0.035,0.5337,2.379,-0.2224,cascade
2b_reference,instruct,collapsed_q2_edge,tri_structural_65,4800,0.0848,0.0623,0.3004,0.561,0.4648,0.0408,0.5635,2.4706,-0.2539,cascade
2b_reference,instruct,damaged_q2,baseline,4800,0.0027,0.0027,0.0506,0.2779,0.6681,0.0156,0.6148,4.3671,-0.4684,cascade
2b_reference,instruct,damaged_q2,cognitive_25_structural_75,4800,0.1631,0.1246,0.4211,0.6527,0.3379,0.0198,0.504,1.9956,-0.1208,cascade
2b_reference,instruct,damaged_q2,cognitive_cyber_equal,4800,0.0183,0.0129,0.1304,0.4675,0.5527,0.0744,0.5725,3.6688,-0.397,cascade
2b_reference,instruct,damaged_q2,cognitive_only,4800,0.0094,0.0071,0.0872,0.3758,0.6162,0.0527,0.6242,4.0623,-0.4414,cascade
2b_reference,instruct,damaged_q2,cognitive_structural_equal,4800,0.0731,0.0542,0.291,0.5906,0.4104,0.0315,0.5433,2.6515,-0.2513,cascade
2b_reference,instruct,damaged_q2,cyber_25_structural_75,4800,0.1883,0.1398,0.4459,0.661,0.3275,0.0296,0.4675,1.8727,-0.0954,cascade
