model,substrate,quant,stack,pass_lift,clean_pass_lift,score_lift,cascade_delta,echo_delta,distractor_delta
27b,degraded_instruct,q8_k_m,tri_routed_68_20_12,0.1044,0.0494,0.0662,0.0058,0.034,0.0071
27b,degraded_instruct,q8_k_m,tri_routed_72_18_10,0.1027,0.0577,0.0665,0.0073,0.03,0.0027
27b,degraded_instruct,q8_k_m,tri_stability_70,0.1046,0.0579,0.067,0.0037,0.0288,0.0036
27b,degraded_instruct,q8_k_m,tri_structural_65,0.1023,0.0417,0.0664,0.0046,0.0323,0.0154
27b,instruct,base_f16,cognitive_25_structural_75,0.0898,0.0667,0.0551,0.0,0.0044,0.0056
27b,instruct,base_f16,cognitive_cyber_equal,0.0838,-0.0133,0.0524,0.0079,0.0648,0.0313
27b,instruct,base_f16,cognitive_only,0.0686,0.0002,0.0434,0.0098,0.0319,0.0348
27b,instruct,base_f16,cognitive_structural_equal,0.0838,0.0444,0.0527,0.0054,0.0161,0.0121
27b,instruct,base_f16,cyber_25_structural_75,0.0884,0.0585,0.0555,0.0021,0.0125,0.0027
27b,instruct,base_f16,cyber_only,0.0615,-0.0263,0.0398,0.0131,0.0604,0.0315
27b,instruct,base_f16,cyber_structural_equal,0.0809,0.0206,0.052,0.0065,0.0369,0.0186
27b,instruct,base_f16,structural_only,0.0909,0.0671,0.056,-0.0008,0.0056,0.0002
27b,instruct,base_f16,tri_equal,0.0894,0.0029,0.0534,0.0048,0.0588,0.0204
27b,instruct,base_f16,tri_naive_all_fire,0.0455,-0.2519,0.0141,0.0325,0.2921,0.0806
27b,instruct,base_f16,tri_routed_68_20_12,0.0909,0.0489,0.0568,-0.0002,0.024,0.0056
27b,instruct,base_f16,tri_routed_72_18_10,0.0888,0.05,0.0556,-0.0006,0.0202,0.0052
27b,instruct,base_f16,tri_stability_70,0.0892,0.0562,0.0558,-0.0006,0.0181,0.0025
27b,instruct,base_f16,tri_structural_65,0.0907,0.0396,0.0564,0.0015,0.0292,0.0092
27b,instruct,collapsed_q2_edge,cognitive_25_structural_75,0.23,0.175,0.4202,-0.2586,0.0038,-0.0759
27b,instruct,collapsed_q2_edge,cognitive_cyber_equal,0.0219,0.0152,0.0991,-0.0648,0.0623,-0.0046
27b,instruct,collapsed_q2_edge,cognitive_only,0.0098,0.0062,0.045,-0.0271,0.0361,0.0225
27b,instruct,collapsed_q2_edge,cognitive_structural_equal,0.1152,0.086,0.2867,-0.1869,0.0171,-0.0569
27b,instruct,collapsed_q2_edge,cyber_25_structural_75,0.2569,0.1933,0.4335,-0.245,0.009,-0.0957
27b,instruct,collapsed_q2_edge,cyber_only,0.0209,0.0156,0.0822,-0.0711,0.0629,-0.0211
27b,instruct,collapsed_q2_edge,cyber_structural_equal,0.1569,0.1169,0.3305,-0.2054,0.0286,-0.0763
27b,instruct,collapsed_q2_edge,structural_only,0.2048,0.1558,0.3856,-0.2221,-0.0014,-0.0773
27b,instruct,collapsed_q2_edge,tri_equal,0.1554,0.1102,0.3393,-0.2084,0.054,-0.0559
27b,instruct,collapsed_q2_edge,tri_naive_all_fire,0.1979,0.1117,0.3773,-0.2188,0.2896,-0.0136
27b,instruct,collapsed_q2_edge,tri_routed_68_20_12,0.4063,0.2952,0.5532,-0.2877,0.0246,-0.1005
27b,instruct,collapsed_q2_edge,tri_routed_72_18_10,0.4552,0.3306,0.5863,-0.3038,0.0123,-0.1211
27b,instruct,collapsed_q2_edge,tri_stability_70,0.4232,0.3054,0.56,-0.2888,0.0179,-0.0971
27b,instruct,collapsed_q2_edge,tri_structural_65,0.3842,0.28,0.5343,-0.2898,0.0184,-0.103
27b,instruct,damaged_q2,cognitive_25_structural_75,0.5102,0.3821,0.5001,-0.1644,0.0069,-0.0475
27b,instruct,damaged_q2,cognitive_cyber_equal,0.0802,0.0529,0.1516,-0.0404,0.0677,-0.0015
27b,instruct,damaged_q2,cognitive_only,0.0302,0.02,0.0668,-0.0129,0.0417,0.0264
27b,instruct,damaged_q2,cognitive_structural_equal,0.3129,0.2362,0.371,-0.1171,0.0163,-0.0244
27b,instruct,damaged_q2,cyber_25_structural_75,0.5475,0.3971,0.516,-0.1619,0.0165,-0.0752
27b,instruct,damaged_q2,cyber_only,0.0771,0.056,0.1314,-0.0458,0.0665,-0.0152
27b,instruct,damaged_q2,cyber_structural_equal,0.3806,0.2742,0.4124,-0.1279,0.036,-0.059
27b,instruct,damaged_q2,structural_only,0.474,0.3589,0.4724,-0.1521,0.0013,-0.0633
27b,instruct,damaged_q2,tri_equal,0.3777,0.2714,0.4221,-0.1333,0.0506,-0.0502
27b,instruct,damaged_q2,tri_naive_all_fire,0.4048,0.2025,0.4384,-0.1356,0.3033,0.0292
27b,instruct,damaged_q2,tri_routed_68_20_12,0.7129,0.4975,0.6166,-0.1808,0.0213,-0.0765
27b,instruct,damaged_q2,tri_routed_72_18_10,0.7442,0.5212,0.6356,-0.1904,0.0181,-0.0715
27b,instruct,damaged_q2,tri_stability_70,0.7306,0.5131,0.6252,-0.1952,0.0231,-0.0602
27b,instruct,damaged_q2,tri_structural_65,0.6973,0.4935,0.6082,-0.1896,0.0288,-0.074
27b,instruct,damaged_q3,cognitive_25_structural_75,0.6515,0.4712,0.403,-0.0675,0.0096,-0.0227
27b,instruct,damaged_q3,cognitive_cyber_equal,0.2156,0.141,0.1649,-0.0166,0.0631,0.0213
27b,instruct,damaged_q3,cognitive_only,0.0923,0.0564,0.0746,0.0142,0.0423,0.0269
27b,instruct,damaged_q3,cognitive_structural_equal,0.5994,0.4362,0.3736,-0.0458,0.0198,-0.0156
27b,instruct,damaged_q3,cyber_25_structural_75,0.6373,0.4779,0.3984,-0.0623,0.0077,-0.0383
27b,instruct,damaged_q3,cyber_only,0.1804,0.1085,0.1276,-0.0064,0.0698,0.0148
27b,instruct,damaged_q3,cyber_structural_equal,0.5852,0.4248,0.3665,-0.0479,0.0359,-0.0381
27b,instruct,damaged_q3,structural_only,0.624,0.4752,0.3924,-0.0521,0.0019,-0.0439
27b,instruct,damaged_q3,tri_equal,0.6115,0.4216,0.3816,-0.0533,0.0561,-0.0248
27b,instruct,damaged_q3,tri_naive_all_fire,0.5806,0.2212,0.3483,-0.0373,0.304,0.0402
27b,instruct,damaged_q3,tri_routed_68_20_12,0.6569,0.48,0.4068,-0.0646,0.0202,-0.0454
27b,instruct,damaged_q3,tri_routed_72_18_10,0.6596,0.4948,0.4089,-0.0691,0.0154,-0.0527
27b,instruct,damaged_q3,tri_stability_70,0.6623,0.4906,0.4099,-0.0727,0.0231,-0.05
27b,instruct,damaged_q3,tri_structural_65,0.6579,0.485,0.4074,-0.0675,0.0258,-0.0512
27b,instruct,damaged_q4,cognitive_25_structural_75,0.4404,0.336,0.2506,-0.0402,0.0117,-0.0214
27b,instruct,damaged_q4,cognitive_cyber_equal,0.2531,0.1329,0.1489,-0.0033,0.0661,0.0338
27b,instruct,damaged_q4,cognitive_only,0.1104,0.0498,0.0741,0.0084,0.0379,0.0413
27b,instruct,damaged_q4,cognitive_structural_equal,0.4235,0.2956,0.2442,-0.027,0.0154,0.0042
27b,instruct,damaged_q4,cyber_25_structural_75,0.4279,0.3143,0.2465,-0.0291,0.0113,-0.0131
27b,instruct,damaged_q4,cyber_only,0.1902,0.0985,0.1095,-0.0002,0.0673,0.0167
27b,instruct,damaged_q4,cyber_structural_equal,0.4283,0.2858,0.2454,-0.0304,0.0444,-0.0062
27b,instruct,damaged_q4,structural_only,0.4312,0.3279,0.2477,-0.0293,0.0034,-0.016
27b,instruct,damaged_q4,tri_equal,0.4252,0.2756,0.2433,-0.0231,0.0502,0.0011
27b,instruct,damaged_q4,tri_naive_all_fire,0.3766,0.0383,0.2015,0.0059,0.3025,0.0675
27b,instruct,damaged_q4,tri_routed_68_20_12,0.4341,0.3252,0.2495,-0.035,0.0215,-0.021
27b,instruct,damaged_q4,tri_routed_72_18_10,0.4362,0.3218,0.2486,-0.0389,0.0159,-0.0185
27b,instruct,damaged_q4,tri_stability_70,0.4425,0.3287,0.2515,-0.041,0.0213,-0.0244
27b,instruct,damaged_q4,tri_structural_65,0.4302,0.3154,0.2479,-0.0293,0.0225,-0.0204
27b,instruct,healthy_q6,cognitive_25_structural_75,0.1792,0.1327,0.103,-0.0125,0.0081,0.002
27b,instruct,healthy_q6,cognitive_cyber_equal,0.1489,0.0502,0.0883,0.0062,0.0669,0.026
27b,instruct,healthy_q6,cognitive_only,0.1041,0.0327,0.058,0.0112,0.0409,0.031
27b,instruct,healthy_q6,cognitive_structural_equal,0.1771,0.1265,0.1029,-0.0111,0.0211,-0.0048
27b,instruct,healthy_q6,cyber_25_structural_75,0.1723,0.1294,0.1009,-0.0073,0.0177,-0.0086
27b,instruct,healthy_q6,cyber_only,0.1139,0.0196,0.0646,0.0096,0.0725,0.0241
27b,instruct,healthy_q6,cyber_structural_equal,0.1696,0.1031,0.0995,-0.0048,0.0365,-0.0009
27b,instruct,healthy_q6,structural_only,0.1796,0.1427,0.1037,-0.0129,0.0052,-0.004
27b,instruct,healthy_q6,tri_equal,0.1639,0.0792,0.0977,0.0006,0.0561,0.0068
27b,instruct,healthy_q6,tri_naive_all_fire,0.1269,-0.17,0.0596,0.0214,0.3048,0.0741
27b,instruct,healthy_q6,tri_routed_68_20_12,0.1746,0.129,0.1024,-0.009,0.0286,-0.0188
27b,instruct,healthy_q6,tri_routed_72_18_10,0.176,0.1263,0.103,-0.0117,0.0232,-0.0075
27b,instruct,healthy_q6,tri_stability_70,0.1781,0.1129,0.103,-0.0105,0.0259,0.0083
27b,instruct,healthy_q6,tri_structural_65,0.1729,0.126,0.102,-0.009,0.0281,-0.0148
27b,instruct,healthy_q8,cognitive_25_structural_75,0.1226,0.0987,0.0742,0.0029,0.0052,-0.0075
27b,instruct,healthy_q8,cognitive_cyber_equal,0.1132,0.0204,0.0683,0.011,0.0646,0.0183
27b,instruct,healthy_q8,cognitive_only,0.0817,0.0198,0.0465,0.0192,0.0348,0.0216
27b,instruct,healthy_q8,cognitive_structural_equal,0.1182,0.0764,0.073,0.0079,0.0173,0.0
27b,instruct,healthy_q8,cyber_25_structural_75,0.1226,0.1043,0.0746,0.0008,0.0104,-0.0202
27b,instruct,healthy_q8,cyber_only,0.0721,-0.0086,0.0461,0.0219,0.062,0.0273
27b,instruct,healthy_q8,cyber_structural_equal,0.1211,0.0696,0.0741,0.0048,0.0362,-0.0042
27b,instruct,healthy_q8,structural_only,0.1267,0.1119,0.0759,0.0008,0.0004,-0.0175
27b,instruct,healthy_q8,tri_equal,0.1132,0.0439,0.0686,0.0127,0.0518,0.0012
27b,instruct,healthy_q8,tri_naive_all_fire,0.0744,-0.2067,0.0327,0.0369,0.2941,0.0673
27b,instruct,healthy_q8,tri_routed_68_20_12,0.1219,0.0883,0.0748,0.0035,0.0227,-0.0144
27b,instruct,healthy_q8,tri_routed_72_18_10,0.1207,0.0862,0.073,0.0033,0.0141,-0.0031
27b,instruct,healthy_q8,tri_stability_70,0.1282,0.0989,0.0761,-0.0025,0.0164,-0.0156
27b,instruct,healthy_q8,tri_structural_65,0.1219,0.0777,0.0738,0.0021,0.0241,-0.0036
27b,instruct,q1_k_m,cognitive_25_structural_75,0.0707,0.0542,0.2618,-0.3093,0.0104,-0.1102
27b,instruct,q1_k_m,cognitive_cyber_equal,0.0044,0.0019,0.0446,-0.0689,0.0671,-0.0375
27b,instruct,q1_k_m,cognitive_only,0.0002,0.0004,0.0186,-0.0306,0.0369,-0.0062
27b,instruct,q1_k_m,cognitive_structural_equal,0.0338,0.024,0.168,-0.2329,0.0181,-0.0827
27b,instruct,q1_k_m,cyber_25_structural_75,0.0861,0.0677,0.283,-0.3204,0.0154,-0.1379
27b,instruct,q1_k_m,cyber_only,0.0032,0.0023,0.0351,-0.0593,0.0692,-0.0458
27b,instruct,q1_k_m,cyber_structural_equal,0.0384,0.0311,0.19,-0.2452,0.0308,-0.1389
27b,instruct,q1_k_m,structural_only,0.0555,0.0409,0.2348,-0.2899,0.0056,-0.1193
27b,instruct,q1_k_m,tri_equal,0.0419,0.0321,0.1951,-0.2535,0.0531,-0.1064
27b,instruct,q1_k_m,tri_naive_all_fire,0.0561,0.0336,0.2438,-0.3202,0.2927,-0.0423
27b,instruct,q1_k_m,tri_routed_68_20_12,0.1427,0.1073,0.3859,-0.3756,0.0248,-0.1489
27b,instruct,q1_k_m,tri_routed_72_18_10,0.1744,0.1296,0.4063,-0.3812,0.0187,-0.1364
27b,instruct,q1_k_m,tri_stability_70,0.1573,0.1167,0.3924,-0.3764,0.0219,-0.1429
27b,instruct,q1_k_m,tri_structural_65,0.1321,0.0982,0.3649,-0.3604,0.0329,-0.1362
27b,instruct,q8_k_m,cognitive_25_structural_75,0.1073,0.075,0.0646,0.0011,0.0041,0.0072
27b,instruct,q8_k_m,cognitive_cyber_equal,0.086,-0.0033,0.057,0.0156,0.0577,0.0343
27b,instruct,q8_k_m,cognitive_only,0.0652,-0.0044,0.041,0.0185,0.0348,0.0314
27b,instruct,q8_k_m,cognitive_structural_equal,0.0915,0.0513,0.0604,0.0077,0.0127,0.0168
27b,instruct,q8_k_m,cyber_25_structural_75,0.1013,0.0669,0.063,0.0056,0.0091,0.005
27b,instruct,q8_k_m,cyber_only,0.0619,-0.0252,0.0425,0.015,0.0712,0.0247
27b,instruct,q8_k_m,cyber_structural_equal,0.0931,0.025,0.06,0.0098,0.0416,0.0181
27b,instruct,q8_k_m,structural_only,0.1008,0.0777,0.0635,0.0033,0.0035,0.0006
27b,instruct,q8_k_m,tri_equal,0.0917,0.0098,0.0593,0.0102,0.0516,0.0256
27b,instruct,q8_k_m,tri_naive_all_fire,0.0552,-0.2342,0.0226,0.0388,0.2933,0.0733
27b,instruct,q8_k_m,tri_routed_68_20_12,0.1021,0.054,0.0633,0.0033,0.02,0.0114
27b,instruct,q8_k_m,tri_routed_72_18_10,0.0987,0.0615,0.0625,0.0042,0.015,0.0087
27b,instruct,q8_k_m,tri_stability_70,0.1025,0.0606,0.0651,0.0044,0.0225,0.0035
27b,instruct,q8_k_m,tri_structural_65,0.1029,0.0581,0.0633,0.0025,0.0235,0.0072
2b_reference,base,base_f16,cognitive_25_structural_75,0.1892,0.1541,0.1101,-0.0042,0.0104,-0.0108
2b_reference,base,base_f16,cognitive_cyber_equal,0.1823,0.0835,0.1054,0.0018,0.0663,0.0046
2b_reference,base,base_f16,cognitive_only,0.176,0.1143,0.1046,0.0035,0.0348,-0.0015
2b_reference,base,base_f16,cognitive_structural_equal,0.1883,0.1341,0.1082,-0.0011,0.0206,0.001
2b_reference,base,base_f16,cyber_25_structural_75,0.1827,0.1387,0.107,0.0048,0.0213,-0.0062
2b_reference,base,base_f16,cyber_only,0.1775,0.0791,0.1045,0.0071,0.0719,0.0071
2b_reference,base,base_f16,cyber_structural_equal,0.1865,0.1266,0.1088,-0.0029,0.0475,-0.0094
2b_reference,base,base_f16,structural_only,0.1908,0.1525,0.1101,-0.0011,0.0069,-0.0056
2b_reference,base,base_f16,tri_equal,0.184,0.1037,0.1078,0.0012,0.0613,-0.0094
2b_reference,base,base_f16,tri_naive_all_fire,0.1475,-0.1446,0.0693,0.0254,0.299,0.0498
2b_reference,base,base_f16,tri_routed_68_20_12,0.185,0.1377,0.1076,-0.0004,0.0258,-0.0087
2b_reference,base,base_f16,tri_routed_72_18_10,0.1885,0.1327,0.1097,-0.0015,0.03,-0.0064
2b_reference,base,base_f16,tri_stability_70,0.1887,0.1375,0.109,-0.004,0.0302,-0.0102
2b_reference,base,base_f16,tri_structural_65,0.1846,0.1277,0.1075,0.0002,0.0325,-0.0089
2b_reference,base,collapsed_q2_edge,cognitive_25_structural_75,0.0636,0.0473,0.2492,-0.3344,0.0067,-0.1321
2b_reference,base,collapsed_q2_edge,cognitive_cyber_equal,0.0094,0.0065,0.0902,-0.1354,0.0652,-0.0902
2b_reference,base,collapsed_q2_edge,cognitive_only,0.0042,0.0019,0.0445,-0.0638,0.03,-0.0206
2b_reference,base,collapsed_q2_edge,cognitive_structural_equal,0.04,0.0281,0.1868,-0.2746,0.0181,-0.0948
2b_reference,base,collapsed_q2_edge,cyber_25_structural_75,0.0784,0.0554,0.2708,-0.345,0.0231,-0.1925
2b_reference,base,collapsed_q2_edge,cyber_only,0.0056,0.0036,0.0663,-0.1098,0.0692,-0.0964
2b_reference,base,collapsed_q2_edge,cyber_structural_equal,0.0469,0.0336,0.206,-0.2902,0.039,-0.171
2b_reference,base,collapsed_q2_edge,structural_only,0.0361,0.0267,0.1864,-0.2767,0.0036,-0.1212
2b_reference,base,collapsed_q2_edge,tri_equal,0.0617,0.0411,0.2557,-0.3429,0.0631,-0.151
2b_reference,base,collapsed_q2_edge,tri_naive_all_fire,0.1269,0.0665,0.3655,-0.4446,0.3098,-0.1083
2b_reference,base,collapsed_q2_edge,tri_routed_68_20_12,0.1604,0.1144,0.4038,-0.454,0.0321,-0.1887
2b_reference,base,collapsed_q2_edge,tri_routed_72_18_10,0.17,0.1242,0.4108,-0.4573,0.0234,-0.1917
2b_reference,base,collapsed_q2_edge,tri_stability_70,0.1594,0.1125,0.4045,-0.4592,0.0271,-0.1842
2b_reference,base,collapsed_q2_edge,tri_structural_65,0.1433,0.1058,0.3849,-0.4413,0.03,-0.1856
2b_reference,base,damaged_q2,cognitive_25_structural_75,0.2262,0.1698,0.4429,-0.3642,0.0075,-0.0904
2b_reference,base,damaged_q2,cognitive_cyber_equal,0.0544,0.0389,0.2114,-0.214,0.069,-0.0266
2b_reference,base,damaged_q2,cognitive_only,0.0242,0.0189,0.1235,-0.1396,0.0346,0.0023
2b_reference,base,damaged_q2,cognitive_structural_equal,0.1402,0.1073,0.3556,-0.3148,0.0269,-0.0687
2b_reference,base,damaged_q2,cyber_25_structural_75,0.2552,0.1787,0.4628,-0.3781,0.0208,-0.1171
2b_reference,base,damaged_q2,cyber_only,0.0398,0.0304,0.1672,-0.1887,0.065,-0.0673
2b_reference,base,damaged_q2,cyber_structural_equal,0.1977,0.1464,0.392,-0.3442,0.0396,-0.1456
2b_reference,base,damaged_q2,structural_only,0.1587,0.1158,0.3587,-0.3331,0.005,-0.0773
2b_reference,base,damaged_q2,tri_equal,0.2179,0.1464,0.4447,-0.3592,0.0512,-0.1018
2b_reference,base,damaged_q2,tri_naive_all_fire,0.3396,0.1745,0.5491,-0.4135,0.3,-0.0539
2b_reference,base,damaged_q2,tri_routed_68_20_12,0.4269,0.2935,0.6124,-0.4398,0.0337,-0.1379
2b_reference,base,damaged_q2,tri_routed_72_18_10,0.4712,0.33,0.6315,-0.44,0.0252,-0.1412
2b_reference,base,damaged_q2,tri_stability_70,0.4433,0.3004,0.6207,-0.4448,0.031,-0.1254
2b_reference,base,damaged_q2,tri_structural_65,0.4075,0.2823,0.5896,-0.4196,0.0335,-0.1327
2b_reference,base,damaged_q3,cognitive_25_structural_75,0.689,0.5092,0.5891,-0.1977,0.0087,-0.0556
2b_reference,base,damaged_q3,cognitive_cyber_equal,0.2831,0.1989,0.3515,-0.1289,0.0698,-0.0498
2b_reference,base,damaged_q3,cognitive_only,0.1563,0.1208,0.2374,-0.0883,0.0377,0.0071
2b_reference,base,damaged_q3,cognitive_structural_equal,0.5313,0.3858,0.5072,-0.175,0.0275,-0.0252
2b_reference,base,damaged_q3,cyber_25_structural_75,0.6644,0.4971,0.5797,-0.196,0.0192,-0.0848
2b_reference,base,damaged_q3,cyber_only,0.2142,0.15,0.2782,-0.1187,0.0658,-0.0398
2b_reference,base,damaged_q3,cyber_structural_equal,0.5525,0.4031,0.5099,-0.1825,0.0423,-0.0779
2b_reference,base,damaged_q3,structural_only,0.5719,0.4337,0.5172,-0.1833,0.004,-0.055
2b_reference,base,damaged_q3,tri_equal,0.6658,0.4685,0.5796,-0.201,0.0521,-0.064
2b_reference,base,damaged_q3,tri_naive_all_fire,0.7196,0.35,0.6008,-0.1987,0.3035,-0.011
2b_reference,base,damaged_q3,tri_routed_68_20_12,0.7952,0.5737,0.6555,-0.22,0.0235,-0.0829
2b_reference,base,damaged_q3,tri_routed_72_18_10,0.809,0.5773,0.6616,-0.2264,0.0202,-0.0804
2b_reference,base,damaged_q3,tri_stability_70,0.8025,0.5525,0.6582,-0.2223,0.0312,-0.0604
2b_reference,base,damaged_q3,tri_structural_65,0.7963,0.5735,0.6564,-0.22,0.0333,-0.0935
2b_reference,base,damaged_q4,cognitive_25_structural_75,0.7298,0.5523,0.4971,-0.1077,0.0069,-0.0485
2b_reference,base,damaged_q4,cognitive_cyber_equal,0.4571,0.3192,0.3469,-0.0673,0.0652,-0.0171
2b_reference,base,damaged_q4,cognitive_only,0.2936,0.2121,0.2596,-0.0566,0.039,0.0032
2b_reference,base,damaged_q4,cognitive_structural_equal,0.7036,0.5094,0.4779,-0.0937,0.0215,-0.0271
2b_reference,base,damaged_q4,cyber_25_structural_75,0.7023,0.5325,0.482,-0.0933,0.023,-0.0627
2b_reference,base,damaged_q4,cyber_only,0.3553,0.2463,0.2798,-0.0614,0.0673,-0.0179
2b_reference,base,damaged_q4,cyber_structural_equal,0.6655,0.4915,0.4565,-0.0968,0.0432,-0.0537
2b_reference,base,damaged_q4,structural_only,0.6844,0.5053,0.4682,-0.0964,0.0048,-0.0227
2b_reference,base,damaged_q4,tri_equal,0.7103,0.5098,0.4879,-0.0918,0.0523,-0.0481
2b_reference,base,damaged_q4,tri_naive_all_fire,0.6977,0.3019,0.4572,-0.0871,0.3027,0.0246
2b_reference,base,damaged_q4,tri_routed_68_20_12,0.7363,0.5382,0.4989,-0.1091,0.0323,-0.0552
2b_reference,base,damaged_q4,tri_routed_72_18_10,0.7461,0.5492,0.5019,-0.1179,0.0259,-0.0541
2b_reference,base,damaged_q4,tri_stability_70,0.7452,0.558,0.5008,-0.116,0.025,-0.0652
2b_reference,base,damaged_q4,tri_structural_65,0.7319,0.5392,0.4968,-0.1083,0.0303,-0.0575
2b_reference,base,healthy_q6,cognitive_25_structural_75,0.4907,0.386,0.2792,-0.0425,0.0071,-0.0144
2b_reference,base,healthy_q6,cognitive_cyber_equal,0.465,0.3221,0.2643,-0.0329,0.0665,-0.0119
2b_reference,base,healthy_q6,cognitive_only,0.3857,0.2914,0.2177,-0.0217,0.0388,-0.0081
2b_reference,base,healthy_q6,cognitive_structural_equal,0.4882,0.3702,0.2788,-0.0423,0.0204,-0.0084
2b_reference,base,healthy_q6,cyber_25_structural_75,0.4905,0.3931,0.2805,-0.0425,0.0198,-0.0361
2b_reference,base,healthy_q6,cyber_only,0.3734,0.2596,0.2131,-0.0237,0.0692,-0.0036
2b_reference,base,healthy_q6,cyber_structural_equal,0.4859,0.3558,0.2786,-0.0391,0.0417,-0.0192
2b_reference,base,healthy_q6,structural_only,0.4855,0.3735,0.2774,-0.0408,0.0069,-0.0077
2b_reference,base,healthy_q6,tri_equal,0.4827,0.3373,0.279,-0.0387,0.0652,-0.0194
2b_reference,base,healthy_q6,tri_naive_all_fire,0.4467,0.1142,0.2398,-0.0181,0.3082,0.0362
2b_reference,base,healthy_q6,tri_routed_68_20_12,0.4896,0.3746,0.28,-0.0421,0.0305,-0.0267
2b_reference,base,healthy_q6,tri_routed_72_18_10,0.4869,0.3777,0.2797,-0.0383,0.0321,-0.0363
2b_reference,base,healthy_q6,tri_stability_70,0.489,0.38,0.2794,-0.0423,0.0261,-0.025
2b_reference,base,healthy_q6,tri_structural_65,0.4902,0.3712,0.2803,-0.0442,0.0369,-0.0311
2b_reference,base,healthy_q8,cognitive_25_structural_75,0.3481,0.2738,0.195,-0.0109,0.0096,-0.009
2b_reference,base,healthy_q8,cognitive_cyber_equal,0.335,0.224,0.1905,-0.0015,0.0604,-0.0088
2b_reference,base,healthy_q8,cognitive_only,0.3283,0.2242,0.1791,-0.0011,0.0419,0.005
2b_reference,base,healthy_q8,cognitive_structural_equal,0.3433,0.2592,0.1946,-0.0063,0.0231,-0.01
2b_reference,base,healthy_q8,cyber_25_structural_75,0.3444,0.2727,0.1943,-0.0094,0.0154,-0.0188
2b_reference,base,healthy_q8,cyber_only,0.3171,0.2063,0.177,-0.0048,0.0648,-0.0044
2b_reference,base,healthy_q8,cyber_structural_equal,0.3481,0.2521,0.196,-0.004,0.0438,-0.0194
2b_reference,base,healthy_q8,structural_only,0.3481,0.279,0.1955,-0.0094,0.0046,-0.0123
2b_reference,base,healthy_q8,tri_equal,0.3462,0.2369,0.195,-0.0084,0.0521,-0.0113
2b_reference,base,healthy_q8,tri_naive_all_fire,0.3098,-0.0056,0.1569,0.0146,0.3054,0.0504
2b_reference,base,healthy_q8,tri_routed_68_20_12,0.349,0.2594,0.1963,-0.0113,0.0306,-0.0129
2b_reference,base,healthy_q8,tri_routed_72_18_10,0.3525,0.2721,0.1982,-0.0106,0.0259,-0.0177
2b_reference,base,healthy_q8,tri_stability_70,0.3508,0.269,0.1963,-0.0133,0.0263,-0.0161
2b_reference,base,healthy_q8,tri_structural_65,0.3525,0.2596,0.1972,-0.0129,0.0327,-0.0102
2b_reference,base,q1_k_m,cognitive_25_structural_75,0.0096,0.0065,0.0886,-0.195,0.0104,-0.1844
2b_reference,base,q1_k_m,cognitive_cyber_equal,0.0,0.0,0.0193,-0.0569,0.0646,-0.1302
2b_reference,base,q1_k_m,cognitive_only,0.0002,0.0002,0.0086,-0.0275,0.0358,-0.0542
2b_reference,base,q1_k_m,cognitive_structural_equal,0.0035,0.0027,0.0545,-0.1394,0.0198,-0.1488
2b_reference,base,q1_k_m,cyber_25_structural_75,0.0106,0.0073,0.0921,-0.18,0.0213,-0.265
2b_reference,base,q1_k_m,cyber_only,0.0002,0.0002,0.0116,-0.0514,0.0658,-0.1692
2b_reference,base,q1_k_m,cyber_structural_equal,0.0067,0.0052,0.0675,-0.1448,0.039,-0.2348
2b_reference,base,q1_k_m,structural_only,0.0042,0.0031,0.054,-0.1387,0.005,-0.184
2b_reference,base,q1_k_m,tri_equal,0.0112,0.0081,0.0879,-0.1817,0.0615,-0.199
2b_reference,base,q1_k_m,tri_naive_all_fire,0.0327,0.0206,0.1632,-0.2906,0.3042,-0.1836
2b_reference,base,q1_k_m,tri_routed_68_20_12,0.0354,0.0265,0.1726,-0.2804,0.0313,-0.2604
2b_reference,base,q1_k_m,tri_routed_72_18_10,0.046,0.0321,0.195,-0.3275,0.0315,-0.2529
2b_reference,base,q1_k_m,tri_stability_70,0.0394,0.0288,0.1869,-0.3152,0.0294,-0.2433
2b_reference,base,q1_k_m,tri_structural_65,0.03,0.0221,0.1657,-0.2867,0.0333,-0.2365
2b_reference,base,q8_k_m,cognitive_25_structural_75,0.3,0.2416,0.1709,-0.0123,0.0095,-0.0073
2b_reference,base,q8_k_m,cognitive_cyber_equal,0.2917,0.1804,0.1675,-0.0052,0.0725,0.0025
2b_reference,base,q8_k_m,cognitive_only,0.2846,0.1935,0.1623,-0.0023,0.037,0.0142
2b_reference,base,q8_k_m,cognitive_structural_equal,0.2992,0.2341,0.1702,-0.0115,0.0202,-0.0083
2b_reference,base,q8_k_m,cyber_25_structural_75,0.3008,0.2383,0.1714,-0.0112,0.0275,-0.0148
2b_reference,base,q8_k_m,cyber_only,0.2804,0.1677,0.1587,-0.0054,0.0706,0.0069
2b_reference,base,q8_k_m,cyber_structural_equal,0.2973,0.2141,0.1704,-0.0075,0.0487,-0.0166
2b_reference,base,q8_k_m,structural_only,0.2965,0.2398,0.1694,-0.0102,0.0098,-0.0052
2b_reference,base,q8_k_m,tri_equal,0.3008,0.1985,0.169,-0.0115,0.0589,-0.0029
2b_reference,base,q8_k_m,tri_naive_all_fire,0.2623,-0.0504,0.1321,0.0144,0.2912,0.0711
2b_reference,base,q8_k_m,tri_routed_68_20_12,0.2994,0.2368,0.1711,-0.011,0.0298,-0.0185
