model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,instruct,damaged_q2,cyber_structural_equal,low,1200,0.4658,0.3717,0.748,0.8658,0.1058,0.0317,0.2092,0.635,0.2851,none
27b,instruct,damaged_q2,cyber_structural_equal,medium,1200,0.4792,0.3917,0.6869,0.8392,0.16,0.0358,0.265,1.0283,0.2639,none
27b,instruct,damaged_q2,structural_only,extreme,1200,0.4083,0.2267,0.6258,0.75,0.2058,0.0342,0.5717,1.31,0.0468,none
27b,instruct,damaged_q2,structural_only,high,1200,0.485,0.37,0.6783,0.7892,0.1833,0.0133,0.3925,0.995,0.2312,none
27b,instruct,damaged_q2,structural_only,low,1200,0.6075,0.4992,0.8163,0.8542,0.0858,0.0,0.205,0.4017,0.4369,none
27b,instruct,damaged_q2,structural_only,medium,1200,0.5658,0.4783,0.7395,0.8208,0.1467,0.0075,0.2467,0.7675,0.3747,none
27b,instruct,damaged_q2,tri_equal,extreme,1200,0.2975,0.1508,0.5557,0.7608,0.2625,0.0942,0.5783,1.6433,-0.0752,cascade
27b,instruct,damaged_q2,tri_equal,high,1200,0.4,0.2842,0.6255,0.8292,0.1992,0.07,0.3933,1.29,0.1144,none
27b,instruct,damaged_q2,tri_equal,low,1200,0.4983,0.4042,0.7765,0.8925,0.0958,0.0375,0.1933,0.5642,0.3242,none
27b,instruct,damaged_q2,tri_equal,medium,1200,0.4858,0.385,0.7012,0.8517,0.1392,0.0508,0.3033,0.9733,0.2601,none
27b,instruct,damaged_q2,tri_naive_all_fire,extreme,1200,0.3058,0.1167,0.5764,0.7392,0.2283,0.4025,0.6842,1.2958,-0.1519,distractor_capture
27b,instruct,damaged_q2,tri_naive_all_fire,high,1200,0.395,0.1967,0.6386,0.7942,0.205,0.3292,0.4808,0.9992,-0.0191,distractor_capture
27b,instruct,damaged_q2,tri_naive_all_fire,low,1200,0.5967,0.3558,0.7927,0.88,0.1092,0.225,0.2775,0.3967,0.2361,none
27b,instruct,damaged_q2,tri_naive_all_fire,medium,1200,0.4925,0.2792,0.7165,0.8517,0.145,0.3067,0.3433,0.7642,0.1087,none
27b,instruct,damaged_q2,tri_routed_68_20_12,extreme,1200,0.6692,0.3533,0.7964,0.86,0.1833,0.0425,0.5758,0.4525,0.2211,none
27b,instruct,damaged_q2,tri_routed_68_20_12,high,1200,0.7058,0.4983,0.8255,0.8867,0.15,0.0292,0.3392,0.4008,0.4003,none
27b,instruct,damaged_q2,tri_routed_68_20_12,low,1200,0.8367,0.6692,0.9247,0.9483,0.0742,0.0233,0.1925,0.0975,0.622,none
27b,instruct,damaged_q2,tri_routed_68_20_12,medium,1200,0.8108,0.6075,0.8902,0.9217,0.0992,0.04,0.2558,0.2125,0.5387,none
27b,instruct,damaged_q2,tri_routed_72_18_10,extreme,1200,0.7083,0.3858,0.8232,0.8742,0.1733,0.0467,0.5575,0.3292,0.2634,none
27b,instruct,damaged_q2,tri_routed_72_18_10,high,1200,0.725,0.5092,0.8446,0.9075,0.145,0.03,0.3633,0.3267,0.4143,none
27b,instruct,damaged_q2,tri_routed_72_18_10,low,1200,0.8833,0.705,0.9425,0.9592,0.0625,0.0167,0.2017,0.0533,0.6641,none
27b,instruct,damaged_q2,tri_routed_72_18_10,medium,1200,0.8308,0.6233,0.9024,0.925,0.0875,0.0292,0.2608,0.1708,0.5618,none
27b,instruct,damaged_q2,tri_stability_70,extreme,1200,0.695,0.3717,0.8074,0.8675,0.1633,0.0708,0.5692,0.4292,0.2415,none
27b,instruct,damaged_q2,tri_stability_70,high,1200,0.7325,0.4925,0.8449,0.8908,0.1175,0.0342,0.39,0.3392,0.4023,none
27b,instruct,damaged_q2,tri_stability_70,low,1200,0.8658,0.7042,0.9323,0.9467,0.0717,0.0125,0.1992,0.0717,0.6607,none
27b,instruct,damaged_q2,tri_stability_70,medium,1200,0.8,0.6225,0.8865,0.9217,0.0967,0.025,0.27,0.2317,0.5553,none
27b,instruct,damaged_q2,tri_structural_65,extreme,1200,0.6875,0.3708,0.7976,0.8783,0.1533,0.0708,0.5683,0.5208,0.2392,none
27b,instruct,damaged_q2,tri_structural_65,high,1200,0.6783,0.4758,0.812,0.88,0.1375,0.0383,0.3542,0.4792,0.3746,none
27b,instruct,damaged_q2,tri_structural_65,low,1200,0.8375,0.6767,0.9223,0.94,0.0633,0.0267,0.185,0.115,0.6318,none
27b,instruct,damaged_q2,tri_structural_65,medium,1200,0.7567,0.5892,0.8711,0.9183,0.1175,0.0292,0.2658,0.2683,0.5134,none
27b,instruct,damaged_q3,baseline,extreme,1200,0.19,0.1267,0.4585,0.69,0.1925,0.0333,0.4725,2.3758,-0.0943,primitive_gap
27b,instruct,damaged_q3,baseline,high,1200,0.2375,0.1983,0.502,0.6958,0.16,0.0092,0.3083,1.9458,0.0265,primitive_gap
27b,instruct,damaged_q3,baseline,low,1200,0.2742,0.2442,0.6325,0.7858,0.0833,0.0,0.1442,1.0475,0.1553,low_score
27b,instruct,damaged_q3,baseline,medium,1200,0.3183,0.2883,0.5737,0.7442,0.1167,0.0092,0.1892,1.5583,0.1584,none
27b,instruct,damaged_q3,cognitive_25_structural_75,extreme,1200,0.8783,0.5433,0.923,0.98,0.0983,0.0517,0.4042,0.0733,0.4675,none
27b,instruct,damaged_q3,cognitive_25_structural_75,high,1200,0.9017,0.6767,0.9387,0.9892,0.0808,0.0108,0.27,0.0775,0.6248,none
27b,instruct,damaged_q3,cognitive_25_structural_75,low,1200,0.9275,0.7875,0.9629,0.9825,0.04,0.0067,0.1558,0.0358,0.7599,none
27b,instruct,damaged_q3,cognitive_25_structural_75,medium,1200,0.9183,0.735,0.9541,0.9875,0.0633,0.0208,0.1933,0.0475,0.694,none
27b,instruct,damaged_q3,cognitive_cyber_equal,extreme,1200,0.3858,0.2358,0.6338,0.8625,0.1717,0.1058,0.4667,1.5092,0.0504,primitive_gap
27b,instruct,damaged_q3,cognitive_cyber_equal,high,1200,0.46,0.3617,0.6709,0.895,0.15,0.0833,0.3025,1.235,0.2141,none
27b,instruct,damaged_q3,cognitive_cyber_equal,low,1200,0.4883,0.3825,0.7794,0.9242,0.0683,0.0467,0.1992,0.6075,0.3064,none
27b,instruct,damaged_q3,cognitive_cyber_equal,medium,1200,0.5483,0.4417,0.7424,0.9092,0.0958,0.0683,0.2308,0.9267,0.3344,none
27b,instruct,damaged_q3,cognitive_only,extreme,1200,0.2675,0.1767,0.5344,0.79,0.225,0.0833,0.4692,1.9475,-0.0424,primitive_gap
27b,instruct,damaged_q3,cognitive_only,high,1200,0.3433,0.2708,0.5802,0.81,0.1775,0.06,0.3133,1.6142,0.0998,primitive_gap
27b,instruct,damaged_q3,cognitive_only,low,1200,0.3808,0.3083,0.7035,0.8658,0.0792,0.0358,0.1775,0.8375,0.2213,none
27b,instruct,damaged_q3,cognitive_only,medium,1200,0.3975,0.3275,0.6472,0.8483,0.1275,0.0417,0.2617,1.275,0.1962,none
27b,instruct,damaged_q3,cognitive_structural_equal,extreme,1200,0.7917,0.5158,0.8679,0.9675,0.1375,0.0542,0.4167,0.3142,0.4147,none
27b,instruct,damaged_q3,cognitive_structural_equal,high,1200,0.8433,0.6433,0.9028,0.9825,0.0992,0.0375,0.2567,0.2267,0.5742,none
27b,instruct,damaged_q3,cognitive_structural_equal,low,1200,0.9017,0.7342,0.9569,0.9933,0.0517,0.0175,0.1692,0.0492,0.6992,none
27b,instruct,damaged_q3,cognitive_structural_equal,medium,1200,0.8808,0.7092,0.9335,0.9867,0.0808,0.0217,0.2092,0.1167,0.658,none
27b,instruct,damaged_q3,cyber_25_structural_75,extreme,1200,0.855,0.5533,0.9128,0.9417,0.105,0.0383,0.3875,0.0833,0.479,none
27b,instruct,damaged_q3,cyber_25_structural_75,high,1200,0.89,0.6875,0.9356,0.9733,0.0867,0.0183,0.2442,0.075,0.6345,none
27b,instruct,damaged_q3,cyber_25_structural_75,low,1200,0.9133,0.7767,0.9612,0.9925,0.0442,0.0083,0.1467,0.0475,0.7476,none
27b,instruct,damaged_q3,cyber_25_structural_75,medium,1200,0.9108,0.7517,0.9508,0.9792,0.0675,0.0175,0.1825,0.0525,0.7107,none
27b,instruct,damaged_q3,cyber_only,extreme,1200,0.3708,0.215,0.5975,0.7783,0.1975,0.1175,0.4483,1.5817,0.0173,primitive_gap
27b,instruct,damaged_q3,cyber_only,high,1200,0.4217,0.3075,0.6365,0.8208,0.1492,0.095,0.3242,1.3233,0.1516,none
27b,instruct,damaged_q3,cyber_only,low,1200,0.4475,0.3667,0.7427,0.8625,0.0775,0.0425,0.17,0.6942,0.2866,none
27b,instruct,damaged_q3,cyber_only,medium,1200,0.5017,0.4025,0.7003,0.8425,0.1025,0.0758,0.2308,1.0517,0.2855,none
27b,instruct,damaged_q3,cyber_structural_equal,extreme,1200,0.7867,0.51,0.8698,0.9117,0.1183,0.0733,0.3733,0.28,0.416,none
27b,instruct,damaged_q3,cyber_structural_equal,high,1200,0.8092,0.6008,0.8827,0.9192,0.1042,0.0442,0.2608,0.2483,0.5275,none
27b,instruct,damaged_q3,cyber_structural_equal,low,1200,0.9125,0.7775,0.9606,0.9825,0.05,0.03,0.1283,0.04,0.7442,none
27b,instruct,damaged_q3,cyber_structural_equal,medium,1200,0.8525,0.6683,0.9198,0.9542,0.0883,0.0475,0.1992,0.1375,0.6095,none
27b,instruct,damaged_q3,structural_only,extreme,1200,0.835,0.5717,0.9048,0.9358,0.1183,0.0317,0.3475,0.115,0.4963,none
27b,instruct,damaged_q3,structural_only,high,1200,0.8658,0.6483,0.925,0.9558,0.1008,0.0142,0.2725,0.0767,0.5896,none
27b,instruct,damaged_q3,structural_only,low,1200,0.91,0.7817,0.9594,0.9875,0.0492,0.0025,0.1442,0.045,0.7526,none
27b,instruct,damaged_q3,structural_only,medium,1200,0.905,0.7567,0.9471,0.9725,0.0758,0.0108,0.1742,0.0542,0.7151,none
27b,instruct,damaged_q3,tri_equal,extreme,1200,0.8125,0.4917,0.883,0.9517,0.1242,0.105,0.3967,0.2292,0.3902,none
27b,instruct,damaged_q3,tri_equal,high,1200,0.8425,0.6183,0.9062,0.97,0.1008,0.0633,0.2608,0.1908,0.545,none
27b,instruct,damaged_q3,tri_equal,low,1200,0.9092,0.74,0.9602,0.9917,0.0492,0.0442,0.1517,0.045,0.702,none
27b,instruct,damaged_q3,tri_equal,medium,1200,0.9017,0.6942,0.9437,0.9833,0.065,0.0633,0.2058,0.0875,0.6412,none
27b,instruct,damaged_q3,tri_naive_all_fire,extreme,1200,0.7408,0.2875,0.8305,0.8983,0.1392,0.4083,0.5033,0.1667,0.1155,distractor_capture
27b,instruct,damaged_q3,tri_naive_all_fire,high,1200,0.8408,0.4208,0.8875,0.9492,0.0983,0.3317,0.3333,0.11,0.2928,none
27b,instruct,damaged_q3,tri_naive_all_fire,low,1200,0.9025,0.565,0.9342,0.9758,0.065,0.2333,0.1992,0.0275,0.4815,none
27b,instruct,damaged_q3,tri_naive_all_fire,medium,1200,0.8583,0.4692,0.9079,0.9717,0.1008,0.2942,0.2392,0.07,0.3574,none
27b,instruct,damaged_q3,tri_routed_68_20_12,extreme,1200,0.8975,0.5767,0.931,0.9925,0.095,0.0567,0.3683,0.0658,0.5041,none
27b,instruct,damaged_q3,tri_routed_68_20_12,high,1200,0.8933,0.6433,0.9395,0.99,0.0942,0.0308,0.2633,0.0558,0.5851,none
27b,instruct,damaged_q3,tri_routed_68_20_12,low,1200,0.9267,0.7933,0.9659,0.9892,0.0467,0.0192,0.1292,0.03,0.7637,none
27b,instruct,damaged_q3,tri_routed_68_20_12,medium,1200,0.93,0.7642,0.9574,0.9942,0.0583,0.0258,0.1717,0.055,0.725,none
27b,instruct,damaged_q3,tri_routed_72_18_10,extreme,1200,0.9008,0.59,0.9358,0.99,0.0933,0.0467,0.3525,0.0433,0.5223,none
27b,instruct,damaged_q3,tri_routed_72_18_10,high,1200,0.905,0.69,0.9434,0.9858,0.0833,0.0275,0.2408,0.0567,0.6374,none
27b,instruct,damaged_q3,tri_routed_72_18_10,low,1200,0.9283,0.8142,0.968,0.9875,0.0392,0.0142,0.12,0.0317,0.7884,none
27b,instruct,damaged_q3,tri_routed_72_18_10,medium,1200,0.9242,0.7425,0.9553,0.9917,0.06,0.025,0.19,0.0533,0.7016,none
27b,instruct,damaged_q3,tri_stability_70,extreme,1200,0.9033,0.5717,0.9339,0.9925,0.0883,0.0742,0.3642,0.06,0.4982,none
27b,instruct,damaged_q3,tri_stability_70,high,1200,0.9133,0.6967,0.9489,0.9925,0.0675,0.0317,0.2383,0.0608,0.648,none
27b,instruct,damaged_q3,tri_stability_70,low,1200,0.9258,0.79,0.9664,0.9958,0.05,0.015,0.1367,0.0267,0.7597,none
27b,instruct,damaged_q3,tri_stability_70,medium,1200,0.9267,0.7617,0.9573,0.9892,0.0558,0.0233,0.175,0.0517,0.7237,none
27b,instruct,damaged_q3,tri_structural_65,extreme,1200,0.9008,0.5825,0.9335,0.9892,0.0925,0.0683,0.3442,0.0583,0.5106,none
27b,instruct,damaged_q3,tri_structural_65,high,1200,0.9192,0.6808,0.9466,0.99,0.07,0.0367,0.2625,0.0575,0.6286,none
27b,instruct,damaged_q3,tri_structural_65,low,1200,0.9208,0.8008,0.9648,0.9867,0.0475,0.0142,0.1183,0.0342,0.7726,none
27b,instruct,damaged_q3,tri_structural_65,medium,1200,0.9108,0.7333,0.9517,0.9825,0.0725,0.0358,0.1842,0.0442,0.6875,none
27b,instruct,damaged_q4,baseline,extreme,1200,0.42,0.32,0.6365,0.7983,0.1442,0.0375,0.325,1.5108,0.1677,none
27b,instruct,damaged_q4,baseline,high,1200,0.51,0.4517,0.694,0.8242,0.0933,0.0117,0.215,1.1717,0.3455,none
27b,instruct,damaged_q4,baseline,low,1200,0.4933,0.4333,0.7737,0.8533,0.05,0.0,0.125,0.6217,0.3772,none
27b,instruct,damaged_q4,baseline,medium,1200,0.5542,0.5017,0.7316,0.8425,0.0667,0.0033,0.1567,0.9725,0.4198,none
27b,instruct,damaged_q4,cognitive_25_structural_75,extreme,1200,0.9233,0.6433,0.9433,0.995,0.0675,0.0492,0.3067,0.0742,0.585,none
27b,instruct,damaged_q4,cognitive_25_structural_75,high,1200,0.9375,0.7633,0.9571,0.9892,0.0508,0.02,0.1908,0.0583,0.7259,none
27b,instruct,damaged_q4,cognitive_25_structural_75,low,1200,0.935,0.84,0.9716,0.9883,0.0342,0.0083,0.1008,0.0292,0.8186,none
27b,instruct,damaged_q4,cognitive_25_structural_75,medium,1200,0.9433,0.8042,0.966,0.9917,0.0408,0.0217,0.1375,0.0475,0.7742,none
27b,instruct,damaged_q4,cognitive_cyber_equal,extreme,1200,0.7167,0.4458,0.8143,0.9408,0.1142,0.1167,0.3808,0.6533,0.3251,none
27b,instruct,damaged_q4,cognitive_cyber_equal,high,1200,0.7533,0.5667,0.8347,0.9583,0.0925,0.0708,0.2592,0.5567,0.4762,none
27b,instruct,damaged_q4,cognitive_cyber_equal,low,1200,0.7383,0.5892,0.9023,0.9842,0.0542,0.0608,0.145,0.2408,0.5371,none
27b,instruct,damaged_q4,cognitive_cyber_equal,medium,1200,0.7817,0.6367,0.8799,0.9758,0.08,0.0683,0.1717,0.375,0.5665,none
27b,instruct,damaged_q4,cognitive_only,extreme,1200,0.5358,0.35,0.7157,0.8925,0.1267,0.0917,0.3983,1.1625,0.2037,none
27b,instruct,damaged_q4,cognitive_only,high,1200,0.5925,0.4667,0.7477,0.9183,0.1267,0.0425,0.2608,0.9233,0.3531,none
27b,instruct,damaged_q4,cognitive_only,low,1200,0.6175,0.5258,0.8548,0.9742,0.0583,0.0283,0.1308,0.4075,0.4718,none
27b,instruct,damaged_q4,cognitive_only,medium,1200,0.6733,0.5633,0.8136,0.9258,0.0758,0.0417,0.1967,0.6408,0.4845,none
27b,instruct,damaged_q4,cognitive_structural_equal,extreme,1200,0.9033,0.5908,0.9362,0.9933,0.09,0.0525,0.3408,0.0567,0.5232,none
27b,instruct,damaged_q4,cognitive_structural_equal,high,1200,0.925,0.7117,0.952,0.9933,0.06,0.0217,0.2325,0.0608,0.6677,none
27b,instruct,damaged_q4,cognitive_structural_equal,low,1200,0.915,0.8133,0.9638,0.9867,0.0425,0.0158,0.1092,0.0458,0.7864,none
27b,instruct,damaged_q4,cognitive_structural_equal,medium,1200,0.9283,0.7733,0.9603,0.99,0.0533,0.0242,0.1558,0.0475,0.7377,none
27b,instruct,damaged_q4,cyber_25_structural_75,extreme,1200,0.91,0.6525,0.9404,0.9858,0.08,0.0442,0.2842,0.065,0.5937,none
27b,instruct,damaged_q4,cyber_25_structural_75,high,1200,0.9133,0.7242,0.9513,0.9883,0.0708,0.0275,0.2067,0.05,0.6784,none
27b,instruct,damaged_q4,cyber_25_structural_75,low,1200,0.9192,0.7967,0.9649,0.9875,0.0433,0.0133,0.125,0.0375,0.7691,none
27b,instruct,damaged_q4,cyber_25_structural_75,medium,1200,0.9467,0.7908,0.9649,0.99,0.0433,0.0125,0.1533,0.0425,0.7609,none
27b,instruct,damaged_q4,cyber_only,extreme,1200,0.6758,0.43,0.7908,0.8733,0.115,0.1092,0.3558,0.7158,0.3094,none
27b,instruct,damaged_q4,cyber_only,high,1200,0.68,0.5308,0.7913,0.8817,0.0983,0.08,0.2342,0.6908,0.4321,none
27b,instruct,damaged_q4,cyber_only,low,1200,0.6833,0.5767,0.8637,0.925,0.0517,0.0583,0.115,0.3417,0.5232,none
27b,instruct,damaged_q4,cyber_only,medium,1200,0.6992,0.5633,0.8278,0.9125,0.0883,0.0742,0.1833,0.5417,0.4802,none
27b,instruct,damaged_q4,cyber_structural_equal,extreme,1200,0.8967,0.575,0.9299,0.9758,0.0892,0.0883,0.3233,0.0758,0.5009,none
27b,instruct,damaged_q4,cyber_structural_equal,high,1200,0.9192,0.7067,0.9517,0.9933,0.0683,0.05,0.2083,0.0575,0.6566,none
27b,instruct,damaged_q4,cyber_structural_equal,low,1200,0.9333,0.8025,0.97,0.9917,0.0317,0.0383,0.115,0.0367,0.7743,none
27b,instruct,damaged_q4,cyber_structural_equal,medium,1200,0.9417,0.7658,0.9655,0.9925,0.0433,0.0533,0.15,0.0425,0.728,none
27b,instruct,damaged_q4,structural_only,extreme,1200,0.9058,0.6508,0.9399,0.9933,0.0883,0.0392,0.285,0.0625,0.5906,none
27b,instruct,damaged_q4,structural_only,high,1200,0.9267,0.74,0.9543,0.99,0.0625,0.0142,0.2092,0.05,0.6992,none
27b,instruct,damaged_q4,structural_only,low,1200,0.9233,0.8117,0.9667,0.9908,0.0483,0.0025,0.1217,0.0283,0.7855,none
27b,instruct,damaged_q4,structural_only,medium,1200,0.9467,0.8158,0.9655,0.9917,0.0375,0.01,0.1417,0.0542,0.7885,none
27b,instruct,damaged_q4,tri_equal,extreme,1200,0.8983,0.6008,0.9342,0.9908,0.0908,0.08,0.3183,0.0683,0.5287,none
27b,instruct,damaged_q4,tri_equal,high,1200,0.9125,0.6617,0.9464,0.9867,0.0725,0.0783,0.2325,0.0625,0.6025,none
27b,instruct,damaged_q4,tri_equal,low,1200,0.935,0.7925,0.9697,0.9942,0.0458,0.0425,0.1125,0.025,0.76,none
27b,instruct,damaged_q4,tri_equal,medium,1200,0.9325,0.7542,0.9586,0.9867,0.0525,0.0525,0.1625,0.0525,0.7123,none
27b,instruct,damaged_q4,tri_naive_all_fire,extreme,1200,0.8308,0.3417,0.8755,0.9833,0.1292,0.395,0.4233,0.0692,0.1866,none
27b,instruct,damaged_q4,tri_naive_all_fire,high,1200,0.8708,0.4442,0.9089,0.9858,0.1017,0.3233,0.2825,0.0558,0.3236,none
27b,instruct,damaged_q4,tri_naive_all_fire,low,1200,0.8825,0.5625,0.93,0.9833,0.0758,0.25,0.1617,0.04,0.4748,none
27b,instruct,damaged_q4,tri_naive_all_fire,medium,1200,0.9,0.5117,0.9271,0.99,0.0708,0.2942,0.2242,0.0458,0.4114,none
27b,instruct,damaged_q4,tri_routed_68_20_12,extreme,1200,0.92,0.6692,0.9449,0.9925,0.0692,0.0567,0.27,0.0692,0.612,none
27b,instruct,damaged_q4,tri_routed_68_20_12,high,1200,0.9242,0.7275,0.9553,0.9917,0.0567,0.04,0.2125,0.0542,0.6828,none
27b,instruct,damaged_q4,tri_routed_68_20_12,low,1200,0.9375,0.8192,0.9714,0.9933,0.0325,0.0167,0.115,0.0317,0.7953,none
27b,instruct,damaged_q4,tri_routed_68_20_12,medium,1200,0.9325,0.7917,0.962,0.9925,0.0558,0.025,0.14,0.045,0.7565,none
27b,instruct,damaged_q4,tri_routed_72_18_10,extreme,1200,0.9175,0.6558,0.9445,0.9958,0.0733,0.0525,0.2792,0.0667,0.5977,none
27b,instruct,damaged_q4,tri_routed_72_18_10,high,1200,0.9367,0.7283,0.9543,0.9858,0.05,0.0258,0.2167,0.0625,0.6877,none
27b,instruct,damaged_q4,tri_routed_72_18_10,low,1200,0.9333,0.8225,0.9697,0.9858,0.0242,0.0133,0.1117,0.0425,0.8015,none
27b,instruct,damaged_q4,tri_routed_72_18_10,medium,1200,0.935,0.7875,0.9615,0.9867,0.0508,0.0242,0.14,0.0483,0.7538,none
27b,instruct,damaged_q4,tri_stability_70,extreme,1200,0.9358,0.6658,0.951,0.99,0.0608,0.0658,0.2633,0.0492,0.6109,none
27b,instruct,damaged_q4,tri_stability_70,high,1200,0.9425,0.7575,0.9626,0.9933,0.045,0.0333,0.1867,0.0467,0.7201,none
27b,instruct,damaged_q4,tri_stability_70,low,1200,0.925,0.805,0.9655,0.9892,0.0408,0.0133,0.13,0.0358,0.7779,none
27b,instruct,damaged_q4,tri_stability_70,medium,1200,0.9442,0.7933,0.9624,0.9892,0.0433,0.025,0.1442,0.055,0.7611,none
27b,instruct,damaged_q4,tri_structural_65,extreme,1200,0.9125,0.6567,0.9429,0.99,0.0767,0.0533,0.2817,0.0608,0.5974,none
27b,instruct,damaged_q4,tri_structural_65,high,1200,0.9242,0.7142,0.9541,0.99,0.0683,0.04,0.21,0.0408,0.6668,none
27b,instruct,damaged_q4,tri_structural_65,low,1200,0.9308,0.8108,0.9695,0.9892,0.0342,0.0208,0.1142,0.035,0.7855,none
27b,instruct,damaged_q4,tri_structural_65,medium,1200,0.9308,0.7867,0.9609,0.9917,0.0575,0.0283,0.1342,0.0483,0.7506,none
27b,instruct,healthy_q6,baseline,extreme,1200,0.7442,0.5792,0.8242,0.8992,0.0642,0.0308,0.2358,0.6967,0.5,none
27b,instruct,healthy_q6,baseline,high,1200,0.7883,0.6833,0.8536,0.9233,0.0558,0.0058,0.1708,0.5208,0.6257,none
27b,instruct,healthy_q6,baseline,low,1200,0.7442,0.6858,0.8972,0.9425,0.0258,0.0,0.0833,0.28,0.6574,none
27b,instruct,healthy_q6,baseline,medium,1200,0.8117,0.7225,0.8804,0.9283,0.0408,0.0058,0.1167,0.4,0.6798,none
27b,instruct,healthy_q6,cognitive_25_structural_75,extreme,1200,0.9458,0.7142,0.957,0.9917,0.0467,0.0392,0.2325,0.0592,0.6708,none
27b,instruct,healthy_q6,cognitive_25_structural_75,high,1200,0.9533,0.7992,0.9637,0.9842,0.0358,0.0158,0.1633,0.0533,0.7695,none
27b,instruct,healthy_q6,cognitive_25_structural_75,low,1200,0.9467,0.8492,0.9763,0.995,0.0225,0.0067,0.0992,0.0317,0.8316,none
27b,instruct,healthy_q6,cognitive_25_structural_75,medium,1200,0.9592,0.8392,0.9706,0.99,0.0317,0.0133,0.12,0.0433,0.8152,none
27b,instruct,healthy_q6,cognitive_cyber_equal,extreme,1200,0.8992,0.6175,0.9288,0.99,0.0808,0.1042,0.2867,0.1325,0.5429,none
27b,instruct,healthy_q6,cognitive_cyber_equal,high,1200,0.93,0.7067,0.951,0.9942,0.0533,0.0792,0.1983,0.0892,0.6545,none
27b,instruct,healthy_q6,cognitive_cyber_equal,low,1200,0.9217,0.7942,0.9677,0.9875,0.0275,0.0467,0.1,0.0517,0.766,none
27b,instruct,healthy_q6,cognitive_cyber_equal,medium,1200,0.9333,0.7533,0.9613,0.9908,0.05,0.08,0.1258,0.0592,0.7093,none
27b,instruct,healthy_q6,cognitive_only,extreme,1200,0.8392,0.5917,0.8851,0.975,0.0833,0.0833,0.2592,0.3892,0.5098,none
27b,instruct,healthy_q6,cognitive_only,high,1200,0.8792,0.6833,0.9145,0.9875,0.0708,0.0508,0.22,0.2392,0.6224,none
27b,instruct,healthy_q6,cognitive_only,low,1200,0.8817,0.7658,0.9537,0.985,0.035,0.0283,0.1117,0.0908,0.7362,none
27b,instruct,healthy_q6,cognitive_only,medium,1200,0.905,0.7608,0.9343,0.9825,0.0425,0.0433,0.14,0.19,0.7187,none
27b,instruct,healthy_q6,cognitive_structural_equal,extreme,1200,0.9525,0.7333,0.9607,0.9917,0.0433,0.0525,0.2058,0.0508,0.6908,none
27b,instruct,healthy_q6,cognitive_structural_equal,high,1200,0.9458,0.7917,0.9624,0.9925,0.0442,0.0292,0.155,0.0592,0.7572,none
27b,instruct,healthy_q6,cognitive_structural_equal,low,1200,0.9383,0.8375,0.9726,0.9917,0.0292,0.0167,0.0967,0.0333,0.816,none
27b,instruct,healthy_q6,cognitive_structural_equal,medium,1200,0.96,0.8142,0.9716,0.9942,0.0258,0.0283,0.13,0.0475,0.788,none
27b,instruct,healthy_q6,cyber_25_structural_75,extreme,1200,0.935,0.7175,0.9516,0.9917,0.0558,0.0567,0.2133,0.0792,0.6684,none
27b,instruct,healthy_q6,cyber_25_structural_75,high,1200,0.9492,0.7975,0.9665,0.9917,0.045,0.0267,0.1425,0.04,0.7653,none
27b,instruct,healthy_q6,cyber_25_structural_75,low,1200,0.945,0.85,0.9752,0.9908,0.0225,0.0067,0.0958,0.0325,0.8326,none
27b,instruct,healthy_q6,cyber_25_structural_75,medium,1200,0.9483,0.8233,0.966,0.99,0.0342,0.0233,0.1208,0.0625,0.7956,none
27b,instruct,healthy_q6,cyber_only,extreme,1200,0.8625,0.5725,0.9026,0.9433,0.0733,0.115,0.2792,0.2392,0.4932,none
27b,instruct,healthy_q6,cyber_only,high,1200,0.8783,0.6758,0.9162,0.9475,0.0608,0.0892,0.1825,0.205,0.6149,none
27b,instruct,healthy_q6,cyber_only,low,1200,0.8917,0.7475,0.9525,0.9742,0.0508,0.05,0.125,0.0633,0.7091,none
27b,instruct,healthy_q6,cyber_only,medium,1200,0.9117,0.7533,0.9427,0.9617,0.04,0.0783,0.1167,0.1367,0.7095,none
27b,instruct,healthy_q6,cyber_structural_equal,extreme,1200,0.9292,0.6917,0.9519,0.9883,0.0625,0.075,0.2142,0.0567,0.6379,none
27b,instruct,healthy_q6,cyber_structural_equal,high,1200,0.945,0.7742,0.9621,0.9858,0.0425,0.0458,0.1575,0.0542,0.7369,none
27b,instruct,healthy_q6,cyber_structural_equal,low,1200,0.9367,0.8083,0.9703,0.9917,0.03,0.0283,0.11,0.0383,0.7829,none
27b,instruct,healthy_q6,cyber_structural_equal,medium,1200,0.9558,0.8092,0.9694,0.995,0.0325,0.0392,0.1217,0.0533,0.7792,none
27b,instruct,healthy_q6,structural_only,extreme,1200,0.935,0.72,0.9553,0.9942,0.0592,0.035,0.2225,0.0517,0.6749,none
27b,instruct,healthy_q6,structural_only,high,1200,0.9475,0.7958,0.9632,0.9917,0.0383,0.015,0.1683,0.0592,0.7649,none
27b,instruct,healthy_q6,structural_only,low,1200,0.9592,0.875,0.98,0.9925,0.0133,0.0042,0.0867,0.0292,0.8618,none
27b,instruct,healthy_q6,structural_only,medium,1200,0.965,0.8508,0.9718,0.9908,0.0242,0.0092,0.1133,0.0517,0.8301,none
