model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,instruct,damaged_q4,cyber_25_structural_75,high,1200,0.8442,0.615,0.9107,0.9275,0.0933,0.0267,0.2767,0.1267,0.5532,none
2b_reference,instruct,damaged_q4,cyber_25_structural_75,low,1200,0.9092,0.7667,0.9551,0.9608,0.0508,0.0108,0.1508,0.0367,0.7354,none
2b_reference,instruct,damaged_q4,cyber_25_structural_75,medium,1200,0.8675,0.7167,0.9307,0.9417,0.0908,0.0108,0.1767,0.0758,0.6693,none
2b_reference,instruct,damaged_q4,cyber_only,extreme,1200,0.2792,0.1567,0.5253,0.74,0.2225,0.1192,0.4483,1.9325,-0.0664,primitive_gap
2b_reference,instruct,damaged_q4,cyber_only,high,1200,0.315,0.2325,0.5503,0.7742,0.2108,0.065,0.335,1.645,0.0472,primitive_gap
2b_reference,instruct,damaged_q4,cyber_only,low,1200,0.3475,0.2892,0.6673,0.8175,0.0992,0.0458,0.1558,0.9083,0.1924,none
2b_reference,instruct,damaged_q4,cyber_only,medium,1200,0.3783,0.2983,0.6206,0.7892,0.1483,0.0708,0.245,1.3125,0.1544,none
2b_reference,instruct,damaged_q4,cyber_structural_equal,extreme,1200,0.6983,0.4292,0.8056,0.8558,0.1425,0.0717,0.4217,0.5333,0.3117,none
2b_reference,instruct,damaged_q4,cyber_structural_equal,high,1200,0.675,0.5258,0.8005,0.8692,0.1308,0.0517,0.2725,0.5617,0.4264,none
2b_reference,instruct,damaged_q4,cyber_structural_equal,low,1200,0.8075,0.685,0.9124,0.9325,0.0733,0.0275,0.1358,0.1467,0.6393,none
2b_reference,instruct,damaged_q4,cyber_structural_equal,medium,1200,0.7567,0.6058,0.8674,0.9058,0.09,0.0508,0.2042,0.3325,0.5357,none
2b_reference,instruct,damaged_q4,structural_only,extreme,1200,0.7958,0.5125,0.8697,0.8933,0.1292,0.025,0.4008,0.2308,0.4251,none
2b_reference,instruct,damaged_q4,structural_only,high,1200,0.8025,0.6067,0.887,0.9033,0.12,0.01,0.2775,0.1775,0.5376,none
2b_reference,instruct,damaged_q4,structural_only,low,1200,0.92,0.78,0.9545,0.95,0.0392,0.0033,0.155,0.0442,0.753,none
2b_reference,instruct,damaged_q4,structural_only,medium,1200,0.8767,0.7167,0.928,0.9233,0.0717,0.0142,0.1733,0.0992,0.6735,none
2b_reference,instruct,damaged_q4,tri_equal,extreme,1200,0.7083,0.3992,0.8147,0.8958,0.1467,0.105,0.4575,0.5033,0.2724,none
2b_reference,instruct,damaged_q4,tri_equal,high,1200,0.7525,0.56,0.8492,0.9217,0.12,0.0617,0.2742,0.3917,0.4702,none
2b_reference,instruct,damaged_q4,tri_equal,low,1200,0.8458,0.7017,0.9338,0.96,0.0642,0.0433,0.1408,0.0992,0.6575,none
2b_reference,instruct,damaged_q4,tri_equal,medium,1200,0.7867,0.6092,0.8869,0.9392,0.0967,0.0675,0.2175,0.2608,0.5362,none
2b_reference,instruct,damaged_q4,tri_naive_all_fire,extreme,1200,0.6442,0.2658,0.7725,0.83,0.1542,0.41,0.5033,0.3983,0.0774,distractor_capture
2b_reference,instruct,damaged_q4,tri_naive_all_fire,high,1200,0.73,0.3708,0.8353,0.8983,0.1283,0.3125,0.3583,0.2675,0.2278,none
2b_reference,instruct,damaged_q4,tri_naive_all_fire,low,1200,0.85,0.5117,0.9092,0.9442,0.0958,0.2342,0.2275,0.0525,0.4153,none
2b_reference,instruct,damaged_q4,tri_naive_all_fire,medium,1200,0.7992,0.4617,0.8799,0.9208,0.095,0.2717,0.2717,0.155,0.3494,none
2b_reference,instruct,damaged_q4,tri_routed_68_20_12,extreme,1200,0.86,0.5558,0.9174,0.965,0.1167,0.0567,0.3792,0.0667,0.4758,none
2b_reference,instruct,damaged_q4,tri_routed_68_20_12,high,1200,0.8808,0.65,0.9332,0.9775,0.0992,0.0358,0.2775,0.0608,0.5878,none
2b_reference,instruct,damaged_q4,tri_routed_68_20_12,low,1200,0.9183,0.7792,0.9624,0.9908,0.0483,0.0142,0.1483,0.0367,0.7481,none
2b_reference,instruct,damaged_q4,tri_routed_68_20_12,medium,1200,0.9133,0.7258,0.9489,0.9883,0.0767,0.035,0.2008,0.0525,0.6771,none
2b_reference,instruct,damaged_q4,tri_routed_72_18_10,extreme,1200,0.8617,0.5492,0.918,0.9567,0.12,0.0533,0.3808,0.0458,0.4697,none
2b_reference,instruct,damaged_q4,tri_routed_72_18_10,high,1200,0.8842,0.6675,0.9365,0.9808,0.1042,0.0292,0.2483,0.05,0.608,none
2b_reference,instruct,damaged_q4,tri_routed_72_18_10,low,1200,0.9058,0.79,0.9617,0.9933,0.0608,0.0183,0.12,0.035,0.7567,none
2b_reference,instruct,damaged_q4,tri_routed_72_18_10,medium,1200,0.9058,0.7408,0.949,0.9833,0.0725,0.0192,0.1917,0.0542,0.6972,none
2b_reference,instruct,damaged_q4,tri_stability_70,extreme,1200,0.8617,0.5458,0.9157,0.965,0.12,0.0517,0.3825,0.0692,0.4654,none
2b_reference,instruct,damaged_q4,tri_stability_70,high,1200,0.9033,0.6925,0.9445,0.9892,0.0858,0.0267,0.24,0.05,0.6397,none
2b_reference,instruct,damaged_q4,tri_stability_70,low,1200,0.9158,0.7875,0.9631,0.99,0.0567,0.0125,0.1267,0.03,0.7564,none
2b_reference,instruct,damaged_q4,tri_stability_70,medium,1200,0.9033,0.7133,0.9488,0.9917,0.0825,0.0267,0.195,0.0483,0.6652,none
2b_reference,instruct,damaged_q4,tri_structural_65,extreme,1200,0.8533,0.5325,0.9112,0.9567,0.1183,0.0742,0.3967,0.0783,0.4465,none
2b_reference,instruct,damaged_q4,tri_structural_65,high,1200,0.8667,0.6242,0.9252,0.9592,0.1092,0.0367,0.2767,0.0658,0.5587,none
2b_reference,instruct,damaged_q4,tri_structural_65,low,1200,0.8958,0.7492,0.9564,0.9925,0.0625,0.0233,0.1492,0.0442,0.7116,none
2b_reference,instruct,damaged_q4,tri_structural_65,medium,1200,0.9025,0.7133,0.9488,0.9817,0.0817,0.0325,0.2008,0.0375,0.6644,none
2b_reference,instruct,healthy_q6,baseline,extreme,1200,0.3683,0.28,0.5959,0.7417,0.1508,0.025,0.3258,1.6983,0.1188,none
2b_reference,instruct,healthy_q6,baseline,high,1200,0.4392,0.3783,0.6474,0.7617,0.105,0.0042,0.2392,1.3175,0.261,none
2b_reference,instruct,healthy_q6,baseline,low,1200,0.4242,0.385,0.7237,0.7975,0.0625,0.0,0.1142,0.75,0.3196,none
2b_reference,instruct,healthy_q6,baseline,medium,1200,0.4958,0.455,0.694,0.78,0.0733,0.0092,0.1458,1.0792,0.3655,none
2b_reference,instruct,healthy_q6,cognitive_25_structural_75,extreme,1200,0.9042,0.6167,0.9377,0.9883,0.0808,0.0383,0.3283,0.0642,0.5553,none
2b_reference,instruct,healthy_q6,cognitive_25_structural_75,high,1200,0.9167,0.7525,0.9527,0.9883,0.0725,0.0175,0.1867,0.0475,0.7099,none
2b_reference,instruct,healthy_q6,cognitive_25_structural_75,low,1200,0.9242,0.8308,0.9669,0.9858,0.035,0.0017,0.1,0.0442,0.8098,none
2b_reference,instruct,healthy_q6,cognitive_25_structural_75,medium,1200,0.9283,0.7925,0.9588,0.9883,0.0575,0.0133,0.145,0.0508,0.7584,none
2b_reference,instruct,healthy_q6,cognitive_cyber_equal,extreme,1200,0.6625,0.4383,0.7904,0.905,0.1283,0.0983,0.33,0.7442,0.3166,none
2b_reference,instruct,healthy_q6,cognitive_cyber_equal,high,1200,0.71,0.5333,0.8117,0.9208,0.0942,0.095,0.2558,0.6333,0.4339,none
2b_reference,instruct,healthy_q6,cognitive_cyber_equal,low,1200,0.6908,0.57,0.8747,0.95,0.0542,0.055,0.1358,0.3167,0.516,none
2b_reference,instruct,healthy_q6,cognitive_cyber_equal,medium,1200,0.7183,0.5908,0.8432,0.925,0.0867,0.0767,0.155,0.4975,0.5122,none
2b_reference,instruct,healthy_q6,cognitive_only,extreme,1200,0.4758,0.3075,0.6768,0.8508,0.1425,0.0925,0.3867,1.3358,0.1485,none
2b_reference,instruct,healthy_q6,cognitive_only,high,1200,0.5533,0.4458,0.7276,0.865,0.105,0.04,0.2517,1.015,0.3354,none
2b_reference,instruct,healthy_q6,cognitive_only,low,1200,0.565,0.4783,0.8222,0.9275,0.0458,0.0267,0.14,0.5042,0.4228,none
2b_reference,instruct,healthy_q6,cognitive_only,medium,1200,0.6258,0.5317,0.7869,0.9083,0.0825,0.0458,0.1917,0.7425,0.4453,none
2b_reference,instruct,healthy_q6,cognitive_structural_equal,extreme,1200,0.8975,0.6183,0.9335,0.9908,0.0925,0.0675,0.3042,0.0783,0.5488,none
2b_reference,instruct,healthy_q6,cognitive_structural_equal,high,1200,0.9192,0.7125,0.9545,0.9908,0.065,0.0325,0.2183,0.0417,0.667,none
2b_reference,instruct,healthy_q6,cognitive_structural_equal,low,1200,0.91,0.7983,0.9634,0.9925,0.045,0.0183,0.1192,0.045,0.7694,none
2b_reference,instruct,healthy_q6,cognitive_structural_equal,medium,1200,0.9383,0.7808,0.9618,0.9925,0.0425,0.0283,0.1542,0.06,0.7471,none
2b_reference,instruct,healthy_q6,cyber_25_structural_75,extreme,1200,0.8992,0.6608,0.9375,0.975,0.0875,0.0458,0.2658,0.0608,0.6011,none
2b_reference,instruct,healthy_q6,cyber_25_structural_75,high,1200,0.915,0.7308,0.9489,0.9867,0.0767,0.0225,0.1975,0.0542,0.6848,none
2b_reference,instruct,healthy_q6,cyber_25_structural_75,low,1200,0.9417,0.8358,0.9734,0.9942,0.0292,0.0092,0.1083,0.0308,0.815,none
2b_reference,instruct,healthy_q6,cyber_25_structural_75,medium,1200,0.9367,0.8283,0.9633,0.9883,0.0467,0.0167,0.1125,0.0558,0.7992,none
2b_reference,instruct,healthy_q6,cyber_only,extreme,1200,0.6217,0.4017,0.7613,0.8542,0.125,0.1058,0.335,0.8533,0.2735,none
2b_reference,instruct,healthy_q6,cyber_only,high,1200,0.6167,0.4667,0.756,0.8533,0.105,0.0842,0.2458,0.8192,0.3577,none
2b_reference,instruct,healthy_q6,cyber_only,low,1200,0.6125,0.4958,0.8303,0.8925,0.0533,0.0533,0.1642,0.4233,0.4349,none
2b_reference,instruct,healthy_q6,cyber_only,medium,1200,0.6808,0.5392,0.804,0.8683,0.0758,0.0775,0.185,0.635,0.4544,none
2b_reference,instruct,healthy_q6,cyber_structural_equal,extreme,1200,0.875,0.6025,0.9228,0.9467,0.0933,0.0658,0.2992,0.0842,0.5332,none
2b_reference,instruct,healthy_q6,cyber_structural_equal,high,1200,0.8958,0.6833,0.9381,0.9542,0.0683,0.0508,0.2192,0.0792,0.6312,none
2b_reference,instruct,healthy_q6,cyber_structural_equal,low,1200,0.9133,0.8008,0.9637,0.9833,0.0367,0.0283,0.0967,0.0517,0.7738,none
2b_reference,instruct,healthy_q6,cyber_structural_equal,medium,1200,0.915,0.7733,0.9521,0.9708,0.06,0.0317,0.1358,0.0642,0.7349,none
2b_reference,instruct,healthy_q6,structural_only,extreme,1200,0.9242,0.665,0.9447,0.9792,0.0667,0.035,0.2692,0.0625,0.6133,none
2b_reference,instruct,healthy_q6,structural_only,high,1200,0.92,0.735,0.9501,0.9858,0.0692,0.0125,0.2125,0.0542,0.692,none
2b_reference,instruct,healthy_q6,structural_only,low,1200,0.9317,0.8283,0.971,0.9908,0.0308,0.0,0.1125,0.0367,0.8083,none
2b_reference,instruct,healthy_q6,structural_only,medium,1200,0.9458,0.8083,0.965,0.9883,0.0425,0.0108,0.1425,0.0442,0.7798,none
2b_reference,instruct,healthy_q6,tri_equal,extreme,1200,0.8942,0.59,0.9348,0.9858,0.0883,0.11,0.3017,0.0667,0.514,none
2b_reference,instruct,healthy_q6,tri_equal,high,1200,0.92,0.6983,0.9548,0.9917,0.0692,0.0642,0.2,0.0408,0.6467,none
2b_reference,instruct,healthy_q6,tri_equal,low,1200,0.9258,0.7783,0.966,0.9867,0.0467,0.0483,0.125,0.0283,0.7432,none
2b_reference,instruct,healthy_q6,tri_equal,medium,1200,0.9233,0.75,0.9574,0.9908,0.0575,0.0583,0.1483,0.0592,0.7063,none
2b_reference,instruct,healthy_q6,tri_naive_all_fire,extreme,1200,0.8083,0.3508,0.8715,0.9325,0.1042,0.4067,0.3775,0.0842,0.2038,none
2b_reference,instruct,healthy_q6,tri_naive_all_fire,high,1200,0.8817,0.45,0.9132,0.9792,0.0908,0.3133,0.2775,0.0492,0.3354,none
2b_reference,instruct,healthy_q6,tri_naive_all_fire,low,1200,0.895,0.5917,0.9372,0.9883,0.0708,0.2125,0.1767,0.0325,0.5122,none
2b_reference,instruct,healthy_q6,tri_naive_all_fire,medium,1200,0.8725,0.4942,0.918,0.9867,0.0958,0.2992,0.2192,0.0467,0.3857,none
2b_reference,instruct,healthy_q6,tri_routed_68_20_12,extreme,1200,0.9183,0.6383,0.9435,0.99,0.0708,0.0675,0.2833,0.065,0.5777,none
2b_reference,instruct,healthy_q6,tri_routed_68_20_12,high,1200,0.9175,0.7433,0.9515,0.995,0.0742,0.0275,0.1867,0.0583,0.6977,none
2b_reference,instruct,healthy_q6,tri_routed_68_20_12,low,1200,0.945,0.8483,0.9746,0.9858,0.0325,0.02,0.0858,0.0225,0.8266,none
2b_reference,instruct,healthy_q6,tri_routed_68_20_12,medium,1200,0.9325,0.7958,0.9621,0.9925,0.0517,0.0283,0.1283,0.0533,0.7617,none
2b_reference,instruct,healthy_q6,tri_routed_72_18_10,extreme,1200,0.9167,0.6358,0.9453,0.9908,0.0708,0.0583,0.29,0.055,0.577,none
2b_reference,instruct,healthy_q6,tri_routed_72_18_10,high,1200,0.9175,0.7233,0.9527,0.9917,0.0717,0.0225,0.2092,0.045,0.6784,none
2b_reference,instruct,healthy_q6,tri_routed_72_18_10,low,1200,0.9333,0.83,0.9708,0.99,0.0358,0.0167,0.0975,0.0325,0.8065,none
2b_reference,instruct,healthy_q6,tri_routed_72_18_10,medium,1200,0.9358,0.7858,0.9635,0.99,0.0492,0.0267,0.1475,0.0417,0.7519,none
2b_reference,instruct,healthy_q6,tri_stability_70,extreme,1200,0.9133,0.6158,0.9389,0.9867,0.0767,0.0608,0.3167,0.0642,0.5521,none
2b_reference,instruct,healthy_q6,tri_stability_70,high,1200,0.9242,0.7367,0.9525,0.9858,0.0675,0.0325,0.1908,0.0525,0.692,none
2b_reference,instruct,healthy_q6,tri_stability_70,low,1200,0.9258,0.8,0.9661,0.99,0.0475,0.0175,0.1258,0.0292,0.7707,none
2b_reference,instruct,healthy_q6,tri_stability_70,medium,1200,0.9375,0.7833,0.9615,0.99,0.0467,0.0233,0.1533,0.0533,0.7497,none
2b_reference,instruct,healthy_q6,tri_structural_65,extreme,1200,0.9267,0.65,0.9458,0.9917,0.0658,0.0567,0.29,0.0633,0.5926,none
2b_reference,instruct,healthy_q6,tri_structural_65,high,1200,0.915,0.7,0.9487,0.9917,0.0717,0.0358,0.2258,0.0592,0.6503,none
2b_reference,instruct,healthy_q6,tri_structural_65,low,1200,0.9283,0.8142,0.9689,0.9908,0.03,0.0192,0.1067,0.045,0.7906,none
2b_reference,instruct,healthy_q6,tri_structural_65,medium,1200,0.9433,0.7925,0.9652,0.9908,0.0467,0.03,0.1433,0.0408,0.759,none
2b_reference,instruct,healthy_q8,baseline,extreme,1200,0.5433,0.4208,0.7168,0.8208,0.0775,0.0242,0.2792,1.205,0.3102,none
2b_reference,instruct,healthy_q8,baseline,high,1200,0.6125,0.5358,0.7486,0.84,0.0675,0.0092,0.1933,0.9508,0.4507,none
2b_reference,instruct,healthy_q8,baseline,low,1200,0.5642,0.5167,0.8063,0.8633,0.0325,0.0,0.0883,0.5417,0.4728,none
2b_reference,instruct,healthy_q8,baseline,medium,1200,0.625,0.5725,0.7759,0.85,0.0517,0.0075,0.1133,0.8067,0.5061,none
2b_reference,instruct,healthy_q8,cognitive_25_structural_75,extreme,1200,0.945,0.7258,0.9537,0.985,0.0467,0.0342,0.2367,0.065,0.6828,none
2b_reference,instruct,healthy_q8,cognitive_25_structural_75,high,1200,0.9442,0.7792,0.9617,0.9925,0.045,0.015,0.1725,0.0542,0.7462,none
2b_reference,instruct,healthy_q8,cognitive_25_structural_75,low,1200,0.935,0.8442,0.9734,0.9933,0.0242,0.0067,0.0892,0.0408,0.8264,none
2b_reference,instruct,healthy_q8,cognitive_25_structural_75,medium,1200,0.95,0.8183,0.9677,0.9867,0.0367,0.0167,0.1292,0.0425,0.7915,none
2b_reference,instruct,healthy_q8,cognitive_cyber_equal,extreme,1200,0.8233,0.5633,0.8733,0.9433,0.0808,0.1025,0.2933,0.4058,0.4748,none
2b_reference,instruct,healthy_q8,cognitive_cyber_equal,high,1200,0.8267,0.6358,0.8891,0.9633,0.0758,0.08,0.2067,0.3275,0.5642,none
2b_reference,instruct,healthy_q8,cognitive_cyber_equal,low,1200,0.8075,0.6817,0.9235,0.9783,0.0558,0.0483,0.1233,0.1625,0.6373,none
2b_reference,instruct,healthy_q8,cognitive_cyber_equal,medium,1200,0.84,0.6883,0.9069,0.9808,0.055,0.0617,0.1558,0.2925,0.6324,none
2b_reference,instruct,healthy_q8,cognitive_only,extreme,1200,0.6658,0.47,0.7772,0.8992,0.09,0.0767,0.29,0.9133,0.3588,none
2b_reference,instruct,healthy_q8,cognitive_only,high,1200,0.7475,0.6117,0.8232,0.9208,0.0742,0.0442,0.2108,0.6367,0.5319,none
2b_reference,instruct,healthy_q8,cognitive_only,low,1200,0.6975,0.5942,0.8805,0.9617,0.0367,0.0333,0.13,0.3292,0.5496,none
2b_reference,instruct,healthy_q8,cognitive_only,medium,1200,0.7542,0.6283,0.8496,0.9517,0.0642,0.0458,0.1533,0.5275,0.5613,none
2b_reference,instruct,healthy_q8,cognitive_structural_equal,extreme,1200,0.9233,0.6742,0.9476,0.9875,0.0617,0.0542,0.2525,0.0692,0.6212,none
2b_reference,instruct,healthy_q8,cognitive_structural_equal,high,1200,0.9425,0.7375,0.9587,0.9917,0.0433,0.025,0.2175,0.0567,0.6993,none
2b_reference,instruct,healthy_q8,cognitive_structural_equal,low,1200,0.9308,0.8158,0.97,0.9925,0.0325,0.015,0.1075,0.0392,0.7925,none
2b_reference,instruct,healthy_q8,cognitive_structural_equal,medium,1200,0.9475,0.8042,0.9672,0.99,0.0358,0.0267,0.1317,0.0492,0.7751,none
2b_reference,instruct,healthy_q8,cyber_25_structural_75,extreme,1200,0.9417,0.7125,0.9528,0.9858,0.0475,0.0375,0.24,0.0692,0.6681,none
2b_reference,instruct,healthy_q8,cyber_25_structural_75,high,1200,0.9475,0.8008,0.9655,0.9892,0.0433,0.02,0.1483,0.0433,0.7698,none
2b_reference,instruct,healthy_q8,cyber_25_structural_75,low,1200,0.945,0.8558,0.975,0.9875,0.0258,0.0075,0.0917,0.0292,0.8378,none
2b_reference,instruct,healthy_q8,cyber_25_structural_75,medium,1200,0.9508,0.8325,0.9681,0.9925,0.04,0.0175,0.1117,0.0483,0.8057,none
2b_reference,instruct,healthy_q8,cyber_only,extreme,1200,0.775,0.5358,0.8451,0.8883,0.0867,0.1025,0.2633,0.5042,0.4431,none
2b_reference,instruct,healthy_q8,cyber_only,high,1200,0.7608,0.5892,0.8358,0.8942,0.0658,0.0867,0.1933,0.5433,0.5094,none
2b_reference,instruct,healthy_q8,cyber_only,low,1200,0.7567,0.6333,0.8905,0.9342,0.03,0.0442,0.1258,0.2733,0.5918,none
2b_reference,instruct,healthy_q8,cyber_only,medium,1200,0.78,0.635,0.8631,0.9075,0.0542,0.0867,0.1458,0.4267,0.5684,none
2b_reference,instruct,healthy_q8,cyber_structural_equal,extreme,1200,0.9433,0.6833,0.9534,0.9808,0.0475,0.08,0.2342,0.0558,0.6316,none
2b_reference,instruct,healthy_q8,cyber_structural_equal,high,1200,0.9392,0.76,0.9613,0.9917,0.0508,0.0492,0.1667,0.0492,0.7191,none
2b_reference,instruct,healthy_q8,cyber_structural_equal,low,1200,0.9158,0.8033,0.9662,0.9933,0.0308,0.0417,0.0942,0.0575,0.7753,none
2b_reference,instruct,healthy_q8,cyber_structural_equal,medium,1200,0.9492,0.8033,0.968,0.99,0.035,0.0417,0.1242,0.0492,0.7721,none
2b_reference,instruct,healthy_q8,structural_only,extreme,1200,0.9308,0.69,0.9522,0.99,0.0583,0.0333,0.2533,0.0533,0.6429,none
2b_reference,instruct,healthy_q8,structural_only,high,1200,0.9425,0.8025,0.9621,0.9917,0.0433,0.0117,0.1575,0.0617,0.7715,none
2b_reference,instruct,healthy_q8,structural_only,low,1200,0.945,0.8625,0.9747,0.99,0.0233,0.0083,0.0833,0.0358,0.8454,none
2b_reference,instruct,healthy_q8,structural_only,medium,1200,0.9483,0.8342,0.9687,0.9917,0.0383,0.0117,0.125,0.0425,0.8082,none
2b_reference,instruct,healthy_q8,tri_equal,extreme,1200,0.9183,0.6433,0.9449,0.9892,0.0717,0.0933,0.2525,0.0658,0.5797,none
2b_reference,instruct,healthy_q8,tri_equal,high,1200,0.9408,0.7108,0.9572,0.99,0.0533,0.065,0.2,0.0525,0.6632,none
2b_reference,instruct,healthy_q8,tri_equal,low,1200,0.9358,0.8058,0.9709,0.9892,0.0367,0.0383,0.1058,0.0292,0.7772,none
2b_reference,instruct,healthy_q8,tri_equal,medium,1200,0.935,0.7792,0.9631,0.9875,0.0475,0.0633,0.1275,0.05,0.7396,none
2b_reference,instruct,healthy_q8,tri_naive_all_fire,extreme,1200,0.8883,0.3917,0.9,0.9833,0.0825,0.385,0.3358,0.0525,0.2604,none
2b_reference,instruct,healthy_q8,tri_naive_all_fire,high,1200,0.8933,0.4767,0.9202,0.9892,0.0767,0.3217,0.2292,0.0617,0.3679,none
2b_reference,instruct,healthy_q8,tri_naive_all_fire,low,1200,0.9167,0.5917,0.9423,0.9867,0.0492,0.245,0.1567,0.0317,0.5138,none
2b_reference,instruct,healthy_q8,tri_naive_all_fire,medium,1200,0.9092,0.5692,0.9336,0.9892,0.0675,0.275,0.1658,0.0458,0.4784,none
2b_reference,instruct,healthy_q8,tri_routed_68_20_12,extreme,1200,0.9333,0.6858,0.9503,0.9833,0.055,0.0742,0.2367,0.065,0.6323,none
2b_reference,instruct,healthy_q8,tri_routed_68_20_12,high,1200,0.9408,0.7683,0.9597,0.9883,0.0475,0.0358,0.175,0.0567,0.7301,none
2b_reference,instruct,healthy_q8,tri_routed_68_20_12,low,1200,0.9267,0.8167,0.9687,0.9917,0.0292,0.02,0.1108,0.0458,0.7928,none
2b_reference,instruct,healthy_q8,tri_routed_68_20_12,medium,1200,0.9508,0.8242,0.9704,0.9908,0.0325,0.0325,0.1133,0.0458,0.7966,none
2b_reference,instruct,healthy_q8,tri_routed_72_18_10,extreme,1200,0.9292,0.6875,0.949,0.985,0.0583,0.0617,0.2475,0.0658,0.6346,none
2b_reference,instruct,healthy_q8,tri_routed_72_18_10,high,1200,0.9575,0.79,0.9659,0.995,0.0333,0.0325,0.1567,0.0608,0.7579,none
2b_reference,instruct,healthy_q8,tri_routed_72_18_10,low,1200,0.9467,0.85,0.9728,0.9825,0.0292,0.0108,0.1017,0.025,0.8297,none
2b_reference,instruct,healthy_q8,tri_routed_72_18_10,medium,1200,0.9508,0.8408,0.9704,0.9908,0.03,0.0242,0.1025,0.0525,0.8162,none
2b_reference,instruct,healthy_q8,tri_stability_70,extreme,1200,0.9433,0.7067,0.9557,0.9892,0.0442,0.0583,0.2225,0.0667,0.6606,none
2b_reference,instruct,healthy_q8,tri_stability_70,high,1200,0.9592,0.7958,0.9642,0.9833,0.0358,0.0242,0.1675,0.0483,0.7644,none
2b_reference,instruct,healthy_q8,tri_stability_70,low,1200,0.9392,0.8425,0.9746,0.9883,0.0217,0.0233,0.0867,0.0375,0.8225,none
2b_reference,instruct,healthy_q8,tri_stability_70,medium,1200,0.955,0.8358,0.9731,0.9933,0.0292,0.0225,0.1142,0.04,0.8115,none
2b_reference,instruct,healthy_q8,tri_structural_65,extreme,1200,0.9433,0.6992,0.9549,0.9917,0.0483,0.0575,0.24,0.0617,0.6509,none
2b_reference,instruct,healthy_q8,tri_structural_65,high,1200,0.9467,0.7925,0.9657,0.9933,0.0475,0.0283,0.1458,0.04,0.7589,none
2b_reference,instruct,healthy_q8,tri_structural_65,low,1200,0.9417,0.8325,0.9742,0.9883,0.0217,0.0275,0.0933,0.0358,0.8112,none
2b_reference,instruct,healthy_q8,tri_structural_65,medium,1200,0.9533,0.8275,0.9697,0.99,0.0292,0.0333,0.1108,0.0542,0.8005,none
2b_reference,instruct,q1_k_m,baseline,extreme,1200,0.0,0.0,0.0,0.0,0.9917,0.03,1.3883,6.0,-0.7146,cascade
2b_reference,instruct,q1_k_m,baseline,high,1200,0.0,0.0,0.0,0.0,0.9908,0.0142,0.9617,5.2,-0.637,cascade
2b_reference,instruct,q1_k_m,baseline,low,1200,0.0,0.0,0.0006,0.07,0.775,0.0,0.485,3.5942,-0.451,cascade
2b_reference,instruct,q1_k_m,baseline,medium,1200,0.0,0.0,0.0,0.0,0.9908,0.0083,0.6767,4.8,-0.593,cascade
2b_reference,instruct,q1_k_m,cognitive_25_structural_75,extreme,1200,0.0,0.0,0.0021,0.1517,0.985,0.0408,1.1367,5.82,-0.6856,cascade
2b_reference,instruct,q1_k_m,cognitive_25_structural_75,high,1200,0.0,0.0,0.0158,0.2425,0.9442,0.015,0.7733,4.6742,-0.5818,cascade
2b_reference,instruct,q1_k_m,cognitive_25_structural_75,low,1200,0.0217,0.0133,0.167,0.4308,0.4633,0.0025,0.4333,2.4517,-0.2834,cascade
2b_reference,instruct,q1_k_m,cognitive_25_structural_75,medium,1200,0.0042,0.0042,0.0602,0.3258,0.7183,0.0075,0.565,3.8025,-0.4482,cascade
2b_reference,instruct,q1_k_m,cognitive_cyber_equal,extreme,1200,0.0,0.0,0.0,0.0008,0.9875,0.1067,1.365,6.0,-0.7268,cascade
2b_reference,instruct,q1_k_m,cognitive_cyber_equal,high,1200,0.0,0.0,0.0,0.0367,0.99,0.0808,0.9133,5.2,-0.6462,cascade
2b_reference,instruct,q1_k_m,cognitive_cyber_equal,low,1200,0.0,0.0,0.0132,0.2783,0.7025,0.0475,0.4567,3.4842,-0.431,cascade
2b_reference,instruct,q1_k_m,cognitive_cyber_equal,medium,1200,0.0,0.0,0.0008,0.1367,0.97,0.0642,0.6433,4.7833,-0.5945,cascade
2b_reference,instruct,q1_k_m,cognitive_only,extreme,1200,0.0,0.0,0.0,0.0,0.9908,0.0858,1.4425,6.0,-0.7298,cascade
2b_reference,instruct,q1_k_m,cognitive_only,high,1200,0.0,0.0,0.0,0.0,0.9925,0.05,0.9283,5.2,-0.642,cascade
2b_reference,instruct,q1_k_m,cognitive_only,low,1200,0.0,0.0,0.0087,0.1967,0.7367,0.0358,0.4733,3.5467,-0.4434,cascade
2b_reference,instruct,q1_k_m,cognitive_only,medium,1200,0.0,0.0,0.0,0.045,0.9908,0.0367,0.6683,4.8,-0.598,cascade
2b_reference,instruct,q1_k_m,cognitive_structural_equal,extreme,1200,0.0,0.0,0.0,0.0658,0.9892,0.0708,1.215,5.9883,-0.7075,cascade
2b_reference,instruct,q1_k_m,cognitive_structural_equal,high,1200,0.0,0.0,0.0028,0.1517,0.9875,0.0267,0.8117,5.1175,-0.6224,cascade
2b_reference,instruct,q1_k_m,cognitive_structural_equal,low,1200,0.0058,0.0033,0.0893,0.3783,0.5475,0.0117,0.4117,2.8583,-0.3391,cascade
2b_reference,instruct,q1_k_m,cognitive_structural_equal,medium,1200,0.0008,0.0008,0.0205,0.2808,0.8267,0.03,0.6225,4.4133,-0.5236,cascade
