model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,base,base_f16,baseline,adversarial,480,0.8542,0.7708,0.9088,0.9396,0.0292,0.0104,0.0938,0.3479,0.7351,none
27b,base,base_f16,baseline,boundary,480,0.8583,0.7583,0.9106,0.9521,0.0229,0.0292,0.0938,0.3375,0.7213,none
27b,base,base_f16,baseline,coding,480,0.875,0.7792,0.916,0.9563,0.0125,0.0187,0.0958,0.3229,0.7479,none
27b,base,base_f16,baseline,epistemic,480,0.875,0.8125,0.9273,0.95,0.0104,0.0,0.0958,0.2333,0.79,none
27b,base,base_f16,baseline,forensic,480,0.9167,0.8542,0.9219,0.9479,0.0104,0.0104,0.0646,0.2854,0.8295,none
27b,base,base_f16,baseline,generalist,480,0.8604,0.8042,0.9276,0.9646,0.0083,0.025,0.0604,0.2604,0.7788,none
27b,base,base_f16,baseline,math,480,0.8958,0.8,0.9256,0.9542,0.0125,0.0063,0.1083,0.2875,0.772,none
27b,base,base_f16,baseline,planning,480,0.8958,0.8208,0.9235,0.9625,0.0167,0.0125,0.0813,0.2792,0.7929,none
27b,base,base_f16,baseline,rhetoric,480,0.8979,0.7979,0.9335,0.9792,0.0271,0.0104,0.1187,0.2271,0.7669,none
27b,base,base_f16,baseline,spatial,480,0.8938,0.8292,0.9248,0.9604,0.0208,0.0104,0.0813,0.2687,0.8009,none
27b,base,base_f16,cognitive_25_structural_75,adversarial,480,0.9688,0.8708,0.9736,0.9917,0.025,0.0292,0.0833,0.0604,0.8478,none
27b,base,base_f16,cognitive_25_structural_75,boundary,480,0.9729,0.8458,0.973,0.9958,0.0167,0.0271,0.1125,0.0667,0.8231,none
27b,base,base_f16,cognitive_25_structural_75,coding,480,0.9667,0.8562,0.9746,0.9938,0.0167,0.0229,0.0979,0.0583,0.8359,none
27b,base,base_f16,cognitive_25_structural_75,epistemic,480,0.9563,0.8292,0.9751,0.9896,0.0146,0.0187,0.1208,0.0375,0.8095,none
27b,base,base_f16,cognitive_25_structural_75,forensic,480,0.9604,0.8542,0.9728,0.9938,0.0208,0.025,0.0979,0.0563,0.8323,none
27b,base,base_f16,cognitive_25_structural_75,generalist,480,0.9875,0.8833,0.9824,0.9938,0.0063,0.0167,0.0917,0.0354,0.869,none
27b,base,base_f16,cognitive_25_structural_75,math,480,0.9792,0.8458,0.9785,0.9917,0.0083,0.0125,0.1333,0.0417,0.8281,none
27b,base,base_f16,cognitive_25_structural_75,planning,480,0.9792,0.8875,0.9781,0.9833,0.0125,0.025,0.0771,0.0417,0.8705,none
27b,base,base_f16,cognitive_25_structural_75,rhetoric,480,0.9667,0.8792,0.9762,0.9854,0.0167,0.0104,0.0938,0.0437,0.8624,none
27b,base,base_f16,cognitive_25_structural_75,spatial,480,0.9771,0.8917,0.9782,0.9875,0.0146,0.0187,0.0688,0.0479,0.8756,none
27b,base,base_f16,cognitive_cyber_equal,adversarial,480,0.9667,0.8083,0.9706,0.9938,0.025,0.0563,0.1104,0.0667,0.7774,none
27b,base,base_f16,cognitive_cyber_equal,boundary,480,0.9479,0.7958,0.9696,0.9917,0.0312,0.0896,0.1,0.0563,0.7577,none
27b,base,base_f16,cognitive_cyber_equal,coding,480,0.9729,0.8125,0.9795,0.9979,0.0187,0.0813,0.0938,0.0333,0.7815,none
27b,base,base_f16,cognitive_cyber_equal,epistemic,480,0.9396,0.7812,0.9693,0.9875,0.0354,0.0625,0.1167,0.0375,0.7469,none
27b,base,base_f16,cognitive_cyber_equal,forensic,480,0.9646,0.825,0.9739,0.9896,0.0187,0.0604,0.0958,0.0521,0.797,none
27b,base,base_f16,cognitive_cyber_equal,generalist,480,0.9625,0.8083,0.977,0.9917,0.0083,0.0917,0.0854,0.05,0.7782,none
27b,base,base_f16,cognitive_cyber_equal,math,480,0.9771,0.8042,0.975,0.9833,0.0167,0.0563,0.1333,0.0375,0.7754,none
27b,base,base_f16,cognitive_cyber_equal,planning,480,0.9708,0.8292,0.9757,0.9938,0.0229,0.0646,0.0896,0.0396,0.8002,none
27b,base,base_f16,cognitive_cyber_equal,rhetoric,480,0.9604,0.7917,0.9733,0.9979,0.0187,0.0646,0.1187,0.0563,0.7608,none
27b,base,base_f16,cognitive_cyber_equal,spatial,480,0.9625,0.8271,0.9747,0.9917,0.0187,0.0479,0.0958,0.05,0.8017,none
27b,base,base_f16,cognitive_only,adversarial,480,0.9667,0.8229,0.9707,0.9917,0.0167,0.0521,0.1062,0.0771,0.7951,none
27b,base,base_f16,cognitive_only,boundary,480,0.95,0.8146,0.9685,0.9875,0.0292,0.0583,0.1042,0.0625,0.7827,none
27b,base,base_f16,cognitive_only,coding,480,0.9667,0.85,0.9752,0.9938,0.0125,0.0208,0.1021,0.0604,0.8309,none
27b,base,base_f16,cognitive_only,epistemic,480,0.95,0.8271,0.9758,0.9958,0.0208,0.0271,0.1146,0.0354,0.8045,none
27b,base,base_f16,cognitive_only,forensic,480,0.9729,0.8708,0.9796,0.9958,0.0125,0.0354,0.0875,0.0458,0.8507,none
27b,base,base_f16,cognitive_only,generalist,480,0.9583,0.8208,0.9756,0.9917,0.0187,0.0688,0.0917,0.0417,0.792,none
27b,base,base_f16,cognitive_only,math,480,0.9563,0.7979,0.9689,0.9875,0.0208,0.0437,0.1271,0.0688,0.7693,none
27b,base,base_f16,cognitive_only,planning,480,0.9708,0.8417,0.9773,0.9938,0.0167,0.0417,0.1,0.0375,0.8185,none
27b,base,base_f16,cognitive_only,rhetoric,480,0.9625,0.7917,0.9675,0.9854,0.0271,0.0437,0.1562,0.05,0.7598,none
27b,base,base_f16,cognitive_only,spatial,480,0.9688,0.8333,0.9776,0.9896,0.0167,0.0604,0.0875,0.0437,0.8071,none
27b,base,base_f16,cognitive_structural_equal,adversarial,480,0.9646,0.85,0.9722,0.9812,0.0229,0.0229,0.1,0.0521,0.8279,none
27b,base,base_f16,cognitive_structural_equal,boundary,480,0.9771,0.8625,0.9793,0.9896,0.0167,0.0417,0.0813,0.0375,0.8408,none
27b,base,base_f16,cognitive_structural_equal,coding,480,0.9771,0.8521,0.9752,0.9938,0.0125,0.0375,0.0917,0.0646,0.8303,none
27b,base,base_f16,cognitive_structural_equal,epistemic,480,0.975,0.8417,0.9756,0.9938,0.0167,0.0292,0.1271,0.0417,0.8186,none
27b,base,base_f16,cognitive_structural_equal,forensic,480,0.9479,0.8604,0.9711,0.9875,0.0271,0.0208,0.0854,0.05,0.8388,none
27b,base,base_f16,cognitive_structural_equal,generalist,480,0.9688,0.8667,0.9804,0.9917,0.0146,0.0208,0.1,0.0271,0.8488,none
27b,base,base_f16,cognitive_structural_equal,math,480,0.9854,0.8,0.9773,0.9938,0.0042,0.0458,0.1521,0.0521,0.7748,none
27b,base,base_f16,cognitive_structural_equal,planning,480,0.9625,0.8313,0.971,0.9812,0.0208,0.05,0.0938,0.0521,0.8049,none
27b,base,base_f16,cognitive_structural_equal,rhetoric,480,0.9688,0.8625,0.9781,0.9958,0.0187,0.0292,0.1062,0.0375,0.8407,none
27b,base,base_f16,cognitive_structural_equal,spatial,480,0.9604,0.8313,0.9724,0.9875,0.0271,0.0375,0.1042,0.0437,0.8051,none
27b,base,base_f16,cyber_25_structural_75,adversarial,480,0.9563,0.85,0.966,0.9896,0.0208,0.0417,0.0854,0.1,0.8236,none
27b,base,base_f16,cyber_25_structural_75,boundary,480,0.9833,0.8792,0.9782,0.9854,0.0125,0.0292,0.0854,0.0458,0.8605,none
27b,base,base_f16,cyber_25_structural_75,coding,480,0.975,0.8708,0.9741,0.9833,0.0125,0.0333,0.0833,0.0625,0.8506,none
27b,base,base_f16,cyber_25_structural_75,epistemic,480,0.95,0.8479,0.9705,0.9917,0.0146,0.0167,0.1021,0.0667,0.8287,none
27b,base,base_f16,cyber_25_structural_75,forensic,480,0.975,0.8604,0.9777,0.9979,0.0208,0.0417,0.0792,0.05,0.837,none
27b,base,base_f16,cyber_25_structural_75,generalist,480,0.9563,0.8521,0.9753,0.9938,0.0187,0.05,0.0625,0.0563,0.8286,none
27b,base,base_f16,cyber_25_structural_75,math,480,0.9563,0.7792,0.9687,0.9958,0.0271,0.0354,0.1583,0.0521,0.7487,none
27b,base,base_f16,cyber_25_structural_75,planning,480,0.9583,0.8583,0.9705,0.9875,0.025,0.0271,0.0979,0.0563,0.8348,none
27b,base,base_f16,cyber_25_structural_75,rhetoric,480,0.9729,0.8604,0.9745,0.9896,0.0104,0.0208,0.0958,0.0667,0.8421,none
27b,base,base_f16,cyber_25_structural_75,spatial,480,0.9667,0.8583,0.9741,0.9896,0.0229,0.0292,0.0958,0.0479,0.8356,none
27b,base,base_f16,cyber_only,adversarial,480,0.9792,0.8292,0.9772,0.9875,0.0104,0.0792,0.0833,0.0563,0.8007,none
27b,base,base_f16,cyber_only,boundary,480,0.95,0.7875,0.9681,0.9896,0.0271,0.1,0.0917,0.0667,0.7487,none
27b,base,base_f16,cyber_only,coding,480,0.9688,0.7937,0.9739,0.9938,0.0167,0.1021,0.0896,0.0604,0.7581,none
27b,base,base_f16,cyber_only,epistemic,480,0.9521,0.7917,0.974,0.9958,0.0187,0.0729,0.1021,0.0479,0.7609,none
27b,base,base_f16,cyber_only,forensic,480,0.975,0.825,0.9755,0.9854,0.0167,0.0708,0.1021,0.0417,0.7956,none
27b,base,base_f16,cyber_only,generalist,480,0.9646,0.7833,0.9755,0.9958,0.0104,0.0771,0.1229,0.0458,0.7527,none
27b,base,base_f16,cyber_only,math,480,0.9688,0.7625,0.9744,0.9958,0.0146,0.0896,0.1521,0.0479,0.7256,none
27b,base,base_f16,cyber_only,planning,480,0.9625,0.7854,0.972,0.9938,0.0229,0.0875,0.1021,0.0521,0.7503,none
27b,base,base_f16,cyber_only,rhetoric,480,0.95,0.7854,0.9678,0.9896,0.0271,0.0729,0.125,0.0625,0.7496,none
27b,base,base_f16,cyber_only,spatial,480,0.9708,0.8313,0.977,0.9833,0.0146,0.075,0.0813,0.0437,0.8032,none
27b,base,base_f16,cyber_structural_equal,adversarial,480,0.9667,0.8313,0.9742,0.9833,0.0187,0.0667,0.075,0.0542,0.8036,none
27b,base,base_f16,cyber_structural_equal,boundary,480,0.9667,0.8438,0.9746,0.9938,0.0208,0.0563,0.0854,0.0563,0.8166,none
27b,base,base_f16,cyber_structural_equal,coding,480,0.9625,0.8375,0.9757,0.9938,0.0271,0.0479,0.0875,0.0375,0.8109,none
27b,base,base_f16,cyber_structural_equal,epistemic,480,0.95,0.8208,0.9705,0.9896,0.0229,0.0396,0.1083,0.0521,0.7948,none
27b,base,base_f16,cyber_structural_equal,forensic,480,0.9771,0.8458,0.9796,0.9917,0.0125,0.0625,0.0875,0.0375,0.8207,none
27b,base,base_f16,cyber_structural_equal,generalist,480,0.9604,0.8271,0.9771,0.9875,0.0167,0.0604,0.0917,0.0333,0.801,none
27b,base,base_f16,cyber_structural_equal,math,480,0.9688,0.825,0.9726,0.9854,0.0125,0.0479,0.1125,0.0667,0.7993,none
27b,base,base_f16,cyber_structural_equal,planning,480,0.9604,0.8396,0.9724,0.9958,0.0167,0.05,0.0854,0.0646,0.8145,none
27b,base,base_f16,cyber_structural_equal,rhetoric,480,0.9625,0.8021,0.9723,0.9917,0.0292,0.0479,0.1208,0.0437,0.7719,none
27b,base,base_f16,cyber_structural_equal,spatial,480,0.9812,0.8562,0.9799,0.9875,0.0125,0.0521,0.0833,0.0396,0.8334,none
27b,base,base_f16,structural_only,adversarial,480,0.9667,0.8583,0.9708,0.9917,0.025,0.025,0.0875,0.0708,0.8353,none
27b,base,base_f16,structural_only,boundary,480,0.9646,0.8562,0.9761,0.9958,0.0208,0.025,0.0979,0.0479,0.8348,none
27b,base,base_f16,structural_only,coding,480,0.9563,0.8146,0.9687,0.9854,0.0229,0.0312,0.1146,0.0583,0.7894,none
27b,base,base_f16,structural_only,epistemic,480,0.9583,0.8542,0.9701,0.9917,0.0229,0.0,0.1208,0.0563,0.8348,none
27b,base,base_f16,structural_only,forensic,480,0.9521,0.8667,0.971,0.9938,0.025,0.0125,0.0792,0.0625,0.8472,none
27b,base,base_f16,structural_only,generalist,480,0.9396,0.8438,0.973,0.9979,0.0271,0.0208,0.0875,0.05,0.822,none
27b,base,base_f16,structural_only,math,480,0.9812,0.8187,0.9731,0.9958,0.0083,0.0083,0.1708,0.0646,0.7977,none
27b,base,base_f16,structural_only,planning,480,0.9812,0.8854,0.9799,0.9938,0.0083,0.0271,0.075,0.0458,0.8692,none
27b,base,base_f16,structural_only,rhetoric,480,0.9625,0.8583,0.9725,0.9917,0.0104,0.0083,0.1104,0.0729,0.8411,none
27b,base,base_f16,structural_only,spatial,480,0.9708,0.8896,0.9768,0.9958,0.0208,0.0167,0.075,0.05,0.8715,none
27b,base,base_f16,tri_equal,adversarial,480,0.9646,0.8542,0.9745,0.9854,0.0208,0.0646,0.0625,0.0583,0.8271,none
27b,base,base_f16,tri_equal,boundary,480,0.9563,0.8125,0.9696,0.9896,0.0292,0.0729,0.0792,0.0625,0.7797,none
27b,base,base_f16,tri_equal,coding,480,0.9604,0.8146,0.9684,0.9833,0.0229,0.0708,0.1021,0.0646,0.7821,none
27b,base,base_f16,tri_equal,epistemic,480,0.9604,0.7833,0.9728,0.9938,0.0229,0.0708,0.1167,0.0437,0.7508,none
27b,base,base_f16,tri_equal,forensic,480,0.9667,0.8,0.976,0.9938,0.0167,0.0729,0.1104,0.0437,0.7694,none
27b,base,base_f16,tri_equal,generalist,480,0.9625,0.8063,0.974,0.9833,0.0187,0.0875,0.0854,0.0458,0.774,none
27b,base,base_f16,tri_equal,math,480,0.9688,0.8229,0.9751,0.9938,0.0167,0.05,0.1229,0.05,0.7956,none
27b,base,base_f16,tri_equal,planning,480,0.9729,0.8375,0.9755,0.9917,0.0187,0.0583,0.0875,0.0458,0.8109,none
27b,base,base_f16,tri_equal,rhetoric,480,0.9583,0.8271,0.9714,0.9896,0.0187,0.0563,0.0917,0.0688,0.7994,none
27b,base,base_f16,tri_equal,spatial,480,0.9667,0.8146,0.9776,0.9938,0.0167,0.0875,0.0833,0.0458,0.7831,none
27b,base,base_f16,tri_naive_all_fire,adversarial,480,0.925,0.5417,0.932,0.9833,0.0396,0.3208,0.1667,0.0583,0.4494,none
27b,base,base_f16,tri_naive_all_fire,boundary,480,0.9229,0.525,0.9307,0.9896,0.0479,0.3146,0.1854,0.0521,0.4303,none
27b,base,base_f16,tri_naive_all_fire,coding,480,0.9187,0.5333,0.9319,0.9812,0.0437,0.3688,0.1229,0.0396,0.4346,none
27b,base,base_f16,tri_naive_all_fire,epistemic,480,0.9229,0.5667,0.939,0.9833,0.0396,0.2938,0.1708,0.0396,0.4804,none
27b,base,base_f16,tri_naive_all_fire,forensic,480,0.9292,0.575,0.9377,0.9896,0.0458,0.3208,0.1479,0.0458,0.483,none
27b,base,base_f16,tri_naive_all_fire,generalist,480,0.8896,0.5271,0.9219,0.9875,0.0604,0.325,0.1667,0.0667,0.4273,none
27b,base,base_f16,tri_naive_all_fire,math,480,0.9167,0.5167,0.9323,0.9854,0.0458,0.3146,0.2083,0.0521,0.4207,none
27b,base,base_f16,tri_naive_all_fire,planning,480,0.9333,0.5896,0.9376,0.9896,0.0458,0.275,0.1437,0.0479,0.5069,none
27b,base,base_f16,tri_naive_all_fire,rhetoric,480,0.9271,0.5125,0.9322,0.9833,0.0458,0.3271,0.2062,0.0458,0.4145,none
27b,base,base_f16,tri_naive_all_fire,spatial,480,0.9187,0.5708,0.9372,0.9875,0.0521,0.3063,0.1417,0.0479,0.4802,none
27b,base,base_f16,tri_routed_68_20_12,adversarial,480,0.9771,0.8604,0.9776,0.9896,0.0146,0.0458,0.0813,0.0542,0.8377,none
27b,base,base_f16,tri_routed_68_20_12,boundary,480,0.9667,0.8604,0.9755,0.9896,0.0167,0.0292,0.0813,0.0583,0.8402,none
27b,base,base_f16,tri_routed_68_20_12,coding,480,0.9708,0.8417,0.9761,0.9833,0.0083,0.0437,0.0979,0.05,0.8201,none
27b,base,base_f16,tri_routed_68_20_12,epistemic,480,0.9563,0.8208,0.9732,0.9875,0.0187,0.0333,0.1292,0.0375,0.7963,none
27b,base,base_f16,tri_routed_68_20_12,forensic,480,0.9708,0.8333,0.9736,0.9896,0.0187,0.0458,0.1062,0.0521,0.8074,none
27b,base,base_f16,tri_routed_68_20_12,generalist,480,0.9688,0.8438,0.9785,0.9917,0.0167,0.0375,0.1062,0.0292,0.8213,none
27b,base,base_f16,tri_routed_68_20_12,math,480,0.9688,0.8292,0.9771,0.9917,0.0146,0.0312,0.1167,0.0437,0.807,none
27b,base,base_f16,tri_routed_68_20_12,planning,480,0.9708,0.8792,0.9753,0.9896,0.0167,0.0333,0.0646,0.0583,0.8594,none
27b,base,base_f16,tri_routed_68_20_12,rhetoric,480,0.9604,0.8438,0.9765,0.9958,0.0167,0.0375,0.1021,0.05,0.8206,none
27b,base,base_f16,tri_routed_68_20_12,spatial,480,0.9542,0.8458,0.9683,0.9792,0.0208,0.0396,0.0833,0.0646,0.8218,none
27b,base,base_f16,tri_routed_72_18_10,adversarial,480,0.9792,0.875,0.979,0.9938,0.0146,0.0417,0.075,0.0479,0.8539,none
27b,base,base_f16,tri_routed_72_18_10,boundary,480,0.9625,0.8583,0.9745,0.9833,0.0167,0.0437,0.0708,0.0563,0.8361,none
27b,base,base_f16,tri_routed_72_18_10,coding,480,0.9812,0.85,0.9783,0.9917,0.0063,0.0583,0.0854,0.0563,0.8268,none
27b,base,base_f16,tri_routed_72_18_10,epistemic,480,0.9708,0.8375,0.9798,0.9958,0.0125,0.0229,0.1229,0.0292,0.8179,none
27b,base,base_f16,tri_routed_72_18_10,forensic,480,0.9771,0.8646,0.9798,0.9896,0.0167,0.0458,0.0813,0.0333,0.8423,none
27b,base,base_f16,tri_routed_72_18_10,generalist,480,0.9646,0.8333,0.9762,0.9896,0.0104,0.0396,0.1021,0.0458,0.8118,none
27b,base,base_f16,tri_routed_72_18_10,math,480,0.9792,0.7937,0.9763,0.9979,0.0104,0.0396,0.1562,0.0479,0.7678,none
27b,base,base_f16,tri_routed_72_18_10,planning,480,0.975,0.8917,0.9769,0.9938,0.0187,0.0208,0.0729,0.05,0.8735,none
27b,base,base_f16,tri_routed_72_18_10,rhetoric,480,0.9708,0.8479,0.9783,0.9875,0.0104,0.0354,0.1083,0.0396,0.8271,none
27b,base,base_f16,tri_routed_72_18_10,spatial,480,0.9771,0.8562,0.976,0.9854,0.0146,0.0417,0.0833,0.0521,0.8343,none
27b,base,base_f16,tri_stability_70,adversarial,480,0.9708,0.8604,0.9773,0.9917,0.0208,0.0479,0.075,0.0458,0.8363,none
27b,base,base_f16,tri_stability_70,boundary,480,0.9583,0.8229,0.9704,0.9917,0.025,0.0521,0.0958,0.0646,0.7941,none
27b,base,base_f16,tri_stability_70,coding,480,0.9667,0.8625,0.9756,0.9938,0.0187,0.0354,0.0792,0.0542,0.8408,none
27b,base,base_f16,tri_stability_70,epistemic,480,0.9521,0.8396,0.9713,0.9938,0.0146,0.0187,0.1125,0.0625,0.8193,none
27b,base,base_f16,tri_stability_70,forensic,480,0.9688,0.8583,0.9755,0.9833,0.0187,0.0458,0.0771,0.0417,0.8353,none
27b,base,base_f16,tri_stability_70,generalist,480,0.9812,0.8417,0.9816,0.9875,0.0083,0.0646,0.0896,0.025,0.8178,none
27b,base,base_f16,tri_stability_70,math,480,0.9708,0.8187,0.9727,0.9938,0.0125,0.0354,0.1417,0.0646,0.7934,none
27b,base,base_f16,tri_stability_70,planning,480,0.9625,0.8625,0.9717,0.9896,0.025,0.0271,0.0792,0.0583,0.8403,none
27b,base,base_f16,tri_stability_70,rhetoric,480,0.9604,0.8292,0.973,0.9917,0.0208,0.0437,0.1042,0.0563,0.803,none
27b,base,base_f16,tri_stability_70,spatial,480,0.9688,0.8625,0.9762,0.9896,0.0167,0.0229,0.0917,0.0458,0.8433,none
27b,base,base_f16,tri_structural_65,adversarial,480,0.9729,0.8771,0.9787,0.9854,0.0187,0.0292,0.0708,0.0396,0.858,none
27b,base,base_f16,tri_structural_65,boundary,480,0.9729,0.8438,0.9759,0.9875,0.0187,0.0437,0.0979,0.0437,0.8194,none
27b,base,base_f16,tri_structural_65,coding,480,0.9708,0.8542,0.9806,0.9958,0.0083,0.0375,0.0917,0.0437,0.8346,none
27b,base,base_f16,tri_structural_65,epistemic,480,0.9583,0.8021,0.9733,0.9917,0.0208,0.0333,0.1354,0.0375,0.7765,none
27b,base,base_f16,tri_structural_65,forensic,480,0.9771,0.8812,0.9822,0.9958,0.0167,0.0312,0.0792,0.0333,0.862,none
27b,base,base_f16,tri_structural_65,generalist,480,0.9729,0.8479,0.9775,0.9875,0.0104,0.0625,0.0813,0.0458,0.8235,none
27b,base,base_f16,tri_structural_65,math,480,0.9667,0.8187,0.9747,0.9896,0.0187,0.0458,0.1292,0.0417,0.7915,none
27b,base,base_f16,tri_structural_65,planning,480,0.9708,0.8604,0.9755,0.9896,0.0125,0.0479,0.0813,0.0583,0.8377,none
27b,base,base_f16,tri_structural_65,rhetoric,480,0.9563,0.8125,0.9689,0.9917,0.0312,0.0354,0.1313,0.0521,0.7829,none
27b,base,base_f16,tri_structural_65,spatial,480,0.9708,0.8438,0.9715,0.9792,0.0187,0.0417,0.0917,0.0563,0.8196,none
27b,base,collapsed_q2_edge,baseline,adversarial,480,0.0,0.0,0.0748,0.3896,0.5542,0.0208,0.5479,4.6437,-0.4464,cascade
27b,base,collapsed_q2_edge,baseline,boundary,480,0.0021,0.0021,0.079,0.3542,0.5604,0.0167,0.5604,4.3625,-0.4323,cascade
27b,base,collapsed_q2_edge,baseline,coding,480,0.0083,0.0083,0.0944,0.3917,0.4854,0.0083,0.4542,4.0896,-0.3798,cascade
27b,base,collapsed_q2_edge,baseline,epistemic,480,0.0083,0.0083,0.0924,0.3229,0.5479,0.0,0.5833,3.4312,-0.3743,cascade
27b,base,collapsed_q2_edge,baseline,forensic,480,0.0083,0.0083,0.0904,0.375,0.4875,0.0104,0.5625,3.9354,-0.3818,cascade
27b,base,collapsed_q2_edge,baseline,generalist,480,0.0021,0.0021,0.0889,0.3542,0.5229,0.025,0.5667,3.6667,-0.3885,cascade
27b,base,collapsed_q2_edge,baseline,math,480,0.0104,0.0083,0.1185,0.3958,0.425,0.0063,0.5354,4.1333,-0.3699,cascade
27b,base,collapsed_q2_edge,baseline,planning,480,0.0167,0.0167,0.1007,0.4,0.4562,0.0125,0.4417,3.8292,-0.3495,cascade
27b,base,collapsed_q2_edge,baseline,rhetoric,480,0.0104,0.0104,0.0937,0.3979,0.4917,0.0042,0.5354,4.1063,-0.3861,cascade
27b,base,collapsed_q2_edge,baseline,spatial,480,0.0125,0.0104,0.1074,0.4167,0.4729,0.0083,0.4333,3.7729,-0.3564,cascade
27b,base,collapsed_q2_edge,cognitive_25_structural_75,adversarial,480,0.3375,0.2417,0.617,0.8771,0.2396,0.0271,0.4437,1.4333,0.0572,none
27b,base,collapsed_q2_edge,cognitive_25_structural_75,boundary,480,0.4125,0.275,0.6508,0.9042,0.2104,0.0229,0.4562,1.2833,0.1066,none
27b,base,collapsed_q2_edge,cognitive_25_structural_75,coding,480,0.3187,0.2583,0.6022,0.8042,0.2062,0.0292,0.3208,1.3917,0.0954,none
27b,base,collapsed_q2_edge,cognitive_25_structural_75,epistemic,480,0.2708,0.2125,0.571,0.7646,0.2417,0.0042,0.4396,1.2688,0.0406,cascade
27b,base,collapsed_q2_edge,cognitive_25_structural_75,forensic,480,0.2917,0.2042,0.5626,0.85,0.2667,0.025,0.4354,1.4812,0.0103,cascade
27b,base,collapsed_q2_edge,cognitive_25_structural_75,generalist,480,0.2521,0.1688,0.5631,0.7562,0.2354,0.0271,0.4479,1.3479,-0.0105,cascade
27b,base,collapsed_q2_edge,cognitive_25_structural_75,math,480,0.2708,0.2167,0.5344,0.7312,0.2104,0.0271,0.4354,1.725,0.027,primitive_gap
27b,base,collapsed_q2_edge,cognitive_25_structural_75,planning,480,0.3438,0.2896,0.6046,0.7729,0.2188,0.0125,0.3,1.3354,0.1307,none
27b,base,collapsed_q2_edge,cognitive_25_structural_75,rhetoric,480,0.2708,0.2146,0.5496,0.7375,0.2771,0.0083,0.4375,1.4688,0.0214,cascade
27b,base,collapsed_q2_edge,cognitive_25_structural_75,spatial,480,0.3542,0.2729,0.594,0.7729,0.1938,0.0146,0.3521,1.3875,0.1143,none
27b,base,collapsed_q2_edge,cognitive_cyber_equal,adversarial,480,0.1667,0.1208,0.4764,0.9542,0.3146,0.0708,0.525,2.2083,-0.1401,primitive_gap
27b,base,collapsed_q2_edge,cognitive_cyber_equal,boundary,480,0.1917,0.1292,0.4932,0.9667,0.3125,0.0771,0.4917,2.0146,-0.1201,primitive_gap
27b,base,collapsed_q2_edge,cognitive_cyber_equal,coding,480,0.05,0.0375,0.2905,0.6417,0.3521,0.0708,0.3979,2.7667,-0.2525,cascade
27b,base,collapsed_q2_edge,cognitive_cyber_equal,epistemic,480,0.0979,0.0604,0.3518,0.7271,0.3271,0.0708,0.4958,2.1479,-0.1989,cascade
27b,base,collapsed_q2_edge,cognitive_cyber_equal,forensic,480,0.1062,0.0875,0.3677,0.9125,0.3667,0.0875,0.5333,2.4146,-0.2034,primitive_gap
27b,base,collapsed_q2_edge,cognitive_cyber_equal,generalist,480,0.0625,0.0458,0.3378,0.6896,0.3625,0.0833,0.4437,2.3062,-0.2304,cascade
27b,base,collapsed_q2_edge,cognitive_cyber_equal,math,480,0.0479,0.0396,0.263,0.6292,0.3146,0.0729,0.4958,3.1208,-0.2651,primitive_gap
27b,base,collapsed_q2_edge,cognitive_cyber_equal,planning,480,0.0875,0.0646,0.3296,0.6667,0.3438,0.0625,0.3854,2.4625,-0.205,cascade
27b,base,collapsed_q2_edge,cognitive_cyber_equal,rhetoric,480,0.075,0.0542,0.3182,0.725,0.3521,0.0667,0.4333,2.6917,-0.234,primitive_gap
27b,base,collapsed_q2_edge,cognitive_cyber_equal,spatial,480,0.0708,0.0521,0.2985,0.6667,0.3646,0.0729,0.3708,2.6688,-0.235,cascade
27b,base,collapsed_q2_edge,cognitive_only,adversarial,480,0.0312,0.0229,0.2135,0.6458,0.4208,0.0458,0.5104,3.5958,-0.3331,cascade
27b,base,collapsed_q2_edge,cognitive_only,boundary,480,0.0167,0.0104,0.206,0.5958,0.4021,0.0563,0.5646,3.4104,-0.3371,cascade
27b,base,collapsed_q2_edge,cognitive_only,coding,480,0.0271,0.025,0.2552,0.6125,0.3646,0.0458,0.3937,3.0438,-0.2772,cascade
27b,base,collapsed_q2_edge,cognitive_only,epistemic,480,0.0563,0.0458,0.2997,0.7188,0.3646,0.0229,0.5,2.4229,-0.2293,cascade
27b,base,collapsed_q2_edge,cognitive_only,forensic,480,0.0437,0.0312,0.2051,0.5979,0.4062,0.0375,0.5208,3.1729,-0.2984,cascade
27b,base,collapsed_q2_edge,cognitive_only,generalist,480,0.0458,0.0312,0.2755,0.7167,0.4104,0.0583,0.5229,2.5938,-0.2751,cascade
27b,base,collapsed_q2_edge,cognitive_only,math,480,0.0458,0.0312,0.2784,0.6833,0.3521,0.05,0.5604,3.1021,-0.2843,primitive_gap
27b,base,collapsed_q2_edge,cognitive_only,planning,480,0.0625,0.0563,0.2875,0.6771,0.3646,0.0292,0.4333,2.7458,-0.2309,cascade
27b,base,collapsed_q2_edge,cognitive_only,rhetoric,480,0.0604,0.05,0.2749,0.7167,0.3854,0.0354,0.5292,2.9583,-0.263,cascade
27b,base,collapsed_q2_edge,cognitive_only,spatial,480,0.0417,0.0271,0.2769,0.7188,0.3563,0.0375,0.4188,2.8792,-0.2648,primitive_gap
