model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
4b,base,damaged_q2,cognitive_structural_equal,planning,480,0.2812,0.2042,0.5291,0.7688,0.25,0.0312,0.4458,1.6125,0.0066,cascade
4b,base,damaged_q2,cognitive_structural_equal,rhetoric,480,0.2042,0.1521,0.4901,0.7833,0.2854,0.0146,0.5583,1.775,-0.0699,cascade
4b,base,damaged_q2,cognitive_structural_equal,spatial,480,0.2938,0.2104,0.5351,0.7667,0.2479,0.025,0.4854,1.5771,0.0134,cascade
4b,base,damaged_q2,cyber_25_structural_75,adversarial,480,0.5354,0.3479,0.7502,0.9729,0.2458,0.0271,0.475,0.7958,0.191,none
4b,base,damaged_q2,cyber_25_structural_75,boundary,480,0.6208,0.4167,0.7871,0.975,0.1958,0.0417,0.4792,0.6375,0.2794,none
4b,base,damaged_q2,cyber_25_structural_75,coding,480,0.3146,0.2292,0.5673,0.7125,0.2396,0.0187,0.3646,1.425,0.0531,cascade
4b,base,damaged_q2,cyber_25_structural_75,epistemic,480,0.3021,0.2021,0.5738,0.6979,0.2375,0.0167,0.5333,1.1479,0.0274,cascade
4b,base,damaged_q2,cyber_25_structural_75,forensic,480,0.4146,0.3042,0.6576,0.9646,0.2542,0.0292,0.4646,1.1125,0.1293,none
4b,base,damaged_q2,cyber_25_structural_75,generalist,480,0.2375,0.1646,0.5321,0.6667,0.2417,0.0437,0.4292,1.4042,-0.0212,cascade
4b,base,damaged_q2,cyber_25_structural_75,math,480,0.2292,0.1583,0.5288,0.6458,0.2437,0.0271,0.5146,1.6062,-0.0417,classification_miss
4b,base,damaged_q2,cyber_25_structural_75,planning,480,0.3396,0.2562,0.5694,0.6771,0.2562,0.0292,0.35,1.35,0.078,cascade
4b,base,damaged_q2,cyber_25_structural_75,rhetoric,480,0.2854,0.1938,0.5514,0.6771,0.2417,0.0271,0.4083,1.4812,0.0091,cascade
4b,base,damaged_q2,cyber_25_structural_75,spatial,480,0.3042,0.2417,0.5589,0.6792,0.2125,0.0333,0.3333,1.45,0.0721,none
4b,base,damaged_q2,cyber_only,adversarial,480,0.1646,0.125,0.4569,0.9375,0.3854,0.0854,0.5229,2.2125,-0.1602,cascade
4b,base,damaged_q2,cyber_only,boundary,480,0.2333,0.1646,0.5264,0.9667,0.35,0.1021,0.6125,1.7417,-0.0969,cascade
4b,base,damaged_q2,cyber_only,coding,480,0.0417,0.0375,0.2357,0.5437,0.3729,0.0896,0.4167,3.0458,-0.2779,cascade
4b,base,damaged_q2,cyber_only,epistemic,480,0.0437,0.0229,0.2444,0.5521,0.4083,0.0521,0.4583,2.5021,-0.2718,cascade
4b,base,damaged_q2,cyber_only,forensic,480,0.1042,0.0854,0.3677,0.9042,0.375,0.0688,0.5479,2.3813,-0.2037,cascade
4b,base,damaged_q2,cyber_only,generalist,480,0.0271,0.0229,0.2022,0.4458,0.45,0.0771,0.5042,2.8354,-0.3096,cascade
4b,base,damaged_q2,cyber_only,math,480,0.0167,0.0146,0.2005,0.475,0.3729,0.0667,0.5375,3.4875,-0.328,cascade
4b,base,damaged_q2,cyber_only,planning,480,0.0542,0.0354,0.2325,0.4958,0.3896,0.0771,0.4708,2.9,-0.2795,cascade
4b,base,damaged_q2,cyber_only,rhetoric,480,0.0396,0.0292,0.2129,0.4917,0.425,0.075,0.4938,3.1167,-0.3087,cascade
4b,base,damaged_q2,cyber_only,spatial,480,0.0437,0.0292,0.2099,0.4854,0.4229,0.0771,0.4104,2.9958,-0.2957,cascade
4b,base,damaged_q2,cyber_structural_equal,adversarial,480,0.4792,0.3292,0.7098,0.9729,0.25,0.0542,0.4292,1.0292,0.1575,none
4b,base,damaged_q2,cyber_structural_equal,boundary,480,0.6271,0.3792,0.7795,0.9938,0.2083,0.0583,0.4917,0.675,0.2319,none
4b,base,damaged_q2,cyber_structural_equal,coding,480,0.2271,0.1771,0.4687,0.6854,0.3208,0.05,0.3563,1.8375,-0.0495,cascade
4b,base,damaged_q2,cyber_structural_equal,epistemic,480,0.1771,0.1333,0.4697,0.6562,0.3063,0.0437,0.4167,1.5521,-0.0782,cascade
4b,base,damaged_q2,cyber_structural_equal,forensic,480,0.3146,0.2458,0.592,0.9667,0.2604,0.0583,0.425,1.4521,0.0494,cascade
4b,base,damaged_q2,cyber_structural_equal,generalist,480,0.1812,0.125,0.46,0.6188,0.2812,0.0375,0.4042,1.6771,-0.0831,cascade
4b,base,damaged_q2,cyber_structural_equal,math,480,0.15,0.1146,0.4311,0.6292,0.275,0.0437,0.4729,2.1521,-0.1221,cascade
4b,base,damaged_q2,cyber_structural_equal,planning,480,0.2437,0.2,0.4891,0.6333,0.2354,0.0542,0.3854,1.7167,0.0019,cascade
4b,base,damaged_q2,cyber_structural_equal,rhetoric,480,0.1625,0.1146,0.4367,0.6521,0.3063,0.0625,0.4667,1.9438,-0.1243,cascade
4b,base,damaged_q2,cyber_structural_equal,spatial,480,0.2083,0.1792,0.4477,0.6167,0.3125,0.0396,0.3417,1.8396,-0.0418,cascade
4b,base,damaged_q2,structural_only,adversarial,480,0.2687,0.1854,0.5471,0.7917,0.2958,0.0229,0.5146,1.6354,-0.0309,cascade
4b,base,damaged_q2,structural_only,boundary,480,0.3229,0.225,0.5706,0.7625,0.3,0.0333,0.5437,1.4104,0.0143,cascade
4b,base,damaged_q2,structural_only,coding,480,0.2583,0.1875,0.4958,0.6375,0.2875,0.0125,0.3937,1.6354,-0.0145,cascade
4b,base,damaged_q2,structural_only,epistemic,480,0.2188,0.1812,0.504,0.6375,0.275,0.0,0.4604,1.4375,-0.01,cascade
4b,base,damaged_q2,structural_only,forensic,480,0.2354,0.1812,0.4999,0.7521,0.3271,0.0187,0.4521,1.6438,-0.039,cascade
4b,base,damaged_q2,structural_only,generalist,480,0.225,0.1667,0.486,0.6,0.275,0.0354,0.4792,1.5562,-0.0391,cascade
4b,base,damaged_q2,structural_only,math,480,0.2146,0.1729,0.476,0.6333,0.2542,0.0167,0.4833,1.8792,-0.0393,cascade
4b,base,damaged_q2,structural_only,planning,480,0.2667,0.2042,0.5226,0.6312,0.25,0.025,0.3583,1.5146,0.0198,cascade
4b,base,damaged_q2,structural_only,rhetoric,480,0.1979,0.1354,0.473,0.6146,0.2896,0.0125,0.4667,1.7521,-0.0789,cascade
4b,base,damaged_q2,structural_only,spatial,480,0.2583,0.1875,0.5083,0.6375,0.2146,0.0042,0.3937,1.6313,0.0092,classification_miss
4b,base,damaged_q2,tri_equal,adversarial,480,0.4292,0.2604,0.6932,0.9958,0.2854,0.0813,0.4979,1.05,0.0662,cascade
4b,base,damaged_q2,tri_equal,boundary,480,0.5104,0.3021,0.7376,0.9875,0.2313,0.1,0.5104,0.8417,0.1298,none
4b,base,damaged_q2,tri_equal,coding,480,0.1938,0.1313,0.517,0.7792,0.2875,0.0708,0.4646,1.6375,-0.0882,cascade
4b,base,damaged_q2,tri_equal,epistemic,480,0.2833,0.2104,0.5664,0.775,0.2396,0.0333,0.4229,1.2729,0.0344,cascade
4b,base,damaged_q2,tri_equal,forensic,480,0.3354,0.2354,0.6109,0.9729,0.2667,0.0792,0.4229,1.3333,0.0391,primitive_gap
4b,base,damaged_q2,tri_equal,generalist,480,0.2458,0.1688,0.5566,0.7854,0.2479,0.0708,0.4354,1.3771,-0.0235,cascade
4b,base,damaged_q2,tri_equal,math,480,0.1979,0.1458,0.4926,0.7063,0.2437,0.0625,0.4938,1.9271,-0.0756,cascade
4b,base,damaged_q2,tri_equal,planning,480,0.35,0.2458,0.5807,0.7375,0.2292,0.0688,0.4083,1.3792,0.0617,none
4b,base,damaged_q2,tri_equal,rhetoric,480,0.2521,0.1854,0.5437,0.7729,0.2646,0.0583,0.4854,1.5396,-0.0214,cascade
4b,base,damaged_q2,tri_equal,spatial,480,0.2771,0.2125,0.5324,0.7542,0.2542,0.0625,0.3458,1.5896,0.0166,cascade
4b,base,damaged_q2,tri_naive_all_fire,adversarial,480,0.6167,0.2479,0.8044,0.9854,0.2062,0.3708,0.5104,0.3375,0.0542,distractor_capture
4b,base,damaged_q2,tri_naive_all_fire,boundary,480,0.7042,0.2875,0.827,0.9875,0.2167,0.3479,0.5167,0.2,0.1016,distractor_capture
4b,base,damaged_q2,tri_naive_all_fire,coding,480,0.3583,0.1771,0.6357,0.7958,0.2021,0.3458,0.4104,1.025,-0.0368,distractor_capture
4b,base,damaged_q2,tri_naive_all_fire,epistemic,480,0.4688,0.2479,0.715,0.875,0.1771,0.2812,0.4771,0.6667,0.067,distractor_capture
4b,base,damaged_q2,tri_naive_all_fire,forensic,480,0.4917,0.2625,0.7195,0.9917,0.2146,0.3021,0.4958,0.7688,0.0596,none
4b,base,damaged_q2,tri_naive_all_fire,generalist,480,0.4,0.1958,0.6434,0.8021,0.2292,0.3521,0.5229,0.8458,-0.0275,cascade
4b,base,damaged_q2,tri_naive_all_fire,math,480,0.2854,0.1771,0.5695,0.7646,0.2354,0.3333,0.4979,1.3958,-0.0698,cascade
4b,base,damaged_q2,tri_naive_all_fire,planning,480,0.4396,0.275,0.67,0.7979,0.2042,0.2875,0.3917,0.8875,0.0805,none
4b,base,damaged_q2,tri_naive_all_fire,rhetoric,480,0.3646,0.1875,0.6238,0.8208,0.2188,0.2938,0.55,1.0896,-0.0354,distractor_capture
4b,base,damaged_q2,tri_naive_all_fire,spatial,480,0.3729,0.2229,0.6368,0.7812,0.1938,0.3021,0.4313,1.0458,0.0176,none
4b,base,damaged_q2,tri_routed_68_20_12,adversarial,480,0.7188,0.4521,0.8461,0.9854,0.1938,0.05,0.4479,0.3542,0.3304,none
4b,base,damaged_q2,tri_routed_68_20_12,boundary,480,0.75,0.4813,0.8603,0.9812,0.1708,0.0375,0.4792,0.2812,0.3701,none
4b,base,damaged_q2,tri_routed_68_20_12,coding,480,0.5646,0.3875,0.7586,0.8333,0.1479,0.05,0.3688,0.6875,0.2692,none
4b,base,damaged_q2,tri_routed_68_20_12,epistemic,480,0.5083,0.3563,0.735,0.8229,0.1708,0.0167,0.4604,0.6562,0.232,none
4b,base,damaged_q2,tri_routed_68_20_12,forensic,480,0.5813,0.4062,0.7563,0.975,0.2021,0.0333,0.4458,0.7417,0.2662,none
4b,base,damaged_q2,tri_routed_68_20_12,generalist,480,0.4979,0.3458,0.7175,0.8042,0.2042,0.0563,0.4333,0.7167,0.2028,none
4b,base,damaged_q2,tri_routed_68_20_12,math,480,0.4729,0.3438,0.6923,0.7854,0.1917,0.0604,0.4313,0.9729,0.191,none
4b,base,damaged_q2,tri_routed_68_20_12,planning,480,0.5958,0.4021,0.7419,0.8125,0.1896,0.0625,0.3917,0.6937,0.2667,none
4b,base,damaged_q2,tri_routed_68_20_12,rhetoric,480,0.4688,0.3208,0.688,0.7917,0.1896,0.0375,0.4313,0.9271,0.1756,none
4b,base,damaged_q2,tri_routed_68_20_12,spatial,480,0.5667,0.4125,0.7367,0.8063,0.175,0.0292,0.3896,0.7167,0.2872,none
4b,base,damaged_q2,tri_routed_72_18_10,adversarial,480,0.7333,0.4875,0.8559,0.9875,0.2021,0.0458,0.4,0.3083,0.3703,none
4b,base,damaged_q2,tri_routed_72_18_10,boundary,480,0.7479,0.4562,0.8551,0.9938,0.2104,0.05,0.4792,0.2562,0.332,none
4b,base,damaged_q2,tri_routed_72_18_10,coding,480,0.5479,0.375,0.7503,0.8063,0.1771,0.0417,0.4292,0.6354,0.2474,none
4b,base,damaged_q2,tri_routed_72_18_10,epistemic,480,0.5667,0.4,0.7669,0.8458,0.1667,0.0187,0.4042,0.5625,0.2858,none
4b,base,damaged_q2,tri_routed_72_18_10,forensic,480,0.6146,0.4313,0.7786,0.975,0.1958,0.0312,0.4313,0.6479,0.2994,none
4b,base,damaged_q2,tri_routed_72_18_10,generalist,480,0.5188,0.3729,0.7332,0.7958,0.1771,0.0396,0.4604,0.6458,0.2428,none
4b,base,damaged_q2,tri_routed_72_18_10,math,480,0.5167,0.3604,0.7353,0.8313,0.1875,0.0333,0.4625,0.7958,0.2207,none
4b,base,damaged_q2,tri_routed_72_18_10,planning,480,0.6333,0.4667,0.7791,0.8458,0.1812,0.0354,0.3583,0.5604,0.3485,none
4b,base,damaged_q2,tri_routed_72_18_10,rhetoric,480,0.5021,0.3542,0.716,0.7729,0.1771,0.0479,0.4583,0.7729,0.2161,none
4b,base,damaged_q2,tri_routed_72_18_10,spatial,480,0.5333,0.4042,0.7284,0.7833,0.1875,0.0417,0.3604,0.7292,0.2743,none
4b,base,damaged_q2,tri_stability_70,adversarial,480,0.6917,0.4458,0.8436,0.9854,0.2062,0.0417,0.4437,0.3458,0.3228,none
4b,base,damaged_q2,tri_stability_70,boundary,480,0.7604,0.4625,0.8615,0.9812,0.1729,0.0479,0.475,0.2792,0.3491,none
4b,base,damaged_q2,tri_stability_70,coding,480,0.5333,0.3792,0.7213,0.7937,0.2062,0.0437,0.3542,0.7521,0.2426,none
4b,base,damaged_q2,tri_stability_70,epistemic,480,0.5646,0.4042,0.7709,0.8542,0.15,0.0229,0.4208,0.5521,0.2933,none
4b,base,damaged_q2,tri_stability_70,forensic,480,0.6229,0.4188,0.7721,0.9896,0.2083,0.0479,0.4688,0.6708,0.2756,none
4b,base,damaged_q2,tri_stability_70,generalist,480,0.4896,0.3438,0.7165,0.8146,0.1979,0.0563,0.4792,0.7125,0.1992,none
4b,base,damaged_q2,tri_stability_70,math,480,0.5,0.3563,0.7152,0.7937,0.1875,0.0437,0.4333,0.8521,0.214,none
4b,base,damaged_q2,tri_stability_70,planning,480,0.6354,0.4562,0.7689,0.8167,0.1792,0.0354,0.3896,0.5896,0.3348,none
4b,base,damaged_q2,tri_stability_70,rhetoric,480,0.4771,0.3438,0.6983,0.7854,0.1854,0.0479,0.4667,0.8583,0.1983,none
4b,base,damaged_q2,tri_stability_70,spatial,480,0.5104,0.3458,0.7116,0.7979,0.1958,0.0312,0.3917,0.8,0.2095,none
4b,base,damaged_q2,tri_structural_65,adversarial,480,0.6958,0.4188,0.837,0.9833,0.2146,0.0417,0.4437,0.3688,0.2921,none
4b,base,damaged_q2,tri_structural_65,boundary,480,0.7792,0.4708,0.8623,0.9875,0.15,0.0625,0.5104,0.3083,0.3571,none
4b,base,damaged_q2,tri_structural_65,coding,480,0.5208,0.3625,0.7171,0.7833,0.1938,0.0458,0.35,0.775,0.2285,none
4b,base,damaged_q2,tri_structural_65,epistemic,480,0.4833,0.325,0.7205,0.8167,0.2,0.0229,0.4396,0.6729,0.1916,none
4b,base,damaged_q2,tri_structural_65,forensic,480,0.5604,0.3646,0.756,0.9646,0.1854,0.0771,0.4313,0.7521,0.2214,none
4b,base,damaged_q2,tri_structural_65,generalist,480,0.5062,0.3479,0.7175,0.7854,0.1812,0.0583,0.4313,0.725,0.2111,none
4b,base,damaged_q2,tri_structural_65,math,480,0.4125,0.2958,0.6659,0.775,0.1938,0.05,0.4313,1.0854,0.1389,none
4b,base,damaged_q2,tri_structural_65,planning,480,0.5542,0.4354,0.7337,0.8,0.2,0.0437,0.35,0.7208,0.3026,none
4b,base,damaged_q2,tri_structural_65,rhetoric,480,0.4333,0.3104,0.6869,0.8063,0.2104,0.0521,0.4729,0.8958,0.1543,none
4b,base,damaged_q2,tri_structural_65,spatial,480,0.5458,0.4167,0.7043,0.7958,0.1979,0.0563,0.3042,0.8562,0.2789,none
4b,base,damaged_q3,baseline,adversarial,480,0.0771,0.0583,0.3338,0.5979,0.275,0.0125,0.3479,2.8917,-0.1991,primitive_gap
4b,base,damaged_q3,baseline,boundary,480,0.0604,0.0479,0.3188,0.6,0.3208,0.0271,0.3792,2.7646,-0.2223,cascade
4b,base,damaged_q3,baseline,coding,480,0.1,0.0875,0.3423,0.5646,0.2604,0.0104,0.3083,2.5229,-0.1435,classification_miss
4b,base,damaged_q3,baseline,epistemic,480,0.0917,0.0708,0.3435,0.5896,0.275,0.0,0.3937,2.1812,-0.1522,classification_miss
4b,base,damaged_q3,baseline,forensic,480,0.1208,0.1,0.3416,0.5667,0.2604,0.0125,0.3625,2.4417,-0.1317,classification_miss
4b,base,damaged_q3,baseline,generalist,480,0.0792,0.0583,0.3478,0.6146,0.2833,0.0271,0.3729,2.2687,-0.1754,cascade
4b,base,damaged_q3,baseline,math,480,0.0979,0.0813,0.3535,0.5875,0.2437,0.0187,0.3771,2.5938,-0.1555,classification_miss
4b,base,damaged_q3,baseline,planning,480,0.1292,0.1083,0.356,0.5854,0.2667,0.0083,0.2792,2.4167,-0.1165,classification_miss
4b,base,damaged_q3,baseline,rhetoric,480,0.0771,0.0583,0.3257,0.5813,0.2938,0.0042,0.4083,2.5479,-0.1907,cascade
4b,base,damaged_q3,baseline,spatial,480,0.0938,0.0771,0.3517,0.575,0.2625,0.0083,0.3021,2.4167,-0.1483,classification_miss
4b,base,damaged_q3,cognitive_25_structural_75,adversarial,480,0.8396,0.6,0.9166,0.9917,0.1458,0.0208,0.325,0.0688,0.5226,none
4b,base,damaged_q3,cognitive_25_structural_75,boundary,480,0.8729,0.5896,0.9274,0.9896,0.1146,0.025,0.3458,0.0583,0.5196,none
4b,base,damaged_q3,cognitive_25_structural_75,coding,480,0.8438,0.6208,0.9154,0.9583,0.1167,0.0312,0.2625,0.1083,0.5532,none
4b,base,damaged_q3,cognitive_25_structural_75,epistemic,480,0.8562,0.6188,0.9139,0.9792,0.0958,0.0083,0.3271,0.1396,0.5552,none
4b,base,damaged_q3,cognitive_25_structural_75,forensic,480,0.8521,0.675,0.9121,0.9938,0.0917,0.0208,0.2708,0.2021,0.6116,none
4b,base,damaged_q3,cognitive_25_structural_75,generalist,480,0.7979,0.5604,0.895,0.9396,0.1104,0.0187,0.325,0.1625,0.4894,none
4b,base,damaged_q3,cognitive_25_structural_75,math,480,0.8521,0.6375,0.904,0.9375,0.0833,0.0104,0.3021,0.2125,0.5756,none
4b,base,damaged_q3,cognitive_25_structural_75,planning,480,0.8458,0.6542,0.9181,0.9542,0.1229,0.0104,0.2521,0.0833,0.5909,none
4b,base,damaged_q3,cognitive_25_structural_75,rhetoric,480,0.7812,0.5625,0.8837,0.9313,0.1437,0.0187,0.3396,0.1792,0.4795,none
4b,base,damaged_q3,cognitive_25_structural_75,spatial,480,0.8729,0.6729,0.923,0.9542,0.0896,0.0187,0.2542,0.1104,0.6164,none
4b,base,damaged_q3,cognitive_cyber_equal,adversarial,480,0.5729,0.4021,0.7745,0.9896,0.1583,0.0729,0.3479,0.8542,0.2695,none
4b,base,damaged_q3,cognitive_cyber_equal,boundary,480,0.6604,0.4292,0.7942,0.975,0.1479,0.1167,0.4042,0.7,0.2941,none
4b,base,damaged_q3,cognitive_cyber_equal,coding,480,0.4229,0.325,0.6565,0.8833,0.1583,0.0917,0.2521,1.2812,0.1749,none
4b,base,damaged_q3,cognitive_cyber_equal,epistemic,480,0.4437,0.3417,0.7036,0.9417,0.15,0.0667,0.3167,0.9688,0.2096,none
4b,base,damaged_q3,cognitive_cyber_equal,forensic,480,0.4708,0.3438,0.699,0.9875,0.1875,0.0771,0.3208,1.0771,0.1926,none
4b,base,damaged_q3,cognitive_cyber_equal,generalist,480,0.3396,0.2604,0.6716,0.9208,0.1688,0.0792,0.3417,1.0896,0.1121,none
4b,base,damaged_q3,cognitive_cyber_equal,math,480,0.3354,0.2542,0.6101,0.8458,0.1688,0.0938,0.3667,1.5312,0.0789,primitive_gap
4b,base,damaged_q3,cognitive_cyber_equal,planning,480,0.4313,0.3458,0.6612,0.8958,0.1833,0.0604,0.2542,1.1896,0.1989,none
4b,base,damaged_q3,cognitive_cyber_equal,rhetoric,480,0.4167,0.2854,0.6761,0.9208,0.1729,0.075,0.3667,1.1708,0.1307,none
4b,base,damaged_q3,cognitive_cyber_equal,spatial,480,0.4125,0.3021,0.6507,0.8708,0.1333,0.0854,0.2604,1.2812,0.1601,none
4b,base,damaged_q3,cognitive_only,adversarial,480,0.25,0.1854,0.5364,0.8438,0.2396,0.0583,0.3729,1.8958,-0.0227,primitive_gap
4b,base,damaged_q3,cognitive_only,boundary,480,0.2042,0.1542,0.5094,0.7896,0.2354,0.0563,0.4125,1.9104,-0.0562,primitive_gap
4b,base,damaged_q3,cognitive_only,coding,480,0.2771,0.2208,0.5622,0.8333,0.1771,0.05,0.3167,1.6604,0.0494,primitive_gap
4b,base,damaged_q3,cognitive_only,epistemic,480,0.3542,0.2771,0.6465,0.9479,0.1688,0.0396,0.4042,1.1604,0.1282,none
4b,base,damaged_q3,cognitive_only,forensic,480,0.3042,0.2479,0.5529,0.8333,0.2104,0.0521,0.3146,1.6438,0.067,primitive_gap
4b,base,damaged_q3,cognitive_only,generalist,480,0.3146,0.2667,0.6462,0.9458,0.1792,0.0479,0.3167,1.2167,0.1172,none
4b,base,damaged_q3,cognitive_only,math,480,0.2812,0.2271,0.5933,0.8562,0.1854,0.0354,0.4042,1.6146,0.0513,primitive_gap
4b,base,damaged_q3,cognitive_only,planning,480,0.4062,0.3354,0.642,0.9229,0.1833,0.0417,0.3104,1.3208,0.1812,none
4b,base,damaged_q3,cognitive_only,rhetoric,480,0.3417,0.2667,0.6268,0.9354,0.1833,0.05,0.375,1.4271,0.1003,primitive_gap
4b,base,damaged_q3,cognitive_only,spatial,480,0.3833,0.2979,0.6157,0.8875,0.2,0.0437,0.3063,1.3958,0.1349,none
4b,base,damaged_q3,cognitive_structural_equal,adversarial,480,0.7896,0.5542,0.8743,0.9833,0.1125,0.05,0.3125,0.3854,0.4661,none
4b,base,damaged_q3,cognitive_structural_equal,boundary,480,0.7604,0.525,0.8587,0.9771,0.1146,0.0542,0.3708,0.4208,0.4291,none
4b,base,damaged_q3,cognitive_structural_equal,coding,480,0.7333,0.5542,0.8528,0.95,0.0958,0.0354,0.2687,0.45,0.4743,none
4b,base,damaged_q3,cognitive_structural_equal,epistemic,480,0.7104,0.5375,0.8581,0.9792,0.1562,0.025,0.3167,0.3083,0.4449,none
4b,base,damaged_q3,cognitive_structural_equal,forensic,480,0.7167,0.5125,0.8313,0.9896,0.1167,0.0396,0.3354,0.5521,0.4151,none
4b,base,damaged_q3,cognitive_structural_equal,generalist,480,0.7792,0.5646,0.882,0.9854,0.1,0.0458,0.2896,0.3,0.4872,none
4b,base,damaged_q3,cognitive_structural_equal,math,480,0.7083,0.5,0.8283,0.9458,0.1292,0.0375,0.3521,0.5458,0.3983,none
4b,base,damaged_q3,cognitive_structural_equal,planning,480,0.7792,0.6104,0.867,0.9667,0.1437,0.0312,0.2542,0.3333,0.524,none
4b,base,damaged_q3,cognitive_structural_equal,rhetoric,480,0.6937,0.4958,0.8314,0.9729,0.1521,0.0333,0.3542,0.4771,0.3914,none
4b,base,damaged_q3,cognitive_structural_equal,spatial,480,0.75,0.5583,0.8485,0.9833,0.1229,0.0375,0.2833,0.4646,0.4681,none
4b,base,damaged_q3,cyber_25_structural_75,adversarial,480,0.8604,0.6354,0.93,0.9979,0.1229,0.0271,0.2667,0.0688,0.5684,none
4b,base,damaged_q3,cyber_25_structural_75,boundary,480,0.8604,0.6,0.9248,0.9958,0.1229,0.025,0.35,0.0604,0.5271,none
4b,base,damaged_q3,cyber_25_structural_75,coding,480,0.8313,0.6188,0.9109,0.9479,0.125,0.0479,0.2375,0.1125,0.547,none
4b,base,damaged_q3,cyber_25_structural_75,epistemic,480,0.8,0.6188,0.898,0.9104,0.0896,0.0271,0.2646,0.1708,0.5568,none
4b,base,damaged_q3,cyber_25_structural_75,forensic,480,0.8521,0.6125,0.9173,0.9938,0.1125,0.0354,0.3042,0.1313,0.5408,none
4b,base,damaged_q3,cyber_25_structural_75,generalist,480,0.7625,0.5687,0.858,0.85,0.1042,0.0458,0.3146,0.2625,0.49,none
4b,base,damaged_q3,cyber_25_structural_75,math,480,0.8125,0.6042,0.8837,0.9021,0.0896,0.0292,0.3104,0.2667,0.5333,none
4b,base,damaged_q3,cyber_25_structural_75,planning,480,0.7812,0.6188,0.8846,0.8938,0.1229,0.0417,0.2146,0.1917,0.5468,none
4b,base,damaged_q3,cyber_25_structural_75,rhetoric,480,0.7771,0.5563,0.8712,0.8896,0.1167,0.0167,0.3146,0.2375,0.4809,none
4b,base,damaged_q3,cyber_25_structural_75,spatial,480,0.8271,0.6729,0.8944,0.8729,0.0833,0.0417,0.1938,0.1938,0.6144,none
4b,base,damaged_q3,cyber_only,adversarial,480,0.6188,0.4208,0.7936,0.9896,0.1542,0.0938,0.3563,0.7333,0.2907,none
4b,base,damaged_q3,cyber_only,boundary,480,0.7042,0.4542,0.828,0.9917,0.1646,0.0938,0.4104,0.4979,0.3283,none
4b,base,damaged_q3,cyber_only,coding,480,0.3229,0.2562,0.6009,0.8104,0.1812,0.0854,0.2958,1.4479,0.0887,none
4b,base,damaged_q3,cyber_only,epistemic,480,0.3271,0.2562,0.6065,0.8104,0.1917,0.0667,0.3167,1.2021,0.1,none
4b,base,damaged_q3,cyber_only,forensic,480,0.4729,0.3333,0.6984,0.9938,0.175,0.1083,0.3375,1.0708,0.1786,none
4b,base,damaged_q3,cyber_only,generalist,480,0.2271,0.1521,0.5457,0.7729,0.2062,0.0896,0.3542,1.4833,-0.0302,primitive_gap
4b,base,damaged_q3,cyber_only,math,480,0.1917,0.1562,0.4804,0.6958,0.2083,0.0583,0.3542,2.0479,-0.0486,primitive_gap
4b,base,damaged_q3,cyber_only,planning,480,0.3396,0.2625,0.569,0.7542,0.1854,0.0688,0.2812,1.4958,0.0958,none
4b,base,damaged_q3,cyber_only,rhetoric,480,0.2771,0.1958,0.5611,0.7708,0.1792,0.0917,0.3479,1.5896,0.0164,primitive_gap
4b,base,damaged_q3,cyber_only,spatial,480,0.2854,0.2292,0.5417,0.7104,0.2042,0.0896,0.2375,1.6083,0.0506,none
4b,base,damaged_q3,cyber_structural_equal,adversarial,480,0.8479,0.5792,0.917,0.9896,0.1333,0.0771,0.3187,0.0938,0.4936,none
4b,base,damaged_q3,cyber_structural_equal,boundary,480,0.8583,0.6,0.9218,0.9938,0.1333,0.0646,0.3,0.075,0.5193,none
4b,base,damaged_q3,cyber_structural_equal,coding,480,0.7104,0.5646,0.8399,0.9125,0.1521,0.0646,0.2292,0.3896,0.4682,none
4b,base,damaged_q3,cyber_structural_equal,epistemic,480,0.6417,0.4688,0.8178,0.875,0.1167,0.0333,0.3417,0.4188,0.3788,none
4b,base,damaged_q3,cyber_structural_equal,forensic,480,0.7812,0.6,0.879,0.9958,0.1354,0.0396,0.2208,0.3146,0.5181,none
4b,base,damaged_q3,cyber_structural_equal,generalist,480,0.6604,0.4958,0.8193,0.8479,0.1125,0.0521,0.3187,0.4188,0.4052,none
4b,base,damaged_q3,cyber_structural_equal,math,480,0.6188,0.475,0.7713,0.8146,0.0896,0.0333,0.3312,0.7708,0.3764,none
4b,base,damaged_q3,cyber_structural_equal,planning,480,0.7146,0.5563,0.8213,0.85,0.125,0.0563,0.2375,0.45,0.466,none
4b,base,damaged_q3,cyber_structural_equal,rhetoric,480,0.6438,0.4667,0.7979,0.8812,0.15,0.0458,0.3312,0.5458,0.3587,none
4b,base,damaged_q3,cyber_structural_equal,spatial,480,0.5979,0.4771,0.7703,0.8146,0.1458,0.05,0.25,0.6354,0.3716,none
4b,base,damaged_q3,structural_only,adversarial,480,0.8208,0.5833,0.9053,0.9708,0.1271,0.0187,0.3458,0.15,0.5063,none
4b,base,damaged_q3,structural_only,boundary,480,0.8229,0.6104,0.905,0.9729,0.1271,0.0333,0.3146,0.15,0.533,none
4b,base,damaged_q3,structural_only,coding,480,0.725,0.5813,0.8458,0.8271,0.1292,0.0187,0.2437,0.3125,0.5036,none
4b,base,damaged_q3,structural_only,epistemic,480,0.7,0.5208,0.843,0.8667,0.1146,0.0,0.35,0.3146,0.4427,none
