model,substrate,quant,stack,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,degraded_instruct,damaged_q3,q3_stability_tri_72,5600,0.852,0.6027,0.9196,0.9536,0.105,0.0459,0.3043,0.0816,0.5336,none
2b_reference,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.7057,0.5121,0.8294,0.8741,0.1418,0.0384,0.3121,0.3934,0.4173,none
2b_reference,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.7173,0.5339,0.8365,0.9125,0.1357,0.0268,0.3157,0.4207,0.4416,none
2b_reference,degraded_instruct,damaged_q4,q2_amplifier_low_echo,5600,0.8889,0.4904,0.9195,0.99,0.0791,0.2898,0.2677,0.0495,0.3848,none
2b_reference,degraded_instruct,damaged_q4,q3_routed_tri_68,5600,0.9029,0.683,0.9466,0.9889,0.0775,0.0507,0.2332,0.0496,0.6285,none
2b_reference,degraded_instruct,damaged_q4,q3_stability_tri_72,5600,0.9123,0.6929,0.9484,0.9884,0.073,0.0413,0.2416,0.0459,0.6411,none
2b_reference,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.8638,0.6661,0.926,0.9427,0.0889,0.0384,0.2355,0.0848,0.6086,none
2b_reference,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.8864,0.6643,0.9385,0.9816,0.0857,0.0293,0.2573,0.0621,0.609,none
2b_reference,degraded_instruct,healthy_q6,q2_amplifier_low_echo,5600,0.9038,0.5259,0.9272,0.9898,0.0671,0.2761,0.2305,0.0475,0.4297,none
2b_reference,degraded_instruct,healthy_q6,q3_routed_tri_68,5600,0.9343,0.753,0.9601,0.9893,0.0495,0.0421,0.1757,0.0461,0.7134,none
2b_reference,degraded_instruct,healthy_q6,q3_stability_tri_72,5600,0.9304,0.7504,0.9585,0.993,0.0521,0.0386,0.178,0.0534,0.7101,none
2b_reference,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,5600,0.9268,0.7461,0.9568,0.9889,0.0541,0.0346,0.1818,0.0532,0.7057,none
2b_reference,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,5600,0.923,0.7468,0.9561,0.9914,0.058,0.0254,0.1871,0.0523,0.7067,none
2b_reference,degraded_instruct,healthy_q8,q2_amplifier_low_echo,5600,0.908,0.5437,0.9303,0.9895,0.0579,0.2863,0.1986,0.0525,0.4506,none
2b_reference,degraded_instruct,healthy_q8,q3_routed_tri_68,5600,0.948,0.7795,0.9656,0.9904,0.0375,0.0439,0.153,0.0477,0.7448,none
2b_reference,degraded_instruct,healthy_q8,q3_stability_tri_72,5600,0.9491,0.7904,0.9659,0.9909,0.0348,0.0382,0.1471,0.0514,0.7579,none
2b_reference,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,5600,0.9484,0.7834,0.9662,0.9912,0.0346,0.038,0.1537,0.0493,0.7506,none
2b_reference,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,5600,0.9448,0.7884,0.9647,0.9895,0.0386,0.0241,0.1577,0.0473,0.757,none
2b_reference,degraded_instruct,q8_k_m,q2_amplifier_low_echo,5600,0.9255,0.555,0.9361,0.9918,0.0489,0.2816,0.1859,0.0459,0.4668,none
2b_reference,degraded_instruct,q8_k_m,q3_routed_tri_68,5600,0.9527,0.7834,0.9674,0.9912,0.0318,0.0486,0.1462,0.0502,0.7499,none
2b_reference,degraded_instruct,q8_k_m,q3_stability_tri_72,5600,0.9546,0.7995,0.9693,0.9889,0.0304,0.042,0.1361,0.0436,0.7689,none
2b_reference,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,5600,0.9518,0.7945,0.9676,0.9923,0.0343,0.0396,0.1402,0.0488,0.7626,none
2b_reference,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,5600,0.9498,0.8057,0.9676,0.9911,0.032,0.0252,0.138,0.0514,0.7775,none
2b_reference,instruct,base_f16,q2_amplifier_low_echo,5600,0.9245,0.592,0.9402,0.9916,0.0461,0.2511,0.1714,0.0473,0.5118,none
2b_reference,instruct,base_f16,q3_routed_tri_68,5600,0.9579,0.8184,0.9707,0.9902,0.0261,0.037,0.1212,0.0495,0.791,none
2b_reference,instruct,base_f16,q3_stability_tri_72,5600,0.9561,0.8168,0.97,0.9893,0.0243,0.0338,0.1254,0.0534,0.7901,none
2b_reference,instruct,base_f16,q4_boundary_pair_72_28,5600,0.9613,0.8309,0.9731,0.9929,0.0261,0.0248,0.1216,0.0427,0.8062,none
2b_reference,instruct,base_f16,q4_generalist_pair_72_28,5600,0.9579,0.8368,0.9711,0.9925,0.025,0.0166,0.1195,0.0536,0.8137,none
2b_reference,instruct,collapsed_q2_edge,q2_amplifier_low_echo,5600,0.3273,0.1746,0.5672,0.6745,0.2886,0.2832,0.563,1.1273,-0.07,cascade
2b_reference,instruct,collapsed_q2_edge,q3_routed_tri_68,5600,0.0961,0.0648,0.3197,0.5746,0.4448,0.0266,0.568,2.3927,-0.239,cascade
2b_reference,instruct,collapsed_q2_edge,q3_stability_tri_72,5600,0.1054,0.0732,0.3316,0.5643,0.4439,0.0332,0.5448,2.3077,-0.2256,cascade
2b_reference,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.0455,0.0348,0.2074,0.482,0.5561,0.0248,0.5616,2.955,-0.3296,cascade
2b_reference,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.0368,0.0259,0.1935,0.4732,0.5521,0.0189,0.6309,3.0952,-0.3488,cascade
2b_reference,instruct,damaged_q2,q2_amplifier_low_echo,5600,0.6129,0.3154,0.7749,0.7995,0.178,0.2611,0.4788,0.3668,0.1531,none
2b_reference,instruct,damaged_q2,q3_routed_tri_68,5600,0.3048,0.2159,0.5638,0.7275,0.2639,0.0343,0.475,1.3855,0.0226,cascade
2b_reference,instruct,damaged_q2,q3_stability_tri_72,5600,0.3405,0.2448,0.5889,0.7318,0.2539,0.032,0.4671,1.2786,0.061,cascade
2b_reference,instruct,damaged_q2,q4_boundary_pair_72_28,5600,0.1743,0.1277,0.4297,0.6371,0.3318,0.0261,0.4746,1.9271,-0.1114,cascade
2b_reference,instruct,damaged_q2,q4_generalist_pair_72_28,5600,0.1496,0.1118,0.4035,0.6309,0.3398,0.0189,0.4993,2.0689,-0.1373,cascade
2b_reference,instruct,damaged_q3,q2_amplifier_low_echo,5600,0.8329,0.4557,0.8942,0.9368,0.108,0.2643,0.3354,0.0591,0.3407,none
2b_reference,instruct,damaged_q3,q3_routed_tri_68,5600,0.7866,0.5663,0.8811,0.9125,0.1237,0.0355,0.3137,0.2039,0.4867,none
2b_reference,instruct,damaged_q3,q3_stability_tri_72,5600,0.8054,0.5902,0.8942,0.9166,0.1207,0.0334,0.3018,0.1482,0.5157,none
2b_reference,instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.6318,0.4779,0.7873,0.8464,0.1446,0.0271,0.3109,0.5698,0.3757,none
2b_reference,instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.6089,0.4636,0.7749,0.8738,0.1521,0.0171,0.3336,0.6593,0.3548,none
2b_reference,instruct,damaged_q4,q2_amplifier_low_echo,5600,0.8718,0.4821,0.9134,0.9841,0.093,0.2636,0.2946,0.0512,0.3754,none
2b_reference,instruct,damaged_q4,q3_routed_tri_68,5600,0.888,0.665,0.9396,0.9821,0.0896,0.0341,0.2579,0.05,0.6082,none
2b_reference,instruct,damaged_q4,q3_stability_tri_72,5600,0.9005,0.683,0.9434,0.98,0.0791,0.033,0.2466,0.0511,0.6304,none
2b_reference,instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.8425,0.6468,0.9118,0.9282,0.0939,0.0284,0.242,0.1327,0.5869,none
2b_reference,instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.8561,0.6586,0.921,0.9579,0.098,0.0193,0.2589,0.1089,0.5991,none
2b_reference,instruct,healthy_q6,q2_amplifier_low_echo,5600,0.9016,0.5216,0.9246,0.9893,0.0714,0.2786,0.2323,0.0504,0.4234,none
2b_reference,instruct,healthy_q6,q3_routed_tri_68,5600,0.9264,0.7459,0.9569,0.9893,0.0554,0.0332,0.1859,0.05,0.7053,none
2b_reference,instruct,healthy_q6,q3_stability_tri_72,5600,0.9339,0.7548,0.9598,0.9902,0.0514,0.0366,0.1755,0.0464,0.7157,none
2b_reference,instruct,healthy_q6,q4_boundary_pair_72_28,5600,0.9273,0.7529,0.9564,0.988,0.0577,0.0279,0.185,0.05,0.7127,none
2b_reference,instruct,healthy_q6,q4_generalist_pair_72_28,5600,0.925,0.7514,0.9558,0.992,0.058,0.0202,0.1888,0.0546,0.7122,none
2b_reference,instruct,healthy_q8,q2_amplifier_low_echo,5600,0.9139,0.5561,0.9331,0.9898,0.0561,0.2712,0.1971,0.0489,0.4668,none
2b_reference,instruct,healthy_q8,q3_routed_tri_68,5600,0.9429,0.7771,0.9637,0.99,0.0409,0.035,0.163,0.0482,0.7424,none
2b_reference,instruct,healthy_q8,q3_stability_tri_72,5600,0.9482,0.7864,0.9656,0.9911,0.037,0.0296,0.155,0.0475,0.7546,none
2b_reference,instruct,healthy_q8,q4_boundary_pair_72_28,5600,0.9414,0.7841,0.9646,0.9921,0.0427,0.0241,0.1566,0.0452,0.7517,none
2b_reference,instruct,healthy_q8,q4_generalist_pair_72_28,5600,0.9446,0.7875,0.9639,0.9877,0.0398,0.0196,0.1605,0.0479,0.7564,none
2b_reference,instruct,q8_k_m,q2_amplifier_low_echo,5600,0.91,0.5477,0.9313,0.9886,0.0577,0.2775,0.1963,0.0509,0.4566,none
2b_reference,instruct,q8_k_m,q3_routed_tri_68,5600,0.9459,0.7943,0.9665,0.9911,0.0364,0.0366,0.1395,0.0489,0.7624,none
2b_reference,instruct,q8_k_m,q3_stability_tri_72,5600,0.9539,0.8016,0.9687,0.9896,0.0314,0.0305,0.1471,0.0427,0.7722,none
2b_reference,instruct,q8_k_m,q4_boundary_pair_72_28,5600,0.9482,0.8032,0.9668,0.99,0.038,0.0254,0.1429,0.0432,0.7731,none
2b_reference,instruct,q8_k_m,q4_generalist_pair_72_28,5600,0.9525,0.8064,0.9678,0.9912,0.0305,0.018,0.1511,0.0484,0.7792,none
35b_a3b_moe,base,base_f16,q2_amplifier_low_echo,5600,0.932,0.5813,0.9406,0.99,0.0384,0.2807,0.152,0.0507,0.4989,none
35b_a3b_moe,base,base_f16,q3_routed_tri_68,5600,0.9673,0.848,0.9754,0.9902,0.0187,0.0425,0.0882,0.0502,0.8243,none
35b_a3b_moe,base,base_f16,q3_stability_tri_72,5600,0.9727,0.8495,0.9765,0.9916,0.0143,0.0407,0.0968,0.0491,0.8268,none
35b_a3b_moe,base,base_f16,q4_boundary_pair_72_28,5600,0.9679,0.8548,0.9758,0.9925,0.0189,0.0304,0.0955,0.0484,0.833,none
35b_a3b_moe,base,base_f16,q4_generalist_pair_72_28,5600,0.9714,0.8618,0.9772,0.99,0.0141,0.0225,0.097,0.0439,0.8431,none
35b_a3b_moe,base,collapsed_q2_edge,q2_amplifier_low_echo,5600,0.7905,0.4127,0.8716,0.9175,0.1195,0.2757,0.3746,0.1216,0.2856,none
35b_a3b_moe,base,collapsed_q2_edge,q3_routed_tri_68,5600,0.5618,0.4055,0.7495,0.8689,0.15,0.038,0.3659,0.7634,0.2855,none
35b_a3b_moe,base,collapsed_q2_edge,q3_stability_tri_72,5600,0.5861,0.4177,0.7631,0.8714,0.1468,0.0354,0.3679,0.7059,0.3018,none
35b_a3b_moe,base,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.3296,0.2454,0.5951,0.7802,0.198,0.0323,0.3698,1.3879,0.0805,none
35b_a3b_moe,base,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.2932,0.2236,0.5774,0.7918,0.2021,0.0207,0.3982,1.4773,0.0531,none
35b_a3b_moe,base,damaged_q2,q2_amplifier_low_echo,5600,0.8723,0.4679,0.9104,0.9821,0.0886,0.2762,0.3311,0.0543,0.3568,none
35b_a3b_moe,base,damaged_q2,q3_routed_tri_68,5600,0.8468,0.6138,0.9135,0.9634,0.0964,0.0387,0.3096,0.1364,0.5455,none
35b_a3b_moe,base,damaged_q2,q3_stability_tri_72,5600,0.8586,0.6246,0.9167,0.9559,0.0891,0.0387,0.2929,0.1314,0.5602,none
35b_a3b_moe,base,damaged_q2,q4_boundary_pair_72_28,5600,0.6402,0.4825,0.7922,0.8609,0.1214,0.0309,0.3023,0.5918,0.3861,none
35b_a3b_moe,base,damaged_q2,q4_generalist_pair_72_28,5600,0.6521,0.4904,0.8049,0.9279,0.1182,0.0211,0.3255,0.6202,0.3936,none
35b_a3b_moe,base,damaged_q3,q2_amplifier_low_echo,5600,0.8993,0.5088,0.9241,0.9904,0.0709,0.2896,0.2487,0.0459,0.4074,none
35b_a3b_moe,base,damaged_q3,q3_routed_tri_68,5600,0.9255,0.725,0.955,0.988,0.0579,0.0404,0.2095,0.0464,0.6805,none
35b_a3b_moe,base,damaged_q3,q3_stability_tri_72,5600,0.9289,0.7223,0.9565,0.9888,0.0545,0.0396,0.2107,0.0439,0.679,none
35b_a3b_moe,base,damaged_q3,q4_boundary_pair_72_28,5600,0.9136,0.7155,0.9512,0.9854,0.0627,0.0346,0.2073,0.0548,0.6705,none
35b_a3b_moe,base,damaged_q3,q4_generalist_pair_72_28,5600,0.923,0.7118,0.953,0.9916,0.0609,0.0239,0.2329,0.0488,0.6677,none
35b_a3b_moe,base,damaged_q4,q2_amplifier_low_echo,5600,0.9104,0.5413,0.9296,0.9909,0.0604,0.2864,0.2075,0.0498,0.4468,none
35b_a3b_moe,base,damaged_q4,q3_routed_tri_68,5600,0.94,0.7682,0.9621,0.9911,0.045,0.0368,0.1657,0.0488,0.7317,none
35b_a3b_moe,base,damaged_q4,q3_stability_tri_72,5600,0.9357,0.7793,0.962,0.9904,0.0479,0.0329,0.1548,0.05,0.7435,none
35b_a3b_moe,base,damaged_q4,q4_boundary_pair_72_28,5600,0.9302,0.763,0.9588,0.9907,0.0518,0.0325,0.168,0.0543,0.7248,none
35b_a3b_moe,base,damaged_q4,q4_generalist_pair_72_28,5600,0.9414,0.7768,0.9634,0.9932,0.0418,0.0225,0.1696,0.0486,0.7438,none
35b_a3b_moe,base,healthy_q6,q2_amplifier_low_echo,5600,0.9207,0.562,0.9347,0.9927,0.0539,0.2863,0.1754,0.0488,0.4721,none
35b_a3b_moe,base,healthy_q6,q3_routed_tri_68,5600,0.9555,0.807,0.9691,0.9895,0.0293,0.0398,0.1298,0.0495,0.7774,none
35b_a3b_moe,base,healthy_q6,q3_stability_tri_72,5600,0.9548,0.8093,0.9694,0.9902,0.0295,0.0436,0.125,0.0493,0.7793,none
35b_a3b_moe,base,healthy_q6,q4_boundary_pair_72_28,5600,0.953,0.8084,0.9688,0.9907,0.0318,0.0309,0.1343,0.0482,0.7795,none
35b_a3b_moe,base,healthy_q6,q4_generalist_pair_72_28,5600,0.9493,0.8121,0.9672,0.9932,0.0327,0.0227,0.1307,0.0566,0.7845,none
35b_a3b_moe,base,healthy_q8,q2_amplifier_low_echo,5600,0.9289,0.5732,0.9389,0.9911,0.0427,0.2796,0.1643,0.0496,0.4889,none
35b_a3b_moe,base,healthy_q8,q3_routed_tri_68,5600,0.9661,0.8316,0.9724,0.99,0.0202,0.0362,0.1123,0.0534,0.8066,none
35b_a3b_moe,base,healthy_q8,q3_stability_tri_72,5600,0.9645,0.8302,0.9728,0.99,0.0207,0.0384,0.1148,0.05,0.8046,none
35b_a3b_moe,base,healthy_q8,q4_boundary_pair_72_28,5600,0.9579,0.8289,0.9709,0.9905,0.027,0.0329,0.1139,0.0509,0.8026,none
35b_a3b_moe,base,healthy_q8,q4_generalist_pair_72_28,5600,0.9602,0.8391,0.9718,0.9896,0.0245,0.0225,0.1157,0.0491,0.8156,none
35b_a3b_moe,base,q8_k_m,q2_amplifier_low_echo,5600,0.9237,0.5773,0.9378,0.9875,0.0461,0.2739,0.1586,0.0496,0.4935,none
35b_a3b_moe,base,q8_k_m,q3_routed_tri_68,5600,0.9661,0.837,0.9751,0.9918,0.0202,0.038,0.1057,0.0446,0.8126,none
35b_a3b_moe,base,q8_k_m,q3_stability_tri_72,5600,0.9645,0.8446,0.9739,0.9893,0.0202,0.0361,0.0998,0.0498,0.8209,none
35b_a3b_moe,base,q8_k_m,q4_boundary_pair_72_28,5600,0.9655,0.837,0.9737,0.9886,0.0184,0.0339,0.1111,0.0486,0.8133,none
35b_a3b_moe,base,q8_k_m,q4_generalist_pair_72_28,5600,0.9632,0.8443,0.9733,0.9909,0.0193,0.0271,0.1093,0.0514,0.8218,none
35b_a3b_moe,degraded_instruct,base_f16,q2_amplifier_low_echo,5600,0.9325,0.5804,0.9406,0.9895,0.0371,0.2907,0.1477,0.0505,0.4967,none
35b_a3b_moe,degraded_instruct,base_f16,q3_routed_tri_68,5600,0.9684,0.8427,0.9755,0.9911,0.0161,0.0432,0.0982,0.0507,0.8188,none
35b_a3b_moe,degraded_instruct,base_f16,q3_stability_tri_72,5600,0.9716,0.8407,0.9759,0.9904,0.0154,0.0455,0.0971,0.0489,0.8168,none
35b_a3b_moe,degraded_instruct,base_f16,q4_boundary_pair_72_28,5600,0.9673,0.8484,0.9748,0.9896,0.017,0.0334,0.0979,0.0512,0.8262,none
35b_a3b_moe,degraded_instruct,base_f16,q4_generalist_pair_72_28,5600,0.9691,0.8518,0.9747,0.9896,0.0159,0.0295,0.1002,0.0534,0.8304,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q2_amplifier_low_echo,5600,0.7743,0.4016,0.8617,0.8986,0.1204,0.2991,0.3718,0.137,0.2691,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q3_routed_tri_68,5600,0.5232,0.3743,0.7232,0.8495,0.1636,0.045,0.3629,0.8562,0.2444,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q3_stability_tri_72,5600,0.5741,0.4202,0.7547,0.8536,0.1425,0.045,0.352,0.7414,0.3032,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.3241,0.2405,0.5836,0.765,0.1996,0.0391,0.362,1.4193,0.0729,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.2895,0.2223,0.5695,0.7762,0.2016,0.0291,0.397,1.5095,0.0488,none
35b_a3b_moe,degraded_instruct,damaged_q2,q2_amplifier_low_echo,5600,0.8616,0.4529,0.9052,0.9714,0.093,0.2893,0.3384,0.0546,0.3373,none
35b_a3b_moe,degraded_instruct,damaged_q2,q3_routed_tri_68,5600,0.8289,0.5941,0.9004,0.9379,0.0936,0.0489,0.3041,0.1816,0.5228,none
35b_a3b_moe,degraded_instruct,damaged_q2,q3_stability_tri_72,5600,0.8389,0.6023,0.9076,0.942,0.0964,0.0423,0.3057,0.1457,0.5332,none
35b_a3b_moe,degraded_instruct,damaged_q2,q4_boundary_pair_72_28,5600,0.6293,0.4666,0.7855,0.8575,0.1198,0.04,0.3075,0.6218,0.367,none
35b_a3b_moe,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,5600,0.6148,0.4671,0.7825,0.9016,0.1236,0.0255,0.3234,0.6946,0.3644,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,5600,0.9,0.5062,0.9236,0.9886,0.0711,0.2868,0.2496,0.0459,0.4053,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,5600,0.9229,0.7264,0.9558,0.9905,0.0587,0.0436,0.2002,0.0466,0.6817,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,5600,0.9209,0.7241,0.9552,0.9909,0.0605,0.0443,0.1957,0.0473,0.6791,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.9127,0.7109,0.9497,0.9796,0.0632,0.0407,0.2098,0.0545,0.6643,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.9148,0.7113,0.9496,0.9889,0.0646,0.0238,0.2318,0.0571,0.6657,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,5600,0.9096,0.5302,0.928,0.9916,0.0593,0.2914,0.2188,0.0555,0.4338,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,5600,0.9409,0.7696,0.9626,0.9877,0.0437,0.0461,0.1564,0.048,0.7324,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,5600,0.9379,0.7568,0.9605,0.9896,0.0473,0.0418,0.1702,0.0512,0.7181,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.9357,0.7627,0.962,0.9902,0.0462,0.0395,0.1688,0.0443,0.7252,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.9307,0.7562,0.9588,0.9909,0.0529,0.0254,0.1796,0.0491,0.7185,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,5600,0.922,0.56,0.9346,0.9896,0.0489,0.2821,0.1862,0.0512,0.4714,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,5600,0.9514,0.7979,0.9688,0.9886,0.0332,0.047,0.1279,0.0445,0.766,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,5600,0.9539,0.808,0.9694,0.99,0.0298,0.0416,0.1246,0.0486,0.7784,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,5600,0.9459,0.8009,0.9665,0.9909,0.0361,0.0389,0.13,0.0527,0.7693,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,5600,0.9541,0.8098,0.9681,0.9864,0.0325,0.03,0.1371,0.045,0.7809,none
35b_a3b_moe,degraded_instruct,healthy_q8,q2_amplifier_low_echo,5600,0.9266,0.5607,0.9371,0.9914,0.0452,0.2895,0.1729,0.048,0.473,none
35b_a3b_moe,degraded_instruct,healthy_q8,q3_routed_tri_68,5600,0.9611,0.823,0.9728,0.9921,0.022,0.0446,0.1095,0.0511,0.7962,none
35b_a3b_moe,degraded_instruct,healthy_q8,q3_stability_tri_72,5600,0.9654,0.8186,0.9724,0.9911,0.0213,0.0455,0.1227,0.05,0.7908,none
35b_a3b_moe,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,5600,0.96,0.8232,0.9712,0.9877,0.0239,0.0418,0.1139,0.0502,0.7961,none
35b_a3b_moe,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,5600,0.958,0.83,0.9709,0.9896,0.025,0.0264,0.1196,0.0495,0.8052,none
35b_a3b_moe,degraded_instruct,q8_k_m,q2_amplifier_low_echo,5600,0.9243,0.5587,0.937,0.9912,0.0434,0.2938,0.1684,0.0498,0.471,none
35b_a3b_moe,degraded_instruct,q8_k_m,q3_routed_tri_68,5600,0.963,0.8254,0.973,0.9905,0.0209,0.0484,0.1093,0.0512,0.7981,none
35b_a3b_moe,degraded_instruct,q8_k_m,q3_stability_tri_72,5600,0.9645,0.8305,0.9734,0.9875,0.0214,0.043,0.1071,0.0461,0.8046,none
35b_a3b_moe,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,5600,0.9639,0.8371,0.9725,0.9886,0.0211,0.0371,0.1068,0.0529,0.8122,none
35b_a3b_moe,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,5600,0.9639,0.8377,0.9727,0.9871,0.0207,0.0261,0.1157,0.0466,0.8147,none
35b_a3b_moe,instruct,base_f16,q2_amplifier_low_echo,5600,0.9321,0.5889,0.9407,0.9898,0.0375,0.27,0.1629,0.0527,0.508,none
35b_a3b_moe,instruct,base_f16,q3_routed_tri_68,5600,0.9682,0.8529,0.9751,0.9909,0.0182,0.03,0.0961,0.0502,0.8312,none
35b_a3b_moe,instruct,base_f16,q3_stability_tri_72,5600,0.9663,0.8498,0.9759,0.9907,0.0182,0.0323,0.0968,0.0454,0.8279,none
35b_a3b_moe,instruct,base_f16,q4_boundary_pair_72_28,5600,0.9645,0.852,0.9738,0.9898,0.0193,0.0293,0.095,0.0554,0.83,none
35b_a3b_moe,instruct,base_f16,q4_generalist_pair_72_28,5600,0.9682,0.862,0.9742,0.9896,0.0182,0.0173,0.0986,0.053,0.8425,none
35b_a3b_moe,instruct,collapsed_q2_edge,q2_amplifier_low_echo,5600,0.7136,0.3793,0.8264,0.8479,0.125,0.2686,0.3966,0.2587,0.2434,none
35b_a3b_moe,instruct,collapsed_q2_edge,q3_routed_tri_68,5600,0.4134,0.3136,0.653,0.7904,0.1739,0.0318,0.3616,1.1359,0.1693,none
35b_a3b_moe,instruct,collapsed_q2_edge,q3_stability_tri_72,5600,0.4473,0.3327,0.6779,0.8039,0.1688,0.0284,0.3709,1.0291,0.1952,none
35b_a3b_moe,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.2602,0.2018,0.5288,0.7184,0.2175,0.0229,0.3707,1.6327,0.0207,cascade
35b_a3b_moe,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.2284,0.1737,0.5097,0.718,0.21,0.0213,0.412,1.7491,-0.0139,primitive_gap
35b_a3b_moe,instruct,damaged_q2,q2_amplifier_low_echo,5600,0.8371,0.4339,0.8917,0.9275,0.0996,0.2829,0.3477,0.0634,0.3165,none
35b_a3b_moe,instruct,damaged_q2,q3_routed_tri_68,5600,0.7489,0.5437,0.855,0.9034,0.1087,0.0375,0.3216,0.3445,0.4607,none
35b_a3b_moe,instruct,damaged_q2,q3_stability_tri_72,5600,0.7818,0.5641,0.8745,0.9154,0.1032,0.03,0.3261,0.2655,0.4878,none
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,5600,0.5518,0.4139,0.7359,0.8355,0.1323,0.0288,0.3237,0.8268,0.3012,none
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,5600,0.5179,0.3975,0.7229,0.8504,0.1336,0.0207,0.3396,0.9141,0.2804,none
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,5600,0.9018,0.5112,0.925,0.9907,0.0709,0.2662,0.2605,0.0473,0.4135,none
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,5600,0.9204,0.7043,0.9527,0.99,0.0641,0.0404,0.225,0.0454,0.6567,none
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,5600,0.9264,0.7182,0.9552,0.9896,0.0552,0.0336,0.2202,0.0471,0.675,none
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.8941,0.7077,0.9406,0.968,0.0748,0.0312,0.2075,0.0729,0.6587,none
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.9095,0.7045,0.9481,0.9857,0.0666,0.0186,0.2313,0.0584,0.6593,none
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,5600,0.8996,0.5321,0.9267,0.9891,0.0691,0.2695,0.2248,0.0507,0.437,none
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,5600,0.9343,0.7477,0.9593,0.9893,0.047,0.0355,0.1837,0.0505,0.7093,none
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,5600,0.9425,0.7711,0.9641,0.9918,0.0434,0.0361,0.1641,0.0421,0.7356,none
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.9289,0.7552,0.958,0.9891,0.0552,0.0305,0.1736,0.0496,0.7162,none
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.9332,0.7643,0.9589,0.9889,0.0498,0.0198,0.183,0.0496,0.7282,none
