model,substrate,quant,stack,pass_lift,clean_pass_lift,score_lift,cascade_delta,echo_delta,distractor_delta
2b_reference,instruct,healthy_q8,q4_generalist_pair_72_28,0.9446,0.7875,0.9639,0.0398,0.0196,0.1605
2b_reference,instruct,q8_k_m,q2_amplifier_low_echo,0.91,0.5477,0.9313,0.0577,0.2775,0.1963
2b_reference,instruct,q8_k_m,q3_routed_tri_68,0.9459,0.7943,0.9665,0.0364,0.0366,0.1395
2b_reference,instruct,q8_k_m,q3_stability_tri_72,0.9539,0.8016,0.9687,0.0314,0.0305,0.1471
2b_reference,instruct,q8_k_m,q4_boundary_pair_72_28,0.9482,0.8032,0.9668,0.038,0.0254,0.1429
2b_reference,instruct,q8_k_m,q4_generalist_pair_72_28,0.9525,0.8064,0.9678,0.0305,0.018,0.1511
35b_a3b_moe,base,base_f16,q2_amplifier_low_echo,0.932,0.5813,0.9406,0.0384,0.2807,0.152
35b_a3b_moe,base,base_f16,q3_routed_tri_68,0.9673,0.848,0.9754,0.0187,0.0425,0.0882
35b_a3b_moe,base,base_f16,q3_stability_tri_72,0.9727,0.8495,0.9765,0.0143,0.0407,0.0968
35b_a3b_moe,base,base_f16,q4_boundary_pair_72_28,0.9679,0.8548,0.9758,0.0189,0.0304,0.0955
35b_a3b_moe,base,base_f16,q4_generalist_pair_72_28,0.9714,0.8618,0.9772,0.0141,0.0225,0.097
35b_a3b_moe,base,collapsed_q2_edge,q2_amplifier_low_echo,0.7905,0.4127,0.8716,0.1195,0.2757,0.3746
35b_a3b_moe,base,collapsed_q2_edge,q3_routed_tri_68,0.5618,0.4055,0.7495,0.15,0.038,0.3659
35b_a3b_moe,base,collapsed_q2_edge,q3_stability_tri_72,0.5861,0.4177,0.7631,0.1468,0.0354,0.3679
35b_a3b_moe,base,collapsed_q2_edge,q4_boundary_pair_72_28,0.3296,0.2454,0.5951,0.198,0.0323,0.3698
35b_a3b_moe,base,collapsed_q2_edge,q4_generalist_pair_72_28,0.2932,0.2236,0.5774,0.2021,0.0207,0.3982
35b_a3b_moe,base,damaged_q2,q2_amplifier_low_echo,0.8723,0.4679,0.9104,0.0886,0.2762,0.3311
35b_a3b_moe,base,damaged_q2,q3_routed_tri_68,0.8468,0.6138,0.9135,0.0964,0.0387,0.3096
35b_a3b_moe,base,damaged_q2,q3_stability_tri_72,0.8586,0.6246,0.9167,0.0891,0.0387,0.2929
35b_a3b_moe,base,damaged_q2,q4_boundary_pair_72_28,0.6402,0.4825,0.7922,0.1214,0.0309,0.3023
35b_a3b_moe,base,damaged_q2,q4_generalist_pair_72_28,0.6521,0.4904,0.8049,0.1182,0.0211,0.3255
35b_a3b_moe,base,damaged_q3,q2_amplifier_low_echo,0.8993,0.5088,0.9241,0.0709,0.2896,0.2487
35b_a3b_moe,base,damaged_q3,q3_routed_tri_68,0.9255,0.725,0.955,0.0579,0.0404,0.2095
35b_a3b_moe,base,damaged_q3,q3_stability_tri_72,0.9289,0.7223,0.9565,0.0545,0.0396,0.2107
35b_a3b_moe,base,damaged_q3,q4_boundary_pair_72_28,0.9136,0.7155,0.9512,0.0627,0.0346,0.2073
35b_a3b_moe,base,damaged_q3,q4_generalist_pair_72_28,0.923,0.7118,0.953,0.0609,0.0239,0.2329
35b_a3b_moe,base,damaged_q4,q2_amplifier_low_echo,0.9104,0.5413,0.9296,0.0604,0.2864,0.2075
35b_a3b_moe,base,damaged_q4,q3_routed_tri_68,0.94,0.7682,0.9621,0.045,0.0368,0.1657
35b_a3b_moe,base,damaged_q4,q3_stability_tri_72,0.9357,0.7793,0.962,0.0479,0.0329,0.1548
35b_a3b_moe,base,damaged_q4,q4_boundary_pair_72_28,0.9302,0.763,0.9588,0.0518,0.0325,0.168
35b_a3b_moe,base,damaged_q4,q4_generalist_pair_72_28,0.9414,0.7768,0.9634,0.0418,0.0225,0.1696
35b_a3b_moe,base,healthy_q6,q2_amplifier_low_echo,0.9207,0.562,0.9347,0.0539,0.2863,0.1754
35b_a3b_moe,base,healthy_q6,q3_routed_tri_68,0.9555,0.807,0.9691,0.0293,0.0398,0.1298
35b_a3b_moe,base,healthy_q6,q3_stability_tri_72,0.9548,0.8093,0.9694,0.0295,0.0436,0.125
35b_a3b_moe,base,healthy_q6,q4_boundary_pair_72_28,0.953,0.8084,0.9688,0.0318,0.0309,0.1343
35b_a3b_moe,base,healthy_q6,q4_generalist_pair_72_28,0.9493,0.8121,0.9672,0.0327,0.0227,0.1307
35b_a3b_moe,base,healthy_q8,q2_amplifier_low_echo,0.9289,0.5732,0.9389,0.0427,0.2796,0.1643
35b_a3b_moe,base,healthy_q8,q3_routed_tri_68,0.9661,0.8316,0.9724,0.0202,0.0362,0.1123
35b_a3b_moe,base,healthy_q8,q3_stability_tri_72,0.9645,0.8302,0.9728,0.0207,0.0384,0.1148
35b_a3b_moe,base,healthy_q8,q4_boundary_pair_72_28,0.9579,0.8289,0.9709,0.027,0.0329,0.1139
35b_a3b_moe,base,healthy_q8,q4_generalist_pair_72_28,0.9602,0.8391,0.9718,0.0245,0.0225,0.1157
35b_a3b_moe,base,q8_k_m,q2_amplifier_low_echo,0.9237,0.5773,0.9378,0.0461,0.2739,0.1586
35b_a3b_moe,base,q8_k_m,q3_routed_tri_68,0.9661,0.837,0.9751,0.0202,0.038,0.1057
35b_a3b_moe,base,q8_k_m,q3_stability_tri_72,0.9645,0.8446,0.9739,0.0202,0.0361,0.0998
35b_a3b_moe,base,q8_k_m,q4_boundary_pair_72_28,0.9655,0.837,0.9737,0.0184,0.0339,0.1111
35b_a3b_moe,base,q8_k_m,q4_generalist_pair_72_28,0.9632,0.8443,0.9733,0.0193,0.0271,0.1093
35b_a3b_moe,degraded_instruct,base_f16,q2_amplifier_low_echo,0.9325,0.5804,0.9406,0.0371,0.2907,0.1477
35b_a3b_moe,degraded_instruct,base_f16,q3_routed_tri_68,0.9684,0.8427,0.9755,0.0161,0.0432,0.0982
35b_a3b_moe,degraded_instruct,base_f16,q3_stability_tri_72,0.9716,0.8407,0.9759,0.0154,0.0455,0.0971
35b_a3b_moe,degraded_instruct,base_f16,q4_boundary_pair_72_28,0.9673,0.8484,0.9748,0.017,0.0334,0.0979
35b_a3b_moe,degraded_instruct,base_f16,q4_generalist_pair_72_28,0.9691,0.8518,0.9747,0.0159,0.0295,0.1002
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.7743,0.4016,0.8617,0.1204,0.2991,0.3718
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q3_routed_tri_68,0.5232,0.3743,0.7232,0.1636,0.045,0.3629
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q3_stability_tri_72,0.5741,0.4202,0.7547,0.1425,0.045,0.352
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.3241,0.2405,0.5836,0.1996,0.0391,0.362
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.2895,0.2223,0.5695,0.2016,0.0291,0.397
35b_a3b_moe,degraded_instruct,damaged_q2,q2_amplifier_low_echo,0.8616,0.4529,0.9052,0.093,0.2893,0.3384
35b_a3b_moe,degraded_instruct,damaged_q2,q3_routed_tri_68,0.8289,0.5941,0.9004,0.0936,0.0489,0.3041
35b_a3b_moe,degraded_instruct,damaged_q2,q3_stability_tri_72,0.8389,0.6023,0.9076,0.0964,0.0423,0.3057
35b_a3b_moe,degraded_instruct,damaged_q2,q4_boundary_pair_72_28,0.6293,0.4666,0.7855,0.1198,0.04,0.3075
35b_a3b_moe,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,0.6148,0.4671,0.7825,0.1236,0.0255,0.3234
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,0.9,0.5062,0.9236,0.0711,0.2868,0.2496
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,0.9229,0.7264,0.9558,0.0587,0.0436,0.2002
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,0.9209,0.7241,0.9552,0.0605,0.0443,0.1957
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,0.9127,0.7109,0.9497,0.0632,0.0407,0.2098
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,0.9148,0.7113,0.9496,0.0646,0.0238,0.2318
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,0.9096,0.5302,0.928,0.0593,0.2914,0.2188
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,0.9409,0.7696,0.9626,0.0437,0.0461,0.1564
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,0.9379,0.7568,0.9605,0.0473,0.0418,0.1702
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,0.9357,0.7627,0.962,0.0462,0.0395,0.1688
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,0.9307,0.7562,0.9588,0.0529,0.0254,0.1796
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,0.922,0.56,0.9346,0.0489,0.2821,0.1862
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,0.9514,0.7979,0.9688,0.0332,0.047,0.1279
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,0.9539,0.808,0.9694,0.0298,0.0416,0.1246
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,0.9459,0.8009,0.9665,0.0361,0.0389,0.13
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,0.9541,0.8098,0.9681,0.0325,0.03,0.1371
35b_a3b_moe,degraded_instruct,healthy_q8,q2_amplifier_low_echo,0.9266,0.5607,0.9371,0.0452,0.2895,0.1729
35b_a3b_moe,degraded_instruct,healthy_q8,q3_routed_tri_68,0.9611,0.823,0.9728,0.022,0.0446,0.1095
35b_a3b_moe,degraded_instruct,healthy_q8,q3_stability_tri_72,0.9654,0.8186,0.9724,0.0213,0.0455,0.1227
35b_a3b_moe,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,0.96,0.8232,0.9712,0.0239,0.0418,0.1139
35b_a3b_moe,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,0.958,0.83,0.9709,0.025,0.0264,0.1196
35b_a3b_moe,degraded_instruct,q8_k_m,q2_amplifier_low_echo,0.9243,0.5587,0.937,0.0434,0.2938,0.1684
35b_a3b_moe,degraded_instruct,q8_k_m,q3_routed_tri_68,0.963,0.8254,0.973,0.0209,0.0484,0.1093
35b_a3b_moe,degraded_instruct,q8_k_m,q3_stability_tri_72,0.9645,0.8305,0.9734,0.0214,0.043,0.1071
35b_a3b_moe,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,0.9639,0.8371,0.9725,0.0211,0.0371,0.1068
35b_a3b_moe,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,0.9639,0.8377,0.9727,0.0207,0.0261,0.1157
35b_a3b_moe,instruct,base_f16,q2_amplifier_low_echo,0.9321,0.5889,0.9407,0.0375,0.27,0.1629
35b_a3b_moe,instruct,base_f16,q3_routed_tri_68,0.9682,0.8529,0.9751,0.0182,0.03,0.0961
35b_a3b_moe,instruct,base_f16,q3_stability_tri_72,0.9663,0.8498,0.9759,0.0182,0.0323,0.0968
35b_a3b_moe,instruct,base_f16,q4_boundary_pair_72_28,0.9645,0.852,0.9738,0.0193,0.0293,0.095
35b_a3b_moe,instruct,base_f16,q4_generalist_pair_72_28,0.9682,0.862,0.9742,0.0182,0.0173,0.0986
35b_a3b_moe,instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.7136,0.3793,0.8264,0.125,0.2686,0.3966
35b_a3b_moe,instruct,collapsed_q2_edge,q3_routed_tri_68,0.4134,0.3136,0.653,0.1739,0.0318,0.3616
35b_a3b_moe,instruct,collapsed_q2_edge,q3_stability_tri_72,0.4473,0.3327,0.6779,0.1688,0.0284,0.3709
35b_a3b_moe,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.2602,0.2018,0.5288,0.2175,0.0229,0.3707
35b_a3b_moe,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.2284,0.1737,0.5097,0.21,0.0213,0.412
35b_a3b_moe,instruct,damaged_q2,q2_amplifier_low_echo,0.8371,0.4339,0.8917,0.0996,0.2829,0.3477
35b_a3b_moe,instruct,damaged_q2,q3_routed_tri_68,0.7489,0.5437,0.855,0.1087,0.0375,0.3216
35b_a3b_moe,instruct,damaged_q2,q3_stability_tri_72,0.7818,0.5641,0.8745,0.1032,0.03,0.3261
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,0.5518,0.4139,0.7359,0.1323,0.0288,0.3237
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,0.5179,0.3975,0.7229,0.1336,0.0207,0.3396
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,0.9018,0.5112,0.925,0.0709,0.2662,0.2605
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,0.9204,0.7043,0.9527,0.0641,0.0404,0.225
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,0.9264,0.7182,0.9552,0.0552,0.0336,0.2202
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,0.8941,0.7077,0.9406,0.0748,0.0312,0.2075
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,0.9095,0.7045,0.9481,0.0666,0.0186,0.2313
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,0.8996,0.5321,0.9267,0.0691,0.2695,0.2248
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,0.9343,0.7477,0.9593,0.047,0.0355,0.1837
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,0.9425,0.7711,0.9641,0.0434,0.0361,0.1641
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,0.9289,0.7552,0.958,0.0552,0.0305,0.1736
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,0.9332,0.7643,0.9589,0.0498,0.0198,0.183
35b_a3b_moe,instruct,healthy_q6,q2_amplifier_low_echo,0.9225,0.5625,0.9356,0.0532,0.2693,0.1882
35b_a3b_moe,instruct,healthy_q6,q3_routed_tri_68,0.9473,0.7973,0.9657,0.0346,0.0346,0.1391
35b_a3b_moe,instruct,healthy_q6,q3_stability_tri_72,0.9527,0.8039,0.9682,0.032,0.0288,0.1434
35b_a3b_moe,instruct,healthy_q6,q4_boundary_pair_72_28,0.9505,0.8098,0.9673,0.0339,0.0273,0.1323
35b_a3b_moe,instruct,healthy_q6,q4_generalist_pair_72_28,0.9482,0.81,0.967,0.0345,0.02,0.1414
35b_a3b_moe,instruct,healthy_q8,q2_amplifier_low_echo,0.9141,0.5655,0.9338,0.0523,0.2755,0.1796
35b_a3b_moe,instruct,healthy_q8,q3_routed_tri_68,0.9573,0.82,0.9703,0.0259,0.0321,0.1216
35b_a3b_moe,instruct,healthy_q8,q3_stability_tri_72,0.9621,0.8227,0.9721,0.0211,0.0348,0.1207
35b_a3b_moe,instruct,healthy_q8,q4_boundary_pair_72_28,0.963,0.8305,0.9729,0.0245,0.0275,0.1209
35b_a3b_moe,instruct,healthy_q8,q4_generalist_pair_72_28,0.9614,0.8382,0.9723,0.0232,0.0164,0.1227
35b_a3b_moe,instruct,q8_k_m,q2_amplifier_low_echo,0.9327,0.588,0.94,0.0432,0.2718,0.1609
35b_a3b_moe,instruct,q8_k_m,q3_routed_tri_68,0.9654,0.8282,0.9726,0.0209,0.0375,0.1164
35b_a3b_moe,instruct,q8_k_m,q3_stability_tri_72,0.9602,0.8255,0.9724,0.0243,0.032,0.1204
35b_a3b_moe,instruct,q8_k_m,q4_boundary_pair_72_28,0.9668,0.8414,0.9734,0.0216,0.0275,0.1111
35b_a3b_moe,instruct,q8_k_m,q4_generalist_pair_72_28,0.9607,0.8439,0.972,0.022,0.0189,0.1129
4b,base,base_f16,q2_amplifier_low_echo,0.938,0.5836,0.9413,0.0373,0.2784,0.157
4b,base,base_f16,q3_routed_tri_68,0.9589,0.8305,0.9718,0.0218,0.0429,0.1043
4b,base,base_f16,q3_stability_tri_72,0.9677,0.8418,0.9743,0.0196,0.0357,0.1045
4b,base,base_f16,q4_boundary_pair_72_28,0.9639,0.8275,0.9731,0.0209,0.0327,0.1187
4b,base,base_f16,q4_generalist_pair_72_28,0.9664,0.843,0.9741,0.0196,0.0209,0.118
4b,base,collapsed_q2_edge,q2_amplifier_low_echo,0.5605,0.2795,0.7412,0.2014,0.2804,0.5016
4b,base,collapsed_q2_edge,q3_routed_tri_68,0.2361,0.1671,0.5056,0.3204,0.037,0.5055
4b,base,collapsed_q2_edge,q3_stability_tri_72,0.2639,0.1825,0.5256,0.3077,0.0423,0.5089
4b,base,collapsed_q2_edge,q4_boundary_pair_72_28,0.1211,0.0877,0.3627,0.4118,0.0359,0.5023
4b,base,collapsed_q2_edge,q4_generalist_pair_72_28,0.1045,0.0789,0.3368,0.4132,0.0252,0.5405
4b,base,damaged_q2,q2_amplifier_low_echo,0.7795,0.3855,0.8649,0.137,0.277,0.4325
4b,base,damaged_q2,q3_routed_tri_68,0.5752,0.3861,0.7517,0.1862,0.0389,0.4418
4b,base,damaged_q2,q3_stability_tri_72,0.6134,0.4189,0.7731,0.1782,0.0387,0.4104
4b,base,damaged_q2,q4_boundary_pair_72_28,0.3448,0.2493,0.5935,0.2482,0.0355,0.4164
4b,base,damaged_q2,q4_generalist_pair_72_28,0.3182,0.2339,0.5791,0.2459,0.0246,0.4632
4b,base,damaged_q3,q2_amplifier_low_echo,0.8789,0.4705,0.9137,0.0916,0.2884,0.3045
4b,base,damaged_q3,q3_routed_tri_68,0.8873,0.6416,0.9378,0.0916,0.0429,0.2804
4b,base,damaged_q3,q3_stability_tri_72,0.8857,0.6418,0.9387,0.0954,0.0418,0.2759
4b,base,damaged_q3,q4_boundary_pair_72_28,0.8009,0.6034,0.8884,0.113,0.0327,0.2677
4b,base,damaged_q3,q4_generalist_pair_72_28,0.8346,0.6098,0.9073,0.1107,0.0211,0.3098
4b,base,damaged_q4,q2_amplifier_low_echo,0.8938,0.5195,0.9224,0.0754,0.2709,0.252
4b,base,damaged_q4,q3_routed_tri_68,0.9068,0.7029,0.9488,0.0734,0.0361,0.2211
4b,base,damaged_q4,q3_stability_tri_72,0.9164,0.7216,0.9525,0.0661,0.0364,0.2096
4b,base,damaged_q4,q4_boundary_pair_72_28,0.9041,0.6995,0.9459,0.0725,0.0343,0.2236
4b,base,damaged_q4,q4_generalist_pair_72_28,0.9107,0.7061,0.949,0.0711,0.0191,0.2345
4b,base,healthy_q6,q2_amplifier_low_echo,0.8995,0.5336,0.9261,0.0716,0.2834,0.2173
4b,base,healthy_q6,q3_routed_tri_68,0.9389,0.7688,0.9622,0.0454,0.0377,0.1625
4b,base,healthy_q6,q3_stability_tri_72,0.9373,0.7793,0.963,0.0482,0.0382,0.148
4b,base,healthy_q6,q4_boundary_pair_72_28,0.9254,0.7648,0.9576,0.0564,0.0352,0.1625
4b,base,healthy_q6,q4_generalist_pair_72_28,0.9321,0.7709,0.959,0.0518,0.0198,0.1716
4b,base,healthy_q8,q2_amplifier_low_echo,0.9193,0.5521,0.9337,0.0527,0.2895,0.1859
4b,base,healthy_q8,q3_routed_tri_68,0.9493,0.7963,0.9663,0.0338,0.0387,0.1386
4b,base,healthy_q8,q3_stability_tri_72,0.9489,0.7954,0.9661,0.0368,0.0389,0.1404
4b,base,healthy_q8,q4_boundary_pair_72_28,0.9429,0.7986,0.966,0.0391,0.0325,0.1346
4b,base,healthy_q8,q4_generalist_pair_72_28,0.9486,0.8089,0.9665,0.0371,0.0187,0.1398
4b,base,q8_k_m,q2_amplifier_low_echo,0.9263,0.5623,0.9365,0.0446,0.2793,0.1837
4b,base,q8_k_m,q3_routed_tri_68,0.9534,0.802,0.9698,0.0309,0.0462,0.1282
4b,base,q8_k_m,q3_stability_tri_72,0.9589,0.8145,0.9703,0.0236,0.0393,0.1268
4b,base,q8_k_m,q4_boundary_pair_72_28,0.9523,0.8061,0.9687,0.033,0.0407,0.127
4b,base,q8_k_m,q4_generalist_pair_72_28,0.957,0.823,0.9691,0.0275,0.022,0.1284
4b,degraded_instruct,base_f16,q2_amplifier_low_echo,0.9291,0.5613,0.9376,0.0437,0.2945,0.17
4b,degraded_instruct,base_f16,q3_routed_tri_68,0.9637,0.8255,0.9737,0.0207,0.0504,0.1045
4b,degraded_instruct,base_f16,q3_stability_tri_72,0.9684,0.8357,0.9744,0.0195,0.0446,0.1048
4b,degraded_instruct,base_f16,q4_boundary_pair_72_28,0.9563,0.8189,0.9711,0.0277,0.0443,0.1132
4b,degraded_instruct,base_f16,q4_generalist_pair_72_28,0.9627,0.8375,0.9732,0.0227,0.0248,0.1148
4b,degraded_instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.5402,0.2704,0.7316,0.207,0.2886,0.5034
4b,degraded_instruct,collapsed_q2_edge,q3_routed_tri_68,0.2298,0.1664,0.4846,0.3118,0.0471,0.5093
4b,degraded_instruct,collapsed_q2_edge,q3_stability_tri_72,0.2496,0.1766,0.506,0.3134,0.0404,0.5095
4b,degraded_instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.11,0.0745,0.3397,0.4164,0.0352,0.5195
4b,degraded_instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.0904,0.0695,0.323,0.4121,0.0254,0.5409
4b,degraded_instruct,damaged_q2,q2_amplifier_low_echo,0.7561,0.3634,0.8537,0.1446,0.2936,0.435
4b,degraded_instruct,damaged_q2,q3_routed_tri_68,0.5475,0.3941,0.7364,0.1859,0.0466,0.4002
4b,degraded_instruct,damaged_q2,q3_stability_tri_72,0.575,0.3943,0.7526,0.1786,0.0425,0.4191
4b,degraded_instruct,damaged_q2,q4_boundary_pair_72_28,0.3362,0.2414,0.5861,0.2486,0.0366,0.4266
4b,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,0.2873,0.2111,0.5597,0.2536,0.0284,0.467
4b,degraded_instruct,damaged_q3,q2_amplifier_low_echo,0.8666,0.473,0.9108,0.1037,0.2721,0.3079
4b,degraded_instruct,damaged_q3,q3_routed_tri_68,0.8752,0.643,0.9338,0.0984,0.0484,0.2648
4b,degraded_instruct,damaged_q3,q3_stability_tri_72,0.8784,0.6432,0.9344,0.0971,0.04,0.2752
4b,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,0.7855,0.58,0.8803,0.1212,0.0429,0.2882
4b,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,0.8243,0.6055,0.8989,0.1148,0.0264,0.2986
4b,degraded_instruct,damaged_q4,q2_amplifier_low_echo,0.8889,0.4827,0.9186,0.0786,0.298,0.2675
4b,degraded_instruct,damaged_q4,q3_routed_tri_68,0.915,0.7018,0.9519,0.0664,0.0454,0.223
4b,degraded_instruct,damaged_q4,q3_stability_tri_72,0.9143,0.7093,0.9507,0.0675,0.0382,0.223
4b,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,0.8918,0.6925,0.9423,0.0852,0.0384,0.222
4b,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,0.9023,0.6954,0.9458,0.0789,0.0271,0.237
4b,degraded_instruct,healthy_q6,q2_amplifier_low_echo,0.9143,0.5318,0.9302,0.0552,0.2893,0.2186
4b,degraded_instruct,healthy_q6,q3_routed_tri_68,0.9404,0.7645,0.9633,0.0446,0.0436,0.1613
4b,degraded_instruct,healthy_q6,q3_stability_tri_72,0.9337,0.7598,0.9604,0.0493,0.045,0.1659
4b,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,0.9313,0.7584,0.9595,0.0507,0.04,0.1654
4b,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,0.9329,0.7718,0.96,0.0493,0.0257,0.1655
4b,degraded_instruct,healthy_q8,q2_amplifier_low_echo,0.9184,0.5402,0.9336,0.05,0.2916,0.1977
4b,degraded_instruct,healthy_q8,q3_routed_tri_68,0.9513,0.788,0.9665,0.0345,0.0446,0.1468
4b,degraded_instruct,healthy_q8,q3_stability_tri_72,0.9577,0.8027,0.9701,0.0273,0.0414,0.1382
4b,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,0.9479,0.7946,0.9659,0.0348,0.04,0.1363
4b,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,0.9475,0.7984,0.9656,0.0359,0.0277,0.1429
4b,degraded_instruct,q8_k_m,q2_amplifier_low_echo,0.9213,0.5616,0.9354,0.0466,0.2795,0.1843
4b,degraded_instruct,q8_k_m,q3_routed_tri_68,0.9545,0.7993,0.9685,0.0293,0.0413,0.1371
4b,degraded_instruct,q8_k_m,q3_stability_tri_72,0.9591,0.8075,0.971,0.0254,0.0432,0.1293
4b,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,0.9577,0.8123,0.9705,0.0277,0.0391,0.1273
4b,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,0.955,0.8084,0.9667,0.0295,0.0255,0.143
4b,instruct,base_f16,q2_amplifier_low_echo,0.9263,0.5857,0.9394,0.0461,0.2584,0.17
4b,instruct,base_f16,q3_routed_tri_68,0.9607,0.8255,0.9726,0.0266,0.0371,0.1166
4b,instruct,base_f16,q3_stability_tri_72,0.9598,0.822,0.9705,0.0254,0.0341,0.12
4b,instruct,base_f16,q4_boundary_pair_72_28,0.9614,0.8275,0.972,0.0252,0.0312,0.1177
4b,instruct,base_f16,q4_generalist_pair_72_28,0.9613,0.8396,0.9721,0.0214,0.02,0.1177
4b,instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.4423,0.23,0.6569,0.2238,0.267,0.5332
4b,instruct,collapsed_q2_edge,q3_routed_tri_68,0.1514,0.1159,0.4075,0.3613,0.0366,0.5068
4b,instruct,collapsed_q2_edge,q3_stability_tri_72,0.1646,0.1157,0.4239,0.3571,0.0339,0.5391
4b,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.0818,0.063,0.2883,0.4659,0.025,0.5114
4b,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.0661,0.0504,0.2667,0.4561,0.0184,0.5579
4b,instruct,damaged_q2,q2_amplifier_low_echo,0.7032,0.3582,0.8208,0.1562,0.2718,0.4487
4b,instruct,damaged_q2,q3_routed_tri_68,0.4288,0.2996,0.6574,0.2152,0.0364,0.4445
4b,instruct,damaged_q2,q3_stability_tri_72,0.4752,0.3277,0.6871,0.2027,0.0334,0.4407
4b,instruct,damaged_q2,q4_boundary_pair_72_28,0.2666,0.2005,0.5317,0.2648,0.0282,0.4386
4b,instruct,damaged_q2,q4_generalist_pair_72_28,0.2373,0.1727,0.5051,0.2666,0.0179,0.4688
4b,instruct,damaged_q3,q2_amplifier_low_echo,0.8532,0.4643,0.9044,0.1057,0.2609,0.3448
4b,instruct,damaged_q3,q3_routed_tri_68,0.8511,0.6198,0.9179,0.105,0.0316,0.2936
4b,instruct,damaged_q3,q3_stability_tri_72,0.8557,0.6262,0.9219,0.0995,0.0304,0.2868
4b,instruct,damaged_q3,q4_boundary_pair_72_28,0.7491,0.5741,0.8549,0.1227,0.0259,0.2784
4b,instruct,damaged_q3,q4_generalist_pair_72_28,0.7475,0.5591,0.8531,0.1211,0.0221,0.3073
4b,instruct,damaged_q4,q2_amplifier_low_echo,0.8861,0.4905,0.9188,0.0839,0.2804,0.2705
4b,instruct,damaged_q4,q3_routed_tri_68,0.9139,0.697,0.9507,0.0688,0.0361,0.2357
4b,instruct,damaged_q4,q3_stability_tri_72,0.9139,0.7018,0.9496,0.0698,0.0318,0.2325
