model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,base,base_f16,q2_amplifier_low_echo,epistemic,560,0.9304,0.575,0.9434,0.9911,0.0411,0.2589,0.1768,0.0357,0.495,none
2b_reference,base,base_f16,q2_amplifier_low_echo,forensic,560,0.9286,0.5714,0.9372,0.9768,0.05,0.2982,0.1661,0.0321,0.4819,none
2b_reference,base,base_f16,q2_amplifier_low_echo,generalist,560,0.9196,0.5482,0.9351,0.9911,0.0321,0.3161,0.1607,0.0518,0.4599,none
2b_reference,base,base_f16,q2_amplifier_low_echo,math,560,0.9232,0.5804,0.9408,0.9964,0.0429,0.2518,0.1911,0.0607,0.4988,none
2b_reference,base,base_f16,q2_amplifier_low_echo,planning,560,0.9429,0.5714,0.9391,0.9911,0.0357,0.2768,0.1643,0.0518,0.4896,none
2b_reference,base,base_f16,q2_amplifier_low_echo,rhetoric,560,0.9375,0.5857,0.9398,0.9857,0.0411,0.2714,0.1661,0.0554,0.5031,none
2b_reference,base,base_f16,q2_amplifier_low_echo,spatial,560,0.9321,0.5643,0.9395,0.9839,0.0393,0.3036,0.1571,0.0446,0.477,none
2b_reference,base,base_f16,q3_routed_tri_68,adversarial,560,0.9536,0.8232,0.9698,0.9946,0.0375,0.0482,0.1036,0.05,0.7915,none
2b_reference,base,base_f16,q3_routed_tri_68,boundary,560,0.9643,0.7964,0.9738,0.9911,0.0196,0.0643,0.1214,0.0429,0.7658,none
2b_reference,base,base_f16,q3_routed_tri_68,coding,560,0.9571,0.8286,0.9712,0.9875,0.025,0.0393,0.1,0.0536,0.8025,none
2b_reference,base,base_f16,q3_routed_tri_68,epistemic,560,0.9643,0.8286,0.9734,0.9821,0.0179,0.0304,0.1179,0.0357,0.8059,none
2b_reference,base,base_f16,q3_routed_tri_68,forensic,560,0.9732,0.8482,0.9757,0.9946,0.0196,0.0357,0.1018,0.0482,0.8246,none
2b_reference,base,base_f16,q3_routed_tri_68,generalist,560,0.9607,0.825,0.9739,0.9857,0.0179,0.0482,0.1036,0.0429,0.7996,none
2b_reference,base,base_f16,q3_routed_tri_68,math,560,0.9643,0.8071,0.9723,0.9875,0.0161,0.0393,0.1446,0.0518,0.7803,none
2b_reference,base,base_f16,q3_routed_tri_68,planning,560,0.9679,0.8393,0.9717,0.9911,0.0232,0.025,0.1161,0.0536,0.8154,none
2b_reference,base,base_f16,q3_routed_tri_68,rhetoric,560,0.9625,0.7964,0.9692,0.9839,0.0214,0.0393,0.1411,0.0536,0.7682,none
2b_reference,base,base_f16,q3_routed_tri_68,spatial,560,0.9571,0.8464,0.9705,0.9893,0.025,0.0411,0.0911,0.0607,0.8204,none
2b_reference,base,base_f16,q3_stability_tri_72,adversarial,560,0.9607,0.8411,0.9704,0.9857,0.0232,0.0357,0.1,0.0661,0.8157,none
2b_reference,base,base_f16,q3_stability_tri_72,boundary,560,0.9589,0.8161,0.9701,0.9768,0.0268,0.0429,0.1196,0.0411,0.7878,none
2b_reference,base,base_f16,q3_stability_tri_72,coding,560,0.9786,0.8286,0.9788,0.9946,0.0107,0.0464,0.1143,0.0393,0.805,none
2b_reference,base,base_f16,q3_stability_tri_72,epistemic,560,0.9429,0.8036,0.9647,0.9821,0.0268,0.0196,0.1429,0.0518,0.7776,none
2b_reference,base,base_f16,q3_stability_tri_72,forensic,560,0.9696,0.825,0.9724,0.9911,0.0232,0.0446,0.1179,0.05,0.7972,none
2b_reference,base,base_f16,q3_stability_tri_72,generalist,560,0.9518,0.8125,0.9691,0.9857,0.0179,0.0411,0.1179,0.0607,0.7865,none
2b_reference,base,base_f16,q3_stability_tri_72,math,560,0.9804,0.8196,0.9735,0.9857,0.0107,0.0286,0.1625,0.0482,0.7953,none
2b_reference,base,base_f16,q3_stability_tri_72,planning,560,0.9768,0.8571,0.9762,0.9875,0.0143,0.025,0.1071,0.0411,0.8372,none
2b_reference,base,base_f16,q3_stability_tri_72,rhetoric,560,0.9732,0.8143,0.9754,0.9929,0.0161,0.0304,0.1429,0.0411,0.7899,none
2b_reference,base,base_f16,q3_stability_tri_72,spatial,560,0.9625,0.8411,0.973,0.9929,0.025,0.0339,0.1036,0.05,0.816,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,adversarial,560,0.9696,0.825,0.9754,0.9946,0.0125,0.0464,0.1089,0.0589,0.8003,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,boundary,560,0.9661,0.8625,0.9745,0.9946,0.0214,0.0393,0.0804,0.0625,0.8387,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,coding,560,0.9589,0.8286,0.9697,0.9857,0.0214,0.0429,0.1018,0.0625,0.8023,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,epistemic,560,0.95,0.8446,0.9696,0.9857,0.025,0.0143,0.1054,0.0518,0.8233,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,forensic,560,0.9589,0.8429,0.9693,0.9857,0.0286,0.0304,0.1071,0.0518,0.8171,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,generalist,560,0.9589,0.8321,0.9744,0.9893,0.0268,0.0232,0.1125,0.0304,0.8089,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,math,560,0.9696,0.8232,0.9715,0.9911,0.0232,0.0214,0.1429,0.0482,0.7981,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,planning,560,0.9732,0.8732,0.9779,0.9911,0.0143,0.0339,0.0875,0.0446,0.8529,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,rhetoric,560,0.9625,0.825,0.9727,0.9821,0.025,0.0268,0.1268,0.0321,0.8004,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,spatial,560,0.9696,0.8482,0.9733,0.9929,0.0214,0.0339,0.1036,0.0571,0.8239,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,adversarial,560,0.9518,0.825,0.9668,0.9911,0.0304,0.0339,0.1125,0.0732,0.7964,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,boundary,560,0.9482,0.825,0.9646,0.9875,0.0339,0.0232,0.1143,0.0696,0.7976,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,coding,560,0.9607,0.8304,0.9712,0.9946,0.0214,0.0357,0.1036,0.0643,0.8053,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,epistemic,560,0.9411,0.8268,0.97,0.9893,0.0286,0.0071,0.1214,0.0411,0.805,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,forensic,560,0.9607,0.8286,0.9731,0.9875,0.0214,0.0196,0.1304,0.0375,0.8059,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,generalist,560,0.95,0.7982,0.9688,0.9875,0.0196,0.0232,0.1554,0.0482,0.7728,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,math,560,0.975,0.8304,0.9764,1.0,0.0161,0.0196,0.1446,0.0446,0.8078,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,planning,560,0.9607,0.8571,0.9696,0.9964,0.0214,0.0161,0.1018,0.075,0.8356,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,rhetoric,560,0.9607,0.8196,0.9744,0.9946,0.0268,0.0214,0.1339,0.0339,0.7949,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,spatial,560,0.9732,0.8643,0.975,0.9929,0.0161,0.0232,0.1036,0.0554,0.8438,none
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,adversarial,560,0.6464,0.2857,0.8124,0.9857,0.2375,0.3018,0.5786,0.2482,0.0954,distractor_capture
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,boundary,560,0.7143,0.2946,0.835,0.9893,0.2107,0.2964,0.5964,0.1625,0.1163,distractor_capture
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,coding,560,0.4304,0.2429,0.6569,0.7339,0.25,0.2661,0.4982,0.7839,0.0356,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,epistemic,560,0.4143,0.2018,0.6561,0.7357,0.2482,0.3107,0.5571,0.6804,-0.0134,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,forensic,560,0.4911,0.2571,0.7249,0.9839,0.2411,0.2821,0.5393,0.6857,0.051,distractor_capture
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,generalist,560,0.3571,0.2107,0.6088,0.6375,0.2411,0.2911,0.5446,0.8518,-0.006,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,math,560,0.3482,0.2036,0.5956,0.6786,0.2464,0.2607,0.5875,1.1482,-0.0269,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,planning,560,0.4554,0.2554,0.6661,0.7054,0.2536,0.2518,0.4518,0.7125,0.0572,none
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,rhetoric,560,0.3518,0.2054,0.5948,0.6857,0.2625,0.2625,0.5393,1.0625,-0.0222,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,spatial,560,0.3625,0.1964,0.5957,0.6625,0.2643,0.275,0.4589,1.0232,-0.0257,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,adversarial,560,0.2018,0.1357,0.4792,0.8161,0.3982,0.0429,0.5571,1.9054,-0.1322,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,boundary,560,0.2429,0.1589,0.5085,0.8071,0.3857,0.05,0.675,1.6625,-0.1039,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,coding,560,0.1036,0.0804,0.3789,0.5786,0.3768,0.0357,0.4732,2.1125,-0.1833,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,epistemic,560,0.1393,0.0857,0.3743,0.5946,0.3893,0.0411,0.5786,1.8554,-0.1783,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,forensic,560,0.1839,0.1304,0.4205,0.7893,0.3929,0.0429,0.5232,2.025,-0.1392,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,generalist,560,0.1161,0.0857,0.3712,0.6036,0.4143,0.0411,0.5482,1.9321,-0.1873,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,math,560,0.1357,0.1054,0.3613,0.5429,0.3839,0.0375,0.5286,2.3607,-0.1776,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,planning,560,0.1786,0.1393,0.4091,0.5911,0.4054,0.0446,0.4482,1.8964,-0.1219,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,rhetoric,560,0.1107,0.0714,0.3638,0.6089,0.3804,0.0214,0.5571,2.2232,-0.2027,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,spatial,560,0.1375,0.1036,0.381,0.5804,0.3589,0.0286,0.4714,2.1357,-0.1543,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,adversarial,560,0.225,0.1696,0.5183,0.85,0.3982,0.0411,0.5464,1.7321,-0.0884,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,boundary,560,0.2357,0.1339,0.5135,0.7946,0.3679,0.0482,0.6946,1.6196,-0.1226,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,coding,560,0.1286,0.1036,0.3997,0.5804,0.3714,0.05,0.4714,2.0161,-0.1564,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,epistemic,560,0.1482,0.1054,0.407,0.6357,0.4304,0.0321,0.5768,1.7036,-0.1615,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,forensic,560,0.1786,0.1393,0.4329,0.7875,0.3768,0.0321,0.5393,1.9446,-0.1206,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,generalist,560,0.1321,0.0964,0.3979,0.5911,0.375,0.0375,0.5321,1.8589,-0.1591,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,math,560,0.1268,0.0804,0.38,0.6018,0.3643,0.0482,0.5268,2.3107,-0.1962,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,planning,560,0.2321,0.1804,0.4578,0.6464,0.3571,0.0268,0.4339,1.7464,-0.0542,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,rhetoric,560,0.1411,0.1,0.3774,0.5911,0.3964,0.025,0.5607,2.1393,-0.1757,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,spatial,560,0.1714,0.1268,0.3939,0.5518,0.3696,0.0446,0.4554,1.9232,-0.1256,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,adversarial,560,0.1357,0.1036,0.3942,0.8036,0.475,0.0268,0.5679,2.3321,-0.2063,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,boundary,560,0.15,0.0982,0.4138,0.7982,0.4554,0.0304,0.6696,2.1054,-0.2033,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,coding,560,0.0696,0.0554,0.2587,0.4839,0.4929,0.0429,0.4429,2.7268,-0.2728,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,epistemic,560,0.0768,0.0571,0.2527,0.4625,0.5018,0.0196,0.5357,2.375,-0.2589,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,forensic,560,0.1,0.0821,0.3135,0.725,0.4875,0.0429,0.5804,2.5375,-0.246,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,generalist,560,0.0482,0.0321,0.2367,0.4464,0.5179,0.0286,0.5696,2.5286,-0.3009,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,math,560,0.0429,0.0304,0.2165,0.4375,0.4875,0.0339,0.5804,3.1518,-0.3267,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,planning,560,0.0982,0.0821,0.2588,0.4411,0.4964,0.0321,0.4786,2.6196,-0.2425,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,rhetoric,560,0.0375,0.0321,0.1964,0.4304,0.5304,0.0196,0.5411,3.0107,-0.3247,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,spatial,560,0.0661,0.0429,0.2423,0.5214,0.4821,0.0375,0.45,2.8107,-0.2858,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,adversarial,560,0.0661,0.0393,0.2683,0.6536,0.5393,0.025,0.6964,2.9964,-0.333,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,boundary,560,0.0571,0.0446,0.2528,0.5946,0.5607,0.0411,0.6571,2.9036,-0.3295,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,coding,560,0.0607,0.0482,0.2598,0.5232,0.4893,0.0286,0.5179,2.725,-0.282,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,epistemic,560,0.0589,0.0429,0.2509,0.5411,0.5321,0.0107,0.6482,2.3857,-0.2901,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,forensic,560,0.0482,0.0357,0.2311,0.6375,0.5464,0.0196,0.5982,2.8214,-0.3211,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,generalist,560,0.0536,0.0375,0.2394,0.5161,0.5214,0.0321,0.6196,2.5679,-0.3033,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,math,560,0.0589,0.0446,0.2374,0.4929,0.4857,0.0232,0.5964,3.0357,-0.3052,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,planning,560,0.0875,0.0661,0.2817,0.55,0.4679,0.0196,0.5018,2.5607,-0.2464,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,rhetoric,560,0.0446,0.0357,0.2117,0.5125,0.5179,0.0179,0.6107,3.0179,-0.323,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,spatial,560,0.0786,0.0643,0.2725,0.5518,0.4446,0.025,0.4696,2.6304,-0.2432,cascade
2b_reference,base,damaged_q2,q2_amplifier_low_echo,adversarial,560,0.7929,0.3589,0.8773,0.9893,0.1661,0.2946,0.5,0.0357,0.2084,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,boundary,560,0.8107,0.35,0.8773,0.9929,0.1393,0.3286,0.4821,0.0732,0.2003,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,coding,560,0.7071,0.3589,0.8346,0.8393,0.1554,0.2589,0.4196,0.1482,0.2196,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,epistemic,560,0.7196,0.3839,0.8339,0.8554,0.1571,0.2625,0.4286,0.1607,0.242,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,forensic,560,0.7804,0.3857,0.8668,0.9839,0.1339,0.2964,0.4661,0.1714,0.2404,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,generalist,560,0.6536,0.3125,0.7951,0.8018,0.15,0.3125,0.5036,0.2429,0.1526,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,math,560,0.6768,0.3464,0.8049,0.8107,0.1321,0.25,0.4696,0.3446,0.202,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,planning,560,0.7339,0.4,0.8333,0.8232,0.1554,0.2536,0.4018,0.1464,0.2632,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,rhetoric,560,0.6196,0.3143,0.7754,0.7786,0.1768,0.2732,0.4696,0.35,0.1515,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,spatial,560,0.6893,0.3482,0.8118,0.8036,0.1446,0.2696,0.4464,0.2393,0.2032,none
2b_reference,base,damaged_q2,q3_routed_tri_68,adversarial,560,0.5804,0.3804,0.7675,0.9554,0.2339,0.0411,0.425,0.7125,0.2323,none
2b_reference,base,damaged_q2,q3_routed_tri_68,boundary,560,0.5911,0.3661,0.761,0.9482,0.2464,0.0607,0.5518,0.6393,0.2039,none
2b_reference,base,damaged_q2,q3_routed_tri_68,coding,560,0.375,0.2768,0.6262,0.75,0.2536,0.0625,0.3661,1.1179,0.103,none
2b_reference,base,damaged_q2,q3_routed_tri_68,epistemic,560,0.4268,0.3268,0.6659,0.7893,0.2036,0.0304,0.4929,0.8714,0.1766,none
2b_reference,base,damaged_q2,q3_routed_tri_68,forensic,560,0.4714,0.3321,0.6869,0.9607,0.2071,0.0393,0.4179,1.0696,0.1752,none
2b_reference,base,damaged_q2,q3_routed_tri_68,generalist,560,0.3464,0.2482,0.6226,0.7411,0.2339,0.0446,0.4893,1.0268,0.0786,none
2b_reference,base,damaged_q2,q3_routed_tri_68,math,560,0.3411,0.2357,0.5958,0.7179,0.2071,0.0571,0.4982,1.3821,0.0532,none
2b_reference,base,damaged_q2,q3_routed_tri_68,planning,560,0.45,0.3286,0.6811,0.775,0.2268,0.0321,0.3982,0.8946,0.1775,none
2b_reference,base,damaged_q2,q3_routed_tri_68,rhetoric,560,0.3446,0.2232,0.5837,0.7196,0.2464,0.0339,0.475,1.3214,0.0384,cascade
2b_reference,base,damaged_q2,q3_routed_tri_68,spatial,560,0.4268,0.3054,0.6346,0.775,0.2321,0.0286,0.3911,1.1286,0.1423,none
2b_reference,base,damaged_q2,q3_stability_tri_72,adversarial,560,0.6143,0.4018,0.7817,0.9661,0.225,0.0232,0.4571,0.6607,0.26,none
2b_reference,base,damaged_q2,q3_stability_tri_72,boundary,560,0.6714,0.4161,0.7997,0.9607,0.2,0.0393,0.5661,0.5268,0.2766,none
2b_reference,base,damaged_q2,q3_stability_tri_72,coding,560,0.3946,0.2714,0.6452,0.7321,0.2214,0.0429,0.3929,1.0304,0.1135,none
2b_reference,base,damaged_q2,q3_stability_tri_72,epistemic,560,0.4339,0.3339,0.6854,0.8143,0.2161,0.0286,0.4321,0.8214,0.1877,none
2b_reference,base,damaged_q2,q3_stability_tri_72,forensic,560,0.4589,0.3214,0.6852,0.9125,0.2643,0.0518,0.4768,0.95,0.1461,none
2b_reference,base,damaged_q2,q3_stability_tri_72,generalist,560,0.3714,0.2875,0.6279,0.7107,0.2482,0.0321,0.4161,0.9857,0.124,none
2b_reference,base,damaged_q2,q3_stability_tri_72,math,560,0.3929,0.2929,0.6381,0.7536,0.2054,0.0429,0.4893,1.1893,0.1241,none
2b_reference,base,damaged_q2,q3_stability_tri_72,planning,560,0.5018,0.375,0.6924,0.7536,0.1839,0.0357,0.4,0.875,0.2369,none
2b_reference,base,damaged_q2,q3_stability_tri_72,rhetoric,560,0.3411,0.2304,0.5938,0.6929,0.2518,0.0304,0.4661,1.2357,0.0497,cascade
2b_reference,base,damaged_q2,q3_stability_tri_72,spatial,560,0.4304,0.3179,0.6277,0.7143,0.2393,0.0375,0.4018,1.0643,0.1532,none
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,adversarial,560,0.3518,0.2518,0.6344,0.9179,0.2946,0.0214,0.4661,1.3179,0.0559,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,boundary,560,0.4821,0.3268,0.6885,0.9143,0.2554,0.0446,0.5179,1.0036,0.1496,none
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,coding,560,0.2036,0.1446,0.4722,0.6571,0.3357,0.0179,0.3893,1.7268,-0.0771,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,epistemic,560,0.2286,0.1696,0.4873,0.6875,0.3089,0.0196,0.4536,1.5,-0.0383,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,forensic,560,0.2732,0.2054,0.5452,0.8964,0.3214,0.0286,0.4643,1.5411,-0.011,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,generalist,560,0.1875,0.1464,0.4586,0.6036,0.2929,0.0482,0.4768,1.6536,-0.0719,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,math,560,0.1875,0.15,0.4522,0.6393,0.2804,0.0089,0.4929,2.0429,-0.0775,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,planning,560,0.2286,0.1696,0.4661,0.5839,0.2964,0.0286,0.3679,1.7196,-0.0404,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,rhetoric,560,0.1839,0.1339,0.4373,0.5982,0.3357,0.0268,0.4786,1.8839,-0.1046,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,spatial,560,0.2161,0.1589,0.4399,0.5964,0.2839,0.0375,0.3839,1.8768,-0.0583,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,adversarial,560,0.2054,0.15,0.5024,0.7857,0.3339,0.0232,0.5321,1.8625,-0.0905,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,boundary,560,0.2286,0.1554,0.5061,0.7714,0.3268,0.0286,0.5768,1.7232,-0.0807,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,coding,560,0.1839,0.1339,0.4701,0.7018,0.3107,0.0161,0.4339,1.8339,-0.0889,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,epistemic,560,0.2125,0.1625,0.4806,0.6839,0.2929,0.0036,0.5071,1.5375,-0.0435,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,forensic,560,0.2161,0.1589,0.4714,0.7821,0.3464,0.0214,0.5321,1.8018,-0.0819,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,generalist,560,0.1946,0.1411,0.4868,0.6911,0.2929,0.0232,0.5268,1.5804,-0.0726,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,math,560,0.1857,0.1393,0.4694,0.6929,0.2696,0.0214,0.5464,1.9643,-0.0878,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,planning,560,0.2946,0.2125,0.5374,0.7375,0.2536,0.0214,0.4339,1.5696,0.0189,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,rhetoric,560,0.1643,0.1232,0.46,0.6893,0.2804,0.0143,0.5536,1.8911,-0.1026,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,spatial,560,0.2625,0.2018,0.5013,0.7089,0.25,0.0304,0.3982,1.7518,0.0013,cascade
2b_reference,base,damaged_q3,q2_amplifier_low_echo,adversarial,560,0.8286,0.4446,0.8975,0.9911,0.1268,0.2804,0.3321,0.0607,0.3209,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,boundary,560,0.8804,0.4393,0.9077,0.9929,0.0911,0.2911,0.3714,0.0482,0.3216,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,coding,560,0.8661,0.4268,0.9031,0.9911,0.1089,0.3054,0.3161,0.0571,0.3049,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,epistemic,560,0.8643,0.4571,0.9119,0.9946,0.1089,0.2589,0.3429,0.0375,0.3434,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,forensic,560,0.8518,0.4339,0.9019,0.9857,0.1161,0.2946,0.3482,0.0464,0.31,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,generalist,560,0.8589,0.4625,0.9045,0.9786,0.0982,0.2893,0.3143,0.0518,0.3474,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,math,560,0.8589,0.4375,0.9059,0.9768,0.1018,0.2714,0.3393,0.0643,0.3223,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,planning,560,0.8679,0.4804,0.9084,0.9875,0.1018,0.2607,0.3,0.0589,0.3707,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,rhetoric,560,0.8268,0.4125,0.8954,0.9786,0.1393,0.2911,0.3321,0.0518,0.2833,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,spatial,560,0.8661,0.5125,0.9152,0.9786,0.1054,0.2804,0.2446,0.0357,0.4035,none
2b_reference,base,damaged_q3,q3_routed_tri_68,adversarial,560,0.8696,0.6518,0.9334,0.9821,0.1107,0.0304,0.2732,0.0464,0.5883,none
2b_reference,base,damaged_q3,q3_routed_tri_68,boundary,560,0.8893,0.6071,0.9347,0.9839,0.0946,0.0411,0.3393,0.0429,0.5413,none
2b_reference,base,damaged_q3,q3_routed_tri_68,coding,560,0.8643,0.6286,0.9253,0.9625,0.1036,0.0411,0.275,0.0768,0.5634,none
2b_reference,base,damaged_q3,q3_routed_tri_68,epistemic,560,0.8589,0.625,0.9297,0.9804,0.0964,0.0321,0.2982,0.0625,0.5627,none
2b_reference,base,damaged_q3,q3_routed_tri_68,forensic,560,0.8571,0.6161,0.9254,0.9911,0.125,0.0375,0.2804,0.0714,0.5451,none
2b_reference,base,damaged_q3,q3_routed_tri_68,generalist,560,0.8286,0.6054,0.9137,0.9554,0.1268,0.0393,0.2875,0.0768,0.5326,none
2b_reference,base,damaged_q3,q3_routed_tri_68,math,560,0.8536,0.5732,0.9126,0.95,0.0946,0.0411,0.3607,0.1286,0.5013,none
2b_reference,base,damaged_q3,q3_routed_tri_68,planning,560,0.8732,0.6625,0.9333,0.9661,0.1,0.0411,0.2536,0.0482,0.6016,none
2b_reference,base,damaged_q3,q3_routed_tri_68,rhetoric,560,0.8286,0.5839,0.9055,0.9375,0.1107,0.0411,0.3179,0.1268,0.5107,none
2b_reference,base,damaged_q3,q3_routed_tri_68,spatial,560,0.8696,0.6536,0.9295,0.9643,0.0964,0.0482,0.2589,0.075,0.5905,none
2b_reference,base,damaged_q3,q3_stability_tri_72,adversarial,560,0.8536,0.6054,0.9247,0.9929,0.1286,0.0304,0.3339,0.0571,0.5311,none
2b_reference,base,damaged_q3,q3_stability_tri_72,boundary,560,0.8536,0.5804,0.9231,0.9982,0.1357,0.0482,0.3304,0.0571,0.5007,none
2b_reference,base,damaged_q3,q3_stability_tri_72,coding,560,0.8411,0.5857,0.9202,0.9536,0.1196,0.0571,0.2946,0.0571,0.512,none
