model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
35b_a3b_moe,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,spatial,560,0.6232,0.4839,0.7826,0.8804,0.0964,0.0232,0.2893,0.7214,0.3911,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,adversarial,560,0.875,0.4964,0.9169,0.9946,0.0893,0.3036,0.2554,0.0446,0.3863,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,boundary,560,0.8946,0.5179,0.9166,0.9857,0.0821,0.2964,0.2482,0.0536,0.4114,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,coding,560,0.8875,0.5107,0.9197,0.9857,0.0768,0.3018,0.2196,0.0446,0.4075,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,epistemic,560,0.9161,0.4893,0.9285,0.9893,0.0554,0.2768,0.2839,0.0429,0.3925,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,forensic,560,0.9071,0.4964,0.9244,0.9911,0.0732,0.3,0.2554,0.0429,0.3919,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,generalist,560,0.8929,0.4821,0.9208,0.9839,0.075,0.3179,0.2268,0.0286,0.3765,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,math,560,0.8929,0.475,0.9212,0.9857,0.0714,0.2768,0.3018,0.0518,0.3715,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,planning,560,0.9161,0.575,0.9329,0.9839,0.0536,0.25,0.1982,0.0464,0.4907,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,rhetoric,560,0.8911,0.4857,0.9213,0.9964,0.0821,0.2607,0.3054,0.05,0.382,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_amplifier_low_echo,spatial,560,0.9268,0.5339,0.934,0.9893,0.0518,0.2839,0.2018,0.0536,0.4428,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,adversarial,560,0.9214,0.7286,0.9555,0.9946,0.0536,0.0411,0.2036,0.0607,0.685,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,boundary,560,0.8982,0.6661,0.9437,0.9839,0.0875,0.0589,0.2393,0.0429,0.6068,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,coding,560,0.9214,0.725,0.9554,0.9821,0.0571,0.0482,0.1929,0.0446,0.6806,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,epistemic,560,0.925,0.7089,0.9568,0.9929,0.0571,0.0393,0.2196,0.0357,0.6646,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,forensic,560,0.95,0.7714,0.963,0.9875,0.0446,0.0357,0.1768,0.0411,0.7347,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,generalist,560,0.925,0.7393,0.9611,0.9911,0.0518,0.0464,0.1732,0.0357,0.6988,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,math,560,0.9179,0.6893,0.9508,0.9929,0.0554,0.0536,0.25,0.0643,0.6388,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,planning,560,0.9321,0.7643,0.9616,0.9875,0.0554,0.0375,0.1661,0.0286,0.7255,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,rhetoric,560,0.9125,0.7089,0.9523,0.9964,0.0625,0.0446,0.2125,0.0625,0.6611,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_routed_tri_68,spatial,560,0.925,0.7625,0.9577,0.9964,0.0625,0.0304,0.1679,0.05,0.7217,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,adversarial,560,0.9268,0.7339,0.9565,0.9911,0.0607,0.0429,0.1946,0.0464,0.6892,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,boundary,560,0.8982,0.6982,0.9469,0.9929,0.075,0.0625,0.2071,0.0625,0.6435,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,coding,560,0.925,0.7304,0.9574,0.9911,0.0607,0.0589,0.1661,0.0464,0.6847,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,epistemic,560,0.925,0.7054,0.9579,0.9875,0.0482,0.0518,0.2018,0.0429,0.6623,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,forensic,560,0.9304,0.7571,0.9603,0.9964,0.0607,0.0375,0.1839,0.0357,0.7149,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,generalist,560,0.8982,0.7071,0.9484,0.9839,0.0696,0.0607,0.1839,0.0571,0.6565,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,math,560,0.9339,0.6929,0.956,0.9946,0.05,0.0286,0.2571,0.0482,0.6492,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,planning,560,0.9161,0.7321,0.9533,0.9946,0.0732,0.0321,0.1804,0.0411,0.6873,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,rhetoric,560,0.9268,0.725,0.9574,0.9946,0.0518,0.0357,0.2196,0.0482,0.6823,none
35b_a3b_moe,degraded_instruct,damaged_q3,q3_stability_tri_72,spatial,560,0.9286,0.7589,0.9582,0.9821,0.0554,0.0321,0.1625,0.0446,0.7207,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,adversarial,560,0.9107,0.7161,0.9527,0.9964,0.0804,0.0429,0.2,0.0393,0.6654,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,boundary,560,0.9071,0.6786,0.9465,0.9893,0.0732,0.0554,0.2375,0.0554,0.6238,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,coding,560,0.9179,0.7054,0.9483,0.9768,0.0607,0.0464,0.2125,0.0607,0.6578,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,epistemic,560,0.9107,0.7232,0.9513,0.9857,0.0554,0.0214,0.2232,0.0554,0.6817,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,forensic,560,0.9286,0.7286,0.9546,0.9804,0.0554,0.0393,0.2071,0.0464,0.6852,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,generalist,560,0.8714,0.6857,0.9381,0.9607,0.0732,0.0393,0.1982,0.0714,0.6365,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,math,560,0.8982,0.6661,0.9402,0.9696,0.0696,0.0375,0.2607,0.0732,0.6132,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,planning,560,0.925,0.7411,0.9537,0.9839,0.0571,0.0464,0.1714,0.0589,0.698,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,rhetoric,560,0.9286,0.7054,0.953,0.9768,0.0554,0.0286,0.2357,0.0429,0.662,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,spatial,560,0.9286,0.7589,0.9587,0.9768,0.0518,0.05,0.1518,0.0411,0.7192,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,adversarial,560,0.9357,0.7321,0.9556,0.9911,0.0536,0.0125,0.2429,0.0482,0.6917,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,boundary,560,0.9286,0.7,0.9521,0.9911,0.0554,0.0321,0.2696,0.0482,0.653,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,coding,560,0.9232,0.75,0.9559,0.9982,0.0607,0.0375,0.1911,0.0554,0.7062,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,epistemic,560,0.8964,0.675,0.9454,0.9911,0.075,0.0196,0.2643,0.05,0.6249,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,forensic,560,0.9179,0.7054,0.9501,0.9893,0.0679,0.0214,0.2429,0.0446,0.6591,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,generalist,560,0.8839,0.6857,0.9415,0.9857,0.0804,0.0286,0.2125,0.0679,0.6355,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,math,560,0.9125,0.6786,0.9443,0.9804,0.0625,0.0268,0.2732,0.0696,0.6291,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,planning,560,0.9143,0.7482,0.9515,0.9839,0.0625,0.0179,0.1893,0.0554,0.708,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,rhetoric,560,0.9214,0.6804,0.9479,0.9929,0.0607,0.0196,0.2571,0.0696,0.6342,none
35b_a3b_moe,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,spatial,560,0.9143,0.7571,0.9511,0.9857,0.0679,0.0214,0.175,0.0625,0.7154,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,adversarial,560,0.8839,0.5161,0.9203,0.9964,0.0768,0.2821,0.2393,0.0661,0.4142,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,boundary,560,0.9125,0.5018,0.9189,0.9964,0.0625,0.35,0.2411,0.0625,0.3906,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,coding,560,0.9125,0.5589,0.9295,0.9893,0.0536,0.3,0.1857,0.0536,0.4653,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,epistemic,560,0.9018,0.5071,0.9243,0.9875,0.0625,0.2839,0.2536,0.0554,0.4086,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,forensic,560,0.9089,0.525,0.9265,0.9839,0.0625,0.2929,0.2143,0.0607,0.4275,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,generalist,560,0.9214,0.5607,0.9359,0.9929,0.0518,0.2893,0.1804,0.0321,0.4713,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,math,560,0.925,0.5357,0.9347,0.9929,0.0446,0.2696,0.25,0.0554,0.4456,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,planning,560,0.9018,0.5357,0.9267,0.9946,0.0607,0.2714,0.2161,0.0625,0.4428,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,rhetoric,560,0.9232,0.5446,0.9335,0.9911,0.0518,0.2804,0.2125,0.0571,0.4532,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_amplifier_low_echo,spatial,560,0.9054,0.5161,0.9299,0.9911,0.0661,0.2946,0.1946,0.05,0.4193,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,adversarial,560,0.9357,0.7714,0.9591,0.9839,0.0571,0.05,0.1464,0.05,0.7301,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,boundary,560,0.9482,0.7625,0.9659,0.9893,0.0375,0.0607,0.1482,0.0446,0.725,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,coding,560,0.9232,0.7554,0.9584,0.9839,0.0536,0.0482,0.1411,0.0518,0.7158,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,epistemic,560,0.9482,0.7571,0.9643,0.9893,0.0375,0.0411,0.1804,0.0429,0.7211,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,forensic,560,0.9518,0.7893,0.9677,0.9964,0.0429,0.0446,0.1518,0.0393,0.7534,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,generalist,560,0.9339,0.7696,0.9629,0.9839,0.0464,0.0696,0.1357,0.0375,0.7291,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,math,560,0.925,0.7161,0.9545,0.9857,0.0536,0.0536,0.2018,0.0625,0.67,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,planning,560,0.9482,0.8125,0.9664,0.9911,0.0321,0.0286,0.1268,0.0554,0.7842,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,rhetoric,560,0.9536,0.775,0.9624,0.9839,0.0357,0.0321,0.1857,0.0518,0.7404,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_routed_tri_68,spatial,560,0.9411,0.7875,0.9645,0.9893,0.0411,0.0321,0.1464,0.0446,0.7548,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,adversarial,560,0.9518,0.7804,0.9652,0.9946,0.0482,0.0589,0.1518,0.0429,0.7398,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,boundary,560,0.9357,0.7464,0.9602,0.9911,0.05,0.0518,0.1732,0.05,0.7047,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,coding,560,0.9393,0.7518,0.9563,0.9875,0.0482,0.0411,0.1804,0.0661,0.7114,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,epistemic,560,0.9089,0.7339,0.953,0.9875,0.0571,0.0321,0.1786,0.0571,0.6932,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,forensic,560,0.95,0.7625,0.9631,0.9875,0.0375,0.0357,0.1732,0.0536,0.7276,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,generalist,560,0.9375,0.7589,0.9636,0.9857,0.0464,0.0357,0.1714,0.0286,0.7227,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,math,560,0.9446,0.7357,0.9605,0.9946,0.0375,0.0518,0.1964,0.0696,0.6949,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,planning,560,0.9304,0.7696,0.9569,0.9893,0.0571,0.0321,0.1464,0.0607,0.7313,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,rhetoric,560,0.9339,0.7625,0.9599,0.9875,0.0482,0.0375,0.1714,0.0518,0.7242,none
35b_a3b_moe,degraded_instruct,damaged_q4,q3_stability_tri_72,spatial,560,0.9464,0.7661,0.9667,0.9911,0.0429,0.0411,0.1589,0.0321,0.7307,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,adversarial,560,0.9375,0.7804,0.9644,0.9946,0.0464,0.0411,0.1518,0.0464,0.7438,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,boundary,560,0.9464,0.7768,0.9645,0.9911,0.0339,0.0464,0.1554,0.0571,0.742,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,coding,560,0.9179,0.7554,0.956,0.9893,0.05,0.0429,0.1554,0.0696,0.7159,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,epistemic,560,0.9232,0.7536,0.957,0.9911,0.0482,0.0214,0.1821,0.0536,0.7176,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,forensic,560,0.9518,0.7714,0.9637,0.9804,0.0446,0.0429,0.1661,0.0339,0.7345,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,generalist,560,0.9161,0.7089,0.9549,0.9929,0.05,0.0607,0.2107,0.0536,0.6623,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,math,560,0.9571,0.7482,0.9664,0.9929,0.0375,0.0339,0.2143,0.0304,0.7115,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,planning,560,0.9357,0.7946,0.9641,0.9875,0.0518,0.0268,0.1375,0.0321,0.7611,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,rhetoric,560,0.9446,0.7393,0.9656,0.9946,0.0464,0.0393,0.2,0.025,0.7003,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,spatial,560,0.9268,0.7982,0.9634,0.9875,0.0536,0.0393,0.1143,0.0411,0.7631,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,adversarial,560,0.9268,0.775,0.9596,0.9911,0.05,0.0161,0.1589,0.0625,0.7409,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,boundary,560,0.9411,0.7714,0.9614,0.9929,0.0464,0.0393,0.1732,0.0518,0.7332,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,coding,560,0.9375,0.775,0.9612,0.9946,0.0446,0.0232,0.1625,0.0589,0.741,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,epistemic,560,0.9286,0.7536,0.9597,0.9911,0.05,0.0143,0.2036,0.0393,0.7175,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,forensic,560,0.9429,0.7571,0.9635,0.9964,0.0536,0.025,0.1804,0.0339,0.7199,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,generalist,560,0.9411,0.7571,0.9631,0.9893,0.0393,0.0411,0.1821,0.0411,0.7205,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,math,560,0.925,0.6946,0.9527,0.9911,0.0536,0.0268,0.2464,0.0589,0.6506,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,planning,560,0.9196,0.7643,0.9578,0.9893,0.0589,0.0179,0.1607,0.0429,0.728,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,rhetoric,560,0.9339,0.7375,0.9547,0.9839,0.0536,0.0304,0.1946,0.0571,0.6969,none
35b_a3b_moe,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,spatial,560,0.9107,0.7768,0.9544,0.9893,0.0786,0.0196,0.1339,0.0446,0.7363,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,adversarial,560,0.8982,0.5339,0.9252,0.9946,0.0607,0.2929,0.1714,0.0821,0.4393,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,boundary,560,0.9196,0.5411,0.9334,0.9946,0.0571,0.3036,0.1768,0.0375,0.4472,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,coding,560,0.9143,0.5875,0.936,0.9929,0.0518,0.2679,0.1554,0.0482,0.5036,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,epistemic,560,0.9143,0.5571,0.9335,0.9875,0.0464,0.275,0.2,0.0589,0.4693,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,forensic,560,0.9232,0.5429,0.932,0.9839,0.0518,0.2929,0.2125,0.0482,0.4493,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,generalist,560,0.9,0.5304,0.9255,0.9893,0.0643,0.3179,0.1821,0.0429,0.4308,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,math,560,0.9393,0.5464,0.9372,0.9857,0.0393,0.2768,0.2304,0.05,0.4584,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,planning,560,0.9339,0.6018,0.9403,0.9946,0.0429,0.2679,0.1625,0.0446,0.5201,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,rhetoric,560,0.9375,0.5679,0.9388,0.9893,0.0429,0.2696,0.2054,0.0482,0.4822,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_amplifier_low_echo,spatial,560,0.9393,0.5911,0.9436,0.9839,0.0321,0.2571,0.1661,0.0518,0.5141,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,adversarial,560,0.9357,0.8054,0.963,0.9857,0.0464,0.0607,0.0875,0.0661,0.769,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,boundary,560,0.9429,0.7857,0.9655,0.9946,0.0429,0.0411,0.1357,0.0518,0.7512,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,coding,560,0.9482,0.7732,0.9666,0.9857,0.0321,0.05,0.1411,0.0446,0.7401,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,epistemic,560,0.9536,0.7911,0.9711,0.9911,0.0321,0.0375,0.1482,0.0304,0.7606,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,forensic,560,0.9536,0.8286,0.9716,0.9893,0.0321,0.0482,0.1018,0.0411,0.7991,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,generalist,560,0.9464,0.7821,0.9685,0.9911,0.0321,0.05,0.1375,0.0411,0.7494,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,math,560,0.95,0.7768,0.9667,0.9857,0.0375,0.0339,0.1679,0.0375,0.7434,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,planning,560,0.9768,0.8554,0.9772,0.9893,0.0179,0.0429,0.0911,0.0375,0.8323,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,rhetoric,560,0.9482,0.7589,0.9657,0.9839,0.0268,0.0554,0.1625,0.0536,0.7241,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_routed_tri_68,spatial,560,0.9589,0.8214,0.9721,0.9893,0.0321,0.05,0.1054,0.0411,0.7913,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,adversarial,560,0.9518,0.8143,0.9699,0.9911,0.0268,0.0446,0.1143,0.0571,0.7853,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,boundary,560,0.9536,0.7821,0.967,0.9857,0.0339,0.0446,0.1339,0.0482,0.7499,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,coding,560,0.9518,0.7964,0.967,0.9929,0.0357,0.0357,0.1357,0.0518,0.7651,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,epistemic,560,0.9304,0.7786,0.9643,0.9911,0.0393,0.0304,0.1393,0.0464,0.7472,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,forensic,560,0.9536,0.8232,0.9701,0.9857,0.0429,0.0429,0.1089,0.0304,0.7916,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,generalist,560,0.9625,0.8179,0.9743,0.9911,0.0214,0.0429,0.1214,0.0357,0.7914,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,math,560,0.9607,0.8125,0.9684,0.9946,0.0161,0.0357,0.1411,0.0821,0.7851,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,planning,560,0.9518,0.8179,0.966,0.9821,0.0304,0.0536,0.1071,0.0571,0.7866,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,rhetoric,560,0.9643,0.8089,0.9739,0.9964,0.0232,0.0393,0.1393,0.0411,0.7809,none
35b_a3b_moe,degraded_instruct,healthy_q6,q3_stability_tri_72,spatial,560,0.9589,0.8286,0.9733,0.9893,0.0286,0.0464,0.1054,0.0357,0.8005,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,adversarial,560,0.9482,0.8089,0.9692,0.9893,0.0375,0.0411,0.1179,0.0446,0.7778,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,boundary,560,0.9393,0.7857,0.9603,0.9929,0.0357,0.0446,0.1429,0.0821,0.7505,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,coding,560,0.9554,0.8214,0.9722,0.9964,0.0268,0.0429,0.1036,0.0518,0.7939,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,epistemic,560,0.9393,0.7857,0.9649,0.9857,0.0339,0.0232,0.1607,0.0429,0.7559,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,forensic,560,0.9411,0.7946,0.9646,0.9946,0.05,0.0429,0.1304,0.0464,0.7583,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,generalist,560,0.9429,0.7946,0.9684,0.9946,0.0339,0.0339,0.1393,0.0411,0.7645,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,math,560,0.9607,0.7804,0.9686,0.9946,0.025,0.0429,0.1643,0.0589,0.7482,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,planning,560,0.9482,0.8054,0.9686,0.9929,0.0357,0.0375,0.1214,0.0446,0.7752,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,rhetoric,560,0.9464,0.7982,0.9663,0.9893,0.0375,0.05,0.1268,0.0554,0.7641,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,spatial,560,0.9375,0.8339,0.962,0.9786,0.0446,0.0304,0.0929,0.0589,0.8041,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,adversarial,560,0.9518,0.8304,0.9662,0.9857,0.0321,0.0339,0.1232,0.0661,0.8008,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,boundary,560,0.9286,0.7893,0.9603,0.9804,0.05,0.0286,0.1393,0.0518,0.7548,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,coding,560,0.9643,0.8214,0.9715,0.9857,0.025,0.0304,0.1411,0.0357,0.7948,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,epistemic,560,0.9339,0.7536,0.9603,0.9893,0.0429,0.0286,0.1821,0.0482,0.718,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,forensic,560,0.9571,0.8214,0.9701,0.9911,0.0321,0.0304,0.1196,0.0482,0.7937,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,generalist,560,0.9518,0.8036,0.9709,0.9839,0.0232,0.0268,0.1393,0.0357,0.7783,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,math,560,0.9661,0.7893,0.9692,0.9875,0.025,0.0268,0.1661,0.0464,0.7608,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,planning,560,0.9643,0.85,0.973,0.9911,0.0321,0.0268,0.0964,0.0375,0.8254,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,rhetoric,560,0.95,0.7821,0.9663,0.9875,0.0393,0.0411,0.1625,0.0375,0.7473,none
35b_a3b_moe,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,spatial,560,0.9732,0.8571,0.9732,0.9821,0.0232,0.0268,0.1018,0.0429,0.8345,none
35b_a3b_moe,degraded_instruct,healthy_q8,q2_amplifier_low_echo,adversarial,560,0.9232,0.5482,0.9334,0.9929,0.0518,0.2929,0.1821,0.0482,0.4571,none
35b_a3b_moe,degraded_instruct,healthy_q8,q2_amplifier_low_echo,boundary,560,0.9232,0.5304,0.9329,0.9964,0.0536,0.3357,0.1536,0.0429,0.4327,none
35b_a3b_moe,degraded_instruct,healthy_q8,q2_amplifier_low_echo,coding,560,0.9196,0.575,0.9346,0.9911,0.0464,0.2821,0.15,0.0607,0.4896,none
