model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,instruct,damaged_q3,q2_amplifier_low_echo,extreme,1400,0.8629,0.3679,0.8925,0.9836,0.0979,0.3414,0.4236,0.0564,0.2335,none
27b,instruct,damaged_q3,q2_amplifier_low_echo,high,1400,0.875,0.465,0.9139,0.9921,0.0921,0.2886,0.3093,0.0571,0.352,none
27b,instruct,damaged_q3,q2_amplifier_low_echo,low,1400,0.91,0.6093,0.9434,0.9914,0.0514,0.1986,0.1779,0.0379,0.538,none
27b,instruct,damaged_q3,q2_amplifier_low_echo,medium,1400,0.8893,0.555,0.9256,0.9921,0.0871,0.2321,0.2214,0.0557,0.4619,none
27b,instruct,damaged_q3,q3_routed_tri_68,extreme,1400,0.8929,0.5879,0.93,0.9879,0.0957,0.0571,0.3514,0.0707,0.5161,none
27b,instruct,damaged_q3,q3_routed_tri_68,high,1400,0.9143,0.6964,0.9493,0.995,0.0679,0.0343,0.2429,0.06,0.6468,none
27b,instruct,damaged_q3,q3_routed_tri_68,low,1400,0.9236,0.7921,0.9661,0.9914,0.0336,0.0171,0.1336,0.0443,0.7657,none
27b,instruct,damaged_q3,q3_routed_tri_68,medium,1400,0.925,0.7507,0.9542,0.99,0.0664,0.0214,0.1921,0.0464,0.7088,none
27b,instruct,damaged_q3,q3_stability_tri_72,extreme,1400,0.8971,0.5836,0.9304,0.9857,0.0929,0.045,0.365,0.0671,0.5142,none
27b,instruct,damaged_q3,q3_stability_tri_72,high,1400,0.9114,0.7079,0.9466,0.99,0.0786,0.0207,0.2264,0.0571,0.6592,none
27b,instruct,damaged_q3,q3_stability_tri_72,low,1400,0.9243,0.7993,0.9656,0.9929,0.0421,0.0136,0.1307,0.0379,0.7716,none
27b,instruct,damaged_q3,q3_stability_tri_72,medium,1400,0.9143,0.7407,0.9517,0.9886,0.0664,0.0307,0.1807,0.06,0.6972,none
27b,instruct,damaged_q3,q4_boundary_pair_72_28,extreme,1400,0.8629,0.5736,0.9169,0.9521,0.1036,0.05,0.35,0.0871,0.5001,none
27b,instruct,damaged_q3,q4_boundary_pair_72_28,high,1400,0.8779,0.6543,0.9321,0.9736,0.1021,0.0286,0.2607,0.0629,0.5939,none
27b,instruct,damaged_q3,q4_boundary_pair_72_28,low,1400,0.9179,0.79,0.9639,0.9929,0.0486,0.01,0.1343,0.0364,0.7609,none
27b,instruct,damaged_q3,q4_boundary_pair_72_28,medium,1400,0.9,0.755,0.9505,0.9786,0.0721,0.0236,0.16,0.0536,0.7132,none
27b,instruct,damaged_q3,q4_generalist_pair_72_28,extreme,1400,0.8879,0.5821,0.9277,0.9821,0.0936,0.0436,0.3764,0.0707,0.5117,none
27b,instruct,damaged_q3,q4_generalist_pair_72_28,high,1400,0.8907,0.6579,0.9376,0.9893,0.0929,0.0171,0.275,0.0629,0.6014,none
27b,instruct,damaged_q3,q4_generalist_pair_72_28,low,1400,0.9121,0.7814,0.961,0.9879,0.0543,0.0064,0.1436,0.035,0.7506,none
27b,instruct,damaged_q3,q4_generalist_pair_72_28,medium,1400,0.9193,0.7464,0.9532,0.9843,0.0593,0.015,0.1864,0.0571,0.7079,none
27b,instruct,damaged_q4,q2_amplifier_low_echo,extreme,1400,0.8821,0.3993,0.9017,0.9914,0.0914,0.3457,0.3364,0.0607,0.2728,none
27b,instruct,damaged_q4,q2_amplifier_low_echo,high,1400,0.8979,0.5093,0.9226,0.985,0.0743,0.295,0.2464,0.0536,0.4056,none
27b,instruct,damaged_q4,q2_amplifier_low_echo,low,1400,0.9093,0.61,0.944,0.9921,0.0529,0.2193,0.1393,0.0393,0.5372,none
27b,instruct,damaged_q4,q2_amplifier_low_echo,medium,1400,0.9243,0.5907,0.9374,0.9893,0.055,0.2521,0.1764,0.0514,0.5071,none
27b,instruct,damaged_q4,q3_routed_tri_68,extreme,1400,0.9286,0.6529,0.944,0.9893,0.065,0.0643,0.2864,0.0714,0.594,none
27b,instruct,damaged_q4,q3_routed_tri_68,high,1400,0.9343,0.7436,0.9564,0.9864,0.0514,0.0343,0.1971,0.0564,0.7027,none
27b,instruct,damaged_q4,q3_routed_tri_68,low,1400,0.9364,0.8236,0.9701,0.9864,0.0329,0.0136,0.1143,0.0321,0.8003,none
27b,instruct,damaged_q4,q3_routed_tri_68,medium,1400,0.9543,0.8093,0.9695,0.9943,0.0329,0.0221,0.145,0.0421,0.7813,none
27b,instruct,damaged_q4,q3_stability_tri_72,extreme,1400,0.9229,0.6593,0.9466,0.9886,0.07,0.0557,0.2707,0.055,0.6027,none
27b,instruct,damaged_q4,q3_stability_tri_72,high,1400,0.9314,0.7379,0.9542,0.9864,0.0621,0.0307,0.1993,0.05,0.6946,none
27b,instruct,damaged_q4,q3_stability_tri_72,low,1400,0.9393,0.83,0.971,0.9907,0.0286,0.0143,0.11,0.0357,0.808,none
27b,instruct,damaged_q4,q3_stability_tri_72,medium,1400,0.9364,0.7964,0.9628,0.9864,0.045,0.0236,0.14,0.05,0.7645,none
27b,instruct,damaged_q4,q4_boundary_pair_72_28,extreme,1400,0.9071,0.6443,0.9413,0.9936,0.0879,0.045,0.2871,0.0529,0.5833,none
27b,instruct,damaged_q4,q4_boundary_pair_72_28,high,1400,0.935,0.7414,0.9552,0.9914,0.0557,0.0221,0.205,0.0586,0.701,none
27b,instruct,damaged_q4,q4_boundary_pair_72_28,low,1400,0.925,0.8193,0.9676,0.99,0.0414,0.0129,0.1036,0.035,0.7942,none
27b,instruct,damaged_q4,q4_boundary_pair_72_28,medium,1400,0.9293,0.7771,0.9597,0.9886,0.0571,0.0271,0.1529,0.0457,0.7401,none
27b,instruct,damaged_q4,q4_generalist_pair_72_28,extreme,1400,0.9171,0.6764,0.9446,0.9921,0.0707,0.0429,0.2693,0.0693,0.6216,none
27b,instruct,damaged_q4,q4_generalist_pair_72_28,high,1400,0.9314,0.7414,0.9551,0.9907,0.0614,0.0164,0.2079,0.0486,0.7007,none
27b,instruct,damaged_q4,q4_generalist_pair_72_28,low,1400,0.9221,0.8121,0.9663,0.9936,0.0421,0.0043,0.1193,0.0386,0.7872,none
27b,instruct,damaged_q4,q4_generalist_pair_72_28,medium,1400,0.9386,0.8,0.963,0.9864,0.0421,0.0164,0.1471,0.0507,0.7698,none
27b,instruct,healthy_q6,q2_amplifier_low_echo,extreme,1400,0.9107,0.4321,0.9107,0.9857,0.0643,0.3464,0.3229,0.0529,0.3151,none
27b,instruct,healthy_q6,q2_amplifier_low_echo,high,1400,0.9057,0.5364,0.9295,0.9879,0.0714,0.2507,0.2393,0.0464,0.4434,none
27b,instruct,healthy_q6,q2_amplifier_low_echo,low,1400,0.9129,0.6357,0.9463,0.9879,0.0479,0.2214,0.1171,0.0371,0.5658,none
27b,instruct,healthy_q6,q2_amplifier_low_echo,medium,1400,0.9314,0.6093,0.9432,0.9929,0.045,0.2557,0.1521,0.0493,0.53,none
27b,instruct,healthy_q6,q3_routed_tri_68,extreme,1400,0.9486,0.6879,0.955,0.9907,0.0436,0.0657,0.25,0.0629,0.6385,none
27b,instruct,healthy_q6,q3_routed_tri_68,high,1400,0.9557,0.7757,0.9639,0.9907,0.0364,0.0371,0.1693,0.0564,0.741,none
27b,instruct,healthy_q6,q3_routed_tri_68,low,1400,0.9371,0.8436,0.974,0.9921,0.0243,0.0164,0.0879,0.0393,0.824,none
27b,instruct,healthy_q6,q3_routed_tri_68,medium,1400,0.9579,0.8271,0.9702,0.9886,0.0321,0.0336,0.1129,0.0464,0.7994,none
27b,instruct,healthy_q6,q3_stability_tri_72,extreme,1400,0.9507,0.7279,0.9592,0.9921,0.0407,0.0614,0.2107,0.0614,0.6834,none
27b,instruct,healthy_q6,q3_stability_tri_72,high,1400,0.9471,0.7964,0.9631,0.985,0.045,0.0264,0.1529,0.0471,0.7631,none
27b,instruct,healthy_q6,q3_stability_tri_72,low,1400,0.95,0.8421,0.9757,0.9871,0.02,0.0221,0.0979,0.03,0.8224,none
27b,instruct,healthy_q6,q3_stability_tri_72,medium,1400,0.9586,0.8364,0.9702,0.99,0.0293,0.0279,0.1136,0.0514,0.8104,none
27b,instruct,healthy_q6,q4_boundary_pair_72_28,extreme,1400,0.9393,0.7079,0.9533,0.9879,0.055,0.0543,0.215,0.065,0.6601,none
27b,instruct,healthy_q6,q4_boundary_pair_72_28,high,1400,0.9529,0.7857,0.9621,0.9879,0.04,0.0257,0.1636,0.0593,0.7525,none
27b,instruct,healthy_q6,q4_boundary_pair_72_28,low,1400,0.9414,0.8536,0.9736,0.985,0.0243,0.0129,0.085,0.0343,0.8352,none
27b,instruct,healthy_q6,q4_boundary_pair_72_28,medium,1400,0.9593,0.835,0.9704,0.9893,0.0279,0.02,0.1179,0.0493,0.8107,none
27b,instruct,healthy_q6,q4_generalist_pair_72_28,extreme,1400,0.935,0.71,0.9495,0.9871,0.06,0.0321,0.23,0.0736,0.6635,none
27b,instruct,healthy_q6,q4_generalist_pair_72_28,high,1400,0.9436,0.7943,0.9623,0.9886,0.0514,0.0143,0.1571,0.0429,0.7613,none
27b,instruct,healthy_q6,q4_generalist_pair_72_28,low,1400,0.9336,0.8579,0.9731,0.99,0.0307,0.0,0.0829,0.0343,0.8403,none
27b,instruct,healthy_q6,q4_generalist_pair_72_28,medium,1400,0.9607,0.8486,0.9716,0.9907,0.0264,0.0114,0.1157,0.0486,0.8267,none
27b,instruct,healthy_q8,q2_amplifier_low_echo,extreme,1400,0.9064,0.4364,0.9104,0.9936,0.0679,0.3636,0.2786,0.065,0.3178,none
27b,instruct,healthy_q8,q2_amplifier_low_echo,high,1400,0.9236,0.5714,0.9361,0.9886,0.0486,0.2914,0.1664,0.0593,0.4823,none
27b,instruct,healthy_q8,q2_amplifier_low_echo,low,1400,0.9164,0.6414,0.9494,0.99,0.0386,0.2021,0.1279,0.0414,0.5771,none
27b,instruct,healthy_q8,q2_amplifier_low_echo,medium,1400,0.9286,0.605,0.9422,0.9893,0.0493,0.2521,0.1614,0.0421,0.5248,none
27b,instruct,healthy_q8,q3_routed_tri_68,extreme,1400,0.9643,0.7443,0.9637,0.9843,0.0286,0.0671,0.1871,0.0557,0.7045,none
27b,instruct,healthy_q8,q3_routed_tri_68,high,1400,0.9557,0.8064,0.966,0.9936,0.0364,0.0286,0.1464,0.0571,0.7752,none
27b,instruct,healthy_q8,q3_routed_tri_68,low,1400,0.9457,0.8543,0.9775,0.9943,0.02,0.0221,0.0757,0.0357,0.836,none
27b,instruct,healthy_q8,q3_routed_tri_68,medium,1400,0.9686,0.8364,0.974,0.99,0.0214,0.0357,0.1121,0.045,0.8116,none
27b,instruct,healthy_q8,q3_stability_tri_72,extreme,1400,0.9507,0.7486,0.9608,0.9893,0.0421,0.0557,0.1779,0.0607,0.7075,none
27b,instruct,healthy_q8,q3_stability_tri_72,high,1400,0.9593,0.8143,0.9673,0.9879,0.0329,0.0286,0.14,0.0521,0.7849,none
27b,instruct,healthy_q8,q3_stability_tri_72,low,1400,0.96,0.8829,0.9815,0.9907,0.0171,0.0171,0.07,0.0221,0.8676,none
27b,instruct,healthy_q8,q3_stability_tri_72,medium,1400,0.9493,0.8457,0.9689,0.9864,0.0386,0.0314,0.0857,0.0479,0.8186,none
27b,instruct,healthy_q8,q4_boundary_pair_72_28,extreme,1400,0.9571,0.7593,0.9631,0.9921,0.0336,0.0507,0.1886,0.0614,0.7209,none
27b,instruct,healthy_q8,q4_boundary_pair_72_28,high,1400,0.9564,0.8071,0.9657,0.9921,0.0364,0.0243,0.1471,0.0571,0.7767,none
27b,instruct,healthy_q8,q4_boundary_pair_72_28,low,1400,0.9457,0.8629,0.9768,0.9943,0.0186,0.0121,0.0836,0.0364,0.8464,none
27b,instruct,healthy_q8,q4_boundary_pair_72_28,medium,1400,0.9479,0.85,0.9701,0.9929,0.0343,0.0214,0.0907,0.0536,0.8255,none
27b,instruct,healthy_q8,q4_generalist_pair_72_28,extreme,1400,0.96,0.7714,0.9636,0.9893,0.0379,0.0371,0.1793,0.0536,0.7356,none
27b,instruct,healthy_q8,q4_generalist_pair_72_28,high,1400,0.9557,0.8064,0.9665,0.99,0.035,0.0186,0.1493,0.0521,0.7777,none
27b,instruct,healthy_q8,q4_generalist_pair_72_28,low,1400,0.9379,0.86,0.9728,0.9857,0.0243,0.0057,0.0807,0.0386,0.8432,none
27b,instruct,healthy_q8,q4_generalist_pair_72_28,medium,1400,0.9643,0.8621,0.9761,0.9929,0.0214,0.0164,0.0936,0.0436,0.8428,none
27b,instruct,q8_k_m,q2_amplifier_low_echo,extreme,1400,0.9107,0.4893,0.9181,0.9936,0.0607,0.3221,0.2457,0.0721,0.3834,none
27b,instruct,q8_k_m,q2_amplifier_low_echo,high,1400,0.9329,0.5707,0.9394,0.9914,0.0493,0.2693,0.1836,0.0464,0.4851,none
27b,instruct,q8_k_m,q2_amplifier_low_echo,low,1400,0.9271,0.6364,0.953,0.995,0.035,0.2007,0.1221,0.0371,0.5742,none
27b,instruct,q8_k_m,q2_amplifier_low_echo,medium,1400,0.9493,0.6186,0.9499,0.9921,0.0293,0.2636,0.1336,0.0429,0.5442,none
27b,instruct,q8_k_m,q3_routed_tri_68,extreme,1400,0.9621,0.7757,0.9654,0.9914,0.0329,0.0514,0.1621,0.0607,0.7396,none
27b,instruct,q8_k_m,q3_routed_tri_68,high,1400,0.97,0.8314,0.9721,0.9907,0.0221,0.0279,0.1279,0.0521,0.8064,none
27b,instruct,q8_k_m,q3_routed_tri_68,low,1400,0.95,0.8614,0.9787,0.9921,0.0171,0.02,0.0743,0.0329,0.8447,none
27b,instruct,q8_k_m,q3_routed_tri_68,medium,1400,0.9643,0.8679,0.975,0.9886,0.0221,0.0236,0.0814,0.0471,0.8476,none
27b,instruct,q8_k_m,q3_stability_tri_72,extreme,1400,0.9657,0.7843,0.9657,0.9864,0.0279,0.0586,0.1543,0.0643,0.7487,none
27b,instruct,q8_k_m,q3_stability_tri_72,high,1400,0.9621,0.8207,0.9677,0.985,0.0314,0.0286,0.1329,0.0521,0.7923,none
27b,instruct,q8_k_m,q3_stability_tri_72,low,1400,0.9493,0.865,0.9779,0.9886,0.0186,0.0164,0.0764,0.0321,0.8484,none
27b,instruct,q8_k_m,q3_stability_tri_72,medium,1400,0.9729,0.8814,0.9777,0.9907,0.0164,0.0271,0.0707,0.05,0.8629,none
27b,instruct,q8_k_m,q4_boundary_pair_72_28,extreme,1400,0.9586,0.7493,0.9616,0.9843,0.0371,0.0543,0.18,0.0564,0.7101,none
27b,instruct,q8_k_m,q4_boundary_pair_72_28,high,1400,0.9614,0.8357,0.9713,0.99,0.0286,0.0279,0.12,0.0479,0.8096,none
27b,instruct,q8_k_m,q4_boundary_pair_72_28,low,1400,0.9457,0.855,0.9763,0.9893,0.015,0.0114,0.0871,0.0379,0.8394,none
27b,instruct,q8_k_m,q4_boundary_pair_72_28,medium,1400,0.9657,0.8529,0.9735,0.9886,0.0193,0.0171,0.1057,0.0507,0.8327,none
27b,instruct,q8_k_m,q4_generalist_pair_72_28,extreme,1400,0.9579,0.77,0.9642,0.9914,0.0386,0.0357,0.1793,0.0514,0.7344,none
27b,instruct,q8_k_m,q4_generalist_pair_72_28,high,1400,0.9629,0.835,0.9697,0.9914,0.0286,0.0157,0.1293,0.055,0.8102,none
27b,instruct,q8_k_m,q4_generalist_pair_72_28,low,1400,0.95,0.8736,0.9783,0.99,0.0129,0.005,0.0779,0.0364,0.8607,none
27b,instruct,q8_k_m,q4_generalist_pair_72_28,medium,1400,0.9571,0.8571,0.9732,0.9929,0.0264,0.0136,0.095,0.0486,0.8365,none
2b_reference,base,base_f16,q2_amplifier_low_echo,extreme,1400,0.9114,0.45,0.9131,0.9929,0.0593,0.3907,0.2364,0.0657,0.3319,none
2b_reference,base,base_f16,q2_amplifier_low_echo,high,1400,0.9279,0.5486,0.935,0.9857,0.0486,0.3071,0.1764,0.0514,0.4559,none
2b_reference,base,base_f16,q2_amplifier_low_echo,low,1400,0.9429,0.6543,0.9563,0.9879,0.0264,0.2093,0.1214,0.0271,0.5934,none
2b_reference,base,base_f16,q2_amplifier_low_echo,medium,1400,0.9321,0.6179,0.9445,0.99,0.0436,0.2457,0.1379,0.0493,0.5422,none
2b_reference,base,base_f16,q3_routed_tri_68,extreme,1400,0.9614,0.7636,0.9629,0.9893,0.0343,0.0636,0.1693,0.0643,0.7238,none
2b_reference,base,base_f16,q3_routed_tri_68,high,1400,0.9671,0.8114,0.9725,0.9893,0.0236,0.0407,0.1314,0.0443,0.7835,none
2b_reference,base,base_f16,q3_routed_tri_68,low,1400,0.9457,0.8629,0.9767,0.9864,0.0164,0.0193,0.07,0.0371,0.8466,none
2b_reference,base,base_f16,q3_routed_tri_68,medium,1400,0.9757,0.8579,0.9766,0.99,0.015,0.0407,0.0857,0.0514,0.8358,none
2b_reference,base,base_f16,q3_stability_tri_72,extreme,1400,0.9686,0.7721,0.9651,0.9857,0.0229,0.0571,0.1707,0.0679,0.7368,none
2b_reference,base,base_f16,q3_stability_tri_72,high,1400,0.97,0.8186,0.9706,0.9893,0.0243,0.0271,0.14,0.0507,0.7921,none
2b_reference,base,base_f16,q3_stability_tri_72,low,1400,0.955,0.8557,0.9784,0.9879,0.0114,0.0236,0.0843,0.0336,0.8392,none
2b_reference,base,base_f16,q3_stability_tri_72,medium,1400,0.9686,0.8571,0.9753,0.9871,0.0193,0.0314,0.0964,0.0436,0.8352,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,extreme,1400,0.9686,0.7836,0.9666,0.9871,0.0271,0.0486,0.1579,0.06,0.7501,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,high,1400,0.9807,0.8364,0.9733,0.99,0.0164,0.0371,0.1257,0.055,0.8113,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,low,1400,0.9479,0.8693,0.9783,0.9907,0.015,0.0193,0.0664,0.0379,0.8537,none
2b_reference,base,base_f16,q4_boundary_pair_72_28,medium,1400,0.9579,0.8729,0.9732,0.9893,0.0293,0.02,0.0807,0.0471,0.8513,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,extreme,1400,0.9557,0.7664,0.9635,0.9914,0.0371,0.0464,0.1721,0.0593,0.7293,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,high,1400,0.9621,0.8229,0.9692,0.9936,0.0257,0.0171,0.1429,0.0593,0.7973,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,low,1400,0.9479,0.8686,0.9771,0.9893,0.0129,0.0093,0.075,0.0407,0.8548,none
2b_reference,base,base_f16,q4_generalist_pair_72_28,medium,1400,0.9671,0.8643,0.9741,0.9943,0.0186,0.0164,0.0986,0.0579,0.8447,none
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,extreme,1400,0.2971,0.1071,0.5491,0.6971,0.3593,0.3421,0.87,1.13,-0.1952,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,high,1400,0.365,0.1843,0.6128,0.7643,0.2807,0.2964,0.5507,0.9693,-0.0517,cascade
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,low,1400,0.64,0.3643,0.8093,0.8621,0.1421,0.2179,0.3157,0.2786,0.2389,none
2b_reference,base,collapsed_q2_edge,q2_amplifier_low_echo,medium,1400,0.5264,0.2857,0.7273,0.7957,0.2,0.2629,0.4043,0.5657,0.1125,none
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,extreme,1400,0.0457,0.0221,0.2439,0.545,0.5693,0.0614,0.8743,2.935,-0.3776,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,high,1400,0.11,0.075,0.337,0.6186,0.4457,0.0357,0.5793,2.3214,-0.2283,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,low,1400,0.2586,0.1857,0.575,0.7421,0.2157,0.0193,0.28,1.0557,0.042,cascade
2b_reference,base,collapsed_q2_edge,q3_routed_tri_68,medium,1400,0.2057,0.1557,0.4631,0.6993,0.3236,0.0379,0.4107,1.7314,-0.0684,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,extreme,1400,0.075,0.0307,0.2735,0.5664,0.555,0.0664,0.8593,2.7464,-0.3551,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,high,1400,0.1243,0.0907,0.3442,0.6136,0.4514,0.0357,0.5907,2.2407,-0.2112,cascade
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,low,1400,0.2807,0.2107,0.6097,0.7679,0.1986,0.0229,0.2914,0.9629,0.0751,none
2b_reference,base,collapsed_q2_edge,q3_stability_tri_72,medium,1400,0.2079,0.1621,0.4839,0.7043,0.3179,0.0293,0.3936,1.6479,-0.053,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,extreme,1400,0.0264,0.0129,0.1308,0.4379,0.725,0.0564,0.8814,3.7079,-0.4718,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,high,1400,0.0407,0.0293,0.2071,0.5264,0.5771,0.0307,0.5779,2.9914,-0.3458,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,low,1400,0.1521,0.1114,0.4553,0.6671,0.2557,0.0143,0.2914,1.4336,-0.0631,cascade
2b_reference,base,collapsed_q2_edge,q4_boundary_pair_72_28,medium,1400,0.1107,0.0929,0.3202,0.5886,0.4129,0.0243,0.4157,2.3464,-0.1864,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,extreme,1400,0.0079,0.0021,0.1094,0.4657,0.7429,0.0529,0.9543,3.9236,-0.5038,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,high,1400,0.0293,0.02,0.1748,0.5057,0.5943,0.0229,0.6471,3.15,-0.3721,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,low,1400,0.125,0.09,0.4267,0.6636,0.2729,0.0057,0.315,1.5207,-0.0942,cascade
2b_reference,base,collapsed_q2_edge,q4_generalist_pair_72_28,medium,1400,0.0836,0.0714,0.2912,0.5943,0.4321,0.0157,0.45,2.4636,-0.2205,cascade
2b_reference,base,damaged_q2,q2_amplifier_low_echo,extreme,1400,0.6043,0.2014,0.7606,0.8207,0.1971,0.3793,0.71,0.3107,-0.0059,distractor_capture
2b_reference,base,damaged_q2,q2_amplifier_low_echo,high,1400,0.6793,0.3264,0.8051,0.84,0.1643,0.2886,0.4843,0.2614,0.1676,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,low,1400,0.8307,0.4986,0.9015,0.9264,0.1,0.2114,0.2729,0.0564,0.4016,none
2b_reference,base,damaged_q2,q2_amplifier_low_echo,medium,1400,0.7593,0.3971,0.8569,0.8843,0.1429,0.2407,0.3679,0.1364,0.2699,none
2b_reference,base,damaged_q2,q3_routed_tri_68,extreme,1400,0.3014,0.14,0.5395,0.7457,0.3336,0.0729,0.7243,1.5593,-0.1105,cascade
2b_reference,base,damaged_q2,q3_routed_tri_68,high,1400,0.3686,0.2629,0.6017,0.7893,0.2636,0.0393,0.4564,1.2479,0.077,cascade
2b_reference,base,damaged_q2,q3_routed_tri_68,low,1400,0.5729,0.44,0.8052,0.8829,0.1279,0.0243,0.2529,0.4086,0.3561,none
2b_reference,base,damaged_q2,q3_routed_tri_68,medium,1400,0.4986,0.3664,0.7036,0.835,0.1914,0.0357,0.3686,0.85,0.2299,none
2b_reference,base,damaged_q2,q3_stability_tri_72,extreme,1400,0.2979,0.1536,0.5478,0.7336,0.3443,0.0629,0.6893,1.4879,-0.0918,cascade
2b_reference,base,damaged_q2,q3_stability_tri_72,high,1400,0.3914,0.26,0.6179,0.7807,0.2514,0.035,0.5221,1.1529,0.0782,none
2b_reference,base,damaged_q2,q3_stability_tri_72,low,1400,0.6179,0.4814,0.8152,0.8693,0.1207,0.0207,0.2464,0.3721,0.4027,none
2b_reference,base,damaged_q2,q3_stability_tri_72,medium,1400,0.5371,0.4043,0.73,0.8207,0.1857,0.0271,0.3414,0.7229,0.2797,none
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,extreme,1400,0.1214,0.065,0.3627,0.6093,0.4443,0.0471,0.7271,2.3657,-0.2542,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,high,1400,0.2064,0.1429,0.4452,0.6871,0.3429,0.0221,0.475,1.9107,-0.098,cascade
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,low,1400,0.3786,0.2936,0.672,0.7964,0.1514,0.0179,0.2471,0.8043,0.1846,none
2b_reference,base,damaged_q2,q4_boundary_pair_72_28,medium,1400,0.3107,0.2414,0.5527,0.745,0.2636,0.0257,0.3471,1.4257,0.0582,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,extreme,1400,0.0943,0.0536,0.3431,0.6407,0.4414,0.0314,0.8007,2.5464,-0.2765,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,high,1400,0.17,0.1236,0.4256,0.6921,0.3279,0.0221,0.5343,2.0464,-0.1243,cascade
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,low,1400,0.3371,0.2443,0.6546,0.8221,0.17,0.0079,0.2964,0.8686,0.1246,none
2b_reference,base,damaged_q2,q4_generalist_pair_72_28,medium,1400,0.2579,0.21,0.5309,0.7429,0.2436,0.02,0.385,1.545,0.0249,cascade
2b_reference,base,damaged_q3,q2_amplifier_low_echo,extreme,1400,0.8157,0.3193,0.8673,0.965,0.1393,0.3557,0.5,0.065,0.1631,distractor_capture
2b_reference,base,damaged_q3,q2_amplifier_low_echo,high,1400,0.8507,0.4057,0.901,0.9929,0.1243,0.3093,0.3486,0.0507,0.2762,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,low,1400,0.8921,0.5836,0.937,0.9943,0.0714,0.1943,0.1929,0.0371,0.506,none
2b_reference,base,damaged_q3,q2_amplifier_low_echo,medium,1400,0.8693,0.4943,0.9153,0.99,0.1043,0.27,0.255,0.0521,0.386,none
2b_reference,base,damaged_q3,q3_routed_tri_68,extreme,1400,0.8079,0.47,0.8882,0.9386,0.1393,0.0693,0.4679,0.1271,0.3706,none
2b_reference,base,damaged_q3,q3_routed_tri_68,high,1400,0.845,0.5757,0.9141,0.9629,0.1229,0.0357,0.3371,0.0821,0.5006,none
2b_reference,base,damaged_q3,q3_routed_tri_68,low,1400,0.9057,0.7493,0.9585,0.9914,0.0607,0.0214,0.1629,0.0329,0.7121,none
2b_reference,base,damaged_q3,q3_routed_tri_68,medium,1400,0.8786,0.6879,0.9365,0.9764,0.1007,0.0307,0.21,0.06,0.6317,none
2b_reference,base,damaged_q3,q3_stability_tri_72,extreme,1400,0.775,0.4479,0.8747,0.9264,0.1693,0.0564,0.4886,0.1279,0.3403,none
2b_reference,base,damaged_q3,q3_stability_tri_72,high,1400,0.8429,0.5864,0.9149,0.9579,0.1271,0.0429,0.3271,0.07,0.51,none
2b_reference,base,damaged_q3,q3_stability_tri_72,low,1400,0.9043,0.7393,0.956,0.99,0.0621,0.0179,0.1721,0.0371,0.7014,none
2b_reference,base,damaged_q3,q3_stability_tri_72,medium,1400,0.87,0.6557,0.9375,0.9807,0.105,0.0386,0.2307,0.0457,0.5958,none
2b_reference,base,damaged_q3,q4_boundary_pair_72_28,extreme,1400,0.6521,0.3721,0.7874,0.8436,0.1836,0.0721,0.4914,0.5186,0.2374,none
2b_reference,base,damaged_q3,q4_boundary_pair_72_28,high,1400,0.6743,0.5093,0.8024,0.8857,0.1579,0.0214,0.3043,0.52,0.4073,none
2b_reference,base,damaged_q3,q4_boundary_pair_72_28,low,1400,0.8193,0.6821,0.9126,0.9136,0.0721,0.0207,0.1671,0.1257,0.6367,none
