model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
35b_a3b_moe,instruct,damaged_q2,q3_stability_tri_72,high,1400,0.745,0.5457,0.8453,0.8936,0.1064,0.0243,0.3421,0.3743,0.4628,none
35b_a3b_moe,instruct,damaged_q2,q3_stability_tri_72,low,1400,0.855,0.7029,0.9313,0.9464,0.0571,0.0093,0.19,0.0943,0.6639,none
35b_a3b_moe,instruct,damaged_q2,q3_stability_tri_72,medium,1400,0.8121,0.6243,0.8999,0.9386,0.0943,0.0321,0.2486,0.1929,0.56,none
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,extreme,1400,0.4929,0.3071,0.673,0.805,0.19,0.0514,0.4936,1.145,0.1431,none
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,high,1400,0.5193,0.39,0.6941,0.8264,0.1471,0.0279,0.3464,1.0229,0.2614,none
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,low,1400,0.6007,0.4893,0.8111,0.8679,0.0736,0.0136,0.19,0.4429,0.4272,none
35b_a3b_moe,instruct,damaged_q2,q4_boundary_pair_72_28,medium,1400,0.5943,0.4693,0.7654,0.8429,0.1186,0.0221,0.265,0.6964,0.3733,none
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,extreme,1400,0.4243,0.26,0.6366,0.795,0.1864,0.0486,0.535,1.3479,0.0842,none
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,high,1400,0.4864,0.3721,0.6835,0.835,0.1571,0.0171,0.3814,1.0686,0.2376,none
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,low,1400,0.5914,0.4879,0.8179,0.9007,0.0721,0.0043,0.1879,0.4557,0.4275,none
35b_a3b_moe,instruct,damaged_q2,q4_generalist_pair_72_28,medium,1400,0.5693,0.47,0.7537,0.8707,0.1186,0.0129,0.2543,0.7843,0.3723,none
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,extreme,1400,0.8936,0.3843,0.902,0.9914,0.0821,0.3357,0.3979,0.0529,0.258,none
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,high,1400,0.8957,0.5021,0.9216,0.9929,0.0814,0.2743,0.2729,0.055,0.3983,none
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,low,1400,0.9043,0.6043,0.9407,0.9843,0.0586,0.2021,0.1707,0.0343,0.5309,none
35b_a3b_moe,instruct,damaged_q3,q2_amplifier_low_echo,medium,1400,0.9136,0.5543,0.9355,0.9943,0.0614,0.2529,0.2007,0.0471,0.4669,none
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,extreme,1400,0.9029,0.5936,0.9351,0.9857,0.09,0.0621,0.34,0.0521,0.5243,none
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,high,1400,0.9264,0.6971,0.9507,0.9929,0.0643,0.04,0.2393,0.0571,0.6479,none
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,low,1400,0.9314,0.7829,0.9682,0.9943,0.0414,0.0229,0.1443,0.0271,0.753,none
35b_a3b_moe,instruct,damaged_q3,q3_routed_tri_68,medium,1400,0.9207,0.7436,0.9567,0.9871,0.0607,0.0364,0.1764,0.045,0.7017,none
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,extreme,1400,0.9157,0.6143,0.9394,0.9914,0.0779,0.0586,0.3286,0.0607,0.5499,none
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,high,1400,0.9293,0.6964,0.9546,0.9893,0.0607,0.0314,0.2464,0.0357,0.6504,none
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,low,1400,0.9279,0.8021,0.968,0.9879,0.035,0.0171,0.13,0.0336,0.7761,none
35b_a3b_moe,instruct,damaged_q3,q3_stability_tri_72,medium,1400,0.9329,0.76,0.9586,0.99,0.0471,0.0271,0.1757,0.0586,0.7234,none
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,extreme,1400,0.865,0.5921,0.9182,0.9479,0.095,0.0586,0.3114,0.1079,0.5216,none
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,high,1400,0.8814,0.6843,0.9323,0.9614,0.0907,0.03,0.2236,0.0807,0.6291,none
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,low,1400,0.9293,0.8043,0.9654,0.985,0.0407,0.0136,0.1279,0.0343,0.7774,none
35b_a3b_moe,instruct,damaged_q3,q4_boundary_pair_72_28,medium,1400,0.9007,0.75,0.9466,0.9779,0.0729,0.0229,0.1671,0.0686,0.7068,none
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,extreme,1400,0.8936,0.6007,0.9297,0.9814,0.0879,0.0386,0.3457,0.0843,0.5348,none
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,high,1400,0.8971,0.6807,0.9405,0.9836,0.0814,0.0121,0.2579,0.0657,0.6299,none
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,low,1400,0.9336,0.8064,0.9682,0.9886,0.0314,0.0064,0.1307,0.0371,0.7834,none
35b_a3b_moe,instruct,damaged_q3,q4_generalist_pair_72_28,medium,1400,0.9136,0.73,0.954,0.9893,0.0657,0.0171,0.1907,0.0464,0.6893,none
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,extreme,1400,0.8736,0.4136,0.8987,0.9886,0.0957,0.3364,0.3443,0.0657,0.2867,none
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,high,1400,0.9021,0.5229,0.927,0.9886,0.0764,0.2864,0.215,0.0457,0.4232,none
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,low,1400,0.91,0.6071,0.9432,0.9879,0.0457,0.2143,0.1564,0.0429,0.5359,none
35b_a3b_moe,instruct,damaged_q4,q2_amplifier_low_echo,medium,1400,0.9129,0.585,0.9379,0.9914,0.0586,0.2407,0.1836,0.0486,0.5022,none
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,extreme,1400,0.9257,0.6379,0.9458,0.99,0.0664,0.0671,0.2879,0.0593,0.5785,none
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,high,1400,0.9471,0.7471,0.9609,0.99,0.0471,0.0336,0.1921,0.0464,0.7086,none
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,low,1400,0.9257,0.8114,0.9677,0.9886,0.0264,0.01,0.1157,0.0471,0.7899,none
35b_a3b_moe,instruct,damaged_q4,q3_routed_tri_68,medium,1400,0.9386,0.7943,0.9627,0.9886,0.0479,0.0314,0.1393,0.0493,0.76,none
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,extreme,1400,0.9286,0.6643,0.95,0.9886,0.0671,0.0621,0.2564,0.0443,0.609,none
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,high,1400,0.955,0.7671,0.9653,0.9964,0.0429,0.0343,0.1793,0.0421,0.731,none
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,low,1400,0.9429,0.8514,0.975,0.9914,0.0229,0.015,0.0871,0.0357,0.8328,none
35b_a3b_moe,instruct,damaged_q4,q3_stability_tri_72,medium,1400,0.9436,0.8014,0.9662,0.9907,0.0407,0.0329,0.1336,0.0464,0.7696,none
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,extreme,1400,0.9157,0.6436,0.9426,0.9893,0.075,0.0643,0.2786,0.0664,0.5826,none
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,high,1400,0.9293,0.7457,0.9545,0.9871,0.0629,0.0186,0.1907,0.0507,0.7053,none
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,low,1400,0.9371,0.8336,0.9718,0.99,0.0293,0.0179,0.0943,0.0379,0.8118,none
35b_a3b_moe,instruct,damaged_q4,q4_boundary_pair_72_28,medium,1400,0.9336,0.7979,0.963,0.99,0.0536,0.0214,0.1307,0.0436,0.7649,none
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,extreme,1400,0.9186,0.6507,0.943,0.9871,0.0721,0.0386,0.2957,0.0614,0.5946,none
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,high,1400,0.9414,0.7736,0.9595,0.9879,0.0529,0.0171,0.18,0.0457,0.7376,none
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,low,1400,0.9321,0.8357,0.9708,0.9914,0.0314,0.0057,0.1,0.0386,0.8152,none
35b_a3b_moe,instruct,damaged_q4,q4_generalist_pair_72_28,medium,1400,0.9407,0.7971,0.9622,0.9893,0.0429,0.0179,0.1564,0.0529,0.7656,none
35b_a3b_moe,instruct,healthy_q6,q2_amplifier_low_echo,extreme,1400,0.9036,0.4514,0.912,0.9921,0.0729,0.3507,0.2593,0.0614,0.3356,none
35b_a3b_moe,instruct,healthy_q6,q2_amplifier_low_echo,high,1400,0.9293,0.5436,0.9361,0.9914,0.0464,0.2971,0.2007,0.0507,0.4516,none
35b_a3b_moe,instruct,healthy_q6,q2_amplifier_low_echo,low,1400,0.9279,0.6279,0.95,0.9871,0.0407,0.2114,0.1429,0.0286,0.5605,none
35b_a3b_moe,instruct,healthy_q6,q2_amplifier_low_echo,medium,1400,0.9293,0.6271,0.9441,0.9907,0.0529,0.2179,0.15,0.0457,0.5534,none
35b_a3b_moe,instruct,healthy_q6,q3_routed_tri_68,extreme,1400,0.9386,0.7164,0.9547,0.9914,0.0507,0.055,0.2057,0.0729,0.6701,none
35b_a3b_moe,instruct,healthy_q6,q3_routed_tri_68,high,1400,0.95,0.7893,0.9628,0.9914,0.0407,0.0371,0.1536,0.0629,0.7542,none
35b_a3b_moe,instruct,healthy_q6,q3_routed_tri_68,low,1400,0.9429,0.845,0.9747,0.99,0.02,0.0229,0.0886,0.0371,0.8255,none
35b_a3b_moe,instruct,healthy_q6,q3_routed_tri_68,medium,1400,0.9579,0.8386,0.9706,0.9907,0.0271,0.0236,0.1086,0.0543,0.8143,none
35b_a3b_moe,instruct,healthy_q6,q3_stability_tri_72,extreme,1400,0.9457,0.715,0.9567,0.9864,0.0464,0.0543,0.2264,0.0529,0.6695,none
35b_a3b_moe,instruct,healthy_q6,q3_stability_tri_72,high,1400,0.95,0.7964,0.9652,0.9886,0.0379,0.0264,0.1536,0.0507,0.765,none
35b_a3b_moe,instruct,healthy_q6,q3_stability_tri_72,low,1400,0.9493,0.8536,0.9769,0.99,0.0171,0.0143,0.0879,0.0343,0.8368,none
35b_a3b_moe,instruct,healthy_q6,q3_stability_tri_72,medium,1400,0.9657,0.8507,0.9741,0.9907,0.0264,0.02,0.1057,0.04,0.8283,none
35b_a3b_moe,instruct,healthy_q6,q4_boundary_pair_72_28,extreme,1400,0.9471,0.7329,0.9586,0.9936,0.0471,0.0536,0.1929,0.0621,0.6895,none
35b_a3b_moe,instruct,healthy_q6,q4_boundary_pair_72_28,high,1400,0.9536,0.8086,0.9642,0.9907,0.0407,0.02,0.1464,0.0571,0.7778,none
35b_a3b_moe,instruct,healthy_q6,q4_boundary_pair_72_28,low,1400,0.9457,0.8557,0.9752,0.9871,0.0171,0.0143,0.0836,0.0386,0.8391,none
35b_a3b_moe,instruct,healthy_q6,q4_boundary_pair_72_28,medium,1400,0.9557,0.8421,0.9714,0.9914,0.0307,0.0214,0.1064,0.0464,0.8178,none
35b_a3b_moe,instruct,healthy_q6,q4_generalist_pair_72_28,extreme,1400,0.9514,0.7371,0.9576,0.9893,0.0421,0.0414,0.2186,0.0636,0.6955,none
35b_a3b_moe,instruct,healthy_q6,q4_generalist_pair_72_28,high,1400,0.9514,0.8064,0.9662,0.9914,0.0393,0.0164,0.1543,0.0457,0.7767,none
35b_a3b_moe,instruct,healthy_q6,q4_generalist_pair_72_28,low,1400,0.9379,0.8579,0.9732,0.9886,0.025,0.0036,0.0843,0.0386,0.841,none
35b_a3b_moe,instruct,healthy_q6,q4_generalist_pair_72_28,medium,1400,0.9521,0.8386,0.9708,0.9936,0.0314,0.0186,0.1086,0.05,0.8142,none
35b_a3b_moe,instruct,healthy_q8,q2_amplifier_low_echo,extreme,1400,0.89,0.4371,0.9089,0.9914,0.0721,0.3671,0.2714,0.0643,0.3171,none
35b_a3b_moe,instruct,healthy_q8,q2_amplifier_low_echo,high,1400,0.9307,0.5736,0.9378,0.9907,0.0479,0.2793,0.1843,0.0521,0.486,none
35b_a3b_moe,instruct,healthy_q8,q2_amplifier_low_echo,low,1400,0.9029,0.6307,0.9431,0.9843,0.0471,0.2043,0.1271,0.0493,0.5631,none
35b_a3b_moe,instruct,healthy_q8,q2_amplifier_low_echo,medium,1400,0.9329,0.6207,0.9454,0.9893,0.0421,0.2514,0.1357,0.0457,0.5446,none
35b_a3b_moe,instruct,healthy_q8,q3_routed_tri_68,extreme,1400,0.9571,0.7686,0.9636,0.9864,0.0379,0.0486,0.17,0.0521,0.7313,none
35b_a3b_moe,instruct,healthy_q8,q3_routed_tri_68,high,1400,0.97,0.8129,0.9713,0.9893,0.025,0.0386,0.1343,0.0479,0.7845,none
35b_a3b_moe,instruct,healthy_q8,q3_routed_tri_68,low,1400,0.9407,0.8543,0.9751,0.9871,0.0164,0.0214,0.0721,0.0429,0.8372,none
35b_a3b_moe,instruct,healthy_q8,q3_routed_tri_68,medium,1400,0.9614,0.8443,0.9713,0.9864,0.0243,0.02,0.11,0.0507,0.8217,none
35b_a3b_moe,instruct,healthy_q8,q3_stability_tri_72,extreme,1400,0.9693,0.7743,0.9668,0.9914,0.0243,0.0571,0.1664,0.0636,0.7391,none
35b_a3b_moe,instruct,healthy_q8,q3_stability_tri_72,high,1400,0.9721,0.8207,0.9724,0.9921,0.0221,0.03,0.135,0.05,0.7948,none
35b_a3b_moe,instruct,healthy_q8,q3_stability_tri_72,low,1400,0.9414,0.8436,0.9751,0.9886,0.0143,0.0221,0.0864,0.0429,0.8258,none
35b_a3b_moe,instruct,healthy_q8,q3_stability_tri_72,medium,1400,0.9657,0.8521,0.974,0.9857,0.0236,0.03,0.095,0.0436,0.8293,none
35b_a3b_moe,instruct,healthy_q8,q4_boundary_pair_72_28,extreme,1400,0.9614,0.7793,0.9667,0.9936,0.0314,0.0414,0.175,0.0543,0.7449,none
35b_a3b_moe,instruct,healthy_q8,q4_boundary_pair_72_28,high,1400,0.9679,0.8157,0.9694,0.9929,0.0264,0.0271,0.1386,0.0579,0.7884,none
35b_a3b_moe,instruct,healthy_q8,q4_boundary_pair_72_28,low,1400,0.9514,0.8736,0.9773,0.9843,0.0186,0.0136,0.07,0.0307,0.8581,none
35b_a3b_moe,instruct,healthy_q8,q4_boundary_pair_72_28,medium,1400,0.9714,0.8536,0.9784,0.9929,0.0214,0.0279,0.1,0.0307,0.832,none
35b_a3b_moe,instruct,healthy_q8,q4_generalist_pair_72_28,extreme,1400,0.9693,0.7871,0.9676,0.9907,0.025,0.0357,0.1714,0.0586,0.7559,none
35b_a3b_moe,instruct,healthy_q8,q4_generalist_pair_72_28,high,1400,0.9693,0.8336,0.9722,0.9879,0.0214,0.0107,0.1414,0.0443,0.8115,none
35b_a3b_moe,instruct,healthy_q8,q4_generalist_pair_72_28,low,1400,0.9493,0.8729,0.9778,0.9914,0.0179,0.0036,0.0779,0.0329,0.8589,none
35b_a3b_moe,instruct,healthy_q8,q4_generalist_pair_72_28,medium,1400,0.9579,0.8593,0.9715,0.9843,0.0286,0.0157,0.1,0.045,0.8373,none
35b_a3b_moe,instruct,q8_k_m,q2_amplifier_low_echo,extreme,1400,0.9243,0.4764,0.918,0.9871,0.0471,0.3629,0.2379,0.0671,0.3673,none
35b_a3b_moe,instruct,q8_k_m,q2_amplifier_low_echo,high,1400,0.9364,0.5693,0.9395,0.9886,0.0414,0.2914,0.1671,0.0521,0.4826,none
35b_a3b_moe,instruct,q8_k_m,q2_amplifier_low_echo,low,1400,0.9343,0.6786,0.956,0.9886,0.0371,0.19,0.0986,0.0293,0.6201,none
35b_a3b_moe,instruct,q8_k_m,q2_amplifier_low_echo,medium,1400,0.9357,0.6279,0.9467,0.9886,0.0471,0.2429,0.14,0.0336,0.5523,none
35b_a3b_moe,instruct,q8_k_m,q3_routed_tri_68,extreme,1400,0.9664,0.77,0.9641,0.9836,0.0264,0.0579,0.17,0.0664,0.7336,none
35b_a3b_moe,instruct,q8_k_m,q3_routed_tri_68,high,1400,0.9621,0.8021,0.9688,0.99,0.0307,0.0393,0.1386,0.0514,0.7714,none
35b_a3b_moe,instruct,q8_k_m,q3_routed_tri_68,low,1400,0.9571,0.87,0.9789,0.9879,0.015,0.0186,0.0764,0.03,0.8542,none
35b_a3b_moe,instruct,q8_k_m,q3_routed_tri_68,medium,1400,0.9757,0.8707,0.9785,0.9893,0.0114,0.0343,0.0807,0.0471,0.8516,none
35b_a3b_moe,instruct,q8_k_m,q3_stability_tri_72,extreme,1400,0.9586,0.7764,0.9671,0.9936,0.035,0.0521,0.1607,0.0493,0.7402,none
35b_a3b_moe,instruct,q8_k_m,q3_stability_tri_72,high,1400,0.9714,0.8164,0.971,0.99,0.0221,0.03,0.1421,0.0529,0.7898,none
35b_a3b_moe,instruct,q8_k_m,q3_stability_tri_72,low,1400,0.9479,0.8629,0.978,0.9921,0.0171,0.0164,0.0764,0.035,0.8466,none
35b_a3b_moe,instruct,q8_k_m,q3_stability_tri_72,medium,1400,0.9629,0.8464,0.9736,0.9914,0.0229,0.0293,0.1021,0.0493,0.8231,none
35b_a3b_moe,instruct,q8_k_m,q4_boundary_pair_72_28,extreme,1400,0.9636,0.7636,0.9647,0.99,0.0336,0.0571,0.1693,0.0557,0.7257,none
35b_a3b_moe,instruct,q8_k_m,q4_boundary_pair_72_28,high,1400,0.9721,0.8564,0.9735,0.9886,0.0229,0.0193,0.1086,0.0486,0.8346,none
35b_a3b_moe,instruct,q8_k_m,q4_boundary_pair_72_28,low,1400,0.96,0.8757,0.9805,0.9879,0.0086,0.0136,0.0786,0.0307,0.8626,none
35b_a3b_moe,instruct,q8_k_m,q4_boundary_pair_72_28,medium,1400,0.9714,0.87,0.9749,0.9929,0.0214,0.02,0.0879,0.0521,0.8499,none
35b_a3b_moe,instruct,q8_k_m,q4_generalist_pair_72_28,extreme,1400,0.9614,0.7879,0.9649,0.9836,0.0314,0.0457,0.1571,0.0579,0.7538,none
35b_a3b_moe,instruct,q8_k_m,q4_generalist_pair_72_28,high,1400,0.97,0.8414,0.972,0.9879,0.0221,0.0157,0.1307,0.0486,0.8188,none
35b_a3b_moe,instruct,q8_k_m,q4_generalist_pair_72_28,low,1400,0.9486,0.8764,0.9782,0.9921,0.0114,0.0057,0.0707,0.0421,0.8641,none
35b_a3b_moe,instruct,q8_k_m,q4_generalist_pair_72_28,medium,1400,0.9629,0.87,0.973,0.9921,0.0229,0.0086,0.0929,0.0564,0.8512,none
4b,base,base_f16,q2_amplifier_low_echo,extreme,1400,0.9321,0.4857,0.923,0.9936,0.0443,0.3443,0.2314,0.065,0.3818,none
4b,base,base_f16,q2_amplifier_low_echo,high,1400,0.9364,0.565,0.9391,0.9943,0.0443,0.2936,0.1686,0.0564,0.4767,none
4b,base,base_f16,q2_amplifier_low_echo,low,1400,0.9386,0.655,0.9555,0.99,0.0271,0.2164,0.1071,0.0329,0.5934,none
4b,base,base_f16,q2_amplifier_low_echo,medium,1400,0.945,0.6286,0.9478,0.9929,0.0336,0.2593,0.1207,0.0536,0.5543,none
4b,base,base_f16,q3_routed_tri_68,extreme,1400,0.9586,0.7521,0.9636,0.9893,0.0336,0.075,0.1643,0.0607,0.7109,none
4b,base,base_f16,q3_routed_tri_68,high,1400,0.9636,0.8286,0.9717,0.9921,0.0236,0.0421,0.1157,0.0579,0.8009,none
4b,base,base_f16,q3_routed_tri_68,low,1400,0.9443,0.8629,0.9763,0.9857,0.0136,0.025,0.0621,0.0429,0.8467,none
4b,base,base_f16,q3_routed_tri_68,medium,1400,0.9693,0.8786,0.9756,0.9907,0.0164,0.0293,0.075,0.0579,0.8589,none
4b,base,base_f16,q3_stability_tri_72,extreme,1400,0.965,0.7693,0.9648,0.9907,0.03,0.0614,0.16,0.0679,0.7318,none
4b,base,base_f16,q3_stability_tri_72,high,1400,0.9757,0.85,0.9748,0.9871,0.0164,0.0314,0.1121,0.0493,0.8274,none
4b,base,base_f16,q3_stability_tri_72,low,1400,0.9557,0.8736,0.9793,0.9871,0.0129,0.0186,0.0693,0.0314,0.8589,none
4b,base,base_f16,q3_stability_tri_72,medium,1400,0.9743,0.8743,0.9781,0.9893,0.0193,0.0314,0.0764,0.0407,0.8541,none
4b,base,base_f16,q4_boundary_pair_72_28,extreme,1400,0.9671,0.7564,0.9671,0.9929,0.0271,0.0536,0.195,0.0479,0.7196,none
4b,base,base_f16,q4_boundary_pair_72_28,high,1400,0.9714,0.8229,0.9714,0.9864,0.0236,0.0307,0.125,0.05,0.7971,none
4b,base,base_f16,q4_boundary_pair_72_28,low,1400,0.9529,0.8707,0.9801,0.9907,0.0079,0.0193,0.0707,0.0371,0.857,none
4b,base,base_f16,q4_boundary_pair_72_28,medium,1400,0.9643,0.86,0.9739,0.9886,0.025,0.0271,0.0843,0.0479,0.8379,none
4b,base,base_f16,q4_generalist_pair_72_28,extreme,1400,0.9593,0.7557,0.9632,0.9921,0.0329,0.0407,0.1943,0.0614,0.7191,none
4b,base,base_f16,q4_generalist_pair_72_28,high,1400,0.9707,0.8436,0.9739,0.9957,0.0207,0.0186,0.1271,0.0514,0.8209,none
4b,base,base_f16,q4_generalist_pair_72_28,low,1400,0.96,0.8786,0.9814,0.9936,0.0093,0.0114,0.0757,0.0321,0.8658,none
4b,base,base_f16,q4_generalist_pair_72_28,medium,1400,0.9757,0.8943,0.9781,0.99,0.0157,0.0129,0.075,0.0471,0.8786,none
4b,base,collapsed_q2_edge,q2_amplifier_low_echo,extreme,1400,0.4257,0.1364,0.6457,0.7464,0.2814,0.3514,0.7836,0.7479,-0.1184,distractor_capture
4b,base,collapsed_q2_edge,q2_amplifier_low_echo,high,1400,0.4714,0.2314,0.6856,0.7829,0.2314,0.2879,0.5393,0.6879,0.0269,distractor_capture
4b,base,collapsed_q2_edge,q2_amplifier_low_echo,low,1400,0.72,0.4236,0.8511,0.88,0.1357,0.2186,0.2964,0.1557,0.3076,none
4b,base,collapsed_q2_edge,q2_amplifier_low_echo,medium,1400,0.625,0.3264,0.7823,0.82,0.1571,0.2636,0.3871,0.3943,0.1759,none
4b,base,collapsed_q2_edge,q3_routed_tri_68,extreme,1400,0.11,0.0464,0.3586,0.63,0.4686,0.065,0.7979,2.3714,-0.2895,cascade
4b,base,collapsed_q2_edge,q3_routed_tri_68,high,1400,0.1679,0.1171,0.4242,0.6786,0.3929,0.0271,0.545,1.905,-0.145,cascade
4b,base,collapsed_q2_edge,q3_routed_tri_68,low,1400,0.37,0.2807,0.6754,0.8129,0.1679,0.0157,0.2779,0.7864,0.1657,none
4b,base,collapsed_q2_edge,q3_routed_tri_68,medium,1400,0.2964,0.2243,0.5644,0.7479,0.2521,0.04,0.4014,1.3657,0.0402,cascade
4b,base,collapsed_q2_edge,q3_stability_tri_72,extreme,1400,0.1457,0.0621,0.3761,0.63,0.4479,0.0679,0.8043,2.2821,-0.2642,cascade
4b,base,collapsed_q2_edge,q3_stability_tri_72,high,1400,0.2121,0.1421,0.4636,0.7064,0.3657,0.0407,0.5336,1.7493,-0.1059,cascade
4b,base,collapsed_q2_edge,q3_stability_tri_72,low,1400,0.3964,0.295,0.693,0.8336,0.1671,0.0243,0.2793,0.7314,0.1811,none
4b,base,collapsed_q2_edge,q3_stability_tri_72,medium,1400,0.3014,0.2307,0.5698,0.74,0.25,0.0364,0.4186,1.3214,0.0489,cascade
4b,base,collapsed_q2_edge,q4_boundary_pair_72_28,extreme,1400,0.0421,0.0186,0.2243,0.5279,0.5979,0.0636,0.7729,3.1314,-0.3919,cascade
4b,base,collapsed_q2_edge,q4_boundary_pair_72_28,high,1400,0.0857,0.0593,0.29,0.6086,0.4971,0.035,0.5586,2.5586,-0.2695,cascade
4b,base,collapsed_q2_edge,q4_boundary_pair_72_28,low,1400,0.2021,0.15,0.5361,0.7286,0.21,0.0136,0.2879,1.2036,0.0011,cascade
4b,base,collapsed_q2_edge,q4_boundary_pair_72_28,medium,1400,0.1543,0.1229,0.4005,0.6557,0.3421,0.0314,0.39,2.0364,-0.1191,cascade
4b,base,collapsed_q2_edge,q4_generalist_pair_72_28,extreme,1400,0.035,0.0164,0.1854,0.5314,0.62,0.0536,0.8514,3.3879,-0.4178,cascade
4b,base,collapsed_q2_edge,q4_generalist_pair_72_28,high,1400,0.0657,0.0471,0.2642,0.5864,0.4871,0.0243,0.5993,2.6993,-0.2868,cascade
4b,base,collapsed_q2_edge,q4_generalist_pair_72_28,low,1400,0.1907,0.1464,0.5231,0.7407,0.2136,0.0071,0.2971,1.2536,-0.0055,cascade
4b,base,collapsed_q2_edge,q4_generalist_pair_72_28,medium,1400,0.1264,0.1057,0.3746,0.6314,0.3321,0.0157,0.4143,2.1371,-0.1371,cascade
4b,base,damaged_q2,q2_amplifier_low_echo,extreme,1400,0.6793,0.24,0.8033,0.8571,0.1743,0.36,0.6729,0.17,0.0534,distractor_capture
4b,base,damaged_q2,q2_amplifier_low_echo,high,1400,0.7643,0.33,0.8523,0.9007,0.1479,0.3036,0.4686,0.1179,0.1815,none
4b,base,damaged_q2,q2_amplifier_low_echo,low,1400,0.865,0.5243,0.9182,0.9671,0.0921,0.1921,0.27,0.0414,0.4345,none
4b,base,damaged_q2,q2_amplifier_low_echo,medium,1400,0.8093,0.4479,0.886,0.9236,0.1336,0.2521,0.3186,0.0643,0.3287,none
4b,base,damaged_q2,q3_routed_tri_68,extreme,1400,0.4593,0.2243,0.6534,0.7964,0.2579,0.06,0.6929,1.0536,0.0268,distractor_capture
4b,base,damaged_q2,q3_routed_tri_68,high,1400,0.4829,0.3107,0.6924,0.835,0.225,0.0429,0.4757,0.8671,0.1532,none
4b,base,damaged_q2,q3_routed_tri_68,low,1400,0.7179,0.5514,0.869,0.915,0.1029,0.0186,0.2464,0.23,0.4856,none
4b,base,damaged_q2,q3_routed_tri_68,medium,1400,0.6407,0.4579,0.7922,0.8729,0.1593,0.0343,0.3521,0.5136,0.3494,none
4b,base,damaged_q2,q3_stability_tri_72,extreme,1400,0.4814,0.2436,0.6726,0.8064,0.2507,0.0593,0.6393,0.9786,0.0564,distractor_capture
4b,base,damaged_q2,q3_stability_tri_72,high,1400,0.535,0.3621,0.7166,0.8436,0.2236,0.04,0.4279,0.7693,0.2144,none
4b,base,damaged_q2,q3_stability_tri_72,low,1400,0.7757,0.6171,0.8905,0.9143,0.0829,0.0157,0.2136,0.1814,0.563,none
4b,base,damaged_q2,q3_stability_tri_72,medium,1400,0.6614,0.4529,0.8127,0.8821,0.1557,0.04,0.3607,0.4271,0.3479,none
4b,base,damaged_q2,q4_boundary_pair_72_28,extreme,1400,0.2329,0.1179,0.4779,0.6986,0.3593,0.0629,0.6457,1.89,-0.1487,cascade
4b,base,damaged_q2,q4_boundary_pair_72_28,high,1400,0.3014,0.215,0.5405,0.7479,0.2971,0.0321,0.4357,1.5057,0.0093,cascade
4b,base,damaged_q2,q4_boundary_pair_72_28,low,1400,0.4457,0.3471,0.7156,0.8043,0.1293,0.0164,0.2507,0.6671,0.2517,none
4b,base,damaged_q2,q4_boundary_pair_72_28,medium,1400,0.3993,0.3171,0.6398,0.7893,0.2071,0.0307,0.3336,1.1007,0.1671,none
