signal,signal_strength,combo_size,combo,pass_rate,mean_score,packet_received_rate,classified_rate,route_rate,cascade_rate,avg_missing,avg_distractors,structural_survival,avg_structural_repairs,avg_functional_repairs,worst_task_rate
lora_candidate,0.78,11,FRAME+CLOCK+CARRIER+PARITY+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8714,0.8871,0.7548,0.8176,0.0,0.0012,0.0515,0.5601,0.8623,0.6917,0.0196,0.8548
lora_candidate,0.78,9,FRAME+CLOCK+CARRIER+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+COMPRESSION+GAIN_CLAMP,0.8667,0.8821,0.7679,0.767,0.0,0.0033,0.0464,0.5545,0.8603,0.3851,0.0104,0.8381
lora_candidate,0.78,10,FRAME+CLOCK+CARRIER+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8646,0.8874,0.7574,0.8167,0.0,0.0018,0.0542,0.5455,0.8542,0.469,0.0146,0.8405
lora_candidate,0.78,10,FRAME+CLOCK+CARRIER+PARITY+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8628,0.8809,0.7426,0.7807,0.0,0.0012,0.0476,0.5565,0.8662,0.6027,0.0131,0.8214
lora_candidate,0.78,10,FRAME+CLOCK+CARRIER+PARITY+CHECKSUM+REDUNDANCY+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8512,0.8761,0.7417,0.7955,0.0,0.0018,0.0604,0.6095,0.8068,0.0,0.0,0.8262
lora_candidate,0.78,8,FRAME+CLOCK+CARRIER+PARITY+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER,0.8491,0.8715,0.7539,0.7815,0.0,0.0125,0.0515,0.6494,0.8392,0.3604,0.0137,0.8262
lora_candidate,0.78,8,FRAME+CLOCK+CARRIER+CHECKSUM+REDUNDANCY+SUPPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8479,0.8781,0.747,0.8024,0.0,0.0012,0.0711,0.5753,0.8289,0.0,0.0,0.8143
lora_candidate,0.78,9,FRAME+CLOCK+CARRIER+PARITY+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER,0.8473,0.8706,0.7461,0.7652,0.0,0.0018,0.0479,0.6738,0.8438,0.5801,0.0155,0.819
lora_candidate,0.78,11,FRAME+CLOCK+CARRIER+ROUTER+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8449,0.8998,0.7688,0.8872,0.6438,0.0021,0.2045,0.1818,0.8469,0.5384,0.0565,0.7976
kv_packet,0.64,10,FRAME+CLOCK+CARRIER+PARITY+CHECKSUM+ECC+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.844,0.8718,0.7208,0.7643,0.0,0.0048,0.0521,0.5786,0.7277,0.6967,0.0101,0.8143
lora_candidate,0.78,8,FRAME+CLOCK+CARRIER+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8408,0.8734,0.7363,0.7842,0.0,0.0051,0.0631,0.5878,0.8317,0.0,0.0,0.8214
lora_candidate,0.78,11,FRAME+CLOCK+CARRIER+ROUTER+PARITY+ECC+REDUNDANCY+SUPPRESSION+COMPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8408,0.8953,0.772,0.8869,0.6539,0.0054,0.217,0.1988,0.8479,0.5188,0.0622,0.8
lora_candidate,0.78,8,FRAME+CLOCK+CARRIER+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER,0.8405,0.8693,0.7399,0.7735,0.0,0.0057,0.0497,0.672,0.8343,0.3616,0.0119,0.8143
lora_candidate,0.78,10,FRAME+CLOCK+CARRIER+ROUTER+CHECKSUM+ECC+REDUNDANCY+SUPPRESSION+STATE_BUFFER+GAIN_CLAMP,0.8384,0.896,0.7568,0.8786,0.6732,0.0045,0.2131,0.1699,0.8557,0.4437,0.0554,0.8143
lora_candidate,0.78,8,FRAME+CLOCK+CARRIER+CHECKSUM+REDUNDANCY+SUPPRESSION+COMPRESSION+GAIN_CLAMP,0.836,0.871,0.7592,0.7443,0.0,0.0071,0.0595,0.5872,0.8295,0.0,0.0,0.8143
kv_packet,0.64,8,FRAME+CLOCK+CARRIER+CHECKSUM+ECC+REDUNDANCY+STATE_BUFFER+GAIN_CLAMP,0.8158,0.8567,0.7241,0.7616,0.0,0.0012,0.0464,0.8283,0.851,0.3211,0.0158,0.7929
