substrate,quant,stack,primary_failure,count,rate
instruct,damaged_q2,tri_cyber_heavy,primitive_gap,1402,0.2191
instruct,damaged_q2,tri_equal_routed,cascade,2449,0.3827
instruct,damaged_q2,tri_equal_routed,classification_miss,1322,0.2066
instruct,damaged_q2,tri_equal_routed,distractor_capture,416,0.065
instruct,damaged_q2,tri_equal_routed,echo_or_framing,44,0.0069
instruct,damaged_q2,tri_equal_routed,low_score,304,0.0475
instruct,damaged_q2,tri_equal_routed,none,474,0.0741
instruct,damaged_q2,tri_equal_routed,primitive_gap,1391,0.2173
instruct,damaged_q2,tri_naive_equal_all_fire,cascade,2188,0.3419
instruct,damaged_q2,tri_naive_equal_all_fire,classification_miss,1356,0.2119
instruct,damaged_q2,tri_naive_equal_all_fire,distractor_capture,624,0.0975
instruct,damaged_q2,tri_naive_equal_all_fire,echo_or_framing,280,0.0437
instruct,damaged_q2,tri_naive_equal_all_fire,low_score,238,0.0372
instruct,damaged_q2,tri_naive_equal_all_fire,none,527,0.0823
instruct,damaged_q2,tri_naive_equal_all_fire,primitive_gap,1187,0.1855
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,cascade,1425,0.2227
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,classification_miss,1076,0.1681
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,distractor_capture,1397,0.2183
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,echo_or_framing,533,0.0833
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,low_score,124,0.0194
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,none,1517,0.237
instruct,damaged_q2,tri_naive_structural_heavy_all_fire,primitive_gap,328,0.0512
instruct,damaged_q2,tri_structural_heavy_55,cascade,1962,0.3066
instruct,damaged_q2,tri_structural_heavy_55,classification_miss,1316,0.2056
instruct,damaged_q2,tri_structural_heavy_55,distractor_capture,672,0.105
instruct,damaged_q2,tri_structural_heavy_55,echo_or_framing,35,0.0055
instruct,damaged_q2,tri_structural_heavy_55,low_score,339,0.053
instruct,damaged_q2,tri_structural_heavy_55,none,899,0.1405
instruct,damaged_q2,tri_structural_heavy_55,primitive_gap,1177,0.1839
instruct,damaged_q2,tri_structural_heavy_60,cascade,1869,0.292
instruct,damaged_q2,tri_structural_heavy_60,classification_miss,1214,0.1897
instruct,damaged_q2,tri_structural_heavy_60,distractor_capture,764,0.1194
instruct,damaged_q2,tri_structural_heavy_60,echo_or_framing,56,0.0088
instruct,damaged_q2,tri_structural_heavy_60,low_score,321,0.0502
instruct,damaged_q2,tri_structural_heavy_60,none,1102,0.1722
instruct,damaged_q2,tri_structural_heavy_60,primitive_gap,1074,0.1678
instruct,damaged_q2,tri_structural_heavy_65,cascade,1807,0.2823
instruct,damaged_q2,tri_structural_heavy_65,classification_miss,1110,0.1734
instruct,damaged_q2,tri_structural_heavy_65,distractor_capture,905,0.1414
instruct,damaged_q2,tri_structural_heavy_65,echo_or_framing,48,0.0075
instruct,damaged_q2,tri_structural_heavy_65,low_score,292,0.0456
instruct,damaged_q2,tri_structural_heavy_65,none,1282,0.2003
instruct,damaged_q2,tri_structural_heavy_65,primitive_gap,956,0.1494
instruct,damaged_q3,baseline,cascade,2009,0.3139
instruct,damaged_q3,baseline,classification_miss,1913,0.2989
instruct,damaged_q3,baseline,distractor_capture,187,0.0292
instruct,damaged_q3,baseline,echo_or_framing,2,0.0003
instruct,damaged_q3,baseline,low_score,264,0.0413
instruct,damaged_q3,baseline,none,363,0.0567
instruct,damaged_q3,baseline,primitive_gap,1662,0.2597
instruct,damaged_q3,cog_25_cyb_75,cascade,1664,0.26
instruct,damaged_q3,cog_25_cyb_75,classification_miss,1176,0.1837
instruct,damaged_q3,cog_25_cyb_75,distractor_capture,459,0.0717
instruct,damaged_q3,cog_25_cyb_75,echo_or_framing,81,0.0127
instruct,damaged_q3,cog_25_cyb_75,low_score,397,0.062
instruct,damaged_q3,cog_25_cyb_75,none,819,0.128
instruct,damaged_q3,cog_25_cyb_75,primitive_gap,1804,0.2819
instruct,damaged_q3,cog_25_str_75,cascade,954,0.1491
instruct,damaged_q3,cog_25_str_75,classification_miss,589,0.092
instruct,damaged_q3,cog_25_str_75,distractor_capture,1200,0.1875
instruct,damaged_q3,cog_25_str_75,echo_or_framing,56,0.0088
instruct,damaged_q3,cog_25_str_75,low_score,163,0.0255
instruct,damaged_q3,cog_25_str_75,none,3071,0.4798
instruct,damaged_q3,cog_25_str_75,primitive_gap,367,0.0573
instruct,damaged_q3,cog_40_cyb_60,cascade,1690,0.2641
instruct,damaged_q3,cog_40_cyb_60,classification_miss,1172,0.1831
instruct,damaged_q3,cog_40_cyb_60,distractor_capture,470,0.0734
instruct,damaged_q3,cog_40_cyb_60,echo_or_framing,82,0.0128
instruct,damaged_q3,cog_40_cyb_60,low_score,381,0.0595
instruct,damaged_q3,cog_40_cyb_60,none,758,0.1184
instruct,damaged_q3,cog_40_cyb_60,primitive_gap,1847,0.2886
instruct,damaged_q3,cog_40_str_60,cascade,1007,0.1573
instruct,damaged_q3,cog_40_str_60,classification_miss,714,0.1116
instruct,damaged_q3,cog_40_str_60,distractor_capture,1085,0.1695
instruct,damaged_q3,cog_40_str_60,echo_or_framing,53,0.0083
instruct,damaged_q3,cog_40_str_60,low_score,332,0.0519
instruct,damaged_q3,cog_40_str_60,none,2486,0.3884
instruct,damaged_q3,cog_40_str_60,primitive_gap,723,0.113
instruct,damaged_q3,cog_50_cyb_50,cascade,1786,0.2791
instruct,damaged_q3,cog_50_cyb_50,classification_miss,1220,0.1906
instruct,damaged_q3,cog_50_cyb_50,distractor_capture,443,0.0692
instruct,damaged_q3,cog_50_cyb_50,echo_or_framing,73,0.0114
instruct,damaged_q3,cog_50_cyb_50,low_score,383,0.0598
instruct,damaged_q3,cog_50_cyb_50,none,642,0.1003
instruct,damaged_q3,cog_50_cyb_50,primitive_gap,1853,0.2895
instruct,damaged_q3,cog_50_str_50,cascade,1111,0.1736
instruct,damaged_q3,cog_50_str_50,classification_miss,796,0.1244
instruct,damaged_q3,cog_50_str_50,distractor_capture,907,0.1417
instruct,damaged_q3,cog_50_str_50,echo_or_framing,63,0.0098
instruct,damaged_q3,cog_50_str_50,low_score,384,0.06
instruct,damaged_q3,cog_50_str_50,none,2109,0.3295
instruct,damaged_q3,cog_50_str_50,primitive_gap,1030,0.1609
instruct,damaged_q3,cog_60_cyb_40,cascade,1686,0.2634
instruct,damaged_q3,cog_60_cyb_40,classification_miss,1184,0.185
instruct,damaged_q3,cog_60_cyb_40,distractor_capture,457,0.0714
instruct,damaged_q3,cog_60_cyb_40,echo_or_framing,70,0.0109
instruct,damaged_q3,cog_60_cyb_40,low_score,414,0.0647
instruct,damaged_q3,cog_60_cyb_40,none,729,0.1139
instruct,damaged_q3,cog_60_cyb_40,primitive_gap,1860,0.2906
instruct,damaged_q3,cog_60_str_40,cascade,1276,0.1994
instruct,damaged_q3,cog_60_str_40,classification_miss,890,0.1391
instruct,damaged_q3,cog_60_str_40,distractor_capture,850,0.1328
instruct,damaged_q3,cog_60_str_40,echo_or_framing,74,0.0116
instruct,damaged_q3,cog_60_str_40,low_score,410,0.0641
instruct,damaged_q3,cog_60_str_40,none,1658,0.2591
instruct,damaged_q3,cog_60_str_40,primitive_gap,1242,0.1941
instruct,damaged_q3,cog_75_cyb_25,cascade,1752,0.2737
instruct,damaged_q3,cog_75_cyb_25,classification_miss,1289,0.2014
instruct,damaged_q3,cog_75_cyb_25,distractor_capture,398,0.0622
instruct,damaged_q3,cog_75_cyb_25,echo_or_framing,50,0.0078
instruct,damaged_q3,cog_75_cyb_25,low_score,359,0.0561
instruct,damaged_q3,cog_75_cyb_25,none,648,0.1013
instruct,damaged_q3,cog_75_cyb_25,primitive_gap,1904,0.2975
instruct,damaged_q3,cog_75_str_25,cascade,1506,0.2353
instruct,damaged_q3,cog_75_str_25,classification_miss,1049,0.1639
instruct,damaged_q3,cog_75_str_25,distractor_capture,632,0.0988
instruct,damaged_q3,cog_75_str_25,echo_or_framing,49,0.0077
instruct,damaged_q3,cog_75_str_25,low_score,451,0.0705
instruct,damaged_q3,cog_75_str_25,none,1159,0.1811
instruct,damaged_q3,cog_75_str_25,primitive_gap,1554,0.2428
instruct,damaged_q3,cognitive_only,cascade,1954,0.3053
instruct,damaged_q3,cognitive_only,classification_miss,1537,0.2402
instruct,damaged_q3,cognitive_only,distractor_capture,339,0.053
instruct,damaged_q3,cognitive_only,echo_or_framing,31,0.0048
instruct,damaged_q3,cognitive_only,low_score,328,0.0512
instruct,damaged_q3,cognitive_only,none,459,0.0717
instruct,damaged_q3,cognitive_only,primitive_gap,1752,0.2737
instruct,damaged_q3,cyb_25_str_75,cascade,950,0.1484
instruct,damaged_q3,cyb_25_str_75,classification_miss,622,0.0972
instruct,damaged_q3,cyb_25_str_75,distractor_capture,1199,0.1873
instruct,damaged_q3,cyb_25_str_75,echo_or_framing,74,0.0116
instruct,damaged_q3,cyb_25_str_75,low_score,178,0.0278
instruct,damaged_q3,cyb_25_str_75,none,3120,0.4875
instruct,damaged_q3,cyb_25_str_75,primitive_gap,257,0.0402
instruct,damaged_q3,cyb_40_str_60,cascade,1064,0.1663
instruct,damaged_q3,cyb_40_str_60,classification_miss,791,0.1236
instruct,damaged_q3,cyb_40_str_60,distractor_capture,1043,0.163
instruct,damaged_q3,cyb_40_str_60,echo_or_framing,102,0.0159
instruct,damaged_q3,cyb_40_str_60,low_score,283,0.0442
instruct,damaged_q3,cyb_40_str_60,none,2609,0.4077
instruct,damaged_q3,cyb_40_str_60,primitive_gap,508,0.0794
instruct,damaged_q3,cyb_50_str_50,cascade,1121,0.1752
instruct,damaged_q3,cyb_50_str_50,classification_miss,846,0.1322
instruct,damaged_q3,cyb_50_str_50,distractor_capture,1019,0.1592
instruct,damaged_q3,cyb_50_str_50,echo_or_framing,102,0.0159
instruct,damaged_q3,cyb_50_str_50,low_score,324,0.0506
instruct,damaged_q3,cyb_50_str_50,none,2257,0.3527
instruct,damaged_q3,cyb_50_str_50,primitive_gap,731,0.1142
instruct,damaged_q3,cyb_60_str_40,cascade,1237,0.1933
instruct,damaged_q3,cyb_60_str_40,classification_miss,923,0.1442
instruct,damaged_q3,cyb_60_str_40,distractor_capture,874,0.1366
instruct,damaged_q3,cyb_60_str_40,echo_or_framing,122,0.0191
instruct,damaged_q3,cyb_60_str_40,low_score,364,0.0569
instruct,damaged_q3,cyb_60_str_40,none,1995,0.3117
instruct,damaged_q3,cyb_60_str_40,primitive_gap,885,0.1383
instruct,damaged_q3,cyb_75_str_25,cascade,1355,0.2117
instruct,damaged_q3,cyb_75_str_25,classification_miss,1069,0.167
instruct,damaged_q3,cyb_75_str_25,distractor_capture,749,0.117
instruct,damaged_q3,cyb_75_str_25,echo_or_framing,130,0.0203
instruct,damaged_q3,cyb_75_str_25,low_score,382,0.0597
instruct,damaged_q3,cyb_75_str_25,none,1508,0.2356
instruct,damaged_q3,cyb_75_str_25,primitive_gap,1207,0.1886
instruct,damaged_q3,cyber_only,cascade,1761,0.2752
instruct,damaged_q3,cyber_only,classification_miss,1453,0.227
instruct,damaged_q3,cyber_only,distractor_capture,416,0.065
instruct,damaged_q3,cyber_only,echo_or_framing,77,0.012
instruct,damaged_q3,cyber_only,low_score,342,0.0534
instruct,damaged_q3,cyber_only,none,653,0.102
instruct,damaged_q3,cyber_only,primitive_gap,1698,0.2653
instruct,damaged_q3,structural_only,cascade,1020,0.1594
instruct,damaged_q3,structural_only,classification_miss,817,0.1277
instruct,damaged_q3,structural_only,distractor_capture,1103,0.1723
instruct,damaged_q3,structural_only,echo_or_framing,47,0.0073
instruct,damaged_q3,structural_only,low_score,213,0.0333
instruct,damaged_q3,structural_only,none,2830,0.4422
instruct,damaged_q3,structural_only,primitive_gap,370,0.0578
instruct,damaged_q3,tri_boundary_heavy,cascade,984,0.1537
instruct,damaged_q3,tri_boundary_heavy,classification_miss,623,0.0973
instruct,damaged_q3,tri_boundary_heavy,distractor_capture,1202,0.1878
instruct,damaged_q3,tri_boundary_heavy,echo_or_framing,173,0.027
instruct,damaged_q3,tri_boundary_heavy,low_score,199,0.0311
instruct,damaged_q3,tri_boundary_heavy,none,2851,0.4455
instruct,damaged_q3,tri_boundary_heavy,primitive_gap,368,0.0575
instruct,damaged_q3,tri_cognitive_bridge,cascade,1013,0.1583
instruct,damaged_q3,tri_cognitive_bridge,classification_miss,519,0.0811
instruct,damaged_q3,tri_cognitive_bridge,distractor_capture,1246,0.1947
instruct,damaged_q3,tri_cognitive_bridge,echo_or_framing,121,0.0189
instruct,damaged_q3,tri_cognitive_bridge,low_score,237,0.037
instruct,damaged_q3,tri_cognitive_bridge,none,2794,0.4366
instruct,damaged_q3,tri_cognitive_bridge,primitive_gap,470,0.0734
instruct,damaged_q3,tri_cognitive_heavy,cascade,1184,0.185
instruct,damaged_q3,tri_cognitive_heavy,classification_miss,685,0.107
instruct,damaged_q3,tri_cognitive_heavy,distractor_capture,1010,0.1578
instruct,damaged_q3,tri_cognitive_heavy,echo_or_framing,130,0.0203
instruct,damaged_q3,tri_cognitive_heavy,low_score,354,0.0553
instruct,damaged_q3,tri_cognitive_heavy,none,2177,0.3402
instruct,damaged_q3,tri_cognitive_heavy,primitive_gap,860,0.1344
instruct,damaged_q3,tri_cyber_heavy,cascade,1065,0.1664
instruct,damaged_q3,tri_cyber_heavy,classification_miss,831,0.1298
instruct,damaged_q3,tri_cyber_heavy,distractor_capture,1075,0.168
instruct,damaged_q3,tri_cyber_heavy,echo_or_framing,201,0.0314
instruct,damaged_q3,tri_cyber_heavy,low_score,297,0.0464
instruct,damaged_q3,tri_cyber_heavy,none,2312,0.3613
instruct,damaged_q3,tri_cyber_heavy,primitive_gap,619,0.0967
instruct,damaged_q3,tri_equal_routed,cascade,1108,0.1731
instruct,damaged_q3,tri_equal_routed,classification_miss,731,0.1142
instruct,damaged_q3,tri_equal_routed,distractor_capture,1110,0.1734
instruct,damaged_q3,tri_equal_routed,echo_or_framing,178,0.0278
instruct,damaged_q3,tri_equal_routed,low_score,304,0.0475
instruct,damaged_q3,tri_equal_routed,none,2223,0.3473
instruct,damaged_q3,tri_equal_routed,primitive_gap,746,0.1166
instruct,damaged_q3,tri_naive_equal_all_fire,cascade,1128,0.1762
instruct,damaged_q3,tri_naive_equal_all_fire,classification_miss,863,0.1348
instruct,damaged_q3,tri_naive_equal_all_fire,distractor_capture,1317,0.2058
instruct,damaged_q3,tri_naive_equal_all_fire,echo_or_framing,726,0.1134
instruct,damaged_q3,tri_naive_equal_all_fire,low_score,159,0.0248
instruct,damaged_q3,tri_naive_equal_all_fire,none,1784,0.2787
instruct,damaged_q3,tri_naive_equal_all_fire,primitive_gap,423,0.0661
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,cascade,799,0.1248
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,classification_miss,362,0.0566
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,distractor_capture,1641,0.2564
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,echo_or_framing,932,0.1456
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,low_score,24,0.0037
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,none,2637,0.412
instruct,damaged_q3,tri_naive_structural_heavy_all_fire,primitive_gap,5,0.0008
instruct,damaged_q3,tri_structural_heavy_55,cascade,893,0.1395
instruct,damaged_q3,tri_structural_heavy_55,classification_miss,445,0.0695
instruct,damaged_q3,tri_structural_heavy_55,distractor_capture,1317,0.2058
instruct,damaged_q3,tri_structural_heavy_55,echo_or_framing,148,0.0231
instruct,damaged_q3,tri_structural_heavy_55,low_score,127,0.0198
instruct,damaged_q3,tri_structural_heavy_55,none,3283,0.513
instruct,damaged_q3,tri_structural_heavy_55,primitive_gap,187,0.0292
instruct,damaged_q3,tri_structural_heavy_60,cascade,844,0.1319
instruct,damaged_q3,tri_structural_heavy_60,classification_miss,416,0.065
instruct,damaged_q3,tri_structural_heavy_60,distractor_capture,1363,0.213
instruct,damaged_q3,tri_structural_heavy_60,echo_or_framing,114,0.0178
instruct,damaged_q3,tri_structural_heavy_60,low_score,84,0.0131
instruct,damaged_q3,tri_structural_heavy_60,none,3475,0.543
instruct,damaged_q3,tri_structural_heavy_60,primitive_gap,104,0.0163
instruct,damaged_q3,tri_structural_heavy_65,cascade,807,0.1261
instruct,damaged_q3,tri_structural_heavy_65,classification_miss,368,0.0575
instruct,damaged_q3,tri_structural_heavy_65,distractor_capture,1357,0.212
instruct,damaged_q3,tri_structural_heavy_65,echo_or_framing,125,0.0195
instruct,damaged_q3,tri_structural_heavy_65,low_score,59,0.0092
instruct,damaged_q3,tri_structural_heavy_65,none,3630,0.5672
instruct,damaged_q3,tri_structural_heavy_65,primitive_gap,54,0.0084
instruct,damaged_q4,baseline,cascade,1220,0.1906
instruct,damaged_q4,baseline,classification_miss,1657,0.2589
instruct,damaged_q4,baseline,distractor_capture,383,0.0598
instruct,damaged_q4,baseline,echo_or_framing,7,0.0011
instruct,damaged_q4,baseline,low_score,409,0.0639
instruct,damaged_q4,baseline,none,937,0.1464
instruct,damaged_q4,baseline,primitive_gap,1787,0.2792
instruct,damaged_q4,cog_25_cyb_75,cascade,985,0.1539
instruct,damaged_q4,cog_25_cyb_75,classification_miss,896,0.14
instruct,damaged_q4,cog_25_cyb_75,distractor_capture,755,0.118
instruct,damaged_q4,cog_25_cyb_75,echo_or_framing,187,0.0292
instruct,damaged_q4,cog_25_cyb_75,low_score,423,0.0661
instruct,damaged_q4,cog_25_cyb_75,none,1805,0.282
instruct,damaged_q4,cog_25_cyb_75,primitive_gap,1349,0.2108
instruct,damaged_q4,cog_25_str_75,cascade,615,0.0961
instruct,damaged_q4,cog_25_str_75,classification_miss,144,0.0225
instruct,damaged_q4,cog_25_str_75,distractor_capture,1296,0.2025
instruct,damaged_q4,cog_25_str_75,echo_or_framing,75,0.0117
instruct,damaged_q4,cog_25_str_75,low_score,44,0.0069
instruct,damaged_q4,cog_25_str_75,none,4212,0.6581
instruct,damaged_q4,cog_25_str_75,primitive_gap,14,0.0022
instruct,damaged_q4,cog_40_cyb_60,cascade,1009,0.1577
instruct,damaged_q4,cog_40_cyb_60,classification_miss,830,0.1297
instruct,damaged_q4,cog_40_cyb_60,distractor_capture,779,0.1217
instruct,damaged_q4,cog_40_cyb_60,echo_or_framing,174,0.0272
instruct,damaged_q4,cog_40_cyb_60,low_score,443,0.0692
instruct,damaged_q4,cog_40_cyb_60,none,1797,0.2808
instruct,damaged_q4,cog_40_cyb_60,primitive_gap,1368,0.2137
instruct,damaged_q4,cog_40_str_60,cascade,651,0.1017
instruct,damaged_q4,cog_40_str_60,classification_miss,223,0.0348
instruct,damaged_q4,cog_40_str_60,distractor_capture,1335,0.2086
instruct,damaged_q4,cog_40_str_60,echo_or_framing,99,0.0155
instruct,damaged_q4,cog_40_str_60,low_score,93,0.0145
instruct,damaged_q4,cog_40_str_60,none,3917,0.612
instruct,damaged_q4,cog_40_str_60,primitive_gap,82,0.0128
instruct,damaged_q4,cog_50_cyb_50,cascade,1089,0.1702
instruct,damaged_q4,cog_50_cyb_50,classification_miss,770,0.1203
instruct,damaged_q4,cog_50_cyb_50,distractor_capture,817,0.1277
instruct,damaged_q4,cog_50_cyb_50,echo_or_framing,153,0.0239
instruct,damaged_q4,cog_50_cyb_50,low_score,465,0.0727
instruct,damaged_q4,cog_50_cyb_50,none,1631,0.2548
instruct,damaged_q4,cog_50_cyb_50,primitive_gap,1475,0.2305
instruct,damaged_q4,cog_50_str_50,cascade,684,0.1069
instruct,damaged_q4,cog_50_str_50,classification_miss,294,0.0459
instruct,damaged_q4,cog_50_str_50,distractor_capture,1234,0.1928
instruct,damaged_q4,cog_50_str_50,echo_or_framing,102,0.0159
instruct,damaged_q4,cog_50_str_50,low_score,173,0.027
instruct,damaged_q4,cog_50_str_50,none,3645,0.5695
instruct,damaged_q4,cog_50_str_50,primitive_gap,268,0.0419
instruct,damaged_q4,cog_60_cyb_40,cascade,1051,0.1642
instruct,damaged_q4,cog_60_cyb_40,classification_miss,813,0.127
instruct,damaged_q4,cog_60_cyb_40,distractor_capture,754,0.1178
instruct,damaged_q4,cog_60_cyb_40,echo_or_framing,140,0.0219
instruct,damaged_q4,cog_60_cyb_40,low_score,467,0.073
instruct,damaged_q4,cog_60_cyb_40,none,1611,0.2517
instruct,damaged_q4,cog_60_cyb_40,primitive_gap,1564,0.2444
instruct,damaged_q4,cog_60_str_40,cascade,754,0.1178
instruct,damaged_q4,cog_60_str_40,classification_miss,389,0.0608
instruct,damaged_q4,cog_60_str_40,distractor_capture,1172,0.1831
instruct,damaged_q4,cog_60_str_40,echo_or_framing,135,0.0211
instruct,damaged_q4,cog_60_str_40,low_score,305,0.0477
instruct,damaged_q4,cog_60_str_40,none,3129,0.4889
instruct,damaged_q4,cog_60_str_40,primitive_gap,516,0.0806
instruct,damaged_q4,cog_75_cyb_25,cascade,1032,0.1613
instruct,damaged_q4,cog_75_cyb_25,classification_miss,838,0.1309
instruct,damaged_q4,cog_75_cyb_25,distractor_capture,724,0.1131
instruct,damaged_q4,cog_75_cyb_25,echo_or_framing,128,0.02
instruct,damaged_q4,cog_75_cyb_25,low_score,472,0.0737
instruct,damaged_q4,cog_75_cyb_25,none,1570,0.2453
instruct,damaged_q4,cog_75_cyb_25,primitive_gap,1636,0.2556
instruct,damaged_q4,cog_75_str_25,cascade,844,0.1319
instruct,damaged_q4,cog_75_str_25,classification_miss,595,0.093
instruct,damaged_q4,cog_75_str_25,distractor_capture,911,0.1423
instruct,damaged_q4,cog_75_str_25,echo_or_framing,96,0.015
instruct,damaged_q4,cog_75_str_25,low_score,424,0.0663
instruct,damaged_q4,cog_75_str_25,none,2472,0.3862
instruct,damaged_q4,cog_75_str_25,primitive_gap,1058,0.1653
instruct,damaged_q4,cognitive_only,cascade,1190,0.1859
instruct,damaged_q4,cognitive_only,classification_miss,1164,0.1819
instruct,damaged_q4,cognitive_only,distractor_capture,527,0.0823
instruct,damaged_q4,cognitive_only,echo_or_framing,77,0.012
instruct,damaged_q4,cognitive_only,low_score,433,0.0677
instruct,damaged_q4,cognitive_only,none,1189,0.1858
instruct,damaged_q4,cognitive_only,primitive_gap,1820,0.2844
instruct,damaged_q4,cyb_25_str_75,cascade,602,0.0941
instruct,damaged_q4,cyb_25_str_75,classification_miss,272,0.0425
instruct,damaged_q4,cyb_25_str_75,distractor_capture,1208,0.1888
instruct,damaged_q4,cyb_25_str_75,echo_or_framing,94,0.0147
instruct,damaged_q4,cyb_25_str_75,low_score,42,0.0066
instruct,damaged_q4,cyb_25_str_75,none,4166,0.6509
instruct,damaged_q4,cyb_25_str_75,primitive_gap,16,0.0025
instruct,damaged_q4,cyb_40_str_60,cascade,669,0.1045
instruct,damaged_q4,cyb_40_str_60,classification_miss,389,0.0608
instruct,damaged_q4,cyb_40_str_60,distractor_capture,1194,0.1866
instruct,damaged_q4,cyb_40_str_60,echo_or_framing,161,0.0252
instruct,damaged_q4,cyb_40_str_60,low_score,77,0.012
instruct,damaged_q4,cyb_40_str_60,none,3829,0.5983
instruct,damaged_q4,cyb_40_str_60,primitive_gap,81,0.0127
instruct,damaged_q4,cyb_50_str_50,cascade,683,0.1067
instruct,damaged_q4,cyb_50_str_50,classification_miss,475,0.0742
instruct,damaged_q4,cyb_50_str_50,distractor_capture,1122,0.1753
instruct,damaged_q4,cyb_50_str_50,echo_or_framing,193,0.0302
instruct,damaged_q4,cyb_50_str_50,low_score,150,0.0234
instruct,damaged_q4,cyb_50_str_50,none,3605,0.5633
instruct,damaged_q4,cyb_50_str_50,primitive_gap,172,0.0269
instruct,damaged_q4,cyb_60_str_40,cascade,713,0.1114
instruct,damaged_q4,cyb_60_str_40,classification_miss,568,0.0887
instruct,damaged_q4,cyb_60_str_40,distractor_capture,1070,0.1672
instruct,damaged_q4,cyb_60_str_40,echo_or_framing,191,0.0298
instruct,damaged_q4,cyb_60_str_40,low_score,239,0.0373
instruct,damaged_q4,cyb_60_str_40,none,3302,0.5159
instruct,damaged_q4,cyb_60_str_40,primitive_gap,317,0.0495
instruct,damaged_q4,cyb_75_str_25,cascade,826,0.1291
instruct,damaged_q4,cyb_75_str_25,classification_miss,726,0.1134
instruct,damaged_q4,cyb_75_str_25,distractor_capture,1063,0.1661
instruct,damaged_q4,cyb_75_str_25,echo_or_framing,201,0.0314
instruct,damaged_q4,cyb_75_str_25,low_score,327,0.0511
instruct,damaged_q4,cyb_75_str_25,none,2710,0.4234
instruct,damaged_q4,cyb_75_str_25,primitive_gap,547,0.0855
instruct,damaged_q4,cyber_only,cascade,1050,0.1641
instruct,damaged_q4,cyber_only,classification_miss,1140,0.1781
instruct,damaged_q4,cyber_only,distractor_capture,670,0.1047
instruct,damaged_q4,cyber_only,echo_or_framing,121,0.0189
instruct,damaged_q4,cyber_only,low_score,435,0.068
instruct,damaged_q4,cyber_only,none,1569,0.2452
instruct,damaged_q4,cyber_only,primitive_gap,1415,0.2211
instruct,damaged_q4,structural_only,cascade,610,0.0953
instruct,damaged_q4,structural_only,classification_miss,326,0.0509
instruct,damaged_q4,structural_only,distractor_capture,1190,0.1859
instruct,damaged_q4,structural_only,echo_or_framing,61,0.0095
instruct,damaged_q4,structural_only,low_score,40,0.0063
instruct,damaged_q4,structural_only,none,4160,0.65
instruct,damaged_q4,structural_only,primitive_gap,13,0.002
instruct,damaged_q4,tri_boundary_heavy,cascade,606,0.0947
instruct,damaged_q4,tri_boundary_heavy,classification_miss,237,0.037
instruct,damaged_q4,tri_boundary_heavy,distractor_capture,1258,0.1966
instruct,damaged_q4,tri_boundary_heavy,echo_or_framing,238,0.0372
instruct,damaged_q4,tri_boundary_heavy,low_score,38,0.0059
instruct,damaged_q4,tri_boundary_heavy,none,3982,0.6222
instruct,damaged_q4,tri_boundary_heavy,primitive_gap,41,0.0064
instruct,damaged_q4,tri_cognitive_bridge,cascade,661,0.1033
instruct,damaged_q4,tri_cognitive_bridge,classification_miss,165,0.0258
instruct,damaged_q4,tri_cognitive_bridge,distractor_capture,1300,0.2031
instruct,damaged_q4,tri_cognitive_bridge,echo_or_framing,196,0.0306
instruct,damaged_q4,tri_cognitive_bridge,low_score,58,0.0091
instruct,damaged_q4,tri_cognitive_bridge,none,3988,0.6231
instruct,damaged_q4,tri_cognitive_bridge,primitive_gap,32,0.005
instruct,damaged_q4,tri_cognitive_heavy,cascade,688,0.1075
instruct,damaged_q4,tri_cognitive_heavy,classification_miss,235,0.0367
instruct,damaged_q4,tri_cognitive_heavy,distractor_capture,1342,0.2097
instruct,damaged_q4,tri_cognitive_heavy,echo_or_framing,233,0.0364
instruct,damaged_q4,tri_cognitive_heavy,low_score,112,0.0175
instruct,damaged_q4,tri_cognitive_heavy,none,3634,0.5678
instruct,damaged_q4,tri_cognitive_heavy,primitive_gap,156,0.0244
instruct,damaged_q4,tri_cyber_heavy,cascade,720,0.1125
instruct,damaged_q4,tri_cyber_heavy,classification_miss,406,0.0634
instruct,damaged_q4,tri_cyber_heavy,distractor_capture,1216,0.19
instruct,damaged_q4,tri_cyber_heavy,echo_or_framing,257,0.0402
instruct,damaged_q4,tri_cyber_heavy,low_score,87,0.0136
instruct,damaged_q4,tri_cyber_heavy,none,3612,0.5644
instruct,damaged_q4,tri_cyber_heavy,primitive_gap,102,0.0159
instruct,damaged_q4,tri_equal_routed,cascade,663,0.1036
instruct,damaged_q4,tri_equal_routed,classification_miss,346,0.0541
instruct,damaged_q4,tri_equal_routed,distractor_capture,1321,0.2064
instruct,damaged_q4,tri_equal_routed,echo_or_framing,274,0.0428
instruct,damaged_q4,tri_equal_routed,low_score,147,0.023
