substrate,quant,stack,primary_failure,count,rate
base,healthy_q6,cog_60_str_40,classification_miss,28,0.0044
base,healthy_q6,cog_60_str_40,distractor_capture,1049,0.1639
base,healthy_q6,cog_60_str_40,echo_or_framing,205,0.032
base,healthy_q6,cog_60_str_40,low_score,58,0.0091
base,healthy_q6,cog_60_str_40,none,4674,0.7303
base,healthy_q6,cog_60_str_40,primitive_gap,4,0.0006
base,healthy_q6,cog_75_cyb_25,cascade,450,0.0703
base,healthy_q6,cog_75_cyb_25,classification_miss,34,0.0053
base,healthy_q6,cog_75_cyb_25,distractor_capture,1087,0.1698
base,healthy_q6,cog_75_cyb_25,echo_or_framing,305,0.0477
base,healthy_q6,cog_75_cyb_25,low_score,58,0.0091
base,healthy_q6,cog_75_cyb_25,none,4430,0.6922
base,healthy_q6,cog_75_cyb_25,primitive_gap,36,0.0056
base,healthy_q6,cog_75_str_25,cascade,414,0.0647
base,healthy_q6,cog_75_str_25,classification_miss,34,0.0053
base,healthy_q6,cog_75_str_25,distractor_capture,1117,0.1745
base,healthy_q6,cog_75_str_25,echo_or_framing,219,0.0342
base,healthy_q6,cog_75_str_25,low_score,41,0.0064
base,healthy_q6,cog_75_str_25,none,4564,0.7131
base,healthy_q6,cog_75_str_25,primitive_gap,11,0.0017
base,healthy_q6,cognitive_only,cascade,472,0.0737
base,healthy_q6,cognitive_only,classification_miss,56,0.0088
base,healthy_q6,cognitive_only,distractor_capture,1062,0.1659
base,healthy_q6,cognitive_only,echo_or_framing,200,0.0312
base,healthy_q6,cognitive_only,low_score,158,0.0247
base,healthy_q6,cognitive_only,none,4175,0.6523
base,healthy_q6,cognitive_only,primitive_gap,277,0.0433
base,healthy_q6,cyb_25_str_75,cascade,377,0.0589
base,healthy_q6,cyb_25_str_75,classification_miss,19,0.003
base,healthy_q6,cyb_25_str_75,distractor_capture,1003,0.1567
base,healthy_q6,cyb_25_str_75,echo_or_framing,174,0.0272
base,healthy_q6,cyb_25_str_75,low_score,48,0.0075
base,healthy_q6,cyb_25_str_75,none,4774,0.7459
base,healthy_q6,cyb_25_str_75,primitive_gap,5,0.0008
base,healthy_q6,cyb_40_str_60,cascade,368,0.0575
base,healthy_q6,cyb_40_str_60,classification_miss,21,0.0033
base,healthy_q6,cyb_40_str_60,distractor_capture,933,0.1458
base,healthy_q6,cyb_40_str_60,echo_or_framing,233,0.0364
base,healthy_q6,cyb_40_str_60,low_score,52,0.0081
base,healthy_q6,cyb_40_str_60,none,4787,0.748
base,healthy_q6,cyb_40_str_60,primitive_gap,6,0.0009
base,healthy_q6,cyb_50_str_50,cascade,332,0.0519
base,healthy_q6,cyb_50_str_50,classification_miss,29,0.0045
base,healthy_q6,cyb_50_str_50,distractor_capture,973,0.152
base,healthy_q6,cyb_50_str_50,echo_or_framing,237,0.037
base,healthy_q6,cyb_50_str_50,low_score,55,0.0086
base,healthy_q6,cyb_50_str_50,none,4768,0.745
base,healthy_q6,cyb_50_str_50,primitive_gap,6,0.0009
base,healthy_q6,cyb_60_str_40,cascade,375,0.0586
base,healthy_q6,cyb_60_str_40,classification_miss,29,0.0045
base,healthy_q6,cyb_60_str_40,distractor_capture,941,0.147
base,healthy_q6,cyb_60_str_40,echo_or_framing,275,0.043
base,healthy_q6,cyb_60_str_40,low_score,52,0.0081
base,healthy_q6,cyb_60_str_40,none,4724,0.7381
base,healthy_q6,cyb_60_str_40,primitive_gap,4,0.0006
base,healthy_q6,cyb_75_str_25,cascade,362,0.0566
base,healthy_q6,cyb_75_str_25,classification_miss,65,0.0102
base,healthy_q6,cyb_75_str_25,distractor_capture,970,0.1516
base,healthy_q6,cyb_75_str_25,echo_or_framing,367,0.0573
base,healthy_q6,cyb_75_str_25,low_score,65,0.0102
base,healthy_q6,cyb_75_str_25,none,4567,0.7136
base,healthy_q6,cyb_75_str_25,primitive_gap,4,0.0006
base,healthy_q6,cyber_only,cascade,457,0.0714
base,healthy_q6,cyber_only,classification_miss,249,0.0389
base,healthy_q6,cyber_only,distractor_capture,970,0.1516
base,healthy_q6,cyber_only,echo_or_framing,343,0.0536
base,healthy_q6,cyber_only,low_score,192,0.03
base,healthy_q6,cyber_only,none,4034,0.6303
base,healthy_q6,cyber_only,primitive_gap,155,0.0242
base,healthy_q6,structural_only,cascade,405,0.0633
base,healthy_q6,structural_only,classification_miss,20,0.0031
base,healthy_q6,structural_only,distractor_capture,1009,0.1577
base,healthy_q6,structural_only,echo_or_framing,71,0.0111
base,healthy_q6,structural_only,low_score,60,0.0094
base,healthy_q6,structural_only,none,4831,0.7548
base,healthy_q6,structural_only,primitive_gap,4,0.0006
base,healthy_q6,tri_boundary_heavy,cascade,367,0.0573
base,healthy_q6,tri_boundary_heavy,classification_miss,15,0.0023
base,healthy_q6,tri_boundary_heavy,distractor_capture,1003,0.1567
base,healthy_q6,tri_boundary_heavy,echo_or_framing,279,0.0436
base,healthy_q6,tri_boundary_heavy,low_score,57,0.0089
base,healthy_q6,tri_boundary_heavy,none,4672,0.73
base,healthy_q6,tri_boundary_heavy,primitive_gap,7,0.0011
base,healthy_q6,tri_cognitive_bridge,cascade,337,0.0527
base,healthy_q6,tri_cognitive_bridge,classification_miss,14,0.0022
base,healthy_q6,tri_cognitive_bridge,distractor_capture,990,0.1547
base,healthy_q6,tri_cognitive_bridge,echo_or_framing,269,0.042
base,healthy_q6,tri_cognitive_bridge,low_score,51,0.008
base,healthy_q6,tri_cognitive_bridge,none,4729,0.7389
base,healthy_q6,tri_cognitive_bridge,primitive_gap,10,0.0016
base,healthy_q6,tri_cognitive_heavy,cascade,336,0.0525
base,healthy_q6,tri_cognitive_heavy,classification_miss,15,0.0023
base,healthy_q6,tri_cognitive_heavy,distractor_capture,1083,0.1692
base,healthy_q6,tri_cognitive_heavy,echo_or_framing,280,0.0437
base,healthy_q6,tri_cognitive_heavy,low_score,51,0.008
base,healthy_q6,tri_cognitive_heavy,none,4631,0.7236
base,healthy_q6,tri_cognitive_heavy,primitive_gap,4,0.0006
base,healthy_q6,tri_cyber_heavy,cascade,405,0.0633
base,healthy_q6,tri_cyber_heavy,classification_miss,20,0.0031
base,healthy_q6,tri_cyber_heavy,distractor_capture,952,0.1487
base,healthy_q6,tri_cyber_heavy,echo_or_framing,391,0.0611
base,healthy_q6,tri_cyber_heavy,low_score,50,0.0078
base,healthy_q6,tri_cyber_heavy,none,4578,0.7153
base,healthy_q6,tri_cyber_heavy,primitive_gap,4,0.0006
base,healthy_q6,tri_equal_routed,cascade,374,0.0584
base,healthy_q6,tri_equal_routed,classification_miss,20,0.0031
base,healthy_q6,tri_equal_routed,distractor_capture,1060,0.1656
base,healthy_q6,tri_equal_routed,echo_or_framing,360,0.0563
base,healthy_q6,tri_equal_routed,low_score,55,0.0086
base,healthy_q6,tri_equal_routed,none,4526,0.7072
base,healthy_q6,tri_equal_routed,primitive_gap,5,0.0008
base,healthy_q6,tri_naive_equal_all_fire,cascade,452,0.0706
base,healthy_q6,tri_naive_equal_all_fire,classification_miss,28,0.0044
base,healthy_q6,tri_naive_equal_all_fire,distractor_capture,1297,0.2027
base,healthy_q6,tri_naive_equal_all_fire,echo_or_framing,1335,0.2086
base,healthy_q6,tri_naive_equal_all_fire,low_score,41,0.0064
base,healthy_q6,tri_naive_equal_all_fire,none,3245,0.507
base,healthy_q6,tri_naive_equal_all_fire,primitive_gap,2,0.0003
base,healthy_q6,tri_naive_structural_heavy_all_fire,cascade,443,0.0692
base,healthy_q6,tri_naive_structural_heavy_all_fire,classification_miss,27,0.0042
base,healthy_q6,tri_naive_structural_heavy_all_fire,distractor_capture,1256,0.1963
base,healthy_q6,tri_naive_structural_heavy_all_fire,echo_or_framing,1369,0.2139
base,healthy_q6,tri_naive_structural_heavy_all_fire,low_score,44,0.0069
base,healthy_q6,tri_naive_structural_heavy_all_fire,none,3255,0.5086
base,healthy_q6,tri_naive_structural_heavy_all_fire,primitive_gap,6,0.0009
base,healthy_q6,tri_structural_heavy_55,cascade,347,0.0542
base,healthy_q6,tri_structural_heavy_55,classification_miss,17,0.0027
base,healthy_q6,tri_structural_heavy_55,distractor_capture,992,0.155
base,healthy_q6,tri_structural_heavy_55,echo_or_framing,251,0.0392
base,healthy_q6,tri_structural_heavy_55,low_score,62,0.0097
base,healthy_q6,tri_structural_heavy_55,none,4721,0.7377
base,healthy_q6,tri_structural_heavy_55,primitive_gap,10,0.0016
base,healthy_q6,tri_structural_heavy_60,cascade,307,0.048
base,healthy_q6,tri_structural_heavy_60,classification_miss,8,0.0013
base,healthy_q6,tri_structural_heavy_60,distractor_capture,967,0.1511
base,healthy_q6,tri_structural_heavy_60,echo_or_framing,229,0.0358
base,healthy_q6,tri_structural_heavy_60,low_score,53,0.0083
base,healthy_q6,tri_structural_heavy_60,none,4833,0.7552
base,healthy_q6,tri_structural_heavy_60,primitive_gap,3,0.0005
base,healthy_q6,tri_structural_heavy_65,cascade,324,0.0506
base,healthy_q6,tri_structural_heavy_65,classification_miss,13,0.002
base,healthy_q6,tri_structural_heavy_65,distractor_capture,1029,0.1608
base,healthy_q6,tri_structural_heavy_65,echo_or_framing,210,0.0328
base,healthy_q6,tri_structural_heavy_65,low_score,58,0.0091
base,healthy_q6,tri_structural_heavy_65,none,4760,0.7438
base,healthy_q6,tri_structural_heavy_65,primitive_gap,6,0.0009
base,healthy_q8,baseline,cascade,333,0.052
base,healthy_q8,baseline,classification_miss,775,0.1211
base,healthy_q8,baseline,distractor_capture,665,0.1039
base,healthy_q8,baseline,echo_or_framing,46,0.0072
base,healthy_q8,baseline,low_score,476,0.0744
base,healthy_q8,baseline,none,3335,0.5211
base,healthy_q8,baseline,primitive_gap,770,0.1203
base,healthy_q8,cog_25_cyb_75,cascade,262,0.0409
base,healthy_q8,cog_25_cyb_75,classification_miss,28,0.0044
base,healthy_q8,cog_25_cyb_75,distractor_capture,915,0.143
base,healthy_q8,cog_25_cyb_75,echo_or_framing,418,0.0653
base,healthy_q8,cog_25_cyb_75,low_score,45,0.007
base,healthy_q8,cog_25_cyb_75,none,4726,0.7384
base,healthy_q8,cog_25_cyb_75,primitive_gap,6,0.0009
base,healthy_q8,cog_25_str_75,cascade,242,0.0378
base,healthy_q8,cog_25_str_75,classification_miss,13,0.002
base,healthy_q8,cog_25_str_75,distractor_capture,890,0.1391
base,healthy_q8,cog_25_str_75,echo_or_framing,116,0.0181
base,healthy_q8,cog_25_str_75,low_score,59,0.0092
base,healthy_q8,cog_25_str_75,none,5078,0.7934
base,healthy_q8,cog_25_str_75,primitive_gap,2,0.0003
base,healthy_q8,cog_40_cyb_60,cascade,272,0.0425
base,healthy_q8,cog_40_cyb_60,classification_miss,30,0.0047
base,healthy_q8,cog_40_cyb_60,distractor_capture,939,0.1467
base,healthy_q8,cog_40_cyb_60,echo_or_framing,438,0.0684
base,healthy_q8,cog_40_cyb_60,low_score,47,0.0073
base,healthy_q8,cog_40_cyb_60,none,4670,0.7297
base,healthy_q8,cog_40_cyb_60,primitive_gap,4,0.0006
base,healthy_q8,cog_40_str_60,cascade,243,0.038
base,healthy_q8,cog_40_str_60,classification_miss,17,0.0027
base,healthy_q8,cog_40_str_60,distractor_capture,908,0.1419
base,healthy_q8,cog_40_str_60,echo_or_framing,141,0.022
base,healthy_q8,cog_40_str_60,low_score,66,0.0103
base,healthy_q8,cog_40_str_60,none,5021,0.7845
base,healthy_q8,cog_40_str_60,primitive_gap,4,0.0006
base,healthy_q8,cog_50_cyb_50,cascade,288,0.045
base,healthy_q8,cog_50_cyb_50,classification_miss,27,0.0042
base,healthy_q8,cog_50_cyb_50,distractor_capture,919,0.1436
base,healthy_q8,cog_50_cyb_50,echo_or_framing,404,0.0631
base,healthy_q8,cog_50_cyb_50,low_score,57,0.0089
base,healthy_q8,cog_50_cyb_50,none,4700,0.7344
base,healthy_q8,cog_50_cyb_50,primitive_gap,5,0.0008
base,healthy_q8,cog_50_str_50,cascade,261,0.0408
base,healthy_q8,cog_50_str_50,classification_miss,14,0.0022
base,healthy_q8,cog_50_str_50,distractor_capture,936,0.1462
base,healthy_q8,cog_50_str_50,echo_or_framing,157,0.0245
base,healthy_q8,cog_50_str_50,low_score,62,0.0097
base,healthy_q8,cog_50_str_50,none,4964,0.7756
base,healthy_q8,cog_50_str_50,primitive_gap,6,0.0009
base,healthy_q8,cog_60_cyb_40,cascade,276,0.0431
base,healthy_q8,cog_60_cyb_40,classification_miss,27,0.0042
base,healthy_q8,cog_60_cyb_40,distractor_capture,977,0.1527
base,healthy_q8,cog_60_cyb_40,echo_or_framing,371,0.058
base,healthy_q8,cog_60_cyb_40,low_score,56,0.0088
base,healthy_q8,cog_60_cyb_40,none,4684,0.7319
base,healthy_q8,cog_60_cyb_40,primitive_gap,9,0.0014
base,healthy_q8,cog_60_str_40,cascade,276,0.0431
base,healthy_q8,cog_60_str_40,classification_miss,15,0.0023
base,healthy_q8,cog_60_str_40,distractor_capture,954,0.1491
base,healthy_q8,cog_60_str_40,echo_or_framing,191,0.0298
base,healthy_q8,cog_60_str_40,low_score,59,0.0092
base,healthy_q8,cog_60_str_40,none,4903,0.7661
base,healthy_q8,cog_60_str_40,primitive_gap,2,0.0003
base,healthy_q8,cog_75_cyb_25,cascade,284,0.0444
base,healthy_q8,cog_75_cyb_25,classification_miss,31,0.0048
base,healthy_q8,cog_75_cyb_25,distractor_capture,983,0.1536
base,healthy_q8,cog_75_cyb_25,echo_or_framing,339,0.053
base,healthy_q8,cog_75_cyb_25,low_score,43,0.0067
base,healthy_q8,cog_75_cyb_25,none,4710,0.7359
base,healthy_q8,cog_75_cyb_25,primitive_gap,10,0.0016
base,healthy_q8,cog_75_str_25,cascade,248,0.0387
base,healthy_q8,cog_75_str_25,classification_miss,20,0.0031
base,healthy_q8,cog_75_str_25,distractor_capture,942,0.1472
base,healthy_q8,cog_75_str_25,echo_or_framing,227,0.0355
base,healthy_q8,cog_75_str_25,low_score,55,0.0086
base,healthy_q8,cog_75_str_25,none,4897,0.7652
base,healthy_q8,cog_75_str_25,primitive_gap,11,0.0017
base,healthy_q8,cognitive_only,cascade,320,0.05
base,healthy_q8,cognitive_only,classification_miss,33,0.0052
base,healthy_q8,cognitive_only,distractor_capture,952,0.1487
base,healthy_q8,cognitive_only,echo_or_framing,233,0.0364
base,healthy_q8,cognitive_only,low_score,59,0.0092
base,healthy_q8,cognitive_only,none,4768,0.745
base,healthy_q8,cognitive_only,primitive_gap,35,0.0055
base,healthy_q8,cyb_25_str_75,cascade,222,0.0347
base,healthy_q8,cyb_25_str_75,classification_miss,14,0.0022
base,healthy_q8,cyb_25_str_75,distractor_capture,874,0.1366
base,healthy_q8,cyb_25_str_75,echo_or_framing,154,0.0241
base,healthy_q8,cyb_25_str_75,low_score,57,0.0089
base,healthy_q8,cyb_25_str_75,none,5074,0.7928
base,healthy_q8,cyb_25_str_75,primitive_gap,5,0.0008
base,healthy_q8,cyb_40_str_60,cascade,228,0.0356
base,healthy_q8,cyb_40_str_60,classification_miss,13,0.002
base,healthy_q8,cyb_40_str_60,distractor_capture,889,0.1389
base,healthy_q8,cyb_40_str_60,echo_or_framing,222,0.0347
base,healthy_q8,cyb_40_str_60,low_score,56,0.0088
base,healthy_q8,cyb_40_str_60,none,4991,0.7798
base,healthy_q8,cyb_40_str_60,primitive_gap,1,0.0002
base,healthy_q8,cyb_50_str_50,cascade,252,0.0394
base,healthy_q8,cyb_50_str_50,classification_miss,10,0.0016
base,healthy_q8,cyb_50_str_50,distractor_capture,816,0.1275
base,healthy_q8,cyb_50_str_50,echo_or_framing,255,0.0398
base,healthy_q8,cyb_50_str_50,low_score,47,0.0073
base,healthy_q8,cyb_50_str_50,none,5015,0.7836
base,healthy_q8,cyb_50_str_50,primitive_gap,5,0.0008
base,healthy_q8,cyb_60_str_40,cascade,270,0.0422
base,healthy_q8,cyb_60_str_40,classification_miss,16,0.0025
base,healthy_q8,cyb_60_str_40,distractor_capture,853,0.1333
base,healthy_q8,cyb_60_str_40,echo_or_framing,288,0.045
base,healthy_q8,cyb_60_str_40,low_score,69,0.0108
base,healthy_q8,cyb_60_str_40,none,4897,0.7652
base,healthy_q8,cyb_60_str_40,primitive_gap,7,0.0011
base,healthy_q8,cyb_75_str_25,cascade,302,0.0472
base,healthy_q8,cyb_75_str_25,classification_miss,29,0.0045
base,healthy_q8,cyb_75_str_25,distractor_capture,859,0.1342
base,healthy_q8,cyb_75_str_25,echo_or_framing,368,0.0575
base,healthy_q8,cyb_75_str_25,low_score,50,0.0078
base,healthy_q8,cyb_75_str_25,none,4786,0.7478
base,healthy_q8,cyb_75_str_25,primitive_gap,6,0.0009
base,healthy_q8,cyber_only,cascade,301,0.047
base,healthy_q8,cyber_only,classification_miss,84,0.0131
base,healthy_q8,cyber_only,distractor_capture,903,0.1411
base,healthy_q8,cyber_only,echo_or_framing,402,0.0628
base,healthy_q8,cyber_only,low_score,75,0.0117
base,healthy_q8,cyber_only,none,4590,0.7172
base,healthy_q8,cyber_only,primitive_gap,45,0.007
base,healthy_q8,structural_only,cascade,267,0.0417
base,healthy_q8,structural_only,classification_miss,8,0.0013
base,healthy_q8,structural_only,distractor_capture,918,0.1434
base,healthy_q8,structural_only,echo_or_framing,86,0.0134
base,healthy_q8,structural_only,low_score,63,0.0098
base,healthy_q8,structural_only,none,5052,0.7894
base,healthy_q8,structural_only,primitive_gap,6,0.0009
base,healthy_q8,tri_boundary_heavy,cascade,250,0.0391
base,healthy_q8,tri_boundary_heavy,classification_miss,14,0.0022
base,healthy_q8,tri_boundary_heavy,distractor_capture,876,0.1369
base,healthy_q8,tri_boundary_heavy,echo_or_framing,313,0.0489
base,healthy_q8,tri_boundary_heavy,low_score,59,0.0092
base,healthy_q8,tri_boundary_heavy,none,4881,0.7627
base,healthy_q8,tri_boundary_heavy,primitive_gap,7,0.0011
base,healthy_q8,tri_cognitive_bridge,cascade,264,0.0413
base,healthy_q8,tri_cognitive_bridge,classification_miss,12,0.0019
base,healthy_q8,tri_cognitive_bridge,distractor_capture,880,0.1375
base,healthy_q8,tri_cognitive_bridge,echo_or_framing,274,0.0428
base,healthy_q8,tri_cognitive_bridge,low_score,48,0.0075
base,healthy_q8,tri_cognitive_bridge,none,4914,0.7678
base,healthy_q8,tri_cognitive_bridge,primitive_gap,8,0.0013
base,healthy_q8,tri_cognitive_heavy,cascade,272,0.0425
base,healthy_q8,tri_cognitive_heavy,classification_miss,10,0.0016
base,healthy_q8,tri_cognitive_heavy,distractor_capture,885,0.1383
base,healthy_q8,tri_cognitive_heavy,echo_or_framing,287,0.0448
base,healthy_q8,tri_cognitive_heavy,low_score,56,0.0088
base,healthy_q8,tri_cognitive_heavy,none,4886,0.7634
base,healthy_q8,tri_cognitive_heavy,primitive_gap,4,0.0006
base,healthy_q8,tri_cyber_heavy,cascade,262,0.0409
base,healthy_q8,tri_cyber_heavy,classification_miss,21,0.0033
base,healthy_q8,tri_cyber_heavy,distractor_capture,868,0.1356
base,healthy_q8,tri_cyber_heavy,echo_or_framing,411,0.0642
base,healthy_q8,tri_cyber_heavy,low_score,50,0.0078
base,healthy_q8,tri_cyber_heavy,none,4779,0.7467
base,healthy_q8,tri_cyber_heavy,primitive_gap,9,0.0014
base,healthy_q8,tri_equal_routed,cascade,251,0.0392
base,healthy_q8,tri_equal_routed,classification_miss,16,0.0025
base,healthy_q8,tri_equal_routed,distractor_capture,901,0.1408
base,healthy_q8,tri_equal_routed,echo_or_framing,342,0.0534
base,healthy_q8,tri_equal_routed,low_score,70,0.0109
base,healthy_q8,tri_equal_routed,none,4815,0.7523
base,healthy_q8,tri_equal_routed,primitive_gap,5,0.0008
base,healthy_q8,tri_naive_equal_all_fire,cascade,379,0.0592
base,healthy_q8,tri_naive_equal_all_fire,classification_miss,29,0.0045
base,healthy_q8,tri_naive_equal_all_fire,distractor_capture,1162,0.1816
base,healthy_q8,tri_naive_equal_all_fire,echo_or_framing,1497,0.2339
base,healthy_q8,tri_naive_equal_all_fire,low_score,59,0.0092
base,healthy_q8,tri_naive_equal_all_fire,none,3273,0.5114
base,healthy_q8,tri_naive_equal_all_fire,primitive_gap,1,0.0002
base,healthy_q8,tri_naive_structural_heavy_all_fire,cascade,318,0.0497
base,healthy_q8,tri_naive_structural_heavy_all_fire,classification_miss,22,0.0034
base,healthy_q8,tri_naive_structural_heavy_all_fire,distractor_capture,1177,0.1839
base,healthy_q8,tri_naive_structural_heavy_all_fire,echo_or_framing,1405,0.2195
base,healthy_q8,tri_naive_structural_heavy_all_fire,low_score,55,0.0086
base,healthy_q8,tri_naive_structural_heavy_all_fire,none,3417,0.5339
base,healthy_q8,tri_naive_structural_heavy_all_fire,primitive_gap,6,0.0009
base,healthy_q8,tri_structural_heavy_55,cascade,215,0.0336
base,healthy_q8,tri_structural_heavy_55,classification_miss,10,0.0016
base,healthy_q8,tri_structural_heavy_55,distractor_capture,871,0.1361
base,healthy_q8,tri_structural_heavy_55,echo_or_framing,253,0.0395
base,healthy_q8,tri_structural_heavy_55,low_score,66,0.0103
base,healthy_q8,tri_structural_heavy_55,none,4983,0.7786
base,healthy_q8,tri_structural_heavy_55,primitive_gap,2,0.0003
base,healthy_q8,tri_structural_heavy_60,cascade,241,0.0377
base,healthy_q8,tri_structural_heavy_60,classification_miss,22,0.0034
base,healthy_q8,tri_structural_heavy_60,distractor_capture,821,0.1283
base,healthy_q8,tri_structural_heavy_60,echo_or_framing,249,0.0389
base,healthy_q8,tri_structural_heavy_60,low_score,56,0.0088
base,healthy_q8,tri_structural_heavy_60,none,5006,0.7822
base,healthy_q8,tri_structural_heavy_60,primitive_gap,5,0.0008
base,healthy_q8,tri_structural_heavy_65,cascade,209,0.0327
base,healthy_q8,tri_structural_heavy_65,classification_miss,8,0.0013
base,healthy_q8,tri_structural_heavy_65,distractor_capture,831,0.1298
base,healthy_q8,tri_structural_heavy_65,echo_or_framing,218,0.0341
base,healthy_q8,tri_structural_heavy_65,low_score,56,0.0088
base,healthy_q8,tri_structural_heavy_65,none,5075,0.793
base,healthy_q8,tri_structural_heavy_65,primitive_gap,3,0.0005
degraded_instruct,collapsed_q2_edge,baseline,cascade,5401,0.8439
degraded_instruct,collapsed_q2_edge,baseline,classification_miss,752,0.1175
degraded_instruct,collapsed_q2_edge,baseline,distractor_capture,5,0.0008
degraded_instruct,collapsed_q2_edge,baseline,low_score,8,0.0013
degraded_instruct,collapsed_q2_edge,baseline,none,1,0.0002
degraded_instruct,collapsed_q2_edge,baseline,primitive_gap,233,0.0364
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,cascade,4721,0.7377
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,classification_miss,751,0.1173
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,distractor_capture,58,0.0091
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,echo_or_framing,7,0.0011
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,low_score,69,0.0108
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,none,23,0.0036
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,primitive_gap,771,0.1205
degraded_instruct,collapsed_q2_edge,cog_25_str_75,cascade,3269,0.5108
degraded_instruct,collapsed_q2_edge,cog_25_str_75,classification_miss,1221,0.1908
degraded_instruct,collapsed_q2_edge,cog_25_str_75,distractor_capture,275,0.043
degraded_instruct,collapsed_q2_edge,cog_25_str_75,echo_or_framing,15,0.0023
degraded_instruct,collapsed_q2_edge,cog_25_str_75,low_score,242,0.0378
degraded_instruct,collapsed_q2_edge,cog_25_str_75,none,257,0.0402
degraded_instruct,collapsed_q2_edge,cog_25_str_75,primitive_gap,1121,0.1752
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,cascade,4750,0.7422
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,classification_miss,721,0.1127
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,distractor_capture,54,0.0084
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,echo_or_framing,5,0.0008
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,low_score,79,0.0123
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,none,21,0.0033
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,primitive_gap,770,0.1203
degraded_instruct,collapsed_q2_edge,cog_40_str_60,cascade,3524,0.5506
degraded_instruct,collapsed_q2_edge,cog_40_str_60,classification_miss,1125,0.1758
degraded_instruct,collapsed_q2_edge,cog_40_str_60,distractor_capture,240,0.0375
degraded_instruct,collapsed_q2_edge,cog_40_str_60,echo_or_framing,3,0.0005
degraded_instruct,collapsed_q2_edge,cog_40_str_60,low_score,204,0.0319
degraded_instruct,collapsed_q2_edge,cog_40_str_60,none,194,0.0303
degraded_instruct,collapsed_q2_edge,cog_40_str_60,primitive_gap,1110,0.1734
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,cascade,4791,0.7486
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,classification_miss,689,0.1077
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,distractor_capture,49,0.0077
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,echo_or_framing,6,0.0009
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,low_score,94,0.0147
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,none,12,0.0019
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,primitive_gap,759,0.1186
degraded_instruct,collapsed_q2_edge,cog_50_str_50,cascade,3776,0.59
degraded_instruct,collapsed_q2_edge,cog_50_str_50,classification_miss,1082,0.1691
degraded_instruct,collapsed_q2_edge,cog_50_str_50,distractor_capture,142,0.0222
degraded_instruct,collapsed_q2_edge,cog_50_str_50,echo_or_framing,11,0.0017
degraded_instruct,collapsed_q2_edge,cog_50_str_50,low_score,192,0.03
degraded_instruct,collapsed_q2_edge,cog_50_str_50,none,122,0.0191
degraded_instruct,collapsed_q2_edge,cog_50_str_50,primitive_gap,1075,0.168
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,cascade,4835,0.7555
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,classification_miss,701,0.1095
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,distractor_capture,46,0.0072
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,echo_or_framing,4,0.0006
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,low_score,77,0.012
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,none,17,0.0027
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,primitive_gap,720,0.1125
degraded_instruct,collapsed_q2_edge,cog_60_str_40,cascade,4017,0.6277
degraded_instruct,collapsed_q2_edge,cog_60_str_40,classification_miss,1002,0.1566
degraded_instruct,collapsed_q2_edge,cog_60_str_40,distractor_capture,124,0.0194
degraded_instruct,collapsed_q2_edge,cog_60_str_40,echo_or_framing,9,0.0014
degraded_instruct,collapsed_q2_edge,cog_60_str_40,low_score,156,0.0244
degraded_instruct,collapsed_q2_edge,cog_60_str_40,none,102,0.0159
degraded_instruct,collapsed_q2_edge,cog_60_str_40,primitive_gap,990,0.1547
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,cascade,4870,0.7609
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,classification_miss,661,0.1033
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,distractor_capture,57,0.0089
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,echo_or_framing,7,0.0011
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,low_score,58,0.0091
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,none,21,0.0033
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,primitive_gap,726,0.1134
