substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
base,damaged_q2,cyb_60_str_40,medium,1600,0.1894,0.155,0.4464,0.7156,0.3094,0.0488,0.3475,1.9,-0.0704,cascade
base,damaged_q2,cyb_75_str_25,extreme,1600,0.0563,0.0281,0.2472,0.6062,0.5225,0.1187,0.7662,3.1738,-0.3724,cascade
base,damaged_q2,cyb_75_str_25,high,1600,0.1019,0.0612,0.3099,0.6575,0.435,0.0831,0.5006,2.5962,-0.2557,cascade
base,damaged_q2,cyb_75_str_25,low,1600,0.1669,0.1269,0.4962,0.7338,0.2119,0.05,0.25,1.3825,-0.0358,cascade
base,damaged_q2,cyb_75_str_25,medium,1600,0.1744,0.1406,0.4262,0.7244,0.2906,0.0619,0.345,2.0575,-0.0894,cascade
base,damaged_q2,cyber_only,extreme,1600,0.0088,0.0037,0.1056,0.4725,0.6837,0.1106,0.8137,4.2081,-0.499,cascade
base,damaged_q2,cyber_only,high,1600,0.0262,0.0138,0.16,0.5606,0.5506,0.0663,0.5563,3.4712,-0.3828,cascade
base,damaged_q2,cyber_only,low,1600,0.0756,0.0544,0.3662,0.7031,0.2712,0.0494,0.275,1.8356,-0.1507,cascade
base,damaged_q2,cyber_only,medium,1600,0.0631,0.0519,0.254,0.6225,0.3931,0.0706,0.4044,2.8425,-0.2547,cascade
base,damaged_q2,structural_only,extreme,1600,0.0737,0.0369,0.2761,0.5337,0.5,0.0369,0.7894,2.8281,-0.3251,cascade
base,damaged_q2,structural_only,high,1600,0.1163,0.0919,0.3495,0.5794,0.4044,0.0106,0.5062,2.2581,-0.185,cascade
base,damaged_q2,structural_only,low,1600,0.2781,0.2094,0.5812,0.7075,0.1819,0.0056,0.2938,1.0381,0.0783,none
base,damaged_q2,structural_only,medium,1600,0.2144,0.1825,0.4666,0.6338,0.2656,0.01,0.3756,1.7437,-0.0164,cascade
base,damaged_q2,tri_boundary_heavy,extreme,1600,0.195,0.0894,0.4356,0.705,0.4012,0.1019,0.7212,2.06,-0.2121,cascade
base,damaged_q2,tri_boundary_heavy,high,1600,0.2594,0.175,0.5055,0.7612,0.3162,0.06,0.4875,1.6612,-0.0539,cascade
base,damaged_q2,tri_boundary_heavy,low,1600,0.4088,0.2988,0.7109,0.8619,0.155,0.0419,0.2525,0.7031,0.1885,none
base,damaged_q2,tri_boundary_heavy,medium,1600,0.3575,0.2744,0.6091,0.8013,0.2225,0.0556,0.3319,1.2537,0.1073,none
base,damaged_q2,tri_cognitive_bridge,extreme,1600,0.1375,0.065,0.4022,0.7087,0.4269,0.0894,0.7706,2.2487,-0.255,cascade
base,damaged_q2,tri_cognitive_bridge,high,1600,0.2188,0.1475,0.48,0.7781,0.335,0.0544,0.51,1.7869,-0.094,cascade
base,damaged_q2,tri_cognitive_bridge,low,1600,0.3775,0.2869,0.7011,0.8819,0.1487,0.0312,0.2631,0.765,0.1767,none
base,damaged_q2,tri_cognitive_bridge,medium,1600,0.3306,0.2537,0.5948,0.83,0.2425,0.0406,0.39,1.3062,0.0764,none
base,damaged_q2,tri_cognitive_heavy,extreme,1600,0.09,0.0437,0.327,0.685,0.4594,0.0906,0.7919,2.6919,-0.3101,cascade
base,damaged_q2,tri_cognitive_heavy,high,1600,0.1462,0.0988,0.4081,0.7412,0.3781,0.0531,0.5456,2.1056,-0.1742,cascade
base,damaged_q2,tri_cognitive_heavy,low,1600,0.3106,0.2175,0.639,0.8725,0.1694,0.035,0.2881,0.9587,0.0887,none
base,damaged_q2,tri_cognitive_heavy,medium,1600,0.2487,0.1888,0.5306,0.8206,0.2569,0.0512,0.3894,1.6062,-0.01,primitive_gap
base,damaged_q2,tri_cyber_heavy,extreme,1600,0.1544,0.0737,0.3934,0.685,0.4294,0.1212,0.7275,2.2988,-0.2525,cascade
base,damaged_q2,tri_cyber_heavy,high,1600,0.2013,0.1263,0.4454,0.7312,0.35,0.0862,0.4906,1.9306,-0.1318,cascade
base,damaged_q2,tri_cyber_heavy,low,1600,0.345,0.26,0.6492,0.8169,0.1569,0.0587,0.2487,0.8919,0.1367,none
base,damaged_q2,tri_cyber_heavy,medium,1600,0.3063,0.2281,0.5571,0.7638,0.2512,0.0769,0.3463,1.4419,0.0376,cascade
base,damaged_q2,tri_equal_routed,extreme,1600,0.115,0.0506,0.3543,0.6994,0.4594,0.1037,0.7775,2.4881,-0.2945,cascade
base,damaged_q2,tri_equal_routed,high,1600,0.1906,0.1244,0.4348,0.7712,0.3719,0.0712,0.5094,1.9644,-0.1404,cascade
base,damaged_q2,tri_equal_routed,low,1600,0.3031,0.2194,0.6416,0.8469,0.1531,0.05,0.2906,0.9456,0.0929,none
base,damaged_q2,tri_equal_routed,medium,1600,0.2775,0.2188,0.5412,0.8031,0.2525,0.0556,0.3619,1.5437,0.0257,cascade
base,damaged_q2,tri_naive_equal_all_fire,extreme,1600,0.19,0.0644,0.4713,0.75,0.3531,0.4056,0.8631,1.6938,-0.2764,cascade
base,damaged_q2,tri_naive_equal_all_fire,high,1600,0.2869,0.1469,0.542,0.7913,0.29,0.3444,0.5744,1.3513,-0.1225,cascade
base,damaged_q2,tri_naive_equal_all_fire,low,1600,0.4675,0.2656,0.7295,0.8725,0.1356,0.2275,0.29,0.5887,0.1268,none
base,damaged_q2,tri_naive_equal_all_fire,medium,1600,0.4019,0.2269,0.6597,0.8488,0.1981,0.2906,0.4131,0.9494,0.0288,none
base,damaged_q2,tri_naive_structural_heavy_all_fire,extreme,1600,0.5125,0.1644,0.6993,0.775,0.2306,0.375,0.7619,0.5456,-0.068,distractor_capture
base,damaged_q2,tri_naive_structural_heavy_all_fire,high,1600,0.5687,0.2806,0.7504,0.8175,0.1994,0.3019,0.4756,0.4587,0.0995,none
base,damaged_q2,tri_naive_structural_heavy_all_fire,low,1600,0.7987,0.4881,0.8817,0.8931,0.1144,0.2231,0.2625,0.085,0.3839,none
base,damaged_q2,tri_naive_structural_heavy_all_fire,medium,1600,0.66,0.3431,0.8104,0.87,0.1744,0.2662,0.38,0.2863,0.1929,none
base,damaged_q2,tri_structural_heavy_55,extreme,1600,0.1963,0.1025,0.457,0.7238,0.39,0.0756,0.7262,1.945,-0.185,cascade
base,damaged_q2,tri_structural_heavy_55,high,1600,0.2931,0.1925,0.5295,0.7762,0.3175,0.0431,0.5106,1.54,-0.0292,cascade
base,damaged_q2,tri_structural_heavy_55,low,1600,0.4644,0.3456,0.7515,0.89,0.14,0.0275,0.2712,0.5819,0.2473,none
base,damaged_q2,tri_structural_heavy_55,medium,1600,0.4188,0.3212,0.6505,0.8462,0.215,0.0419,0.3663,1.0969,0.1642,none
base,damaged_q2,tri_structural_heavy_60,extreme,1600,0.2162,0.1131,0.4809,0.7206,0.3837,0.085,0.7494,1.7937,-0.1686,cascade
base,damaged_q2,tri_structural_heavy_60,high,1600,0.325,0.2106,0.5639,0.785,0.2888,0.0462,0.4856,1.4125,0.0053,cascade
base,damaged_q2,tri_structural_heavy_60,low,1600,0.5138,0.3975,0.7712,0.8669,0.1344,0.0194,0.2506,0.5069,0.3079,none
base,damaged_q2,tri_structural_heavy_60,medium,1600,0.4244,0.3256,0.6645,0.8337,0.2175,0.0325,0.3738,1.0019,0.1739,none
base,damaged_q2,tri_structural_heavy_65,extreme,1600,0.2756,0.1275,0.5289,0.7481,0.3538,0.0706,0.725,1.5856,-0.13,cascade
base,damaged_q2,tri_structural_heavy_65,high,1600,0.3775,0.2612,0.5966,0.7931,0.2731,0.0394,0.4462,1.2763,0.0719,cascade
base,damaged_q2,tri_structural_heavy_65,low,1600,0.535,0.4037,0.7802,0.8788,0.1244,0.0213,0.2737,0.4863,0.316,none
base,damaged_q2,tri_structural_heavy_65,medium,1600,0.4675,0.3475,0.6835,0.8281,0.2019,0.0444,0.3569,0.9275,0.2031,none
base,damaged_q3,baseline,extreme,1600,0.0169,0.0112,0.1546,0.435,0.4619,0.0394,0.6344,3.9512,-0.3835,cascade
base,damaged_q3,baseline,high,1600,0.0431,0.0369,0.2266,0.5106,0.3744,0.0037,0.4025,3.1144,-0.2641,cascade
base,damaged_q3,baseline,low,1600,0.0919,0.0744,0.3935,0.6025,0.1619,0.0,0.1806,1.7556,-0.0764,classification_miss
base,damaged_q3,baseline,medium,1600,0.0631,0.0556,0.2978,0.5444,0.2519,0.0025,0.2906,2.6494,-0.1762,classification_miss
base,damaged_q3,cog_25_cyb_75,extreme,1600,0.2756,0.1519,0.5369,0.8069,0.2825,0.1131,0.5194,1.8262,-0.0884,cascade
base,damaged_q3,cog_25_cyb_75,high,1600,0.33,0.2256,0.5645,0.8356,0.2375,0.0963,0.3606,1.5775,0.0274,primitive_gap
base,damaged_q3,cog_25_cyb_75,low,1600,0.4075,0.3237,0.713,0.8975,0.1181,0.0506,0.1812,0.7788,0.2247,none
base,damaged_q3,cog_25_cyb_75,medium,1600,0.385,0.3081,0.6489,0.8812,0.1694,0.0725,0.2375,1.2519,0.1612,none
base,damaged_q3,cog_25_str_75,extreme,1600,0.63,0.3725,0.7757,0.8944,0.1906,0.0525,0.5162,0.6294,0.232,none
base,damaged_q3,cog_25_str_75,high,1600,0.6837,0.4963,0.8125,0.9106,0.1575,0.0131,0.3681,0.4756,0.3931,none
base,damaged_q3,cog_25_str_75,low,1600,0.855,0.6763,0.9306,0.9681,0.0744,0.0088,0.2013,0.0894,0.6316,none
base,damaged_q3,cog_25_str_75,medium,1600,0.7994,0.625,0.8843,0.9394,0.1106,0.02,0.2431,0.2431,0.5562,none
base,damaged_q3,cog_40_cyb_60,extreme,1600,0.2794,0.1694,0.5313,0.8294,0.2869,0.1281,0.5425,1.8856,-0.08,cascade
base,damaged_q3,cog_40_cyb_60,high,1600,0.3137,0.2213,0.5593,0.8569,0.2406,0.0862,0.3719,1.6156,0.0213,primitive_gap
base,damaged_q3,cog_40_cyb_60,low,1600,0.4106,0.3231,0.7249,0.9194,0.1138,0.0544,0.1731,0.7588,0.2263,none
base,damaged_q3,cog_40_cyb_60,medium,1600,0.4012,0.3256,0.644,0.8869,0.1844,0.06,0.2725,1.2431,0.1744,none
base,damaged_q3,cog_40_str_60,extreme,1600,0.5419,0.3237,0.7146,0.8812,0.2206,0.0475,0.5088,0.9431,0.1602,none
base,damaged_q3,cog_40_str_60,high,1600,0.5962,0.445,0.7635,0.9094,0.165,0.0288,0.3688,0.7212,0.3242,none
base,damaged_q3,cog_40_str_60,low,1600,0.7825,0.6238,0.9108,0.9844,0.0762,0.0169,0.1988,0.1737,0.5729,none
base,damaged_q3,cog_40_str_60,medium,1600,0.72,0.5756,0.8412,0.95,0.1256,0.0194,0.2644,0.4369,0.4911,none
base,damaged_q3,cog_50_cyb_50,extreme,1600,0.2306,0.1363,0.5166,0.8369,0.3081,0.115,0.5375,1.9387,-0.1191,primitive_gap
base,damaged_q3,cog_50_cyb_50,high,1600,0.3194,0.2394,0.5743,0.8844,0.2356,0.0625,0.3725,1.5769,0.0475,primitive_gap
base,damaged_q3,cog_50_cyb_50,low,1600,0.3762,0.2906,0.7258,0.9494,0.1087,0.0494,0.2081,0.7769,0.1926,none
base,damaged_q3,cog_50_cyb_50,medium,1600,0.3981,0.3069,0.6475,0.9,0.1862,0.0794,0.2594,1.2425,0.1522,none
base,damaged_q3,cog_50_str_50,extreme,1600,0.4512,0.2544,0.6746,0.8969,0.2319,0.0525,0.5469,1.1675,0.0722,none
base,damaged_q3,cog_50_str_50,high,1600,0.5525,0.4406,0.7338,0.9175,0.1812,0.0238,0.3387,0.8738,0.3107,none
base,damaged_q3,cog_50_str_50,low,1600,0.6944,0.5575,0.8812,0.9894,0.085,0.0187,0.1762,0.2831,0.5,none
base,damaged_q3,cog_50_str_50,medium,1600,0.6819,0.5475,0.8194,0.9519,0.1306,0.0319,0.2487,0.5481,0.4546,none
base,damaged_q3,cog_60_cyb_40,extreme,1600,0.2469,0.1475,0.5181,0.8525,0.2769,0.0956,0.5456,2.0125,-0.099,primitive_gap
base,damaged_q3,cog_60_cyb_40,high,1600,0.3187,0.2419,0.569,0.8856,0.2394,0.0725,0.3656,1.6106,0.0458,primitive_gap
base,damaged_q3,cog_60_cyb_40,low,1600,0.3675,0.2756,0.718,0.955,0.1237,0.0519,0.2,0.785,0.1729,none
base,damaged_q3,cog_60_cyb_40,medium,1600,0.3769,0.3044,0.6496,0.9156,0.1762,0.0619,0.2762,1.2519,0.1544,none
base,damaged_q3,cog_60_str_40,extreme,1600,0.4131,0.235,0.6391,0.8944,0.2456,0.0631,0.5513,1.345,0.0373,cascade
base,damaged_q3,cog_60_str_40,high,1600,0.5131,0.38,0.7086,0.9156,0.1719,0.0338,0.3787,1.0094,0.2409,none
base,damaged_q3,cog_60_str_40,low,1600,0.6262,0.5131,0.8486,0.9862,0.0963,0.0206,0.1737,0.3869,0.4469,none
base,damaged_q3,cog_60_str_40,medium,1600,0.6094,0.4913,0.7783,0.9513,0.1356,0.0231,0.2712,0.7262,0.3879,none
base,damaged_q3,cog_75_cyb_25,extreme,1600,0.2031,0.1119,0.482,0.8538,0.3287,0.1081,0.5906,2.1106,-0.1612,primitive_gap
base,damaged_q3,cog_75_cyb_25,high,1600,0.2744,0.2094,0.5521,0.8938,0.2506,0.065,0.3869,1.6806,0.0062,primitive_gap
base,damaged_q3,cog_75_cyb_25,low,1600,0.3588,0.2731,0.7118,0.9706,0.1244,0.0437,0.2081,0.8306,0.1689,none
base,damaged_q3,cog_75_cyb_25,medium,1600,0.395,0.3306,0.6571,0.9531,0.1694,0.0519,0.2925,1.2569,0.1832,none
base,damaged_q3,cog_75_str_25,extreme,1600,0.3063,0.1812,0.5651,0.8681,0.2737,0.0619,0.565,1.7244,-0.0447,primitive_gap
base,damaged_q3,cog_75_str_25,high,1600,0.3894,0.3131,0.6371,0.9175,0.2125,0.0387,0.3663,1.3337,0.1456,none
base,damaged_q3,cog_75_str_25,low,1600,0.5144,0.4069,0.7988,0.98,0.105,0.0213,0.1988,0.5425,0.3281,none
base,damaged_q3,cog_75_str_25,medium,1600,0.5075,0.4056,0.7241,0.9494,0.1644,0.0369,0.2812,0.9406,0.2794,none
base,damaged_q3,cognitive_only,extreme,1600,0.1037,0.0544,0.3712,0.7588,0.3531,0.0694,0.6069,2.7237,-0.2502,primitive_gap
base,damaged_q3,cognitive_only,high,1600,0.1988,0.1531,0.4569,0.805,0.2975,0.0494,0.4075,2.0888,-0.083,primitive_gap
base,damaged_q3,cognitive_only,low,1600,0.2612,0.2094,0.6294,0.89,0.1437,0.0256,0.2094,1.0569,0.0915,low_score
base,damaged_q3,cognitive_only,medium,1600,0.2581,0.2131,0.5434,0.8531,0.2175,0.0462,0.2838,1.67,0.0324,primitive_gap
base,damaged_q3,cyb_25_str_75,extreme,1600,0.64,0.39,0.7787,0.8375,0.1862,0.0681,0.4694,0.5594,0.255,none
base,damaged_q3,cyb_25_str_75,high,1600,0.6613,0.4919,0.7997,0.8413,0.165,0.0288,0.3031,0.4706,0.3888,none
base,damaged_q3,cyb_25_str_75,low,1600,0.82,0.6744,0.9163,0.9281,0.0825,0.0138,0.1769,0.1081,0.6273,none
base,damaged_q3,cyb_25_str_75,medium,1600,0.7419,0.5869,0.8581,0.8862,0.1225,0.0238,0.2344,0.2988,0.5117,none
base,damaged_q3,cyb_40_str_60,extreme,1600,0.5869,0.3663,0.7468,0.8313,0.2025,0.0569,0.4475,0.7281,0.2219,none
base,damaged_q3,cyb_40_str_60,high,1600,0.6131,0.4612,0.7602,0.8656,0.1706,0.0413,0.3181,0.6906,0.3418,none
base,damaged_q3,cyb_40_str_60,low,1600,0.7562,0.6244,0.8919,0.9175,0.07,0.0288,0.1544,0.2056,0.575,none
base,damaged_q3,cyb_40_str_60,medium,1600,0.6675,0.5431,0.8125,0.8631,0.1269,0.0406,0.2206,0.4944,0.4546,none
base,damaged_q3,cyb_50_str_50,extreme,1600,0.5506,0.3231,0.7247,0.8256,0.2081,0.0925,0.4731,0.8313,0.1628,none
base,damaged_q3,cyb_50_str_50,high,1600,0.5631,0.4175,0.736,0.8488,0.1812,0.0475,0.3306,0.7719,0.2886,none
base,damaged_q3,cyb_50_str_50,low,1600,0.6975,0.5706,0.8589,0.8944,0.0856,0.0344,0.1644,0.2938,0.5102,none
base,damaged_q3,cyb_50_str_50,medium,1600,0.6312,0.4963,0.8005,0.8731,0.1281,0.0531,0.225,0.5575,0.4013,none
base,damaged_q3,cyb_60_str_40,extreme,1600,0.5081,0.2963,0.6889,0.8131,0.2294,0.0875,0.4844,0.9956,0.1214,none
base,damaged_q3,cyb_60_str_40,high,1600,0.515,0.3856,0.6919,0.8231,0.1819,0.0594,0.3162,0.9844,0.2447,none
base,damaged_q3,cyb_60_str_40,low,1600,0.5837,0.4819,0.8153,0.8994,0.1031,0.0444,0.1625,0.4263,0.4077,none
base,damaged_q3,cyb_60_str_40,medium,1600,0.6112,0.495,0.7726,0.8656,0.1344,0.0506,0.225,0.6787,0.3926,none
base,damaged_q3,cyb_75_str_25,extreme,1600,0.455,0.2519,0.65,0.8069,0.2331,0.0994,0.4788,1.215,0.063,none
base,damaged_q3,cyb_75_str_25,high,1600,0.4225,0.3013,0.6416,0.8206,0.2112,0.0756,0.3606,1.18,0.1349,none
base,damaged_q3,cyb_75_str_25,low,1600,0.5088,0.4019,0.7708,0.88,0.0925,0.0469,0.18,0.5837,0.3212,none
base,damaged_q3,cyb_75_str_25,medium,1600,0.5269,0.4194,0.7351,0.8725,0.1456,0.0725,0.2313,0.8475,0.3003,none
base,damaged_q3,cyber_only,extreme,1600,0.2025,0.1144,0.4563,0.7606,0.3119,0.1119,0.5587,2.2275,-0.1576,cascade
base,damaged_q3,cyber_only,high,1600,0.2494,0.1831,0.4832,0.7662,0.2687,0.0719,0.3556,1.9163,-0.0361,primitive_gap
base,damaged_q3,cyber_only,low,1600,0.2956,0.2263,0.6449,0.8294,0.1131,0.0537,0.2094,0.9663,0.1165,low_score
base,damaged_q3,cyber_only,medium,1600,0.335,0.2656,0.5763,0.7956,0.1794,0.0825,0.2656,1.515,0.0983,none
base,damaged_q3,structural_only,extreme,1600,0.5112,0.3106,0.6936,0.78,0.2238,0.0375,0.5206,0.9131,0.1487,none
base,damaged_q3,structural_only,high,1600,0.5881,0.4387,0.74,0.8037,0.1744,0.0138,0.3419,0.7206,0.3203,none
base,damaged_q3,structural_only,low,1600,0.7525,0.6244,0.881,0.8881,0.0844,0.0031,0.1881,0.1994,0.5734,none
base,damaged_q3,structural_only,medium,1600,0.6894,0.5644,0.824,0.8538,0.1194,0.0106,0.2481,0.4288,0.4851,none
base,damaged_q3,tri_boundary_heavy,extreme,1600,0.6937,0.4012,0.8158,0.8969,0.1831,0.0838,0.4819,0.4163,0.2702,none
base,damaged_q3,tri_boundary_heavy,high,1600,0.7444,0.5387,0.8473,0.935,0.1369,0.0575,0.3187,0.3725,0.4421,none
base,damaged_q3,tri_boundary_heavy,low,1600,0.8788,0.705,0.9442,0.9738,0.07,0.0419,0.1706,0.0619,0.6589,none
base,damaged_q3,tri_boundary_heavy,medium,1600,0.795,0.5925,0.889,0.9494,0.12,0.0475,0.2562,0.2156,0.5157,none
base,damaged_q3,tri_cognitive_bridge,extreme,1600,0.7188,0.3987,0.8274,0.9413,0.1794,0.0875,0.5075,0.3994,0.2669,none
base,damaged_q3,tri_cognitive_bridge,high,1600,0.7638,0.5344,0.8677,0.97,0.1456,0.0512,0.3406,0.2863,0.4389,none
base,damaged_q3,tri_cognitive_bridge,low,1600,0.8681,0.6925,0.9434,0.9906,0.08,0.03,0.1844,0.0625,0.6446,none
base,damaged_q3,tri_cognitive_bridge,medium,1600,0.8294,0.6238,0.9096,0.9869,0.1087,0.0431,0.2512,0.1744,0.5537,none
base,damaged_q3,tri_cognitive_heavy,extreme,1600,0.5981,0.3256,0.7598,0.9413,0.1925,0.08,0.5494,0.7788,0.169,none
base,damaged_q3,tri_cognitive_heavy,high,1600,0.6669,0.4869,0.8038,0.9694,0.1688,0.055,0.3275,0.5863,0.3697,none
base,damaged_q3,tri_cognitive_heavy,low,1600,0.8006,0.6438,0.92,0.9862,0.08,0.0331,0.1862,0.1394,0.5913,none
base,damaged_q3,tri_cognitive_heavy,medium,1600,0.7812,0.5869,0.8777,0.9819,0.0988,0.0612,0.2569,0.3375,0.5076,none
base,damaged_q3,tri_cyber_heavy,extreme,1600,0.6525,0.3688,0.7837,0.855,0.1769,0.1194,0.475,0.5706,0.2253,none
base,damaged_q3,tri_cyber_heavy,high,1600,0.6188,0.4238,0.7806,0.8844,0.1781,0.0762,0.3331,0.5837,0.2992,none
base,damaged_q3,tri_cyber_heavy,low,1600,0.7625,0.6044,0.9006,0.9475,0.0981,0.0531,0.1669,0.1663,0.5427,none
base,damaged_q3,tri_cyber_heavy,medium,1600,0.7206,0.5437,0.8422,0.9106,0.1175,0.0781,0.2444,0.4094,0.4529,none
base,damaged_q3,tri_equal_routed,extreme,1600,0.6681,0.3812,0.7854,0.9125,0.1869,0.09,0.5094,0.6106,0.2359,none
base,damaged_q3,tri_equal_routed,high,1600,0.6813,0.4819,0.8087,0.9363,0.1363,0.0669,0.3519,0.56,0.3715,none
base,damaged_q3,tri_equal_routed,low,1600,0.8025,0.6512,0.92,0.9825,0.0819,0.0381,0.17,0.1412,0.5984,none
base,damaged_q3,tri_equal_routed,medium,1600,0.7588,0.5763,0.8678,0.9563,0.1163,0.0563,0.2481,0.335,0.4935,none
base,damaged_q3,tri_naive_equal_all_fire,extreme,1600,0.6544,0.2225,0.7883,0.9144,0.1856,0.4163,0.6019,0.3113,0.0198,distractor_capture
base,damaged_q3,tri_naive_equal_all_fire,high,1600,0.7588,0.35,0.8514,0.96,0.1344,0.3456,0.3975,0.2162,0.198,none
base,damaged_q3,tri_naive_equal_all_fire,low,1600,0.8731,0.5231,0.9221,0.99,0.0925,0.25,0.2288,0.0387,0.4251,none
base,damaged_q3,tri_naive_equal_all_fire,medium,1600,0.8106,0.4437,0.8873,0.9694,0.1187,0.2656,0.3019,0.13,0.3243,none
base,damaged_q3,tri_naive_structural_heavy_all_fire,extreme,1600,0.7756,0.3013,0.853,0.9331,0.1569,0.3831,0.4894,0.0656,0.1351,distractor_capture
base,damaged_q3,tri_naive_structural_heavy_all_fire,high,1600,0.8481,0.4219,0.8985,0.9738,0.12,0.3125,0.3337,0.0531,0.294,none
base,damaged_q3,tri_naive_structural_heavy_all_fire,low,1600,0.8738,0.5487,0.9278,0.9919,0.0912,0.2225,0.2075,0.035,0.4585,none
base,damaged_q3,tri_naive_structural_heavy_all_fire,medium,1600,0.8681,0.4719,0.9116,0.985,0.1019,0.2794,0.285,0.0531,0.36,none
base,damaged_q3,tri_structural_heavy_55,extreme,1600,0.7662,0.43,0.8601,0.9419,0.1713,0.0856,0.5056,0.2213,0.31,none
base,damaged_q3,tri_structural_heavy_55,high,1600,0.7994,0.5494,0.885,0.9587,0.1363,0.0512,0.3337,0.2044,0.4613,none
base,damaged_q3,tri_structural_heavy_55,low,1600,0.9006,0.7225,0.9546,0.9912,0.0694,0.0294,0.1875,0.0312,0.6793,none
base,damaged_q3,tri_structural_heavy_55,medium,1600,0.8619,0.645,0.9282,0.9875,0.1075,0.0369,0.2494,0.0894,0.581,none
base,damaged_q3,tri_structural_heavy_60,extreme,1600,0.7675,0.4288,0.8589,0.9144,0.1606,0.0694,0.4844,0.22,0.3169,none
base,damaged_q3,tri_structural_heavy_60,high,1600,0.8156,0.5694,0.8972,0.9631,0.1388,0.0375,0.3231,0.1475,0.487,none
base,damaged_q3,tri_structural_heavy_60,low,1600,0.8919,0.7188,0.9513,0.9888,0.0744,0.0238,0.1794,0.0381,0.6754,none
base,damaged_q3,tri_structural_heavy_60,medium,1600,0.8531,0.6469,0.93,0.9769,0.1138,0.0381,0.2294,0.0656,0.5835,none
base,damaged_q3,tri_structural_heavy_65,extreme,1600,0.8075,0.445,0.879,0.9363,0.1381,0.0744,0.5131,0.1606,0.3396,none
base,damaged_q3,tri_structural_heavy_65,high,1600,0.8231,0.5744,0.9038,0.9537,0.1319,0.0469,0.3162,0.1187,0.4942,none
base,damaged_q3,tri_structural_heavy_65,low,1600,0.9094,0.7406,0.9574,0.9862,0.0569,0.0262,0.1725,0.0356,0.7027,none
base,damaged_q3,tri_structural_heavy_65,medium,1600,0.8831,0.6606,0.9376,0.9712,0.0938,0.0456,0.2356,0.0512,0.602,none
base,damaged_q4,baseline,extreme,1600,0.0862,0.0544,0.3509,0.6019,0.2806,0.0281,0.4869,2.8394,-0.2164,primitive_gap
base,damaged_q4,baseline,high,1600,0.1562,0.135,0.4085,0.62,0.2175,0.0069,0.3319,2.3069,-0.0735,primitive_gap
base,damaged_q4,baseline,low,1600,0.2056,0.17,0.5496,0.7181,0.1,0.0,0.1744,1.2737,0.0624,low_score
base,damaged_q4,baseline,medium,1600,0.2075,0.1938,0.4759,0.6644,0.1625,0.0075,0.2244,1.92,0.0296,primitive_gap
base,damaged_q4,cog_25_cyb_75,extreme,1600,0.5844,0.3481,0.7465,0.8969,0.1756,0.1344,0.4437,0.8638,0.1899,none
base,damaged_q4,cog_25_cyb_75,high,1600,0.6019,0.4525,0.7501,0.9225,0.145,0.0856,0.275,0.8556,0.3271,none
base,damaged_q4,cog_25_cyb_75,low,1600,0.6181,0.5006,0.849,0.965,0.0737,0.0575,0.1512,0.3956,0.4351,none
base,damaged_q4,cog_25_cyb_75,medium,1600,0.6737,0.5275,0.8058,0.9425,0.1044,0.0844,0.21,0.6538,0.4298,none
base,damaged_q4,cog_25_str_75,extreme,1600,0.8688,0.56,0.9218,0.98,0.115,0.0375,0.3744,0.0663,0.4847,none
base,damaged_q4,cog_25_str_75,high,1600,0.8925,0.6675,0.9399,0.9931,0.095,0.015,0.2675,0.0537,0.6119,none
base,damaged_q4,cog_25_str_75,low,1600,0.9181,0.7869,0.9635,0.9906,0.0506,0.0088,0.1425,0.0325,0.7569,none
base,damaged_q4,cog_25_str_75,medium,1600,0.9075,0.7238,0.948,0.9938,0.075,0.0169,0.2062,0.0625,0.6783,none
base,damaged_q4,cog_40_cyb_60,extreme,1600,0.5869,0.3575,0.7454,0.9244,0.1781,0.1281,0.4031,0.9263,0.1999,none
base,damaged_q4,cog_40_cyb_60,high,1600,0.5956,0.4425,0.7525,0.9356,0.1319,0.08,0.31,0.8681,0.3187,none
base,damaged_q4,cog_40_cyb_60,low,1600,0.6488,0.5281,0.8626,0.9825,0.0537,0.0506,0.1494,0.3812,0.4709,none
base,damaged_q4,cog_40_cyb_60,medium,1600,0.6794,0.5413,0.8186,0.9656,0.1087,0.0569,0.2188,0.6006,0.4497,none
base,damaged_q4,cog_40_str_60,extreme,1600,0.8662,0.5394,0.9123,0.9888,0.1163,0.0575,0.4125,0.1144,0.4543,none
base,damaged_q4,cog_40_str_60,high,1600,0.8719,0.6531,0.9277,0.9931,0.1081,0.0194,0.2762,0.0912,0.5901,none
base,damaged_q4,cog_40_str_60,low,1600,0.9075,0.7681,0.9594,0.9906,0.0537,0.0106,0.1588,0.04,0.7352,none
base,damaged_q4,cog_40_str_60,medium,1600,0.8988,0.7194,0.9477,0.9919,0.0831,0.0194,0.205,0.0494,0.6717,none
base,damaged_q4,cog_50_cyb_50,extreme,1600,0.5781,0.3556,0.7425,0.9387,0.1537,0.115,0.4181,0.9981,0.2031,none
base,damaged_q4,cog_50_cyb_50,high,1600,0.5869,0.4525,0.7553,0.9587,0.15,0.0669,0.3025,0.8569,0.3271,none
base,damaged_q4,cog_50_cyb_50,low,1600,0.6556,0.5456,0.8688,0.9875,0.06,0.0425,0.1481,0.3544,0.4896,none
