signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1688,0.4832,0.6562,0.2188,0.5236,0.0278
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1688,0.4906,0.5979,0.2424,0.7257,0.0167
saturated,0.95,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+DANGER_CHECK,0.1688,0.4539,0.6215,0.2611,0.5403,0.0111
strong,0.46,7,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1688,0.4233,0.5639,0.2743,0.5944,0.0111
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1688,0.4374,0.5889,0.2576,0.4979,0.0
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.1681,0.5168,0.6389,0.2229,0.7306,0.0833
strong,0.46,5,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.1681,0.48,0.6667,0.2285,0.4479,0.0278
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1681,0.4398,0.6208,0.2667,0.5389,0.0222
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.1681,0.4273,0.5806,0.2819,0.5764,0.0167
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.1681,0.4522,0.5472,0.2812,0.7215,0.0111
very_strong,0.7,3,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE,0.1681,0.4133,0.5368,0.3118,0.4292,0.0
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.1681,0.397,0.4944,0.3146,0.5549,0.0
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1674,0.4473,0.6153,0.2597,0.6479,0.0389
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.1667,0.4938,0.6583,0.2479,0.5958,0.0444
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.1667,0.4467,0.6556,0.2306,0.4375,0.0389
strong,0.46,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE,0.1667,0.3507,0.5139,0.3486,0.4458,0.0
saturated,0.95,4,MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.166,0.5034,0.6556,0.1986,0.4062,0.0778
standard,0.24,9,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.166,0.4682,0.6792,0.2132,0.4688,0.05
saturated,0.95,4,MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.166,0.4683,0.6639,0.216,0.4674,0.0111
very_strong,0.7,4,MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.1653,0.4943,0.6264,0.2146,0.391,0.0889
very_strong,0.7,7,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1653,0.5101,0.6014,0.2194,0.7625,0.0389
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.1653,0.4091,0.5278,0.2958,0.5118,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1653,0.3794,0.5854,0.2771,0.6403,0.0056
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.1653,0.3733,0.5396,0.3076,0.5174,0.0056
strong,0.46,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.1653,0.3951,0.5236,0.2986,0.5528,0.0
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1646,0.4711,0.5674,0.2368,0.7347,0.0556
saturated,0.95,6,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1646,0.5048,0.6167,0.2118,0.7486,0.0444
saturated,0.95,6,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1646,0.4333,0.6174,0.2403,0.7632,0.0222
strong,0.46,6,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1646,0.4633,0.6167,0.2285,0.5312,0.0111
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.1646,0.4392,0.5958,0.2799,0.6069,0.0111
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1646,0.4098,0.5486,0.2875,0.6118,0.0111
very_strong,0.7,4,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.1639,0.5062,0.6576,0.2139,0.4458,0.0611
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1639,0.4785,0.659,0.2257,0.6042,0.0389
saturated,0.95,6,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1639,0.4686,0.6549,0.2194,0.7924,0.0389
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.1639,0.4686,0.5896,0.2486,0.516,0.0278
strong,0.46,7,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1639,0.4227,0.5889,0.2444,0.6167,0.0278
standard,0.24,8,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1639,0.4358,0.6451,0.2396,0.466,0.0111
saturated,0.95,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1639,0.4359,0.6028,0.2458,0.666,0.0
strong,0.46,7,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1632,0.4809,0.5854,0.2188,0.5556,0.0889
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1632,0.5066,0.6556,0.2215,0.6632,0.0611
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND+DANGER_CHECK,0.1632,0.507,0.6097,0.2292,0.4604,0.0333
saturated,0.95,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1632,0.5186,0.6403,0.1986,0.8403,0.0278
very_strong,0.7,5,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1632,0.4416,0.6035,0.2285,0.6132,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1632,0.4502,0.575,0.2444,0.5111,0.0
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1625,0.4645,0.675,0.2146,0.4833,0.0556
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1625,0.4909,0.634,0.2271,0.6014,0.0167
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1625,0.4411,0.6653,0.225,0.4632,0.0167
very_strong,0.7,6,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1625,0.4702,0.575,0.2451,0.6625,0.0111
very_strong,0.7,4,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.1625,0.4272,0.5958,0.275,0.4792,0.0056
very_strong,0.7,4,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.1618,0.4812,0.6083,0.2257,0.4688,0.0222
very_strong,0.7,6,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1618,0.4007,0.5757,0.2826,0.6868,0.0222
saturated,0.95,5,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1618,0.4836,0.6618,0.2007,0.5979,0.0167
saturated,0.95,4,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+DANGER_CHECK,0.1618,0.475,0.6403,0.2264,0.5,0.0167
very_strong,0.7,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.1618,0.473,0.6653,0.2326,0.4778,0.0167
strong,0.46,5,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1618,0.4225,0.5681,0.2326,0.4562,0.0111
very_strong,0.7,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1618,0.4055,0.6097,0.2417,0.6458,0.0111
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1618,0.4589,0.6569,0.2451,0.5687,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1611,0.5081,0.6424,0.2083,0.5139,0.0556
saturated,0.95,4,SOURCE_BOUNDARY+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1611,0.3934,0.5993,0.2313,0.5715,0.0167
saturated,0.95,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1611,0.4619,0.5931,0.2264,0.5681,0.0111
very_strong,0.7,6,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1611,0.4038,0.5833,0.259,0.75,0.0056
saturated,0.95,5,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1604,0.5022,0.6826,0.209,0.5646,0.05
very_strong,0.7,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1604,0.4838,0.5875,0.2299,0.7382,0.0222
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1604,0.4592,0.6139,0.2278,0.5215,0.0167
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.1604,0.4596,0.65,0.2458,0.4611,0.0056
saturated,0.95,3,EXTRACT_GIVENS+VERIFY_RESULT+DANGER_CHECK,0.1597,0.513,0.6889,0.2139,0.3424,0.1
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1597,0.4417,0.6292,0.2083,0.4562,0.0611
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1597,0.4458,0.7076,0.2208,0.3979,0.0222
saturated,0.95,5,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1597,0.4891,0.6181,0.2035,0.5181,0.0111
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1597,0.4174,0.559,0.2674,0.5556,0.0111
saturated,0.95,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1597,0.3942,0.6139,0.266,0.7493,0.0
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.159,0.452,0.6222,0.2326,0.5306,0.0667
strong,0.46,6,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.159,0.4192,0.5875,0.2431,0.5049,0.0333
standard,0.24,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.159,0.4512,0.6674,0.2306,0.3736,0.0222
strong,0.46,7,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.159,0.4332,0.5986,0.2437,0.6132,0.0167
very_strong,0.7,4,EXTRACT_GIVENS+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.159,0.4858,0.6243,0.2431,0.5306,0.0111
saturated,0.95,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.159,0.4755,0.6153,0.2493,0.7528,0.0056
very_strong,0.7,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1583,0.495,0.641,0.2326,0.7028,0.0222
very_strong,0.7,5,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1583,0.45,0.5799,0.2333,0.5153,0.0222
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1583,0.4175,0.6153,0.241,0.4792,0.0111
strong,0.46,8,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1583,0.4261,0.534,0.2604,0.6583,0.0056
saturated,0.95,6,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1583,0.403,0.6208,0.2542,0.8444,0.0
strong,0.46,4,EXTRACT_GIVENS+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.1576,0.476,0.6535,0.2278,0.3403,0.0667
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.1576,0.4355,0.65,0.2354,0.3521,0.0333
very_strong,0.7,4,MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1576,0.4635,0.6396,0.2,0.4354,0.0278
strong,0.46,5,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.1576,0.4088,0.5931,0.3118,0.5417,0.0
standard,0.24,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1569,0.4545,0.6924,0.1951,0.3847,0.0556
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.1569,0.4596,0.634,0.2528,0.4972,0.05
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+COMPARE_AXES,0.1569,0.4621,0.6188,0.2542,0.4785,0.0389
strong,0.46,6,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1569,0.4319,0.616,0.2389,0.5278,0.0389
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1569,0.4138,0.625,0.2451,0.4792,0.0167
saturated,0.95,6,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1562,0.4818,0.6167,0.2486,0.7701,0.0444
strong,0.46,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1562,0.4389,0.5792,0.2264,0.6528,0.0444
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+UNCERTAINTY_BOUND,0.1562,0.4146,0.6056,0.2785,0.4125,0.0444
saturated,0.95,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.1562,0.4963,0.6056,0.2125,0.7694,0.0333
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.1562,0.4187,0.5757,0.2667,0.541,0.0056
saturated,0.95,4,EXTRACT_GIVENS+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1562,0.3736,0.559,0.2625,0.5764,0.0056
saturated,0.95,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1562,0.4574,0.6285,0.2687,0.6257,0.0
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE,0.1556,0.4511,0.5965,0.2562,0.5347,0.0
strong,0.46,3,EXTRACT_GIVENS+MAP_RELATION+VERIFY_RESULT,0.1556,0.4346,0.6076,0.2243,0.3118,0.0
very_strong,0.7,4,EXTRACT_GIVENS+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1549,0.511,0.6771,0.2076,0.3819,0.0833
very_strong,0.7,5,EXTRACT_GIVENS+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1549,0.4845,0.65,0.2271,0.5556,0.0667
strong,0.46,8,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1549,0.4246,0.5646,0.2437,0.7271,0.05
strong,0.46,7,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1549,0.4239,0.6021,0.2556,0.6312,0.0222
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1549,0.4717,0.6451,0.2299,0.7535,0.0167
very_strong,0.7,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1549,0.3868,0.55,0.275,0.6451,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1542,0.4865,0.6562,0.2201,0.5194,0.0667
saturated,0.95,5,EXTRACT_GIVENS+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1542,0.4924,0.6764,0.2278,0.5479,0.0611
standard,0.24,8,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1542,0.4539,0.6757,0.2056,0.4319,0.0556
strong,0.46,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.1542,0.4204,0.5806,0.2812,0.5674,0.0333
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.1542,0.4279,0.5708,0.2472,0.4604,0.0111
saturated,0.95,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.1542,0.4835,0.6326,0.234,0.6042,0.0056
very_strong,0.7,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.1535,0.5014,0.6319,0.2556,0.5993,0.0444
saturated,0.95,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.1535,0.5096,0.6618,0.2111,0.7861,0.0278
saturated,0.95,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.1535,0.4945,0.7167,0.209,0.5111,0.0222
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.1535,0.4601,0.5528,0.2479,0.5361,0.0222
standard,0.24,7,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1535,0.4251,0.6208,0.2118,0.3861,0.0222
strong,0.46,4,MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.1535,0.4165,0.5778,0.2542,0.3965,0.0167
strong,0.46,5,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1535,0.4393,0.6549,0.2549,0.4528,0.0111
saturated,0.95,3,EXTRACT_GIVENS+UNIT_TRACK+VERIFY_RESULT,0.1535,0.4385,0.6174,0.2375,0.459,0.0056
saturated,0.95,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1535,0.3942,0.5868,0.2771,0.6965,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1535,0.4367,0.5757,0.2424,0.6042,0.0
saturated,0.95,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1528,0.4994,0.5979,0.2201,0.7979,0.0778
very_strong,0.7,3,EXTRACT_GIVENS+VERIFY_RESULT+DANGER_CHECK,0.1528,0.4914,0.6694,0.2167,0.3604,0.0667
strong,0.46,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.1528,0.446,0.5792,0.2299,0.5104,0.0444
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND,0.1528,0.4303,0.6243,0.259,0.4715,0.0444
strong,0.46,7,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1528,0.435,0.6083,0.2444,0.616,0.0167
very_strong,0.7,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.1521,0.4508,0.5889,0.2521,0.6847,0.0222
very_strong,0.7,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1521,0.4444,0.5493,0.2604,0.6819,0.0111
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.1521,0.4012,0.6292,0.2361,0.3667,0.0111
very_strong,0.7,4,EXTRACT_GIVENS+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.1521,0.364,0.5347,0.2792,0.5347,0.0056
