model,substrate,quant,stack,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
2b_reference,degraded_instruct,healthy_q8,q2_structural_amplifier,5600,0.9038,0.5291,0.9272,0.9889,0.0614,0.2961,0.2082,0.0529,0.4322,none
2b_reference,degraded_instruct,healthy_q8,routed_tri_structural_60,5600,0.9454,0.7711,0.9645,0.9873,0.0368,0.0498,0.1543,0.0484,0.7353,none
2b_reference,degraded_instruct,healthy_q8,routed_tri_structural_65,5600,0.9505,0.7739,0.9664,0.9895,0.0321,0.0539,0.1505,0.05,0.739,none
2b_reference,degraded_instruct,healthy_q8,stability_first_tri_70,5600,0.9482,0.7782,0.9657,0.9889,0.0361,0.0413,0.1598,0.0445,0.7441,none
2b_reference,instruct,collapsed_q2_edge,cognitive_structural_25_75,5600,0.0377,0.0309,0.2042,0.4893,0.5487,0.0189,0.6,3.0248,-0.3368,cascade
2b_reference,instruct,collapsed_q2_edge,cyber_structural_25_75,5600,0.0512,0.0375,0.2205,0.4879,0.5393,0.0257,0.5487,2.905,-0.3186,cascade
2b_reference,instruct,collapsed_q2_edge,q2_structural_amplifier,5600,0.3082,0.1648,0.5569,0.6632,0.2859,0.2645,0.575,1.1875,-0.0792,cascade
2b_reference,instruct,collapsed_q2_edge,routed_tri_structural_60,5600,0.0677,0.048,0.2691,0.5477,0.4813,0.0409,0.5814,2.6475,-0.2834,cascade
2b_reference,instruct,collapsed_q2_edge,routed_tri_structural_65,5600,0.0795,0.0557,0.2907,0.5487,0.468,0.0404,0.5804,2.5136,-0.2649,cascade
2b_reference,instruct,collapsed_q2_edge,stability_first_tri_70,5600,0.1013,0.0755,0.3242,0.5684,0.4387,0.0355,0.5555,2.3729,-0.2263,cascade
2b_reference,instruct,damaged_q2,cognitive_structural_25_75,5600,0.1586,0.1187,0.4202,0.6446,0.3296,0.0159,0.5118,1.9843,-0.1235,cascade
2b_reference,instruct,damaged_q2,cyber_structural_25_75,5600,0.1846,0.1389,0.4465,0.65,0.3198,0.0295,0.4696,1.872,-0.0941,cascade
2b_reference,instruct,damaged_q2,q2_structural_amplifier,5600,0.6004,0.3045,0.762,0.7868,0.1721,0.2743,0.4875,0.4186,0.138,none
2b_reference,instruct,damaged_q2,routed_tri_structural_60,5600,0.2425,0.1691,0.5089,0.7068,0.2893,0.0452,0.485,1.6232,-0.0467,cascade
2b_reference,instruct,damaged_q2,routed_tri_structural_65,5600,0.2748,0.1968,0.5342,0.7025,0.2843,0.0395,0.4612,1.4896,-0.0078,cascade
2b_reference,instruct,damaged_q2,stability_first_tri_70,5600,0.3177,0.223,0.5755,0.7271,0.2555,0.0327,0.4795,1.332,0.0349,cascade
2b_reference,instruct,damaged_q3,cognitive_structural_25_75,5600,0.6332,0.4809,0.7892,0.8686,0.1475,0.0177,0.3259,0.5936,0.3774,none
2b_reference,instruct,damaged_q3,cyber_structural_25_75,5600,0.6634,0.4959,0.804,0.8514,0.1364,0.0279,0.3252,0.5066,0.398,none
2b_reference,instruct,damaged_q3,q2_structural_amplifier,5600,0.8295,0.4402,0.8908,0.9355,0.115,0.2727,0.3468,0.0582,0.3205,none
2b_reference,instruct,damaged_q3,routed_tri_structural_60,5600,0.7414,0.5316,0.8543,0.9054,0.1384,0.0423,0.3246,0.3046,0.4404,none
2b_reference,instruct,damaged_q3,routed_tri_structural_65,5600,0.7786,0.5537,0.8713,0.9048,0.1216,0.0411,0.3284,0.2407,0.4707,none
2b_reference,instruct,damaged_q3,stability_first_tri_70,5600,0.8073,0.5739,0.8914,0.9198,0.1191,0.0323,0.3243,0.1605,0.4978,none
2b_reference,instruct,damaged_q4,cognitive_structural_25_75,5600,0.8591,0.6504,0.9225,0.9566,0.0946,0.0225,0.2623,0.1023,0.5914,none
2b_reference,instruct,damaged_q4,cyber_structural_25_75,5600,0.8486,0.6668,0.9127,0.9189,0.0936,0.0243,0.2332,0.1229,0.6091,none
2b_reference,instruct,damaged_q4,q2_structural_amplifier,5600,0.8761,0.4795,0.9145,0.9857,0.0932,0.2761,0.2916,0.0446,0.3707,none
2b_reference,instruct,damaged_q4,routed_tri_structural_60,5600,0.885,0.6684,0.9365,0.973,0.088,0.0386,0.2532,0.062,0.6109,none
2b_reference,instruct,damaged_q4,routed_tri_structural_65,5600,0.8884,0.6641,0.9391,0.9707,0.0818,0.0391,0.2523,0.0543,0.6089,none
2b_reference,instruct,damaged_q4,stability_first_tri_70,5600,0.8871,0.6707,0.9396,0.9814,0.087,0.0386,0.252,0.0548,0.614,none
2b_reference,instruct,healthy_q6,cognitive_structural_25_75,5600,0.9264,0.7473,0.9556,0.9895,0.0541,0.0161,0.1988,0.0554,0.7092,none
2b_reference,instruct,healthy_q6,cyber_structural_25_75,5600,0.922,0.7432,0.9554,0.9891,0.0616,0.0243,0.1893,0.0479,0.7023,none
2b_reference,instruct,healthy_q6,q2_structural_amplifier,5600,0.9025,0.5243,0.9262,0.9916,0.0691,0.2762,0.2359,0.0491,0.427,none
2b_reference,instruct,healthy_q6,routed_tri_structural_60,5600,0.9273,0.7357,0.957,0.9898,0.0586,0.0371,0.19,0.0441,0.6933,none
2b_reference,instruct,healthy_q6,routed_tri_structural_65,5600,0.9236,0.7352,0.9553,0.9895,0.0577,0.037,0.1913,0.0527,0.6925,none
2b_reference,instruct,healthy_q6,stability_first_tri_70,5600,0.923,0.7538,0.9568,0.9902,0.0604,0.0368,0.1695,0.0502,0.7122,none
2b_reference,instruct,healthy_q8,cognitive_structural_25_75,5600,0.9391,0.7889,0.9628,0.9895,0.0439,0.018,0.1602,0.0489,0.7569,none
2b_reference,instruct,healthy_q8,cyber_structural_25_75,5600,0.9407,0.787,0.9629,0.9882,0.0441,0.0254,0.1582,0.0468,0.7537,none
2b_reference,instruct,healthy_q8,q2_structural_amplifier,5600,0.9148,0.5577,0.9322,0.9902,0.0557,0.2666,0.2064,0.0527,0.4685,none
2b_reference,instruct,healthy_q8,routed_tri_structural_60,5600,0.9418,0.7702,0.9634,0.9895,0.0418,0.0396,0.1655,0.0452,0.7342,none
2b_reference,instruct,healthy_q8,routed_tri_structural_65,5600,0.9479,0.7791,0.9644,0.9893,0.0373,0.0393,0.1559,0.0518,0.745,none
2b_reference,instruct,healthy_q8,stability_first_tri_70,5600,0.9409,0.7714,0.9631,0.9889,0.0389,0.0318,0.1641,0.0509,0.7377,none
35b_a3b_moe,base,collapsed_q2_edge,cognitive_structural_25_75,5600,0.3143,0.2409,0.5899,0.7877,0.1889,0.0204,0.3818,1.4309,0.0781,none
35b_a3b_moe,base,collapsed_q2_edge,cyber_structural_25_75,5600,0.3513,0.2555,0.6023,0.7821,0.1921,0.0361,0.3589,1.3538,0.0943,none
35b_a3b_moe,base,collapsed_q2_edge,q2_structural_amplifier,5600,0.7884,0.4014,0.868,0.9118,0.1164,0.2907,0.375,0.1302,0.2718,none
35b_a3b_moe,base,collapsed_q2_edge,routed_tri_structural_60,5600,0.4943,0.3607,0.7123,0.865,0.1554,0.0489,0.3714,0.9336,0.2279,none
35b_a3b_moe,base,collapsed_q2_edge,routed_tri_structural_65,5600,0.5455,0.4016,0.7369,0.87,0.1489,0.0486,0.3475,0.8316,0.2778,none
35b_a3b_moe,base,collapsed_q2_edge,stability_first_tri_70,5600,0.5673,0.4189,0.7526,0.865,0.1532,0.0395,0.3532,0.7407,0.2998,none
35b_a3b_moe,base,damaged_q2,cognitive_structural_25_75,5600,0.6663,0.503,0.8121,0.9184,0.1212,0.0173,0.313,0.5682,0.4097,none
35b_a3b_moe,base,damaged_q2,cyber_structural_25_75,5600,0.6675,0.502,0.806,0.8752,0.1184,0.0288,0.3029,0.5434,0.4093,none
35b_a3b_moe,base,damaged_q2,q2_structural_amplifier,5600,0.87,0.4561,0.9094,0.9827,0.0938,0.2812,0.3287,0.0504,0.3429,none
35b_a3b_moe,base,damaged_q2,routed_tri_structural_60,5600,0.8193,0.5945,0.8964,0.9613,0.102,0.0452,0.3046,0.2154,0.5197,none
35b_a3b_moe,base,damaged_q2,routed_tri_structural_65,5600,0.8405,0.6011,0.9067,0.9559,0.0932,0.0427,0.3048,0.1721,0.5316,none
35b_a3b_moe,base,damaged_q2,stability_first_tri_70,5600,0.8525,0.6107,0.9147,0.9611,0.0941,0.0395,0.3077,0.1332,0.5433,none
35b_a3b_moe,base,damaged_q3,cognitive_structural_25_75,5600,0.9186,0.7254,0.9533,0.9911,0.0611,0.0216,0.2134,0.0514,0.6831,none
35b_a3b_moe,base,damaged_q3,cyber_structural_25_75,5600,0.91,0.7196,0.9505,0.9852,0.0675,0.0368,0.2013,0.0527,0.6733,none
35b_a3b_moe,base,damaged_q3,q2_structural_amplifier,5600,0.9004,0.512,0.9237,0.9895,0.0725,0.2848,0.2416,0.0495,0.4114,none
35b_a3b_moe,base,damaged_q3,routed_tri_structural_60,5600,0.9168,0.7011,0.9516,0.9905,0.0643,0.0434,0.2205,0.0516,0.6529,none
35b_a3b_moe,base,damaged_q3,routed_tri_structural_65,5600,0.9248,0.7177,0.9549,0.9896,0.0579,0.0464,0.2068,0.0491,0.672,none
35b_a3b_moe,base,damaged_q3,stability_first_tri_70,5600,0.922,0.7179,0.9538,0.9932,0.0596,0.0423,0.2016,0.0566,0.6725,none
35b_a3b_moe,base,damaged_q4,cognitive_structural_25_75,5600,0.9413,0.7682,0.9625,0.9914,0.0432,0.0218,0.1795,0.0457,0.7342,none
35b_a3b_moe,base,damaged_q4,cyber_structural_25_75,5600,0.9409,0.7811,0.9644,0.9888,0.0418,0.0325,0.1541,0.0436,0.7475,none
35b_a3b_moe,base,damaged_q4,q2_structural_amplifier,5600,0.9148,0.545,0.9308,0.99,0.0568,0.2754,0.218,0.05,0.453,none
35b_a3b_moe,base,damaged_q4,routed_tri_structural_60,5600,0.9377,0.7545,0.9609,0.9898,0.0498,0.0475,0.1698,0.0452,0.7142,none
35b_a3b_moe,base,damaged_q4,routed_tri_structural_65,5600,0.935,0.7512,0.9608,0.9902,0.0461,0.0493,0.1721,0.05,0.7113,none
35b_a3b_moe,base,damaged_q4,stability_first_tri_70,5600,0.9439,0.7641,0.9622,0.99,0.0398,0.0366,0.172,0.0534,0.7284,none
35b_a3b_moe,base,healthy_q6,cognitive_structural_25_75,5600,0.947,0.8127,0.966,0.9898,0.0371,0.0236,0.1327,0.0525,0.7836,none
35b_a3b_moe,base,healthy_q6,cyber_structural_25_75,5600,0.9523,0.8114,0.9691,0.9905,0.0323,0.035,0.1257,0.0479,0.7823,none
35b_a3b_moe,base,healthy_q6,q2_structural_amplifier,5600,0.9204,0.5579,0.9342,0.9905,0.0498,0.2789,0.1884,0.0536,0.4694,none
35b_a3b_moe,base,healthy_q6,routed_tri_structural_60,5600,0.9555,0.8014,0.9688,0.9893,0.0291,0.0425,0.1321,0.05,0.7711,none
35b_a3b_moe,base,healthy_q6,routed_tri_structural_65,5600,0.9521,0.7966,0.9685,0.9902,0.0314,0.0432,0.1346,0.0477,0.7654,none
35b_a3b_moe,base,healthy_q6,stability_first_tri_70,5600,0.9543,0.812,0.9686,0.9868,0.0293,0.0371,0.1234,0.0504,0.7834,none
35b_a3b_moe,base,healthy_q8,cognitive_structural_25_75,5600,0.9623,0.8461,0.9724,0.9905,0.0239,0.0216,0.1084,0.0511,0.8233,none
35b_a3b_moe,base,healthy_q8,cyber_structural_25_75,5600,0.9627,0.8298,0.972,0.9886,0.0225,0.0307,0.118,0.0488,0.805,none
35b_a3b_moe,base,healthy_q8,q2_structural_amplifier,5600,0.9295,0.5732,0.9386,0.9918,0.0441,0.2925,0.16,0.0454,0.4864,none
35b_a3b_moe,base,healthy_q8,routed_tri_structural_60,5600,0.9645,0.8175,0.9728,0.988,0.0216,0.0504,0.1146,0.0459,0.7895,none
35b_a3b_moe,base,healthy_q8,routed_tri_structural_65,5600,0.9614,0.8189,0.9721,0.9898,0.0209,0.0466,0.1152,0.0516,0.7915,none
35b_a3b_moe,base,healthy_q8,stability_first_tri_70,5600,0.9605,0.8313,0.9724,0.9902,0.0232,0.0413,0.1057,0.0504,0.8051,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,cognitive_structural_25_75,5600,0.2961,0.2305,0.5724,0.7614,0.202,0.0241,0.3736,1.4795,0.0613,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,cyber_structural_25_75,5600,0.3404,0.2504,0.5977,0.7612,0.1859,0.0418,0.3638,1.3641,0.0889,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,q2_structural_amplifier,5600,0.7695,0.3979,0.859,0.8925,0.1175,0.2871,0.3916,0.1514,0.2663,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,routed_tri_structural_60,5600,0.4498,0.3273,0.6794,0.8404,0.173,0.0516,0.3655,1.0491,0.1834,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,routed_tri_structural_65,5600,0.5057,0.3668,0.7108,0.835,0.1561,0.0507,0.3695,0.9134,0.2346,none
35b_a3b_moe,degraded_instruct,collapsed_q2_edge,stability_first_tri_70,5600,0.5436,0.403,0.7372,0.8466,0.148,0.0409,0.3579,0.8061,0.2815,none
35b_a3b_moe,degraded_instruct,damaged_q2,cognitive_structural_25_75,5600,0.643,0.4893,0.7982,0.893,0.1164,0.0211,0.3221,0.6138,0.3937,none
35b_a3b_moe,degraded_instruct,damaged_q2,cyber_structural_25_75,5600,0.65,0.4889,0.7981,0.8632,0.1173,0.0352,0.2932,0.5746,0.3945,none
35b_a3b_moe,degraded_instruct,damaged_q2,q2_structural_amplifier,5600,0.868,0.4557,0.9066,0.9714,0.0932,0.2823,0.3311,0.0529,0.3422,none
35b_a3b_moe,degraded_instruct,damaged_q2,routed_tri_structural_60,5600,0.7675,0.5505,0.8677,0.9241,0.1073,0.048,0.3166,0.3055,0.4681,none
35b_a3b_moe,degraded_instruct,damaged_q2,routed_tri_structural_65,5600,0.8155,0.5861,0.8904,0.9314,0.0934,0.0471,0.3111,0.225,0.5125,none
35b_a3b_moe,degraded_instruct,damaged_q2,stability_first_tri_70,5600,0.8375,0.6023,0.9051,0.9429,0.0954,0.0409,0.3007,0.1627,0.5333,none
35b_a3b_moe,degraded_instruct,damaged_q3,cognitive_structural_25_75,5600,0.9177,0.7166,0.9516,0.9888,0.0627,0.0261,0.2259,0.0505,0.672,none
35b_a3b_moe,degraded_instruct,damaged_q3,cyber_structural_25_75,5600,0.9205,0.7229,0.952,0.9841,0.0612,0.0373,0.2043,0.0529,0.678,none
35b_a3b_moe,degraded_instruct,damaged_q3,q2_structural_amplifier,5600,0.8966,0.4918,0.9217,0.9921,0.0754,0.298,0.2498,0.0486,0.3872,none
35b_a3b_moe,degraded_instruct,damaged_q3,routed_tri_structural_60,5600,0.92,0.7089,0.9526,0.9879,0.0629,0.0482,0.2123,0.0496,0.661,none
35b_a3b_moe,degraded_instruct,damaged_q3,routed_tri_structural_65,5600,0.9213,0.7093,0.9532,0.992,0.0646,0.0484,0.2161,0.0471,0.6606,none
35b_a3b_moe,degraded_instruct,damaged_q3,stability_first_tri_70,5600,0.9213,0.7134,0.9529,0.9895,0.0579,0.0434,0.2148,0.0552,0.6674,none
35b_a3b_moe,degraded_instruct,damaged_q4,cognitive_structural_25_75,5600,0.9343,0.7579,0.9599,0.9895,0.0473,0.0252,0.1839,0.048,0.7215,none
35b_a3b_moe,degraded_instruct,damaged_q4,cyber_structural_25_75,5600,0.9371,0.7586,0.9617,0.9902,0.047,0.0384,0.1711,0.0459,0.7208,none
35b_a3b_moe,degraded_instruct,damaged_q4,q2_structural_amplifier,5600,0.9045,0.518,0.9274,0.9895,0.0612,0.2891,0.225,0.0498,0.4213,none
35b_a3b_moe,degraded_instruct,damaged_q4,routed_tri_structural_60,5600,0.9307,0.7402,0.9584,0.9925,0.0516,0.0512,0.1777,0.0543,0.6975,none
35b_a3b_moe,degraded_instruct,damaged_q4,routed_tri_structural_65,5600,0.9423,0.7621,0.9625,0.9886,0.0434,0.0432,0.1704,0.0455,0.7246,none
35b_a3b_moe,degraded_instruct,damaged_q4,stability_first_tri_70,5600,0.9339,0.7462,0.9601,0.9896,0.0498,0.0488,0.1739,0.0473,0.7053,none
35b_a3b_moe,degraded_instruct,healthy_q6,cognitive_structural_25_75,5600,0.9502,0.8104,0.968,0.9927,0.0352,0.0234,0.1343,0.0466,0.7821,none
35b_a3b_moe,degraded_instruct,healthy_q6,cyber_structural_25_75,5600,0.95,0.8087,0.968,0.9909,0.0354,0.0343,0.1313,0.047,0.7784,none
35b_a3b_moe,degraded_instruct,healthy_q6,q2_structural_amplifier,5600,0.9182,0.545,0.9324,0.9909,0.0507,0.2934,0.1882,0.0541,0.4533,none
35b_a3b_moe,degraded_instruct,healthy_q6,routed_tri_structural_60,5600,0.9536,0.7859,0.9684,0.9923,0.0323,0.0534,0.1373,0.0488,0.7521,none
35b_a3b_moe,degraded_instruct,healthy_q6,routed_tri_structural_65,5600,0.9525,0.7846,0.9679,0.9905,0.0314,0.0516,0.1409,0.0482,0.7512,none
35b_a3b_moe,degraded_instruct,healthy_q6,stability_first_tri_70,5600,0.9529,0.7971,0.9684,0.9896,0.0295,0.0471,0.1334,0.0516,0.7656,none
35b_a3b_moe,degraded_instruct,healthy_q8,cognitive_structural_25_75,5600,0.962,0.8375,0.9729,0.9916,0.0214,0.0271,0.1125,0.0512,0.8141,none
35b_a3b_moe,degraded_instruct,healthy_q8,cyber_structural_25_75,5600,0.9637,0.8305,0.9722,0.987,0.02,0.0348,0.115,0.0505,0.8058,none
35b_a3b_moe,degraded_instruct,healthy_q8,q2_structural_amplifier,5600,0.9223,0.5643,0.9367,0.992,0.048,0.2814,0.1746,0.0498,0.4771,none
35b_a3b_moe,degraded_instruct,healthy_q8,routed_tri_structural_60,5600,0.9611,0.8129,0.9717,0.9902,0.0246,0.0491,0.122,0.0464,0.7836,none
35b_a3b_moe,degraded_instruct,healthy_q8,routed_tri_structural_65,5600,0.9593,0.8116,0.9718,0.9904,0.0259,0.0507,0.1157,0.0473,0.7821,none
35b_a3b_moe,degraded_instruct,healthy_q8,stability_first_tri_70,5600,0.9643,0.8309,0.9732,0.9902,0.0234,0.0436,0.1077,0.048,0.8041,none
35b_a3b_moe,instruct,collapsed_q2_edge,cognitive_structural_25_75,5600,0.2418,0.1891,0.5162,0.7161,0.2114,0.017,0.3809,1.7279,0.0054,primitive_gap
35b_a3b_moe,instruct,collapsed_q2_edge,cyber_structural_25_75,5600,0.2743,0.2098,0.5409,0.7357,0.2077,0.025,0.368,1.6096,0.0326,primitive_gap
35b_a3b_moe,instruct,collapsed_q2_edge,q2_structural_amplifier,5600,0.6861,0.3652,0.8093,0.8304,0.1327,0.2686,0.4127,0.3095,0.2232,none
35b_a3b_moe,instruct,collapsed_q2_edge,routed_tri_structural_60,5600,0.3409,0.2487,0.5972,0.7652,0.1895,0.0436,0.3807,1.3755,0.084,none
35b_a3b_moe,instruct,collapsed_q2_edge,routed_tri_structural_65,5600,0.3839,0.2843,0.6302,0.7866,0.18,0.0418,0.3738,1.2321,0.1304,none
35b_a3b_moe,instruct,collapsed_q2_edge,stability_first_tri_70,5600,0.4248,0.3161,0.6651,0.8034,0.1741,0.0343,0.3782,1.0837,0.1725,none
35b_a3b_moe,instruct,damaged_q2,cognitive_structural_25_75,5600,0.5475,0.4163,0.7413,0.8609,0.1309,0.0225,0.3336,0.8384,0.3039,none
35b_a3b_moe,instruct,damaged_q2,cyber_structural_25_75,5600,0.5571,0.4186,0.7493,0.8393,0.1389,0.0264,0.3107,0.7602,0.3087,none
35b_a3b_moe,instruct,damaged_q2,q2_structural_amplifier,5600,0.8339,0.4446,0.8908,0.9257,0.0998,0.2691,0.3588,0.0661,0.3289,none
35b_a3b_moe,instruct,damaged_q2,routed_tri_structural_60,5600,0.6727,0.4964,0.813,0.8875,0.1248,0.0414,0.3293,0.5107,0.3988,none
35b_a3b_moe,instruct,damaged_q2,routed_tri_structural_65,5600,0.7198,0.5304,0.8386,0.8907,0.1118,0.0373,0.3146,0.4068,0.4438,none
35b_a3b_moe,instruct,damaged_q2,stability_first_tri_70,5600,0.7629,0.5527,0.8603,0.9043,0.1087,0.0354,0.3175,0.3187,0.4716,none
35b_a3b_moe,instruct,damaged_q3,cognitive_structural_25_75,5600,0.9066,0.7071,0.9477,0.9904,0.0732,0.0195,0.2305,0.0552,0.6601,none
35b_a3b_moe,instruct,damaged_q3,cyber_structural_25_75,5600,0.8902,0.69,0.9385,0.9686,0.0764,0.025,0.2325,0.0721,0.6399,none
35b_a3b_moe,instruct,damaged_q3,q2_structural_amplifier,5600,0.8959,0.4995,0.9225,0.9898,0.0741,0.2816,0.2616,0.0462,0.3977,none
35b_a3b_moe,instruct,damaged_q3,routed_tri_structural_60,5600,0.9084,0.6982,0.9471,0.9864,0.0707,0.0414,0.2255,0.0582,0.6478,none
35b_a3b_moe,instruct,damaged_q3,routed_tri_structural_65,5600,0.9137,0.7037,0.9505,0.9891,0.0682,0.0362,0.2229,0.0489,0.6558,none
35b_a3b_moe,instruct,damaged_q3,stability_first_tri_70,5600,0.9186,0.708,0.952,0.9927,0.0639,0.0312,0.2232,0.0536,0.6621,none
35b_a3b_moe,instruct,damaged_q4,cognitive_structural_25_75,5600,0.9316,0.7689,0.96,0.992,0.0512,0.0173,0.1773,0.0477,0.7335,none
35b_a3b_moe,instruct,damaged_q4,cyber_structural_25_75,5600,0.9313,0.7609,0.9588,0.9898,0.0496,0.0232,0.178,0.0527,0.7245,none
35b_a3b_moe,instruct,damaged_q4,q2_structural_amplifier,5600,0.9012,0.5227,0.9253,0.9859,0.0677,0.2877,0.2273,0.048,0.4243,none
35b_a3b_moe,instruct,damaged_q4,routed_tri_structural_60,5600,0.9361,0.7479,0.9594,0.9875,0.0475,0.0405,0.185,0.0482,0.7083,none
35b_a3b_moe,instruct,damaged_q4,routed_tri_structural_65,5600,0.937,0.7659,0.9609,0.9911,0.0432,0.037,0.1723,0.0554,0.729,none
35b_a3b_moe,instruct,damaged_q4,stability_first_tri_70,5600,0.9377,0.7752,0.961,0.99,0.0473,0.0302,0.1636,0.0512,0.7393,none
35b_a3b_moe,instruct,healthy_q6,cognitive_structural_25_75,5600,0.95,0.8177,0.9679,0.9907,0.0323,0.02,0.1316,0.0514,0.7909,none
35b_a3b_moe,instruct,healthy_q6,cyber_structural_25_75,5600,0.9473,0.81,0.9667,0.9909,0.0387,0.0252,0.1302,0.0479,0.7805,none
35b_a3b_moe,instruct,healthy_q6,q2_structural_amplifier,5600,0.9186,0.5571,0.934,0.9895,0.0534,0.2786,0.182,0.0512,0.4683,none
35b_a3b_moe,instruct,healthy_q6,routed_tri_structural_60,5600,0.9546,0.7979,0.9679,0.9891,0.0295,0.0402,0.1425,0.0505,0.7671,none
35b_a3b_moe,instruct,healthy_q6,routed_tri_structural_65,5600,0.9489,0.8013,0.967,0.988,0.035,0.0387,0.1332,0.0477,0.77,none
35b_a3b_moe,instruct,healthy_q6,stability_first_tri_70,5600,0.9523,0.8164,0.9674,0.9893,0.0316,0.0298,0.1275,0.0552,0.788,none
35b_a3b_moe,instruct,healthy_q8,cognitive_structural_25_75,5600,0.9618,0.8286,0.971,0.9905,0.0232,0.0187,0.1307,0.0512,0.8048,none
35b_a3b_moe,instruct,healthy_q8,cyber_structural_25_75,5600,0.9564,0.8329,0.9701,0.9891,0.0293,0.02,0.1179,0.0498,0.8082,none
35b_a3b_moe,instruct,healthy_q8,q2_structural_amplifier,5600,0.9236,0.5645,0.9359,0.9875,0.0454,0.282,0.1789,0.052,0.4776,none
35b_a3b_moe,instruct,healthy_q8,routed_tri_structural_60,5600,0.9605,0.8146,0.9708,0.9886,0.0252,0.0425,0.127,0.0475,0.7861,none
35b_a3b_moe,instruct,healthy_q8,routed_tri_structural_65,5600,0.955,0.8116,0.9702,0.9904,0.0261,0.0407,0.123,0.052,0.7832,none
35b_a3b_moe,instruct,healthy_q8,stability_first_tri_70,5600,0.9587,0.8189,0.9708,0.9886,0.0262,0.0359,0.1248,0.0464,0.7916,none
4b,base,collapsed_q2_edge,cognitive_structural_25_75,5600,0.1082,0.0791,0.3486,0.6354,0.4095,0.0236,0.5463,2.3096,-0.2076,cascade
4b,base,collapsed_q2_edge,cyber_structural_25_75,5600,0.1229,0.0884,0.3605,0.6116,0.4114,0.0325,0.5052,2.2227,-0.1931,cascade
4b,base,collapsed_q2_edge,q2_structural_amplifier,5600,0.5611,0.283,0.743,0.8168,0.2009,0.2798,0.4946,0.4946,0.1025,none
4b,base,collapsed_q2_edge,routed_tri_structural_60,5600,0.1988,0.1405,0.4687,0.7177,0.3346,0.0509,0.5062,1.7873,-0.0999,cascade
4b,base,collapsed_q2_edge,routed_tri_structural_65,5600,0.2207,0.1564,0.4883,0.7107,0.3302,0.0402,0.5061,1.6809,-0.0752,cascade
4b,base,collapsed_q2_edge,stability_first_tri_70,5600,0.247,0.1729,0.5118,0.7346,0.3143,0.0437,0.5043,1.5884,-0.0499,cascade
4b,base,damaged_q2,cognitive_structural_25_75,5600,0.3312,0.243,0.5893,0.7721,0.2414,0.0239,0.46,1.3434,0.0619,none
4b,base,damaged_q2,cyber_structural_25_75,5600,0.3532,0.257,0.6004,0.7598,0.245,0.0338,0.4175,1.2593,0.0803,none
4b,base,damaged_q2,q2_structural_amplifier,5600,0.7779,0.3837,0.8641,0.9123,0.1384,0.2777,0.4343,0.0998,0.247,none
4b,base,damaged_q2,routed_tri_structural_60,5600,0.5121,0.3432,0.713,0.8511,0.2016,0.0461,0.4511,0.8336,0.1958,none
4b,base,damaged_q2,routed_tri_structural_65,5600,0.5587,0.3812,0.7411,0.8539,0.19,0.0479,0.4146,0.7262,0.2452,none
4b,base,damaged_q2,stability_first_tri_70,5600,0.5873,0.397,0.7624,0.8598,0.1809,0.0439,0.4291,0.632,0.268,none
4b,base,damaged_q3,cognitive_structural_25_75,5600,0.8464,0.6216,0.9131,0.9673,0.1045,0.0234,0.2975,0.1379,0.5549,none
4b,base,damaged_q3,cyber_structural_25_75,5600,0.8082,0.5991,0.8923,0.9216,0.1145,0.0312,0.2877,0.1773,0.5266,none
4b,base,damaged_q3,q2_structural_amplifier,5600,0.8707,0.4746,0.912,0.9879,0.0979,0.2759,0.2975,0.05,0.3638,none
4b,base,damaged_q3,routed_tri_structural_60,5600,0.8814,0.6288,0.9362,0.9875,0.0986,0.0488,0.2834,0.0507,0.5642,none
4b,base,damaged_q3,routed_tri_structural_65,5600,0.883,0.6425,0.9361,0.9839,0.0936,0.0427,0.2737,0.0575,0.5811,none
4b,base,damaged_q3,stability_first_tri_70,5600,0.8904,0.6495,0.9393,0.9868,0.0916,0.0402,0.2739,0.0493,0.5896,none
4b,base,damaged_q4,cognitive_structural_25_75,5600,0.9082,0.7143,0.9487,0.9902,0.0732,0.0196,0.2254,0.0521,0.6678,none
4b,base,damaged_q4,cyber_structural_25_75,5600,0.8946,0.7011,0.944,0.9805,0.0813,0.0277,0.2196,0.0541,0.6509,none
4b,base,damaged_q4,q2_structural_amplifier,5600,0.8962,0.5132,0.9229,0.9898,0.0755,0.2723,0.2584,0.0473,0.4131,none
4b,base,damaged_q4,routed_tri_structural_60,5600,0.9023,0.6846,0.9462,0.9904,0.0809,0.0466,0.2338,0.0493,0.6299,none
4b,base,damaged_q4,routed_tri_structural_65,5600,0.9055,0.6975,0.9477,0.9875,0.075,0.0461,0.2209,0.0507,0.6456,none
4b,base,damaged_q4,stability_first_tri_70,5600,0.9166,0.7018,0.9512,0.9911,0.0657,0.0425,0.2246,0.0514,0.653,none
4b,base,healthy_q6,cognitive_structural_25_75,5600,0.9348,0.7759,0.9605,0.9921,0.0502,0.0207,0.1686,0.0505,0.7407,none
