model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,instruct,damaged_q4,cyber_structural_25_75,low,1400,0.9314,0.81,0.9679,0.9857,0.035,0.0121,0.1221,0.035,0.7856,none
27b,instruct,damaged_q4,cyber_structural_25_75,medium,1400,0.9286,0.7829,0.9599,0.9921,0.0521,0.0179,0.155,0.055,0.7485,none
27b,instruct,damaged_q4,q2_structural_amplifier,extreme,1400,0.8836,0.4243,0.9036,0.9907,0.0943,0.325,0.3464,0.0471,0.3009,none
27b,instruct,damaged_q4,q2_structural_amplifier,high,1400,0.9014,0.5257,0.9265,0.9943,0.0736,0.2736,0.2493,0.0521,0.4264,none
27b,instruct,damaged_q4,q2_structural_amplifier,low,1400,0.9093,0.6179,0.944,0.9921,0.055,0.19,0.1664,0.0371,0.5482,none
27b,instruct,damaged_q4,q2_structural_amplifier,medium,1400,0.9221,0.5821,0.9385,0.9857,0.0486,0.2414,0.1864,0.0521,0.5018,none
27b,instruct,damaged_q4,routed_tri_structural_60,extreme,1400,0.92,0.6243,0.9421,0.9843,0.0686,0.0671,0.3043,0.0614,0.5629,none
27b,instruct,damaged_q4,routed_tri_structural_60,high,1400,0.9186,0.7186,0.9493,0.9914,0.0721,0.0407,0.2093,0.0614,0.669,none
27b,instruct,damaged_q4,routed_tri_structural_60,low,1400,0.9379,0.8036,0.9693,0.9886,0.0314,0.0236,0.1329,0.0321,0.7772,none
27b,instruct,damaged_q4,routed_tri_structural_60,medium,1400,0.94,0.7757,0.9615,0.9907,0.05,0.04,0.15,0.0507,0.7382,none
27b,instruct,damaged_q4,routed_tri_structural_65,extreme,1400,0.9293,0.6529,0.9478,0.9886,0.0643,0.075,0.275,0.0507,0.594,none
27b,instruct,damaged_q4,routed_tri_structural_65,high,1400,0.935,0.7386,0.9579,0.9879,0.0564,0.0429,0.1914,0.045,0.6955,none
27b,instruct,damaged_q4,routed_tri_structural_65,low,1400,0.94,0.8121,0.9719,0.9907,0.0321,0.0221,0.1221,0.0271,0.7869,none
27b,instruct,damaged_q4,routed_tri_structural_65,medium,1400,0.945,0.7857,0.9629,0.9879,0.04,0.0257,0.155,0.0529,0.7535,none
27b,instruct,damaged_q4,stability_first_tri_70,extreme,1400,0.9336,0.66,0.9502,0.9936,0.0579,0.0664,0.2686,0.0614,0.6048,none
27b,instruct,damaged_q4,stability_first_tri_70,high,1400,0.9329,0.7336,0.9544,0.9914,0.06,0.0343,0.2029,0.0564,0.6897,none
27b,instruct,damaged_q4,stability_first_tri_70,low,1400,0.935,0.8243,0.9706,0.9893,0.0329,0.0164,0.1086,0.0336,0.8008,none
27b,instruct,damaged_q4,stability_first_tri_70,medium,1400,0.9314,0.785,0.9621,0.9943,0.0507,0.0236,0.1507,0.0486,0.7506,none
27b,instruct,healthy_q6,cognitive_structural_25_75,extreme,1400,0.955,0.7521,0.9602,0.9893,0.0393,0.0371,0.2079,0.0586,0.7134,none
27b,instruct,healthy_q6,cognitive_structural_25_75,high,1400,0.9386,0.7986,0.9601,0.9921,0.0507,0.0143,0.1514,0.0629,0.7652,none
27b,instruct,healthy_q6,cognitive_structural_25_75,low,1400,0.9457,0.8529,0.9758,0.9914,0.025,0.01,0.09,0.03,0.8347,none
27b,instruct,healthy_q6,cognitive_structural_25_75,medium,1400,0.9643,0.8464,0.9733,0.9864,0.0229,0.0121,0.1193,0.04,0.8256,none
27b,instruct,healthy_q6,cyber_structural_25_75,extreme,1400,0.945,0.745,0.9584,0.9914,0.0479,0.0464,0.1914,0.0614,0.703,none
27b,instruct,healthy_q6,cyber_structural_25_75,high,1400,0.9571,0.8021,0.9668,0.9836,0.0357,0.0221,0.1507,0.0407,0.7729,none
27b,instruct,healthy_q6,cyber_structural_25_75,low,1400,0.9464,0.8507,0.9748,0.9879,0.0229,0.0086,0.0929,0.0314,0.8331,none
27b,instruct,healthy_q6,cyber_structural_25_75,medium,1400,0.9564,0.8371,0.9698,0.9893,0.0329,0.0121,0.1229,0.0436,0.8128,none
27b,instruct,healthy_q6,q2_structural_amplifier,extreme,1400,0.9014,0.44,0.9099,0.9864,0.0757,0.3571,0.26,0.0564,0.3222,none
27b,instruct,healthy_q6,q2_structural_amplifier,high,1400,0.9143,0.525,0.9313,0.9886,0.0543,0.3093,0.1929,0.0579,0.4285,none
27b,instruct,healthy_q6,q2_structural_amplifier,low,1400,0.9107,0.625,0.9447,0.99,0.05,0.2,0.1486,0.0393,0.5561,none
27b,instruct,healthy_q6,q2_structural_amplifier,medium,1400,0.9236,0.5921,0.9415,0.985,0.0507,0.2621,0.15,0.0371,0.5106,none
27b,instruct,healthy_q6,routed_tri_structural_60,extreme,1400,0.9493,0.7064,0.9561,0.9871,0.04,0.0679,0.2221,0.0679,0.6597,none
27b,instruct,healthy_q6,routed_tri_structural_60,high,1400,0.9507,0.7614,0.9621,0.9871,0.04,0.0407,0.18,0.0521,0.7243,none
27b,instruct,healthy_q6,routed_tri_structural_60,low,1400,0.9379,0.8279,0.9721,0.9864,0.0279,0.025,0.0943,0.0357,0.8052,none
27b,instruct,healthy_q6,routed_tri_structural_60,medium,1400,0.9529,0.8336,0.9681,0.99,0.0364,0.0286,0.1086,0.0529,0.8056,none
27b,instruct,healthy_q6,routed_tri_structural_65,extreme,1400,0.9357,0.7186,0.9544,0.9871,0.0564,0.0579,0.2121,0.0543,0.6704,none
27b,instruct,healthy_q6,routed_tri_structural_65,high,1400,0.9407,0.7671,0.9606,0.9893,0.0507,0.0329,0.1686,0.0493,0.7294,none
27b,instruct,healthy_q6,routed_tri_structural_65,low,1400,0.9414,0.8407,0.9751,0.9929,0.02,0.0186,0.0914,0.0393,0.8217,none
27b,instruct,healthy_q6,routed_tri_structural_65,medium,1400,0.95,0.8129,0.9672,0.99,0.04,0.0321,0.1193,0.0479,0.7825,none
27b,instruct,healthy_q6,stability_first_tri_70,extreme,1400,0.9471,0.7071,0.9563,0.9857,0.0464,0.0593,0.2243,0.055,0.6607,none
27b,instruct,healthy_q6,stability_first_tri_70,high,1400,0.955,0.8114,0.9654,0.985,0.0379,0.0271,0.1386,0.0507,0.781,none
27b,instruct,healthy_q6,stability_first_tri_70,low,1400,0.9257,0.8271,0.9691,0.9843,0.0279,0.0221,0.0914,0.0443,0.8048,none
27b,instruct,healthy_q6,stability_first_tri_70,medium,1400,0.9464,0.8207,0.9672,0.9879,0.0393,0.0307,0.1107,0.0493,0.7915,none
27b,instruct,healthy_q8,cognitive_structural_25_75,extreme,1400,0.9464,0.7579,0.9603,0.9914,0.0457,0.0343,0.1857,0.0593,0.7195,none
27b,instruct,healthy_q8,cognitive_structural_25_75,high,1400,0.9664,0.8343,0.9695,0.9914,0.0271,0.0143,0.1371,0.055,0.8096,none
27b,instruct,healthy_q8,cognitive_structural_25_75,low,1400,0.9493,0.8693,0.9774,0.99,0.0143,0.005,0.0821,0.0371,0.8556,none
27b,instruct,healthy_q8,cognitive_structural_25_75,medium,1400,0.9607,0.8564,0.9718,0.9893,0.0257,0.0143,0.0993,0.0529,0.8353,none
27b,instruct,healthy_q8,cyber_structural_25_75,extreme,1400,0.95,0.745,0.9605,0.9914,0.0436,0.06,0.1821,0.0586,0.7024,none
27b,instruct,healthy_q8,cyber_structural_25_75,high,1400,0.9636,0.8279,0.9711,0.9936,0.0293,0.0164,0.1379,0.045,0.8025,none
27b,instruct,healthy_q8,cyber_structural_25_75,low,1400,0.9429,0.8621,0.9754,0.9921,0.0214,0.0136,0.0743,0.0393,0.8451,none
27b,instruct,healthy_q8,cyber_structural_25_75,medium,1400,0.96,0.8493,0.9727,0.995,0.0279,0.0243,0.0971,0.0514,0.8257,none
27b,instruct,healthy_q8,q2_structural_amplifier,extreme,1400,0.905,0.4629,0.9114,0.9921,0.0679,0.3436,0.3029,0.0614,0.3465,none
27b,instruct,healthy_q8,q2_structural_amplifier,high,1400,0.9143,0.5336,0.9303,0.9879,0.0579,0.2871,0.1993,0.0629,0.4397,none
27b,instruct,healthy_q8,q2_structural_amplifier,low,1400,0.9343,0.6679,0.9547,0.9879,0.0293,0.1979,0.1143,0.035,0.6086,none
27b,instruct,healthy_q8,q2_structural_amplifier,medium,1400,0.9279,0.61,0.9435,0.9871,0.0457,0.2579,0.1329,0.045,0.5318,none
27b,instruct,healthy_q8,routed_tri_structural_60,extreme,1400,0.96,0.7307,0.9607,0.9907,0.0364,0.0629,0.2021,0.0636,0.6879,none
27b,instruct,healthy_q8,routed_tri_structural_60,high,1400,0.9629,0.805,0.9691,0.9907,0.03,0.0421,0.1386,0.0514,0.7739,none
27b,instruct,healthy_q8,routed_tri_structural_60,low,1400,0.9557,0.8614,0.9778,0.9871,0.0143,0.0207,0.0836,0.0314,0.8447,none
27b,instruct,healthy_q8,routed_tri_structural_60,medium,1400,0.965,0.8557,0.9748,0.9914,0.0236,0.0286,0.095,0.045,0.8331,none
27b,instruct,healthy_q8,routed_tri_structural_65,extreme,1400,0.9521,0.7457,0.9599,0.9879,0.0436,0.0657,0.1864,0.0571,0.7017,none
27b,instruct,healthy_q8,routed_tri_structural_65,high,1400,0.9714,0.795,0.9689,0.9864,0.02,0.0421,0.1571,0.0564,0.7652,none
27b,instruct,healthy_q8,routed_tri_structural_65,low,1400,0.9521,0.86,0.9781,0.9871,0.0179,0.0279,0.0707,0.0314,0.8418,none
27b,instruct,healthy_q8,routed_tri_structural_65,medium,1400,0.9507,0.8264,0.9682,0.9907,0.0293,0.0336,0.1057,0.0629,0.7993,none
27b,instruct,healthy_q8,stability_first_tri_70,extreme,1400,0.945,0.7279,0.9568,0.9936,0.0507,0.065,0.1843,0.0714,0.6813,none
27b,instruct,healthy_q8,stability_first_tri_70,high,1400,0.9543,0.8121,0.9654,0.9829,0.0379,0.0293,0.135,0.05,0.7816,none
27b,instruct,healthy_q8,stability_first_tri_70,low,1400,0.9479,0.8607,0.9771,0.9907,0.0207,0.025,0.0714,0.0343,0.8421,none
27b,instruct,healthy_q8,stability_first_tri_70,medium,1400,0.9679,0.8621,0.9774,0.9943,0.0193,0.0236,0.0993,0.0407,0.8417,none
2b_reference,base,collapsed_q2_edge,cognitive_structural_25_75,extreme,1400,0.0114,0.0079,0.1102,0.4579,0.7286,0.0464,0.9264,3.9136,-0.4898,cascade
2b_reference,base,collapsed_q2_edge,cognitive_structural_25_75,high,1400,0.0314,0.0243,0.1809,0.5207,0.5907,0.0164,0.6371,3.1236,-0.3634,cascade
2b_reference,base,collapsed_q2_edge,cognitive_structural_25_75,low,1400,0.1343,0.1014,0.4451,0.6743,0.2557,0.0093,0.3121,1.4657,-0.0754,cascade
2b_reference,base,collapsed_q2_edge,cognitive_structural_25_75,medium,1400,0.0671,0.0521,0.2932,0.5886,0.4086,0.0157,0.4407,2.4943,-0.2335,cascade
2b_reference,base,collapsed_q2_edge,cyber_structural_25_75,extreme,1400,0.0193,0.0086,0.1393,0.4593,0.7057,0.0471,0.8514,3.6671,-0.464,cascade
2b_reference,base,collapsed_q2_edge,cyber_structural_25_75,high,1400,0.0486,0.03,0.2088,0.5207,0.565,0.0343,0.5543,2.9829,-0.3398,cascade
2b_reference,base,collapsed_q2_edge,cyber_structural_25_75,low,1400,0.1314,0.0993,0.4385,0.6679,0.2629,0.0186,0.2971,1.5014,-0.0821,cascade
2b_reference,base,collapsed_q2_edge,cyber_structural_25_75,medium,1400,0.095,0.075,0.3195,0.575,0.4043,0.02,0.4314,2.3329,-0.2014,cascade
2b_reference,base,collapsed_q2_edge,q2_structural_amplifier,extreme,1400,0.2921,0.0864,0.5599,0.7064,0.3086,0.3921,0.8321,1.1557,-0.2089,cascade
2b_reference,base,collapsed_q2_edge,q2_structural_amplifier,high,1400,0.3479,0.1807,0.5984,0.7357,0.285,0.3079,0.53,1.0086,-0.0592,cascade
2b_reference,base,collapsed_q2_edge,q2_structural_amplifier,low,1400,0.6479,0.3693,0.8141,0.855,0.1329,0.2107,0.3164,0.2657,0.2487,none
2b_reference,base,collapsed_q2_edge,q2_structural_amplifier,medium,1400,0.5007,0.2914,0.7159,0.795,0.2114,0.2457,0.4179,0.605,0.1152,none
2b_reference,base,collapsed_q2_edge,routed_tri_structural_60,extreme,1400,0.04,0.0179,0.2156,0.55,0.6093,0.0714,0.8786,3.1607,-0.4075,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_60,high,1400,0.09,0.0579,0.2906,0.6014,0.4829,0.0479,0.585,2.5629,-0.2715,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_60,low,1400,0.2379,0.1764,0.5577,0.7721,0.2186,0.0257,0.2957,1.1421,0.0249,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_60,medium,1400,0.1479,0.1107,0.4229,0.6964,0.3471,0.0443,0.4464,1.92,-0.134,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_65,extreme,1400,0.0586,0.0264,0.2444,0.5486,0.5843,0.0643,0.8579,2.9214,-0.3764,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_65,high,1400,0.0864,0.0629,0.309,0.6086,0.4586,0.035,0.6129,2.4721,-0.2543,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_65,low,1400,0.2486,0.1843,0.5693,0.7514,0.205,0.0279,0.3079,1.0957,0.0378,cascade
2b_reference,base,collapsed_q2_edge,routed_tri_structural_65,medium,1400,0.1636,0.1229,0.4384,0.6943,0.3421,0.0386,0.4321,1.8321,-0.1137,cascade
2b_reference,base,collapsed_q2_edge,stability_first_tri_70,extreme,1400,0.0593,0.0214,0.258,0.545,0.5843,0.0743,0.8879,2.825,-0.381,cascade
2b_reference,base,collapsed_q2_edge,stability_first_tri_70,high,1400,0.1071,0.075,0.3381,0.6407,0.4421,0.0393,0.5507,2.3279,-0.2259,cascade
2b_reference,base,collapsed_q2_edge,stability_first_tri_70,low,1400,0.2814,0.1957,0.604,0.7671,0.1957,0.0214,0.3,0.9736,0.06,cascade
2b_reference,base,collapsed_q2_edge,stability_first_tri_70,medium,1400,0.2029,0.1593,0.4707,0.6893,0.3064,0.0343,0.44,1.7136,-0.0604,cascade
2b_reference,base,damaged_q2,cognitive_structural_25_75,extreme,1400,0.0936,0.0493,0.3409,0.6157,0.4314,0.0379,0.7964,2.5279,-0.2778,cascade
2b_reference,base,damaged_q2,cognitive_structural_25_75,high,1400,0.1864,0.1293,0.4354,0.6736,0.3393,0.0164,0.5179,1.9657,-0.1155,cascade
2b_reference,base,damaged_q2,cognitive_structural_25_75,low,1400,0.3257,0.2457,0.6379,0.7771,0.1686,0.0079,0.2579,0.8979,0.128,none
2b_reference,base,damaged_q2,cognitive_structural_25_75,medium,1400,0.2821,0.2179,0.5447,0.7529,0.2521,0.0193,0.3671,1.4743,0.0353,cascade
2b_reference,base,damaged_q2,cyber_structural_25_75,extreme,1400,0.1386,0.0664,0.3857,0.6343,0.4543,0.06,0.7221,2.2421,-0.2517,cascade
2b_reference,base,damaged_q2,cyber_structural_25_75,high,1400,0.2064,0.1364,0.4399,0.6764,0.3679,0.03,0.4879,1.8629,-0.1121,cascade
2b_reference,base,damaged_q2,cyber_structural_25_75,low,1400,0.365,0.2879,0.6651,0.7793,0.1621,0.0136,0.2414,0.8071,0.1768,none
2b_reference,base,damaged_q2,cyber_structural_25_75,medium,1400,0.31,0.2443,0.5615,0.7343,0.2543,0.0286,0.3436,1.3707,0.0663,cascade
2b_reference,base,damaged_q2,q2_structural_amplifier,extreme,1400,0.5686,0.1964,0.7452,0.8036,0.2207,0.3586,0.7271,0.3407,-0.0167,distractor_capture
2b_reference,base,damaged_q2,q2_structural_amplifier,high,1400,0.665,0.2936,0.7993,0.8586,0.185,0.3057,0.4843,0.2757,0.1244,distractor_capture
2b_reference,base,damaged_q2,q2_structural_amplifier,low,1400,0.8271,0.5057,0.9018,0.9314,0.105,0.2057,0.2657,0.0571,0.409,none
2b_reference,base,damaged_q2,q2_structural_amplifier,medium,1400,0.7636,0.4043,0.8628,0.8929,0.1414,0.2436,0.3529,0.1229,0.2788,none
2b_reference,base,damaged_q2,routed_tri_structural_60,extreme,1400,0.2543,0.1214,0.4958,0.7271,0.3671,0.0786,0.7236,1.7436,-0.1495,cascade
2b_reference,base,damaged_q2,routed_tri_structural_60,high,1400,0.32,0.21,0.5586,0.7814,0.2993,0.0443,0.5121,1.41,-0.0001,cascade
2b_reference,base,damaged_q2,routed_tri_structural_60,low,1400,0.5214,0.3957,0.7753,0.8821,0.1293,0.0293,0.255,0.5164,0.3049,none
2b_reference,base,damaged_q2,routed_tri_structural_60,medium,1400,0.4457,0.3471,0.6773,0.84,0.2186,0.0357,0.3279,0.9643,0.2,none
2b_reference,base,damaged_q2,routed_tri_structural_65,extreme,1400,0.26,0.125,0.5195,0.7314,0.355,0.07,0.7143,1.6371,-0.1345,cascade
2b_reference,base,damaged_q2,routed_tri_structural_65,high,1400,0.3329,0.2414,0.5782,0.7636,0.2636,0.0429,0.4864,1.3421,0.0478,cascade
2b_reference,base,damaged_q2,routed_tri_structural_65,low,1400,0.5571,0.4236,0.7828,0.8543,0.1329,0.02,0.2529,0.4621,0.3364,none
2b_reference,base,damaged_q2,routed_tri_structural_65,medium,1400,0.44,0.3236,0.6772,0.8071,0.2071,0.0436,0.3636,0.9293,0.1772,none
2b_reference,base,damaged_q2,stability_first_tri_70,extreme,1400,0.2871,0.1414,0.5232,0.7257,0.3714,0.0736,0.7486,1.5507,-0.1221,cascade
2b_reference,base,damaged_q2,stability_first_tri_70,high,1400,0.3657,0.265,0.6008,0.79,0.2786,0.0329,0.4729,1.23,0.0755,cascade
2b_reference,base,damaged_q2,stability_first_tri_70,low,1400,0.6193,0.4586,0.8202,0.8964,0.1314,0.0257,0.2586,0.3557,0.3755,none
2b_reference,base,damaged_q2,stability_first_tri_70,medium,1400,0.5264,0.3907,0.726,0.8371,0.1857,0.0314,0.3421,0.7629,0.2632,none
2b_reference,base,damaged_q3,cognitive_structural_25_75,extreme,1400,0.625,0.3643,0.7729,0.885,0.1957,0.045,0.4921,0.6364,0.2254,none
2b_reference,base,damaged_q3,cognitive_structural_25_75,high,1400,0.7007,0.4957,0.8228,0.9207,0.1443,0.0171,0.3829,0.4514,0.3958,none
2b_reference,base,damaged_q3,cognitive_structural_25_75,low,1400,0.8557,0.7121,0.934,0.965,0.0771,0.0086,0.1721,0.0829,0.6694,none
2b_reference,base,damaged_q3,cognitive_structural_25_75,medium,1400,0.7907,0.6307,0.8849,0.9393,0.1221,0.0129,0.2379,0.2279,0.5611,none
2b_reference,base,damaged_q3,cyber_structural_25_75,extreme,1400,0.6479,0.3743,0.784,0.8479,0.1929,0.0586,0.4829,0.5279,0.2397,none
2b_reference,base,damaged_q3,cyber_structural_25_75,high,1400,0.6843,0.52,0.8154,0.8743,0.1479,0.0314,0.2964,0.4571,0.4228,none
2b_reference,base,damaged_q3,cyber_structural_25_75,low,1400,0.8143,0.6829,0.9129,0.9221,0.085,0.0207,0.1693,0.1179,0.6338,none
2b_reference,base,damaged_q3,cyber_structural_25_75,medium,1400,0.7507,0.5843,0.8585,0.8914,0.1114,0.0307,0.24,0.3164,0.5097,none
2b_reference,base,damaged_q3,q2_structural_amplifier,extreme,1400,0.8071,0.3129,0.8662,0.9679,0.1371,0.3557,0.5157,0.0743,0.1556,distractor_capture
2b_reference,base,damaged_q3,q2_structural_amplifier,high,1400,0.8571,0.4121,0.9008,0.9864,0.1157,0.2993,0.3579,0.0593,0.286,none
2b_reference,base,damaged_q3,q2_structural_amplifier,low,1400,0.8857,0.55,0.9327,0.9907,0.0757,0.2121,0.215,0.0357,0.4659,none
2b_reference,base,damaged_q3,q2_structural_amplifier,medium,1400,0.8929,0.5207,0.9253,0.9921,0.0864,0.2371,0.2614,0.0429,0.4243,none
2b_reference,base,damaged_q3,routed_tri_structural_60,extreme,1400,0.7793,0.4357,0.8639,0.9329,0.1607,0.0779,0.4779,0.2193,0.3227,none
2b_reference,base,damaged_q3,routed_tri_structural_60,high,1400,0.8029,0.5514,0.8975,0.9686,0.1443,0.035,0.3293,0.1407,0.4678,none
2b_reference,base,damaged_q3,routed_tri_structural_60,low,1400,0.8957,0.7364,0.9555,0.9943,0.0686,0.03,0.1571,0.0386,0.6954,none
2b_reference,base,damaged_q3,routed_tri_structural_60,medium,1400,0.8679,0.6629,0.9335,0.9807,0.1071,0.0414,0.23,0.0629,0.6009,none
2b_reference,base,damaged_q3,routed_tri_structural_65,extreme,1400,0.7971,0.44,0.8786,0.9379,0.1479,0.0857,0.4971,0.1536,0.3311,none
2b_reference,base,damaged_q3,routed_tri_structural_65,high,1400,0.8321,0.5893,0.9075,0.9586,0.1329,0.0364,0.3093,0.1057,0.5121,none
2b_reference,base,damaged_q3,routed_tri_structural_65,low,1400,0.9007,0.7336,0.9561,0.9907,0.0607,0.0314,0.1693,0.0414,0.6935,none
2b_reference,base,damaged_q3,routed_tri_structural_65,medium,1400,0.8729,0.6786,0.936,0.9736,0.1036,0.0343,0.2171,0.0514,0.6207,none
2b_reference,base,damaged_q3,stability_first_tri_70,extreme,1400,0.7964,0.44,0.8772,0.9407,0.1664,0.0514,0.4771,0.1436,0.3344,none
2b_reference,base,damaged_q3,stability_first_tri_70,high,1400,0.8421,0.5964,0.9146,0.9571,0.1264,0.0314,0.3114,0.0779,0.5234,none
2b_reference,base,damaged_q3,stability_first_tri_70,low,1400,0.9007,0.73,0.9553,0.995,0.0614,0.0257,0.175,0.0436,0.6902,none
2b_reference,base,damaged_q3,stability_first_tri_70,medium,1400,0.8836,0.6914,0.9394,0.9764,0.0893,0.03,0.2136,0.0614,0.6385,none
2b_reference,base,damaged_q4,cognitive_structural_25_75,extreme,1400,0.8621,0.5364,0.9147,0.9714,0.1114,0.0436,0.4079,0.0907,0.4571,none
2b_reference,base,damaged_q4,cognitive_structural_25_75,high,1400,0.895,0.6671,0.9418,0.9914,0.0907,0.0171,0.2686,0.0486,0.6126,none
2b_reference,base,damaged_q4,cognitive_structural_25_75,low,1400,0.9079,0.7736,0.9589,0.9843,0.0507,0.0064,0.1479,0.0421,0.7431,none
2b_reference,base,damaged_q4,cognitive_structural_25_75,medium,1400,0.9057,0.73,0.9488,0.9836,0.0714,0.0164,0.1943,0.0564,0.6869,none
2b_reference,base,damaged_q4,cyber_structural_25_75,extreme,1400,0.81,0.5321,0.8933,0.92,0.1336,0.0486,0.3764,0.1214,0.4462,none
2b_reference,base,damaged_q4,cyber_structural_25_75,high,1400,0.8643,0.6514,0.9252,0.9521,0.1043,0.0336,0.2529,0.0736,0.5895,none
2b_reference,base,damaged_q4,cyber_structural_25_75,low,1400,0.9136,0.7771,0.9594,0.9836,0.0514,0.0136,0.1421,0.0393,0.7457,none
2b_reference,base,damaged_q4,cyber_structural_25_75,medium,1400,0.8864,0.7207,0.9428,0.9686,0.0871,0.0293,0.1821,0.05,0.6716,none
2b_reference,base,damaged_q4,q2_structural_amplifier,extreme,1400,0.8657,0.3714,0.8922,0.9886,0.1036,0.3586,0.4029,0.0514,0.2338,none
2b_reference,base,damaged_q4,q2_structural_amplifier,high,1400,0.8836,0.4636,0.9154,0.9893,0.0879,0.2957,0.3014,0.0536,0.3513,none
2b_reference,base,damaged_q4,q2_structural_amplifier,low,1400,0.9086,0.6071,0.9426,0.9914,0.0564,0.2114,0.1679,0.0329,0.5329,none
2b_reference,base,damaged_q4,q2_structural_amplifier,medium,1400,0.9014,0.5443,0.9294,0.9921,0.08,0.2636,0.1971,0.0443,0.4496,none
2b_reference,base,damaged_q4,routed_tri_structural_60,extreme,1400,0.8786,0.5579,0.9256,0.9936,0.1143,0.0614,0.3786,0.0579,0.4781,none
2b_reference,base,damaged_q4,routed_tri_structural_60,high,1400,0.885,0.655,0.9357,0.9914,0.1043,0.045,0.2579,0.0614,0.591,none
2b_reference,base,damaged_q4,routed_tri_structural_60,low,1400,0.9079,0.7729,0.961,0.9893,0.0507,0.0286,0.13,0.0436,0.7394,none
2b_reference,base,damaged_q4,routed_tri_structural_60,medium,1400,0.91,0.715,0.9511,0.99,0.0729,0.04,0.1943,0.05,0.6671,none
2b_reference,base,damaged_q4,routed_tri_structural_65,extreme,1400,0.8886,0.5629,0.9313,0.9929,0.1057,0.075,0.3471,0.0507,0.4858,none
2b_reference,base,damaged_q4,routed_tri_structural_65,high,1400,0.8914,0.66,0.9389,0.99,0.0971,0.0436,0.2421,0.0621,0.5997,none
2b_reference,base,damaged_q4,routed_tri_structural_65,low,1400,0.9229,0.7821,0.9647,0.9857,0.0393,0.0257,0.1386,0.0371,0.7523,none
2b_reference,base,damaged_q4,routed_tri_structural_65,medium,1400,0.9021,0.7107,0.9491,0.995,0.0757,0.0357,0.1964,0.06,0.6621,none
2b_reference,base,damaged_q4,stability_first_tri_70,extreme,1400,0.8786,0.5436,0.926,0.99,0.1079,0.0686,0.3836,0.06,0.4638,none
2b_reference,base,damaged_q4,stability_first_tri_70,high,1400,0.8979,0.6307,0.9384,0.99,0.0914,0.0393,0.2907,0.055,0.5694,none
2b_reference,base,damaged_q4,stability_first_tri_70,low,1400,0.915,0.7686,0.9621,0.99,0.0429,0.02,0.1471,0.0436,0.7378,none
2b_reference,base,damaged_q4,stability_first_tri_70,medium,1400,0.925,0.7571,0.9583,0.9957,0.0621,0.0343,0.1679,0.0471,0.7159,none
2b_reference,base,healthy_q6,cognitive_structural_25_75,extreme,1400,0.9164,0.6621,0.9445,0.9879,0.0771,0.0443,0.265,0.0564,0.6061,none
2b_reference,base,healthy_q6,cognitive_structural_25_75,high,1400,0.9221,0.7157,0.953,0.9929,0.0664,0.015,0.2279,0.0457,0.6723,none
2b_reference,base,healthy_q6,cognitive_structural_25_75,low,1400,0.9221,0.8279,0.9682,0.9921,0.0357,0.01,0.1036,0.0421,0.8047,none
2b_reference,base,healthy_q6,cognitive_structural_25_75,medium,1400,0.935,0.7936,0.9598,0.9871,0.0529,0.0143,0.1464,0.0529,0.7605,none
2b_reference,base,healthy_q6,cyber_structural_25_75,extreme,1400,0.9207,0.6614,0.9467,0.9971,0.0714,0.0636,0.2707,0.0629,0.6025,none
2b_reference,base,healthy_q6,cyber_structural_25_75,high,1400,0.9314,0.7564,0.9554,0.9893,0.0607,0.0214,0.1836,0.055,0.7165,none
2b_reference,base,healthy_q6,cyber_structural_25_75,low,1400,0.9214,0.8121,0.9664,0.9879,0.0407,0.0157,0.1021,0.04,0.7866,none
2b_reference,base,healthy_q6,cyber_structural_25_75,medium,1400,0.9343,0.8114,0.9639,0.99,0.0493,0.0286,0.1179,0.05,0.779,none
2b_reference,base,healthy_q6,q2_structural_amplifier,extreme,1400,0.8779,0.4243,0.9048,0.9907,0.085,0.3486,0.3157,0.0579,0.3009,none
2b_reference,base,healthy_q6,q2_structural_amplifier,high,1400,0.8921,0.5,0.9225,0.9871,0.08,0.3114,0.2336,0.0443,0.3928,none
2b_reference,base,healthy_q6,q2_structural_amplifier,low,1400,0.9121,0.63,0.9449,0.9929,0.0543,0.2214,0.1336,0.0357,0.557,none
2b_reference,base,healthy_q6,q2_structural_amplifier,medium,1400,0.9236,0.5864,0.9381,0.9814,0.0486,0.2521,0.1829,0.0471,0.5044,none
2b_reference,base,healthy_q6,routed_tri_structural_60,extreme,1400,0.9129,0.6529,0.9437,0.9886,0.08,0.0686,0.2586,0.0564,0.5916,none
2b_reference,base,healthy_q6,routed_tri_structural_60,high,1400,0.9293,0.7379,0.956,0.9914,0.0571,0.0379,0.195,0.0557,0.6948,none
2b_reference,base,healthy_q6,routed_tri_structural_60,low,1400,0.9336,0.8136,0.9714,0.9936,0.0314,0.0314,0.1021,0.0371,0.7878,none
