model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,degraded_instruct,damaged_q4,q2_structural_amplifier,rhetoric,560,0.9,0.5214,0.926,0.9857,0.0679,0.3036,0.2357,0.0464,0.4192,none
27b,degraded_instruct,damaged_q4,q2_structural_amplifier,spatial,560,0.9107,0.5446,0.932,0.9911,0.0643,0.2554,0.2196,0.0464,0.4544,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,adversarial,560,0.9268,0.7464,0.9556,0.9893,0.0589,0.0482,0.1643,0.0607,0.7029,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,boundary,560,0.925,0.7232,0.9545,0.9929,0.0625,0.0482,0.1893,0.0536,0.677,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,coding,560,0.9089,0.7518,0.9526,0.9857,0.0589,0.0429,0.1679,0.0661,0.7088,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,epistemic,560,0.9125,0.7357,0.9541,0.9911,0.0607,0.0339,0.1911,0.0482,0.693,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,forensic,560,0.9304,0.7446,0.958,0.9893,0.05,0.0536,0.175,0.0554,0.7022,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,generalist,560,0.925,0.7339,0.9608,0.9929,0.0554,0.0554,0.1839,0.0304,0.69,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,math,560,0.9357,0.7,0.9558,0.9929,0.0518,0.0464,0.25,0.0482,0.6528,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,planning,560,0.9375,0.7696,0.9622,0.9946,0.0464,0.0554,0.1571,0.05,0.7296,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,rhetoric,560,0.9571,0.7446,0.9661,0.9946,0.0321,0.0589,0.1946,0.0464,0.7053,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_60,spatial,560,0.9214,0.7339,0.9593,0.9875,0.0696,0.0696,0.1589,0.025,0.6851,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,adversarial,560,0.9393,0.7643,0.9627,0.9929,0.0375,0.0607,0.1518,0.0661,0.7254,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,boundary,560,0.9375,0.7339,0.9607,0.9911,0.05,0.0607,0.1821,0.0446,0.69,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,coding,560,0.9214,0.725,0.9582,0.9946,0.0643,0.0589,0.1643,0.0411,0.6787,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,epistemic,560,0.9429,0.7446,0.9631,0.9911,0.0393,0.0339,0.2,0.0393,0.7081,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,forensic,560,0.9214,0.7339,0.9571,0.9893,0.0589,0.0536,0.1821,0.0429,0.6888,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,generalist,560,0.9089,0.7232,0.9527,0.9875,0.0696,0.0661,0.1768,0.0429,0.6728,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,math,560,0.9268,0.7107,0.9514,0.9768,0.0518,0.0429,0.2321,0.0589,0.6651,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,planning,560,0.9393,0.7625,0.9615,0.9964,0.0446,0.0375,0.1679,0.0536,0.7255,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,rhetoric,560,0.9143,0.7125,0.9516,0.9857,0.0607,0.0411,0.2125,0.0589,0.6661,none
27b,degraded_instruct,damaged_q4,routed_tri_structural_65,spatial,560,0.9304,0.7839,0.9604,0.9946,0.0571,0.0482,0.1321,0.0571,0.7437,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,adversarial,560,0.9143,0.7304,0.9547,0.9804,0.0589,0.0393,0.1786,0.0518,0.6879,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,boundary,560,0.9393,0.7375,0.9585,0.9893,0.0446,0.0571,0.2018,0.0518,0.6939,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,coding,560,0.9446,0.7661,0.9648,0.9929,0.05,0.0554,0.1482,0.0339,0.7264,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,epistemic,560,0.9107,0.7286,0.9557,0.9911,0.0696,0.0375,0.1875,0.0286,0.6837,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,forensic,560,0.9125,0.7268,0.95,0.9911,0.0643,0.0339,0.2089,0.0625,0.6809,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,generalist,560,0.9339,0.7446,0.9632,0.9982,0.0357,0.0357,0.1946,0.05,0.7087,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,math,560,0.9446,0.7143,0.9619,0.9911,0.0357,0.0518,0.2232,0.05,0.6729,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,planning,560,0.9286,0.7518,0.9574,0.9911,0.0571,0.0482,0.1554,0.0554,0.7098,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,rhetoric,560,0.9286,0.7321,0.9563,0.9821,0.0571,0.0464,0.1857,0.0446,0.6886,none
27b,degraded_instruct,damaged_q4,stability_first_tri_70,spatial,560,0.9304,0.7679,0.959,0.9946,0.05,0.0518,0.1482,0.0643,0.7274,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,adversarial,560,0.9357,0.7946,0.9624,0.9893,0.0518,0.0304,0.1375,0.05,0.7595,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,boundary,560,0.9429,0.7821,0.9638,0.9893,0.0393,0.0304,0.1625,0.0482,0.7489,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,coding,560,0.9536,0.8107,0.9682,0.9946,0.0411,0.0179,0.1393,0.0411,0.7816,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,epistemic,560,0.9482,0.775,0.9664,0.9964,0.0393,0.0161,0.1929,0.0321,0.743,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,forensic,560,0.9464,0.7875,0.9615,0.9857,0.0375,0.0268,0.1679,0.0536,0.7548,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,generalist,560,0.9411,0.8125,0.9678,0.9839,0.0375,0.0357,0.1143,0.0375,0.7831,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,math,560,0.9625,0.7732,0.9661,0.9946,0.025,0.0143,0.1929,0.0625,0.7443,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,planning,560,0.9643,0.8429,0.9689,0.9821,0.0232,0.0196,0.1179,0.0536,0.8199,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,rhetoric,560,0.9429,0.7982,0.9665,0.9929,0.0321,0.0125,0.1607,0.0518,0.7706,none
27b,degraded_instruct,healthy_q6,cognitive_structural_25_75,spatial,560,0.9393,0.8179,0.9618,0.9786,0.0429,0.0196,0.1161,0.0571,0.7889,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,adversarial,560,0.9339,0.7804,0.9599,0.9893,0.0464,0.0339,0.1393,0.0732,0.7448,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,boundary,560,0.9536,0.7839,0.9615,0.9839,0.0375,0.0536,0.1429,0.0679,0.7471,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,coding,560,0.9607,0.825,0.9676,0.9821,0.0214,0.0286,0.1304,0.0625,0.7993,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,epistemic,560,0.9518,0.8161,0.9684,0.9839,0.0357,0.0179,0.1393,0.0304,0.7891,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,forensic,560,0.9411,0.7946,0.9628,0.9875,0.0482,0.0268,0.1482,0.0411,0.7609,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,generalist,560,0.9411,0.7911,0.965,0.9875,0.0339,0.0375,0.1339,0.0536,0.76,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,math,560,0.9518,0.7696,0.9639,0.9875,0.0304,0.0375,0.1857,0.0554,0.7354,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,planning,560,0.9554,0.8321,0.9682,0.9911,0.0339,0.0357,0.1054,0.0536,0.8037,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,rhetoric,560,0.9411,0.7643,0.9609,0.9821,0.0411,0.0286,0.1732,0.05,0.7299,none
27b,degraded_instruct,healthy_q6,cyber_structural_25_75,spatial,560,0.9393,0.7768,0.961,0.9911,0.0482,0.0411,0.1482,0.0554,0.7395,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,adversarial,560,0.9071,0.5161,0.9259,0.9964,0.0679,0.3107,0.2,0.0518,0.415,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,boundary,560,0.9268,0.5357,0.9314,0.9911,0.0482,0.3161,0.1946,0.0429,0.4403,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,coding,560,0.9375,0.5518,0.9353,0.9839,0.0411,0.3179,0.1679,0.0357,0.4607,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,epistemic,560,0.9304,0.5625,0.942,0.9911,0.0357,0.2554,0.1946,0.0464,0.4828,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,forensic,560,0.9179,0.575,0.9352,0.9875,0.0482,0.2946,0.1589,0.0607,0.4859,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,generalist,560,0.9214,0.5321,0.931,0.9839,0.0464,0.3161,0.1893,0.0339,0.4382,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,math,560,0.9179,0.525,0.9319,0.9964,0.0571,0.2696,0.2696,0.0482,0.4299,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,planning,560,0.9286,0.5839,0.9377,0.9893,0.0482,0.2929,0.1107,0.05,0.4995,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,rhetoric,560,0.9304,0.5304,0.9364,0.9857,0.0536,0.3125,0.1875,0.0304,0.4353,none
27b,degraded_instruct,healthy_q6,q2_structural_amplifier,spatial,560,0.9089,0.5946,0.9356,0.9857,0.0571,0.2786,0.1446,0.0482,0.5078,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,adversarial,560,0.9393,0.7982,0.964,0.9911,0.0411,0.0375,0.1286,0.0643,0.7649,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,boundary,560,0.95,0.7911,0.9674,0.9964,0.0375,0.0536,0.1304,0.0554,0.7559,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,coding,560,0.9554,0.8143,0.9712,0.9982,0.0286,0.0429,0.1143,0.0536,0.7853,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,epistemic,560,0.9518,0.7786,0.9688,0.9893,0.0232,0.0411,0.1625,0.0482,0.748,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,forensic,560,0.9446,0.7893,0.9658,0.9911,0.0464,0.0482,0.1321,0.0429,0.753,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,generalist,560,0.9411,0.7607,0.9639,0.9839,0.0357,0.0589,0.1482,0.0464,0.724,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,math,560,0.9464,0.7482,0.9649,0.9946,0.0375,0.0571,0.1804,0.0464,0.7088,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,planning,560,0.9714,0.7911,0.9734,0.9911,0.0214,0.0554,0.1482,0.0286,0.7603,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,rhetoric,560,0.9571,0.775,0.967,0.9821,0.0304,0.0464,0.1679,0.0411,0.7411,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_60,spatial,560,0.9554,0.7982,0.9695,0.9964,0.0304,0.0554,0.1214,0.0554,0.7656,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,adversarial,560,0.9357,0.7911,0.9605,0.9875,0.0536,0.0411,0.1304,0.0571,0.7535,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,boundary,560,0.95,0.7768,0.9661,0.9893,0.0357,0.0643,0.1446,0.05,0.7391,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,coding,560,0.9446,0.7714,0.9641,0.9875,0.0357,0.0643,0.1339,0.0571,0.7343,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,epistemic,560,0.9464,0.7679,0.9679,0.9946,0.0393,0.0464,0.1625,0.0304,0.7323,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,forensic,560,0.9625,0.7929,0.9704,0.9857,0.0339,0.0625,0.1232,0.0357,0.7585,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,generalist,560,0.9571,0.7804,0.9731,0.9911,0.0286,0.0714,0.1321,0.0268,0.7456,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,math,560,0.9518,0.7679,0.9654,0.9839,0.0196,0.0357,0.1946,0.0589,0.7363,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,planning,560,0.9536,0.8286,0.9718,0.9946,0.0339,0.0339,0.1071,0.0411,0.801,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,rhetoric,560,0.9518,0.7768,0.9677,0.9911,0.0304,0.05,0.1589,0.0482,0.7426,none
27b,degraded_instruct,healthy_q6,routed_tri_structural_65,spatial,560,0.9411,0.7661,0.963,0.9911,0.0464,0.0625,0.1304,0.0536,0.7265,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,adversarial,560,0.9464,0.8071,0.9632,0.9839,0.0357,0.0429,0.125,0.0714,0.7743,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,boundary,560,0.9554,0.7964,0.9649,0.9893,0.0357,0.0464,0.1321,0.0643,0.7626,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,coding,560,0.9518,0.8054,0.9659,0.9839,0.0304,0.0357,0.1393,0.0554,0.7752,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,epistemic,560,0.9429,0.8054,0.9704,0.9964,0.0304,0.0339,0.1232,0.0446,0.7774,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,forensic,560,0.9554,0.8036,0.9676,0.9839,0.0304,0.0464,0.1304,0.05,0.7723,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,generalist,560,0.9321,0.7893,0.9648,0.9857,0.0321,0.0518,0.1286,0.0536,0.7563,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,math,560,0.9446,0.7589,0.9644,0.9946,0.0357,0.0393,0.1929,0.05,0.7224,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,planning,560,0.9571,0.7946,0.9672,0.9929,0.0375,0.0464,0.1339,0.0464,0.7611,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,rhetoric,560,0.9429,0.7839,0.9619,0.9875,0.0464,0.0375,0.1482,0.0536,0.748,none
27b,degraded_instruct,healthy_q6,stability_first_tri_70,spatial,560,0.95,0.7786,0.9691,0.9911,0.0375,0.0571,0.1304,0.0375,0.7436,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,adversarial,560,0.9661,0.8464,0.9759,0.9964,0.025,0.0286,0.1036,0.0411,0.8229,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,boundary,560,0.9589,0.8286,0.9694,0.9893,0.0286,0.0339,0.1089,0.0589,0.8016,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,coding,560,0.975,0.8536,0.9774,0.9946,0.0107,0.0268,0.1107,0.0482,0.8337,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,epistemic,560,0.9482,0.8321,0.9709,0.9875,0.0321,0.0107,0.1161,0.0357,0.8093,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,forensic,560,0.9589,0.8464,0.9676,0.9768,0.025,0.0232,0.1071,0.0571,0.8229,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,generalist,560,0.9643,0.8464,0.9764,0.9821,0.0179,0.0375,0.0964,0.0286,0.8244,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,math,560,0.9732,0.8268,0.9732,0.9911,0.0196,0.0214,0.1429,0.0482,0.8028,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,planning,560,0.9714,0.8518,0.97,0.9821,0.025,0.0232,0.1196,0.0482,0.8277,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,rhetoric,560,0.9589,0.8143,0.9686,0.9911,0.0286,0.0089,0.1536,0.0518,0.7891,none
27b,degraded_instruct,healthy_q8,cognitive_structural_25_75,spatial,560,0.9625,0.8446,0.974,0.9911,0.0268,0.0232,0.1,0.0393,0.822,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,adversarial,560,0.9714,0.8446,0.975,0.9857,0.0125,0.0429,0.0964,0.0571,0.8217,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,boundary,560,0.9429,0.8,0.9652,0.9839,0.0446,0.0554,0.1125,0.0446,0.7643,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,coding,560,0.9643,0.8214,0.9746,0.9929,0.0196,0.0446,0.1054,0.0464,0.7959,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,epistemic,560,0.95,0.8268,0.9693,0.9839,0.025,0.025,0.1143,0.0518,0.8026,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,forensic,560,0.9554,0.8196,0.9724,0.9911,0.0304,0.0643,0.1107,0.0429,0.7867,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,generalist,560,0.9607,0.8482,0.9757,0.9875,0.0143,0.0446,0.0839,0.0464,0.826,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,math,560,0.9518,0.7839,0.9656,0.9893,0.0357,0.0375,0.1518,0.0554,0.7508,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,planning,560,0.9696,0.85,0.978,0.9946,0.0196,0.0286,0.1054,0.0286,0.8285,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,rhetoric,560,0.9536,0.8089,0.9657,0.9875,0.0304,0.0268,0.1339,0.0625,0.7806,none
27b,degraded_instruct,healthy_q8,cyber_structural_25_75,spatial,560,0.9607,0.8625,0.976,0.9893,0.0286,0.0375,0.0821,0.0375,0.838,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,adversarial,560,0.9446,0.5571,0.9369,0.9875,0.0339,0.3357,0.1518,0.0464,0.4654,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,boundary,560,0.9196,0.5018,0.929,0.9911,0.0482,0.3304,0.2089,0.0446,0.4023,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,coding,560,0.9125,0.5571,0.9302,0.9911,0.0536,0.2946,0.1732,0.0625,0.4652,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,epistemic,560,0.9321,0.5714,0.9426,0.9893,0.0429,0.2518,0.2071,0.0304,0.4901,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,forensic,560,0.9393,0.5643,0.9425,0.9893,0.0339,0.3,0.1696,0.0393,0.4786,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,generalist,560,0.9304,0.5357,0.938,0.9964,0.0393,0.2964,0.175,0.0429,0.4485,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,math,560,0.9304,0.5875,0.9407,0.9875,0.0518,0.2518,0.1804,0.0446,0.5049,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,planning,560,0.9107,0.6161,0.9351,0.9839,0.0625,0.2625,0.1286,0.0375,0.5327,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,rhetoric,560,0.9089,0.5589,0.9363,0.9946,0.0518,0.2464,0.1964,0.0625,0.4753,none
27b,degraded_instruct,healthy_q8,q2_structural_amplifier,spatial,560,0.925,0.5429,0.9365,0.9911,0.0518,0.3268,0.1268,0.0518,0.4492,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,adversarial,560,0.95,0.8071,0.9657,0.9893,0.0357,0.0589,0.0929,0.0732,0.7736,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,boundary,560,0.9625,0.8125,0.9731,0.9929,0.0286,0.0482,0.125,0.0375,0.7824,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,coding,560,0.9446,0.7964,0.9666,0.9893,0.0446,0.0518,0.1071,0.0464,0.7618,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,epistemic,560,0.9446,0.8036,0.9695,0.9946,0.025,0.0357,0.1321,0.0518,0.7758,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,forensic,560,0.9554,0.7857,0.9685,0.9964,0.0321,0.0661,0.125,0.0554,0.7501,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,generalist,560,0.9518,0.7732,0.9699,0.9875,0.0339,0.0732,0.125,0.0321,0.7368,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,math,560,0.9482,0.7411,0.9666,0.9929,0.025,0.0464,0.1911,0.0536,0.7063,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,planning,560,0.975,0.8375,0.9774,0.9946,0.0179,0.0554,0.0946,0.0429,0.8114,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,rhetoric,560,0.95,0.7875,0.968,0.9946,0.0339,0.0429,0.1375,0.05,0.7552,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_60,spatial,560,0.9625,0.8393,0.9735,0.9857,0.0232,0.05,0.0911,0.0464,0.8127,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,adversarial,560,0.9554,0.8268,0.9717,0.9911,0.0321,0.0393,0.1036,0.0464,0.7987,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,boundary,560,0.9357,0.7768,0.9602,0.9786,0.0446,0.0518,0.125,0.0625,0.7399,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,coding,560,0.9571,0.8054,0.971,0.9929,0.0214,0.0589,0.1071,0.0589,0.7756,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,epistemic,560,0.9554,0.8089,0.9727,0.9982,0.025,0.0304,0.1375,0.0393,0.7824,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,forensic,560,0.9679,0.8232,0.9717,0.9893,0.0143,0.0554,0.1125,0.0625,0.7957,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,generalist,560,0.9625,0.8107,0.9725,0.9893,0.0196,0.0571,0.1071,0.0482,0.7824,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,math,560,0.9714,0.7857,0.9702,0.9875,0.0161,0.0393,0.1839,0.0482,0.7559,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,planning,560,0.9696,0.8357,0.9741,0.9821,0.0214,0.0464,0.1143,0.0339,0.8092,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,rhetoric,560,0.9696,0.7786,0.9727,0.9964,0.0161,0.0482,0.1589,0.05,0.7489,none
27b,degraded_instruct,healthy_q8,routed_tri_structural_65,spatial,560,0.9554,0.8089,0.9663,0.9893,0.0321,0.0554,0.1107,0.0625,0.7762,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,adversarial,560,0.9571,0.8036,0.9684,0.9911,0.0339,0.0625,0.1036,0.0643,0.7694,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,boundary,560,0.9393,0.7768,0.9634,0.9929,0.0411,0.0732,0.1232,0.0625,0.7368,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,coding,560,0.9429,0.7929,0.9675,0.9875,0.0268,0.0554,0.1375,0.0536,0.7601,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,epistemic,560,0.9411,0.7893,0.9687,0.9929,0.0375,0.0429,0.1304,0.0375,0.7572,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,forensic,560,0.9482,0.7982,0.9672,0.9857,0.0321,0.0482,0.1286,0.05,0.7661,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,generalist,560,0.9518,0.7821,0.9713,0.9911,0.0268,0.0768,0.1268,0.0375,0.7467,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,math,560,0.9571,0.7857,0.9681,0.9857,0.0286,0.0375,0.1554,0.0482,0.7548,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,planning,560,0.9571,0.8286,0.9712,0.9946,0.0339,0.0464,0.0964,0.0482,0.799,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,rhetoric,560,0.9643,0.8125,0.9725,0.9946,0.025,0.0464,0.1304,0.0464,0.783,none
27b,degraded_instruct,healthy_q8,stability_first_tri_70,spatial,560,0.9625,0.8321,0.9728,0.9839,0.0321,0.0411,0.0982,0.0339,0.8047,none
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,adversarial,560,0.2714,0.2018,0.5502,0.8321,0.2768,0.0268,0.4339,1.7268,-0.0077,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,boundary,560,0.2821,0.1911,0.5503,0.7893,0.2518,0.0196,0.4946,1.6089,-0.0084,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,coding,560,0.2125,0.1696,0.5085,0.6821,0.2375,0.0286,0.3732,1.6911,-0.0217,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,epistemic,560,0.2429,0.1946,0.5449,0.7536,0.2304,0.0054,0.4304,1.3821,0.0209,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,forensic,560,0.2393,0.1821,0.5114,0.8,0.2339,0.0107,0.4196,1.7482,-0.0112,primitive_gap
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,generalist,560,0.2036,0.1607,0.5036,0.7107,0.2482,0.0214,0.4518,1.5964,-0.034,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,math,560,0.2554,0.2089,0.518,0.6786,0.2214,0.0107,0.4304,1.8071,0.0156,classification_miss
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,planning,560,0.3107,0.2625,0.5418,0.7036,0.2321,0.0321,0.3411,1.5268,0.0828,none
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,rhetoric,560,0.2018,0.1625,0.485,0.6839,0.25,0.0143,0.4536,1.8018,-0.0417,cascade
27b,instruct,collapsed_q2_edge,cognitive_structural_25_75,spatial,560,0.275,0.2304,0.5191,0.6911,0.2321,0.0143,0.3518,1.625,0.0485,cascade
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,adversarial,560,0.3804,0.2607,0.6578,0.925,0.2375,0.0411,0.4554,1.2518,0.0822,none
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,boundary,560,0.4964,0.35,0.6913,0.9196,0.2268,0.0339,0.4411,1.0589,0.1869,none
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,coding,560,0.2429,0.1911,0.5125,0.6821,0.2446,0.0321,0.3696,1.6375,-0.0002,cascade
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,epistemic,560,0.2,0.1482,0.4821,0.6357,0.2536,0.0161,0.4554,1.4946,-0.0422,cascade
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,forensic,560,0.3375,0.2464,0.589,0.8946,0.2321,0.025,0.4018,1.4482,0.0672,primitive_gap
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,generalist,560,0.1786,0.1411,0.4938,0.6036,0.2179,0.0357,0.3821,1.55,-0.0395,classification_miss
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,math,560,0.2143,0.1571,0.4863,0.6357,0.2036,0.0125,0.4,1.9411,-0.0355,classification_miss
27b,instruct,collapsed_q2_edge,cyber_structural_25_75,planning,560,0.2804,0.2196,0.5311,0.6786,0.2339,0.025,0.3357,1.5661,0.0393,cascade
