model,substrate,quant,stack,family,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
27b,base,collapsed_q2_edge,cognitive_structural_25_75,adversarial,560,0.3821,0.2679,0.6396,0.8893,0.2464,0.0196,0.4554,1.3161,0.0878,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,boundary,560,0.3804,0.2661,0.6369,0.8661,0.2321,0.0304,0.4929,1.2536,0.0883,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,coding,560,0.3161,0.225,0.5953,0.775,0.2071,0.0375,0.3714,1.3982,0.0557,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,epistemic,560,0.3411,0.225,0.6094,0.8125,0.2161,0.0071,0.4429,1.1464,0.066,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,forensic,560,0.3268,0.2411,0.5991,0.8696,0.2143,0.0214,0.4107,1.3982,0.0697,primitive_gap
27b,base,collapsed_q2_edge,cognitive_structural_25_75,generalist,560,0.2732,0.1946,0.5567,0.7429,0.2536,0.0393,0.45,1.3321,0.0081,cascade
27b,base,collapsed_q2_edge,cognitive_structural_25_75,math,560,0.3161,0.2393,0.571,0.7696,0.2268,0.025,0.4321,1.5554,0.0539,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,planning,560,0.4018,0.3268,0.6162,0.775,0.2232,0.0179,0.3339,1.2446,0.1673,none
27b,base,collapsed_q2_edge,cognitive_structural_25_75,rhetoric,560,0.2518,0.1911,0.5466,0.7536,0.2036,0.0232,0.4804,1.6196,0.0059,primitive_gap
27b,base,collapsed_q2_edge,cognitive_structural_25_75,spatial,560,0.3411,0.275,0.5984,0.7696,0.1946,0.025,0.3446,1.3446,0.1168,none
27b,base,collapsed_q2_edge,cyber_structural_25_75,adversarial,560,0.5304,0.3643,0.7568,0.9768,0.1982,0.0321,0.4143,0.8375,0.2234,none
27b,base,collapsed_q2_edge,cyber_structural_25_75,boundary,560,0.5875,0.4018,0.7727,0.9893,0.2339,0.0375,0.4,0.6929,0.2575,none
27b,base,collapsed_q2_edge,cyber_structural_25_75,coding,560,0.2857,0.2214,0.5591,0.7143,0.2232,0.0393,0.3518,1.4804,0.0444,cascade
27b,base,collapsed_q2_edge,cyber_structural_25_75,epistemic,560,0.2571,0.2071,0.5673,0.7179,0.2214,0.0196,0.4125,1.2393,0.0418,cascade
27b,base,collapsed_q2_edge,cyber_structural_25_75,forensic,560,0.3661,0.2804,0.6409,0.9464,0.2089,0.0196,0.4304,1.2571,0.1165,none
27b,base,collapsed_q2_edge,cyber_structural_25_75,generalist,560,0.2321,0.1589,0.5381,0.6679,0.2196,0.0375,0.4196,1.3839,-0.0172,classification_miss
27b,base,collapsed_q2_edge,cyber_structural_25_75,math,560,0.2804,0.2268,0.5372,0.6714,0.1982,0.0339,0.3964,1.7071,0.0435,classification_miss
27b,base,collapsed_q2_edge,cyber_structural_25_75,planning,560,0.325,0.2571,0.556,0.6518,0.2375,0.0286,0.3304,1.3679,0.0854,none
27b,base,collapsed_q2_edge,cyber_structural_25_75,rhetoric,560,0.2732,0.2,0.5355,0.7054,0.2429,0.0286,0.4179,1.5464,0.0107,cascade
27b,base,collapsed_q2_edge,cyber_structural_25_75,spatial,560,0.3071,0.2482,0.5446,0.7232,0.1982,0.0339,0.3196,1.5589,0.0784,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,adversarial,560,0.8268,0.4589,0.8954,0.9893,0.1375,0.2464,0.3804,0.0536,0.3353,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,boundary,560,0.8125,0.35,0.8755,0.9893,0.1571,0.3161,0.4714,0.0625,0.1988,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,coding,560,0.7857,0.4,0.8703,0.9089,0.1339,0.2768,0.3464,0.0929,0.2721,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,epistemic,560,0.8304,0.4143,0.8836,0.9375,0.1089,0.2804,0.4179,0.0786,0.2882,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,forensic,560,0.8196,0.3821,0.8869,0.9929,0.1357,0.3089,0.4,0.0911,0.2431,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,generalist,560,0.6893,0.3518,0.8225,0.8482,0.1375,0.3,0.475,0.1875,0.2032,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,math,560,0.7696,0.3714,0.8471,0.8714,0.1,0.2946,0.4339,0.2375,0.2359,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,planning,560,0.7911,0.4232,0.8769,0.9018,0.1214,0.2571,0.3464,0.0804,0.3036,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,rhetoric,560,0.7607,0.3518,0.8452,0.8571,0.1125,0.2786,0.4821,0.1661,0.2154,none
27b,base,collapsed_q2_edge,q2_structural_amplifier,spatial,560,0.8036,0.4214,0.8767,0.8857,0.0964,0.2929,0.35,0.1054,0.3007,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,adversarial,560,0.6071,0.3857,0.7954,0.9875,0.2,0.0411,0.4375,0.6179,0.2516,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,boundary,560,0.7214,0.4893,0.8379,0.9946,0.1696,0.0464,0.4518,0.4429,0.3708,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,coding,560,0.4857,0.3589,0.7145,0.8339,0.1607,0.0625,0.3571,0.8964,0.2248,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,epistemic,560,0.4536,0.3321,0.6922,0.8339,0.1821,0.0393,0.4161,0.825,0.1951,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,forensic,560,0.5554,0.4125,0.7345,0.9839,0.1893,0.0518,0.3768,0.8929,0.2706,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,generalist,560,0.4161,0.3268,0.6893,0.8214,0.1804,0.0464,0.3732,0.8768,0.1897,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,math,560,0.3964,0.3036,0.6449,0.7893,0.1679,0.0554,0.3982,1.2821,0.1462,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,planning,560,0.5196,0.3571,0.7135,0.8482,0.175,0.0554,0.375,0.8911,0.219,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,rhetoric,560,0.3821,0.2929,0.6601,0.8071,0.1679,0.0554,0.3643,1.1393,0.1453,none
27b,base,collapsed_q2_edge,routed_tri_structural_60,spatial,560,0.4518,0.3536,0.6918,0.8161,0.1679,0.0357,0.3232,0.9625,0.2221,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,adversarial,560,0.725,0.4875,0.8503,0.9893,0.1571,0.0464,0.3946,0.4321,0.3779,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,boundary,560,0.7268,0.4321,0.8445,0.9875,0.1821,0.0625,0.5018,0.3429,0.3077,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,coding,560,0.4393,0.3125,0.6821,0.7982,0.1804,0.0571,0.3518,0.9911,0.1693,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,epistemic,560,0.5054,0.3714,0.7269,0.8286,0.1625,0.0304,0.4,0.7286,0.2482,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,forensic,560,0.5643,0.4054,0.7557,0.9839,0.1643,0.05,0.4196,0.8071,0.2721,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,generalist,560,0.4786,0.3679,0.7199,0.7875,0.1625,0.0464,0.3679,0.7446,0.2432,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,math,560,0.4054,0.3071,0.661,0.7768,0.175,0.0393,0.3911,1.1482,0.1581,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,planning,560,0.5821,0.4393,0.7371,0.8214,0.1714,0.0429,0.3179,0.7589,0.3159,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,rhetoric,560,0.4625,0.3143,0.6722,0.8071,0.1768,0.0482,0.3804,1.0482,0.1688,none
27b,base,collapsed_q2_edge,routed_tri_structural_65,spatial,560,0.4875,0.3946,0.6907,0.8036,0.1732,0.0393,0.2768,0.9768,0.2638,none
27b,base,collapsed_q2_edge,stability_first_tri_70,adversarial,560,0.725,0.4696,0.8525,0.9946,0.1518,0.0357,0.4339,0.4036,0.3621,none
27b,base,collapsed_q2_edge,stability_first_tri_70,boundary,560,0.7321,0.4464,0.8447,0.9875,0.1643,0.0536,0.4339,0.4107,0.3312,none
27b,base,collapsed_q2_edge,stability_first_tri_70,coding,560,0.5839,0.4286,0.762,0.8554,0.1357,0.05,0.3125,0.7196,0.3169,none
27b,base,collapsed_q2_edge,stability_first_tri_70,epistemic,560,0.5411,0.3839,0.7518,0.8589,0.1679,0.0214,0.4089,0.6143,0.2659,none
27b,base,collapsed_q2_edge,stability_first_tri_70,forensic,560,0.5536,0.4,0.7609,0.9821,0.1429,0.0375,0.3804,0.8089,0.2788,none
27b,base,collapsed_q2_edge,stability_first_tri_70,generalist,560,0.5554,0.4179,0.7488,0.8429,0.1661,0.0429,0.3804,0.6661,0.2957,none
27b,base,collapsed_q2_edge,stability_first_tri_70,math,560,0.5214,0.3804,0.7228,0.8232,0.1357,0.0429,0.4,0.9518,0.2515,none
27b,base,collapsed_q2_edge,stability_first_tri_70,planning,560,0.6518,0.5161,0.7757,0.8768,0.175,0.0339,0.2804,0.6446,0.4021,none
27b,base,collapsed_q2_edge,stability_first_tri_70,rhetoric,560,0.4857,0.3571,0.7019,0.8071,0.1804,0.0393,0.3839,0.9018,0.2194,none
27b,base,collapsed_q2_edge,stability_first_tri_70,spatial,560,0.5268,0.3804,0.7133,0.8089,0.1857,0.0375,0.325,0.8446,0.2489,none
27b,base,damaged_q2,cognitive_structural_25_75,adversarial,560,0.7625,0.5304,0.8657,0.9839,0.1089,0.0214,0.3786,0.4179,0.4422,none
27b,base,damaged_q2,cognitive_structural_25_75,boundary,560,0.7964,0.5571,0.866,0.9625,0.1179,0.0393,0.3768,0.3554,0.466,none
27b,base,damaged_q2,cognitive_structural_25_75,coding,560,0.6875,0.5214,0.8212,0.8929,0.1286,0.0179,0.2893,0.4911,0.4316,none
27b,base,damaged_q2,cognitive_structural_25_75,epistemic,560,0.6732,0.4964,0.8214,0.925,0.1464,0.0071,0.3625,0.4232,0.4009,none
27b,base,damaged_q2,cognitive_structural_25_75,forensic,560,0.6804,0.4786,0.8124,0.9821,0.125,0.0214,0.3964,0.6,0.3751,none
27b,base,damaged_q2,cognitive_structural_25_75,generalist,560,0.6107,0.4446,0.7906,0.8875,0.15,0.0304,0.4,0.5268,0.3352,none
27b,base,damaged_q2,cognitive_structural_25_75,math,560,0.6554,0.5036,0.8018,0.8964,0.1161,0.0232,0.3589,0.6518,0.4028,none
27b,base,damaged_q2,cognitive_structural_25_75,planning,560,0.7446,0.5571,0.8438,0.9161,0.1036,0.0268,0.2875,0.4411,0.4757,none
27b,base,damaged_q2,cognitive_structural_25_75,rhetoric,560,0.5964,0.4321,0.7649,0.8571,0.1411,0.0196,0.3696,0.6929,0.3217,none
27b,base,damaged_q2,cognitive_structural_25_75,spatial,560,0.7,0.5161,0.807,0.8839,0.1232,0.0286,0.2714,0.5643,0.4235,none
27b,base,damaged_q2,cyber_structural_25_75,adversarial,560,0.85,0.6,0.9159,0.9893,0.1143,0.0304,0.325,0.1268,0.5273,none
27b,base,damaged_q2,cyber_structural_25_75,boundary,560,0.8464,0.5821,0.9154,0.9946,0.1321,0.0304,0.35,0.0946,0.5037,none
27b,base,damaged_q2,cyber_structural_25_75,coding,560,0.6893,0.5464,0.818,0.8661,0.1196,0.0232,0.2571,0.4964,0.4605,none
27b,base,damaged_q2,cyber_structural_25_75,epistemic,560,0.6304,0.4589,0.8003,0.8536,0.1268,0.0179,0.3554,0.4661,0.3656,none
27b,base,damaged_q2,cyber_structural_25_75,forensic,560,0.7518,0.575,0.8509,0.9929,0.1375,0.0304,0.2839,0.4304,0.4834,none
27b,base,damaged_q2,cyber_structural_25_75,generalist,560,0.6036,0.4446,0.7878,0.8107,0.1375,0.0339,0.3482,0.4857,0.3445,none
27b,base,damaged_q2,cyber_structural_25_75,math,560,0.5804,0.4393,0.7593,0.8357,0.1357,0.0393,0.3304,0.7911,0.3247,none
27b,base,damaged_q2,cyber_structural_25_75,planning,560,0.725,0.5571,0.8155,0.8536,0.125,0.0304,0.2804,0.4804,0.4671,none
27b,base,damaged_q2,cyber_structural_25_75,rhetoric,560,0.5732,0.4357,0.7427,0.7571,0.1357,0.0214,0.3036,0.725,0.3302,none
27b,base,damaged_q2,cyber_structural_25_75,spatial,560,0.6214,0.4964,0.7783,0.8304,0.1161,0.0232,0.2679,0.6643,0.4023,none
27b,base,damaged_q2,q2_structural_amplifier,adversarial,560,0.8732,0.4393,0.9092,0.9911,0.0839,0.2857,0.3875,0.05,0.3235,none
27b,base,damaged_q2,q2_structural_amplifier,boundary,560,0.8536,0.3964,0.8963,0.9982,0.1107,0.3375,0.3893,0.0536,0.2619,none
27b,base,damaged_q2,q2_structural_amplifier,coding,560,0.8679,0.4821,0.9102,0.9804,0.1018,0.2875,0.2679,0.0446,0.3704,none
27b,base,damaged_q2,q2_structural_amplifier,epistemic,560,0.8643,0.4554,0.9121,0.9839,0.1,0.2518,0.3268,0.0446,0.3466,none
27b,base,damaged_q2,q2_structural_amplifier,forensic,560,0.8464,0.4143,0.8979,0.9929,0.1321,0.3,0.375,0.0446,0.2824,none
27b,base,damaged_q2,q2_structural_amplifier,generalist,560,0.8214,0.4268,0.8914,0.9536,0.1071,0.2964,0.3536,0.0607,0.304,none
27b,base,damaged_q2,q2_structural_amplifier,math,560,0.8857,0.4286,0.9078,0.9732,0.0857,0.2768,0.3929,0.0571,0.3132,none
27b,base,damaged_q2,q2_structural_amplifier,planning,560,0.8964,0.4857,0.9193,0.9786,0.0732,0.2804,0.2911,0.0339,0.3827,none
27b,base,damaged_q2,q2_structural_amplifier,rhetoric,560,0.8482,0.4375,0.8989,0.975,0.1232,0.2875,0.3696,0.0446,0.3112,none
27b,base,damaged_q2,q2_structural_amplifier,spatial,560,0.8714,0.4911,0.917,0.9839,0.0982,0.2661,0.2821,0.0393,0.3839,none
27b,base,damaged_q2,routed_tri_structural_60,adversarial,560,0.8518,0.575,0.9197,0.9893,0.1268,0.0536,0.3571,0.0714,0.4941,none
27b,base,damaged_q2,routed_tri_structural_60,boundary,560,0.875,0.5393,0.9282,0.9911,0.0911,0.0446,0.4232,0.0571,0.4663,none
27b,base,damaged_q2,routed_tri_structural_60,coding,560,0.8107,0.5786,0.8982,0.9339,0.1071,0.0464,0.3232,0.1589,0.5033,none
27b,base,damaged_q2,routed_tri_structural_60,epistemic,560,0.7982,0.5946,0.8984,0.9696,0.1268,0.0464,0.2732,0.1732,0.5168,none
27b,base,damaged_q2,routed_tri_structural_60,forensic,560,0.8054,0.5696,0.8907,0.9821,0.1054,0.0518,0.3446,0.25,0.4876,none
27b,base,damaged_q2,routed_tri_structural_60,generalist,560,0.7732,0.5518,0.8794,0.9339,0.1,0.05,0.3393,0.2411,0.4726,none
27b,base,damaged_q2,routed_tri_structural_60,math,560,0.7661,0.5375,0.8591,0.9018,0.1054,0.0304,0.3554,0.3589,0.4534,none
27b,base,damaged_q2,routed_tri_structural_60,planning,560,0.8054,0.5946,0.8917,0.9375,0.1268,0.0339,0.2893,0.1768,0.5178,none
27b,base,damaged_q2,routed_tri_structural_60,rhetoric,560,0.8036,0.5571,0.8856,0.9429,0.1,0.0446,0.3321,0.2482,0.4792,none
27b,base,damaged_q2,routed_tri_structural_60,spatial,560,0.8232,0.5964,0.8911,0.9554,0.1,0.0446,0.3018,0.2482,0.5209,none
27b,base,damaged_q2,routed_tri_structural_65,adversarial,560,0.8589,0.6036,0.9312,0.9982,0.1179,0.05,0.3089,0.05,0.531,none
27b,base,damaged_q2,routed_tri_structural_65,boundary,560,0.8768,0.5893,0.9286,0.9857,0.1036,0.0464,0.3554,0.0571,0.5176,none
27b,base,damaged_q2,routed_tri_structural_65,coding,560,0.8411,0.575,0.911,0.9518,0.0875,0.0482,0.2982,0.1482,0.5078,none
27b,base,damaged_q2,routed_tri_structural_65,epistemic,560,0.8375,0.6036,0.9112,0.9661,0.0982,0.0214,0.3375,0.1286,0.5364,none
27b,base,damaged_q2,routed_tri_structural_65,forensic,560,0.8446,0.6018,0.9069,0.9946,0.1161,0.0393,0.3357,0.1714,0.5237,none
27b,base,damaged_q2,routed_tri_structural_65,generalist,560,0.7786,0.5375,0.8881,0.9375,0.1304,0.0589,0.3375,0.1554,0.4518,none
27b,base,damaged_q2,routed_tri_structural_65,math,560,0.7893,0.5536,0.8811,0.9232,0.1036,0.0464,0.3411,0.2679,0.4725,none
27b,base,damaged_q2,routed_tri_structural_65,planning,560,0.8321,0.6036,0.9107,0.9464,0.0982,0.0393,0.2911,0.1304,0.5364,none
27b,base,damaged_q2,routed_tri_structural_65,rhetoric,560,0.8071,0.5571,0.8859,0.9393,0.1089,0.0393,0.3661,0.2214,0.4762,none
27b,base,damaged_q2,routed_tri_structural_65,spatial,560,0.8304,0.6393,0.9044,0.9429,0.1036,0.0393,0.2429,0.175,0.5722,none
27b,base,damaged_q2,stability_first_tri_70,adversarial,560,0.8518,0.5839,0.925,0.9893,0.1161,0.0393,0.3482,0.0643,0.5102,none
27b,base,damaged_q2,stability_first_tri_70,boundary,560,0.8857,0.5804,0.9331,0.9875,0.0982,0.0679,0.3357,0.0518,0.5079,none
27b,base,damaged_q2,stability_first_tri_70,coding,560,0.8732,0.6179,0.9242,0.9589,0.0768,0.0446,0.3107,0.1036,0.5559,none
27b,base,damaged_q2,stability_first_tri_70,epistemic,560,0.8375,0.5839,0.915,0.9589,0.1036,0.0232,0.35,0.0893,0.5158,none
27b,base,damaged_q2,stability_first_tri_70,forensic,560,0.8482,0.6071,0.915,0.9875,0.1143,0.0411,0.3196,0.1268,0.5327,none
27b,base,damaged_q2,stability_first_tri_70,generalist,560,0.8179,0.5946,0.9082,0.9482,0.1143,0.0464,0.2929,0.1125,0.522,none
27b,base,damaged_q2,stability_first_tri_70,math,560,0.8232,0.5929,0.9047,0.9536,0.0964,0.0429,0.3286,0.1875,0.5197,none
27b,base,damaged_q2,stability_first_tri_70,planning,560,0.8304,0.5768,0.9079,0.9393,0.1054,0.0554,0.3018,0.1143,0.5042,none
27b,base,damaged_q2,stability_first_tri_70,rhetoric,560,0.8,0.5661,0.8912,0.9357,0.1393,0.0339,0.3446,0.1446,0.4827,none
27b,base,damaged_q2,stability_first_tri_70,spatial,560,0.8696,0.6321,0.9236,0.9643,0.0946,0.025,0.2821,0.0982,0.5713,none
27b,base,damaged_q3,cognitive_structural_25_75,adversarial,560,0.9,0.7339,0.9437,0.9929,0.0839,0.0196,0.1964,0.0786,0.6852,none
27b,base,damaged_q3,cognitive_structural_25_75,boundary,560,0.8821,0.6304,0.9373,0.9911,0.1071,0.0339,0.2911,0.0375,0.5663,none
27b,base,damaged_q3,cognitive_structural_25_75,coding,560,0.9018,0.7018,0.9468,0.9857,0.0768,0.0214,0.2054,0.0571,0.6552,none
27b,base,damaged_q3,cognitive_structural_25_75,epistemic,560,0.9,0.6982,0.9463,0.9804,0.075,0.0107,0.2268,0.0446,0.6532,none
27b,base,damaged_q3,cognitive_structural_25_75,forensic,560,0.8893,0.6893,0.9412,0.9857,0.0804,0.0232,0.2339,0.0643,0.6386,none
27b,base,damaged_q3,cognitive_structural_25_75,generalist,560,0.9054,0.6964,0.9515,0.9929,0.0643,0.0375,0.2339,0.0446,0.6487,none
27b,base,damaged_q3,cognitive_structural_25_75,math,560,0.9232,0.6911,0.9501,0.9839,0.0571,0.0161,0.2768,0.0482,0.6462,none
27b,base,damaged_q3,cognitive_structural_25_75,planning,560,0.9036,0.7018,0.946,0.9911,0.0804,0.0304,0.2232,0.05,0.6512,none
27b,base,damaged_q3,cognitive_structural_25_75,rhetoric,560,0.9018,0.725,0.9455,0.9893,0.075,0.0143,0.2196,0.0679,0.6787,none
27b,base,damaged_q3,cognitive_structural_25_75,spatial,560,0.9393,0.7196,0.957,0.9929,0.0482,0.0232,0.2464,0.0446,0.6786,none
27b,base,damaged_q3,cyber_structural_25_75,adversarial,560,0.9089,0.6732,0.944,0.9893,0.0786,0.0286,0.2518,0.0679,0.6204,none
27b,base,damaged_q3,cyber_structural_25_75,boundary,560,0.8768,0.6589,0.9347,0.9839,0.1071,0.0393,0.2411,0.0554,0.5969,none
27b,base,damaged_q3,cyber_structural_25_75,coding,560,0.9143,0.75,0.9529,0.9964,0.0804,0.0286,0.1696,0.0464,0.7043,none
27b,base,damaged_q3,cyber_structural_25_75,epistemic,560,0.9232,0.7054,0.9535,0.9893,0.0607,0.0179,0.2536,0.0339,0.6616,none
27b,base,damaged_q3,cyber_structural_25_75,forensic,560,0.9018,0.7161,0.9484,0.9964,0.0821,0.0286,0.2107,0.0482,0.6664,none
27b,base,damaged_q3,cyber_structural_25_75,generalist,560,0.8714,0.6786,0.94,0.9857,0.0946,0.0375,0.225,0.05,0.6222,none
27b,base,damaged_q3,cyber_structural_25_75,math,560,0.8964,0.6589,0.94,0.9643,0.0661,0.0339,0.2696,0.0696,0.6073,none
27b,base,damaged_q3,cyber_structural_25_75,planning,560,0.9196,0.7429,0.9516,0.9911,0.0625,0.0321,0.1964,0.0607,0.6989,none
27b,base,damaged_q3,cyber_structural_25_75,rhetoric,560,0.8911,0.6946,0.9412,0.9893,0.0839,0.0321,0.225,0.075,0.6413,none
27b,base,damaged_q3,cyber_structural_25_75,spatial,560,0.9071,0.7286,0.9495,0.975,0.0732,0.0357,0.1821,0.0482,0.6825,none
27b,base,damaged_q3,q2_structural_amplifier,adversarial,560,0.8661,0.4714,0.9061,0.9946,0.0911,0.3232,0.2732,0.0875,0.3532,none
27b,base,damaged_q3,q2_structural_amplifier,boundary,560,0.8732,0.4304,0.907,0.9911,0.1,0.3179,0.3321,0.0357,0.3084,none
27b,base,damaged_q3,q2_structural_amplifier,coding,560,0.8929,0.5232,0.9209,0.9893,0.0911,0.2679,0.2339,0.0339,0.4219,none
27b,base,damaged_q3,q2_structural_amplifier,epistemic,560,0.8696,0.4714,0.9143,0.9964,0.1071,0.2857,0.2857,0.0411,0.3572,none
27b,base,damaged_q3,q2_structural_amplifier,forensic,560,0.875,0.4839,0.9168,0.9911,0.1036,0.2821,0.2429,0.0446,0.3748,none
27b,base,damaged_q3,q2_structural_amplifier,generalist,560,0.8839,0.5089,0.9197,0.9839,0.0821,0.2786,0.2625,0.0286,0.4061,none
27b,base,damaged_q3,q2_structural_amplifier,math,560,0.8929,0.4911,0.917,0.9911,0.0786,0.2893,0.3036,0.0643,0.3821,none
27b,base,damaged_q3,q2_structural_amplifier,planning,560,0.9107,0.5393,0.9293,0.9857,0.0625,0.2446,0.2375,0.0429,0.4505,none
27b,base,damaged_q3,q2_structural_amplifier,rhetoric,560,0.9071,0.5125,0.9285,0.9839,0.0607,0.2786,0.2607,0.0429,0.4156,none
27b,base,damaged_q3,q2_structural_amplifier,spatial,560,0.9143,0.5464,0.9315,1.0,0.0643,0.2571,0.2268,0.0571,0.4547,none
27b,base,damaged_q3,routed_tri_structural_60,adversarial,560,0.9089,0.6929,0.9504,0.9946,0.0768,0.0536,0.2304,0.0393,0.6387,none
27b,base,damaged_q3,routed_tri_structural_60,boundary,560,0.8893,0.6482,0.9406,0.9911,0.0964,0.0661,0.2446,0.0482,0.5841,none
27b,base,damaged_q3,routed_tri_structural_60,coding,560,0.9214,0.7268,0.9548,0.9839,0.0536,0.0446,0.1893,0.0536,0.684,none
27b,base,damaged_q3,routed_tri_structural_60,epistemic,560,0.9071,0.7,0.9517,0.9893,0.0696,0.0464,0.2125,0.0411,0.6508,none
27b,base,damaged_q3,routed_tri_structural_60,forensic,560,0.9071,0.7125,0.9483,0.9857,0.0804,0.0357,0.2143,0.0429,0.662,none
27b,base,damaged_q3,routed_tri_structural_60,generalist,560,0.9107,0.6929,0.9516,0.9964,0.0696,0.0446,0.2321,0.0393,0.6425,none
27b,base,damaged_q3,routed_tri_structural_60,math,560,0.9214,0.6607,0.9497,0.9821,0.05,0.0321,0.2929,0.0536,0.6132,none
27b,base,damaged_q3,routed_tri_structural_60,planning,560,0.9036,0.6893,0.9471,0.9929,0.0714,0.0589,0.2036,0.0643,0.6366,none
27b,base,damaged_q3,routed_tri_structural_60,rhetoric,560,0.9304,0.7143,0.9557,0.9911,0.0518,0.0268,0.2339,0.0482,0.6723,none
27b,base,damaged_q3,routed_tri_structural_60,spatial,560,0.9196,0.7393,0.9537,0.9893,0.0607,0.0321,0.1911,0.0554,0.6966,none
27b,base,damaged_q3,routed_tri_structural_65,adversarial,560,0.9107,0.6946,0.9501,0.9946,0.0696,0.0607,0.2179,0.0607,0.6411,none
27b,base,damaged_q3,routed_tri_structural_65,boundary,560,0.8982,0.7,0.9485,0.9911,0.0875,0.0464,0.1929,0.0429,0.6469,none
27b,base,damaged_q3,routed_tri_structural_65,coding,560,0.9232,0.6964,0.9478,0.9893,0.0696,0.0446,0.225,0.0607,0.6456,none
27b,base,damaged_q3,routed_tri_structural_65,epistemic,560,0.9196,0.7125,0.9545,0.9911,0.0571,0.0304,0.2375,0.0411,0.6682,none
27b,base,damaged_q3,routed_tri_structural_65,forensic,560,0.9232,0.7107,0.9549,0.9946,0.0625,0.0375,0.2429,0.0339,0.6633,none
27b,base,damaged_q3,routed_tri_structural_65,generalist,560,0.8893,0.6768,0.9496,0.9982,0.0804,0.0482,0.2179,0.0393,0.6236,none
27b,base,damaged_q3,routed_tri_structural_65,math,560,0.9286,0.7214,0.9581,0.9875,0.0464,0.0393,0.2214,0.0482,0.6795,none
27b,base,damaged_q3,routed_tri_structural_65,planning,560,0.9214,0.725,0.9535,0.9929,0.0679,0.0411,0.1839,0.0464,0.6794,none
27b,base,damaged_q3,routed_tri_structural_65,rhetoric,560,0.9196,0.7018,0.9509,0.9946,0.0696,0.0339,0.25,0.0464,0.6518,none
27b,base,damaged_q3,routed_tri_structural_65,spatial,560,0.9357,0.7643,0.9604,0.9964,0.0571,0.0446,0.1768,0.0464,0.7218,none
27b,base,damaged_q3,stability_first_tri_70,adversarial,560,0.9107,0.7071,0.9477,0.9875,0.0661,0.0482,0.2143,0.0714,0.657,none
27b,base,damaged_q3,stability_first_tri_70,boundary,560,0.8964,0.6446,0.9422,0.9821,0.0857,0.0411,0.2786,0.0375,0.5866,none
27b,base,damaged_q3,stability_first_tri_70,coding,560,0.9143,0.7482,0.9539,0.9929,0.0696,0.0393,0.1696,0.0518,0.7033,none
27b,base,damaged_q3,stability_first_tri_70,epistemic,560,0.9196,0.7,0.9534,0.9929,0.0589,0.0179,0.2464,0.0429,0.6569,none
27b,base,damaged_q3,stability_first_tri_70,forensic,560,0.9125,0.6839,0.947,0.9893,0.0679,0.0375,0.2554,0.0536,0.633,none
27b,base,damaged_q3,stability_first_tri_70,generalist,560,0.9089,0.6661,0.9523,0.9929,0.0643,0.05,0.2607,0.0321,0.6143,none
27b,base,damaged_q3,stability_first_tri_70,math,560,0.9268,0.6964,0.9541,0.9911,0.0536,0.0446,0.2429,0.0536,0.6493,none
27b,base,damaged_q3,stability_first_tri_70,planning,560,0.9393,0.75,0.9602,0.9946,0.0536,0.0304,0.1786,0.0464,0.7113,none
27b,base,damaged_q3,stability_first_tri_70,rhetoric,560,0.9089,0.675,0.9502,0.9857,0.0661,0.05,0.2446,0.0446,0.6234,none
27b,base,damaged_q3,stability_first_tri_70,spatial,560,0.9089,0.7321,0.952,0.9929,0.075,0.0429,0.1786,0.0482,0.6844,none
27b,base,damaged_q4,cognitive_structural_25_75,adversarial,560,0.9357,0.7589,0.9561,0.9911,0.0589,0.0214,0.2054,0.05,0.718,none
